t              BoxCavity.fdtd_Point probe_Ez_20_30_24.dat
   0.37130064441896066E-009  -0.102388611E-006
   0.37284131099331319E-009  -0.105899829E-006
   0.37438197756766572E-009  -0.109534611E-006
   0.37592264414201826E-009  -0.113018260E-006
   0.37746331071637079E-009  -0.116424509E-006
   0.37900397729072333E-009  -0.120097681E-006
   0.38054464386507586E-009  -0.124182691E-006
   0.38208531043942839E-009  -0.128407720E-006
   0.38362597701378093E-009  -0.132451461E-006
   0.38516664358813346E-009  -0.136405887E-006
   0.38670731016248600E-009  -0.140674260E-006
   0.38824797673683853E-009  -0.145417431E-006
   0.38978864331119106E-009  -0.150315685E-006
   0.39132930988554360E-009  -0.155001729E-006
   0.39286997645989613E-009  -0.159582854E-006
   0.39441064303424866E-009  -0.164519832E-006
   0.39595130960860120E-009  -0.170001542E-006
   0.39749197618295373E-009  -0.175667850E-006
   0.39903264275730627E-009  -0.181093540E-006
   0.40057330933165880E-009  -0.186395567E-006
   0.40211397590601133E-009  -0.192107876E-006
   0.40365464248036387E-009  -0.198453378E-006
   0.40519530905471640E-009  -0.205012213E-006
   0.40673597562906894E-009  -0.211288423E-006
   0.40827664220342147E-009  -0.217418801E-006
   0.40981730877777400E-009  -0.224020312E-006
   0.41135797535212654E-009  -0.231346064E-006
   0.41289864192647907E-009  -0.238911269E-006
   0.41443930850083160E-009  -0.246147692E-006
   0.41597997507518414E-009  -0.253213926E-006
   0.41752064164953667E-009  -0.260821139E-006
   0.41906130822388921E-009  -0.269264376E-006
   0.42060197479824174E-009  -0.277986913E-006
   0.42214264137259427E-009  -0.286330533E-006
   0.42368330794694681E-009  -0.294473381E-006
   0.42522397452129934E-009  -0.303231928E-006
   0.42676464109565188E-009  -0.312945190E-006
   0.42830530767000441E-009  -0.322974955E-006
   0.42984597424435694E-009  -0.332567595E-006
   0.43138664081870948E-009  -0.341926352E-006
   0.43292730739306201E-009  -0.351985818E-006
   0.43446797396741454E-009  -0.363139264E-006
   0.43600864054176708E-009  -0.374662221E-006
   0.43754930711611961E-009  -0.385689646E-006
   0.43908997369047215E-009  -0.396448172E-006
   0.44063064026482468E-009  -0.408006485E-006
   0.44217130683917721E-009  -0.420812427E-006
   0.44371197341352975E-009  -0.434028777E-006
   0.44525263998788228E-009  -0.446665240E-006
   0.44679330656223482E-009  -0.458991309E-006
   0.44833397313658735E-009  -0.472231591E-006
   0.44987463971093988E-009  -0.486888723E-006
   0.45141530628529242E-009  -0.502007310E-006
   0.45295597285964495E-009  -0.516470891E-006
   0.45449663943399748E-009  -0.530587670E-006
   0.45603730600835002E-009  -0.545738317E-006
   0.45757797258270255E-009  -0.562493199E-006
   0.45911863915705509E-009  -0.579775758E-006
   0.46065930573140762E-009  -0.596311054E-006
   0.46219997230576015E-009  -0.612435940E-006
   0.46374063888011269E-009  -0.629728788E-006
   0.46528130545446522E-009  -0.648856712E-006
   0.46682197202881776E-009  -0.668591952E-006
   0.46836263860317029E-009  -0.687470958E-006
   0.46990330517752282E-009  -0.705880666E-006
   0.47144397175187536E-009  -0.725621362E-006
   0.47298463832622789E-009  -0.747436843E-006
   0.47452530490058042E-009  -0.769918302E-006
   0.47606597147493296E-009  -0.791411765E-006
   0.47760663804928549E-009  -0.812367375E-006
   0.47914730462363803E-009  -0.834824959E-006
   0.48068797119799056E-009  -0.859628187E-006
   0.48222863777234309E-009  -0.885192378E-006
   0.48376930434669563E-009  -0.909648918E-006
   0.48530997092104816E-009  -0.933497461E-006
   0.48685063749540070E-009  -0.959039198E-006
   0.48839130406975323E-009  -0.987232738E-006
   0.48993197064410576E-009  -0.101628450E-005
   0.49147263721845830E-009  -0.104406547E-005
   0.49301330379281083E-009  -0.107113271E-005
   0.49455397036716336E-009  -0.110010387E-005
   0.49609463694151590E-009  -0.113207545E-005
   0.49763530351586843E-009  -0.116501315E-005
   0.49917597009022097E-009  -0.119651065E-005
   0.50071663666457350E-009  -0.122720792E-005
   0.50225730323892603E-009  -0.126005034E-005
   0.50379796981327857E-009  -0.129625550E-005
   0.50533863638763110E-009  -0.133353615E-005
   0.50687930296198364E-009  -0.136919368E-005
   0.50841996953633617E-009  -0.140393718E-005
   0.50996063611068870E-009  -0.144108162E-005
   0.51150130268504124E-009  -0.148201934E-005
   0.51304196925939377E-009  -0.152417044E-005
   0.51458263583374630E-009  -0.156446390E-005
   0.51612330240809884E-009  -0.160370985E-005
   0.51766396898245137E-009  -0.164567223E-005
   0.51920463555680391E-009  -0.169189821E-005
   0.52074530213115644E-009  -0.173945330E-005
   0.52228596870550897E-009  -0.178491155E-005
   0.52382663527986151E-009  -0.182920360E-005
   0.52536730185421404E-009  -0.187652483E-005
   0.52690796842856658E-009  -0.192860875E-005
   0.52844863500291911E-009  -0.198219936E-005
   0.52998930157727164E-009  -0.203343370E-005
   0.53152996815162418E-009  -0.208330334E-005
   0.53307063472597671E-009  -0.213653993E-005
   0.53461130130032924E-009  -0.219513868E-005
   0.53615196787468178E-009  -0.225542749E-005
   0.53769263444903431E-009  -0.231304853E-005
   0.53923330102338685E-009  -0.236914161E-005
   0.54077396759773938E-009  -0.242900182E-005
   0.54231463417209191E-009  -0.249481946E-005
   0.54385530074644445E-009  -0.256250996E-005
   0.54539596732079698E-009  -0.262724302E-005
   0.54693663389514952E-009  -0.269024099E-005
   0.54847730046950205E-009  -0.275737216E-005
   0.55001796704385458E-009  -0.283114923E-005
   0.55155863361820712E-009  -0.290706134E-005
   0.55309930019255965E-009  -0.297966221E-005
   0.55463996676691218E-009  -0.305028448E-005
   0.55618063334126472E-009  -0.312551106E-005
   0.55772129991561725E-009  -0.320812433E-005
   0.55926196648996979E-009  -0.329304930E-005
   0.56080263306432232E-009  -0.337425990E-005
   0.56234329963867485E-009  -0.345330136E-005
   0.56388396621302739E-009  -0.353746100E-005
   0.56542463278737992E-009  -0.362978926E-005
   0.56696529936173246E-009  -0.372467935E-005
   0.56850596593608499E-009  -0.381545669E-005
   0.57004663251043752E-009  -0.390380319E-005
   0.57158729908479006E-009  -0.399780038E-005
   0.57312796565914259E-009  -0.410085295E-005
   0.57466863223349512E-009  -0.420671586E-005
   0.57620929880784766E-009  -0.430796399E-005
   0.57774996538220019E-009  -0.440650274E-005
   0.57929063195655273E-009  -0.451132837E-005
   0.58083129853090526E-009  -0.462617390E-005
   0.58237196510525779E-009  -0.474406488E-005
   0.58391263167961033E-009  -0.485678447E-005
   0.58545329825396286E-009  -0.496647863E-005
   0.58699396482831540E-009  -0.508312860E-005
   0.58853463140266793E-009  -0.521086940E-005
   0.59007529797702046E-009  -0.534197352E-005
   0.59161596455137300E-009  -0.546732463E-005
   0.59315663112572553E-009  -0.558928787E-005
   0.59469729770007806E-009  -0.571891951E-005
   0.59623796427443060E-009  -0.586080705E-005
   0.59777863084878313E-009  -0.600638987E-005
   0.59931929742313567E-009  -0.614555938E-005
   0.60085996399748820E-009  -0.628092675E-005
   0.60240063057184073E-009  -0.642472969E-005
   0.60394129714619327E-009  -0.658203771E-005
   0.60548196372054580E-009  -0.674338253E-005
   0.60702263029489834E-009  -0.689760964E-005
   0.60856329686925087E-009  -0.704759168E-005
   0.61010396344360340E-009  -0.720679600E-005
   0.61164463001795594E-009  -0.738084373E-005
   0.61318529659230847E-009  -0.755940027E-005
   0.61472596316666100E-009  -0.773016200E-005
   0.61626662974101354E-009  -0.789614387E-005
   0.61780729631536607E-009  -0.807211836E-005
   0.61934796288971861E-009  -0.826437372E-005
   0.62088862946407114E-009  -0.846160219E-005
   0.62242929603842367E-009  -0.865025595E-005
   0.62396996261277621E-009  -0.883364373E-005
   0.62551062918712874E-009  -0.902794454E-005
   0.62705129576148128E-009  -0.923997231E-005
   0.62859196233583381E-009  -0.945737247E-005
   0.63013262891018634E-009  -0.966541756E-005
   0.63167329548453888E-009  -0.986768009E-005
   0.63321396205889141E-009  -0.100817670E-004
   0.63475462863324394E-009  -0.103152115E-004
   0.63629529520759648E-009  -0.105545823E-004
   0.63783596178194901E-009  -0.107836877E-004
   0.63937662835630155E-009  -0.110063975E-004
   0.64091729493065408E-009  -0.112420075E-004
   0.64245796150500661E-009  -0.114986487E-004
   0.64399862807935915E-009  -0.117615691E-004
   0.64553929465371168E-009  -0.120133027E-004
   0.64707996122806422E-009  -0.122582069E-004
   0.64862062780241675E-009  -0.125170909E-004
   0.65016129437676928E-009  -0.127986905E-004
   0.65170196095112182E-009  -0.130871085E-004
   0.65324262752547435E-009  -0.133633366E-004
   0.65478329409982688E-009  -0.136319768E-004
   0.65632396067417942E-009  -0.139158246E-004
   0.65786462724853195E-009  -0.142245153E-004
   0.65940529382288449E-009  -0.145404820E-004
   0.66094596039723702E-009  -0.148428917E-004
   0.66248662697158955E-009  -0.151370787E-004
   0.66402729354594209E-009  -0.154479767E-004
   0.66556796012029462E-009  -0.157857321E-004
   0.66710862669464716E-009  -0.161310963E-004
   0.66864929326899969E-009  -0.164616795E-004
   0.67018995984335222E-009  -0.167833641E-004
   0.67173062641770476E-009  -0.171230731E-004
   0.67327129299205729E-009  -0.174918732E-004
   0.67481195956640982E-009  -0.178690352E-004
   0.67635262614076236E-009  -0.182301210E-004
   0.67789329271511489E-009  -0.185812678E-004
   0.67943395928946743E-009  -0.189517523E-004
   0.68097462586381996E-009  -0.193537635E-004
   0.68251529243817249E-009  -0.197648187E-004
   0.68405595901252503E-009  -0.201583443E-004
   0.68559662558687756E-009  -0.205409724E-004
   0.68713729216123010E-009  -0.209443933E-004
   0.68867795873558263E-009  -0.213818148E-004
   0.69021862530993516E-009  -0.218290097E-004
   0.69175929188428770E-009  -0.222572817E-004
   0.69329995845864023E-009  -0.226736593E-004
   0.69484062503299276E-009  -0.231122103E-004
   0.69638129160734530E-009  -0.235872794E-004
   0.69792195818169783E-009  -0.240729532E-004
   0.69946262475605037E-009  -0.245382817E-004
   0.70100329133040290E-009  -0.249905770E-004
   0.70254395790475543E-009  -0.254664010E-004
   0.70408462447910797E-009  -0.259813660E-004
   0.70562529105346050E-009  -0.265077870E-004
   0.70716595762781304E-009  -0.270124492E-004
   0.70870662420216557E-009  -0.275031107E-004
   0.71024729077651810E-009  -0.280188087E-004
   0.71178795735087064E-009  -0.285761780E-004
   0.71332862392522317E-009  -0.291457218E-004
   0.71486929049957570E-009  -0.296920152E-004
   0.71640995707392824E-009  -0.302232274E-004
   0.71795062364828077E-009  -0.307809933E-004
   0.71949129022263331E-009  -0.313831661E-004
   0.72103195679698584E-009  -0.319982610E-004
   0.72257262337133837E-009  -0.325884539E-004
   0.72411328994569091E-009  -0.331626288E-004
   0.72565395652004344E-009  -0.337652127E-004
   0.72719462309439598E-009  -0.344148939E-004
   0.72873528966874851E-009  -0.350779592E-004
   0.73027595624310104E-009  -0.357144054E-004
   0.73181662281745358E-009  -0.363338368E-004
   0.73335728939180611E-009  -0.369833833E-004
   0.73489795596615864E-009  -0.376829303E-004
   0.73643862254051118E-009  -0.383966835E-004
   0.73797928911486371E-009  -0.390819041E-004
   0.73951995568921625E-009  -0.397487893E-004
   0.74106062226356878E-009  -0.404477869E-004
   0.74260128883792131E-009  -0.412000663E-004
   0.74414195541227385E-009  -0.419671269E-004
   0.74568262198662638E-009  -0.427033920E-004
   0.74722328856097892E-009  -0.434200738E-004
   0.74876395513533145E-009  -0.441709417E-004
   0.75030462170968398E-009  -0.449783111E-004
   0.75184528828403652E-009  -0.458012328E-004
   0.75338595485838905E-009  -0.465912817E-004
   0.75492662143274158E-009  -0.473600958E-004
   0.75646728800709412E-009  -0.481647949E-004
   0.75800795458144665E-009  -0.490295351E-004
   0.75954862115579919E-009  -0.499109665E-004
   0.76108928773015172E-009  -0.507572877E-004
   0.76262995430450425E-009  -0.515806460E-004
   0.76417062087885679E-009  -0.524418028E-004
   0.76571128745320932E-009  -0.533663952E-004
   0.76725195402756186E-009  -0.543084716E-004
   0.76879262060191439E-009  -0.552133097E-004
   0.77033328717626692E-009  -0.560937697E-004
   0.77187395375061946E-009  -0.570137745E-004
   0.77341462032497199E-009  -0.580002998E-004
   0.77495528689932452E-009  -0.590052114E-004
   0.77649595347367706E-009  -0.599710656E-004
   0.77803662004802959E-009  -0.609110575E-004
   0.77957728662238213E-009  -0.618919876E-004
   0.78111795319673466E-009  -0.629423812E-004
   0.78265861977108719E-009  -0.640122307E-004
   0.78419928634543973E-009  -0.650414368E-004
   0.78573995291979226E-009  -0.660434889E-004
   0.78728061949414480E-009  -0.670880399E-004
   0.78882128606849733E-009  -0.682047248E-004
   0.79036195264284986E-009  -0.693413094E-004
   0.79190261921720240E-009  -0.704353952E-004
   0.79344328579155493E-009  -0.715013302E-004
   0.79498395236590746E-009  -0.726114667E-004
   0.79652461894026000E-009  -0.737965966E-004
   0.79806528551461253E-009  -0.750025429E-004
   0.79960595208896507E-009  -0.761640840E-004
   0.80114661866331760E-009  -0.772956191E-004
   0.80268728523767013E-009  -0.784727454E-004
   0.80422795181202267E-009  -0.797280954E-004
   0.80576861838637520E-009  -0.810049169E-004
   0.80730928496072774E-009  -0.822348957E-004
   0.80884995153508027E-009  -0.834336897E-004
   0.81039061810943280E-009  -0.846804760E-004
   0.81193128468378534E-009  -0.860082801E-004
   0.81347195125813787E-009  -0.873573736E-004
   0.81501261783249040E-009  -0.886577109E-004
   0.81655328440684294E-009  -0.899262159E-004
   0.81809395098119547E-009  -0.912439282E-004
   0.81963461755554801E-009  -0.926445355E-004
   0.82117528412990054E-009  -0.940674945E-004
   0.82271595070425307E-009  -0.954405550E-004
   0.82425661727860561E-009  -0.967795495E-004
   0.82579728385295814E-009  -0.981683552E-004
   0.82733795042731068E-009  -0.996439194E-004
   0.82887861700166321E-009  -0.101143349E-003
   0.83041928357601574E-009  -0.102589576E-003
   0.83195995015036828E-009  -0.103999424E-003
   0.83350061672472081E-009  -0.105461739E-003
   0.83504128329907334E-009  -0.107013737E-003
   0.83658194987342588E-009  -0.108588632E-003
   0.83812261644777841E-009  -0.110108376E-003
   0.83966328302213095E-009  -0.111591820E-003
   0.84120394959648348E-009  -0.113128764E-003
   0.84274461617083601E-009  -0.114756556E-003
   0.84428528274518855E-009  -0.116408242E-003
   0.84582594931954108E-009  -0.118003700E-003
   0.84736661589389362E-009  -0.119560435E-003
   0.84890728246824615E-009  -0.121171208E-003
   0.85044794904259868E-009  -0.122876125E-003
   0.85198861561695122E-009  -0.124605649E-003
   0.85352928219130375E-009  -0.126276340E-003
   0.85506994876565628E-009  -0.127907260E-003
   0.85661061534000882E-009  -0.129593725E-003
   0.85815128191436135E-009  -0.131375025E-003
   0.85969194848871389E-009  -0.133180394E-003
   0.86123261506306642E-009  -0.134926915E-003
   0.86277328163741895E-009  -0.136633447E-003
   0.86431394821177149E-009  -0.138394840E-003
   0.86585461478612402E-009  -0.140251854E-003
   0.86739528136047656E-009  -0.142134406E-003
   0.86893594793482909E-009  -0.143956946E-003
   0.87047661450918162E-009  -0.145737155E-003
   0.87201728108353416E-009  -0.147572762E-003
   0.87355794765788669E-009  -0.149506173E-003
   0.87509861423223922E-009  -0.151464847E-003
   0.87663928080659176E-009  -0.153361805E-003
   0.87817994738094429E-009  -0.155216214E-003
   0.87972061395529683E-009  -0.157126342E-003
   0.88126128052964936E-009  -0.159133531E-003
   0.88280194710400189E-009  -0.161165648E-003
   0.88434261367835443E-009  -0.163136676E-003
   0.88588328025270696E-009  -0.165064906E-003
   0.88742394682705950E-009  -0.167047881E-003
   0.88896461340141203E-009  -0.169128296E-003
   0.89050527997576456E-009  -0.171234278E-003
   0.89204594655011710E-009  -0.173278095E-003
   0.89358661312446963E-009  -0.175277892E-003
   0.89512727969882216E-009  -0.177332404E-003
   0.89666794627317470E-009  -0.179483672E-003
   0.89820861284752723E-009  -0.181659634E-003
   0.89974927942187977E-009  -0.183774726E-003
   0.90128994599623230E-009  -0.185846919E-003
   0.90283061257058483E-009  -0.187970960E-003
   0.90437127914493737E-009  -0.190188468E-003
   0.90591194571928990E-009  -0.192431937E-003
   0.90745261229364244E-009  -0.194616863E-003
   0.90899327886799497E-009  -0.196757494E-003
   0.91053394544234750E-009  -0.198948168E-003
   0.91207461201670004E-009  -0.201233343E-003
   0.91361527859105257E-009  -0.203544070E-003
   0.91515594516540510E-009  -0.205793171E-003
   0.91669661173975764E-009  -0.207997291E-003
   0.91823727831411017E-009  -0.210253216E-003
   0.91977794488846271E-009  -0.212602070E-003
   0.92131861146281524E-009  -0.214973537E-003
   0.92285927803716777E-009  -0.217285109E-003
   0.92439994461152031E-009  -0.219554291E-003
   0.92594061118587284E-009  -0.221872178E-003
   0.92748127776022538E-009  -0.224278439E-003
   0.92902194433457791E-009  -0.226707460E-003
   0.93056261090893044E-009  -0.229078272E-003
   0.93210327748328298E-009  -0.231406215E-003
