t              csa.fdtd_Point probe A2_Ez_50_20_0.dat
   0.66249999597367548E-007  -0.311338169E-006
   0.67499999589770709E-007  -0.813926306E-006
   0.68749999582173871E-007  -0.205354331E-005
   0.69999999574577032E-007  -0.500699980E-005
   0.71249999566980193E-007  -0.118125099E-004
   0.72499999559383355E-007  -0.269951979E-004
   0.73749999551786516E-007  -0.598214538E-004
   0.74999999544189677E-007  -0.128665328E-003
   0.76249999536592838E-007  -0.268827309E-003
   0.77499999528996000E-007  -0.546052004E-003
   0.78749999521399161E-007  -0.107908458E-002
   0.79999999513802322E-007  -0.207598275E-002
   0.81249999506205484E-007  -0.389045011E-002
   0.82499999498608645E-007  -0.710595492E-002
   0.83749999491011806E-007  -0.126563814E-001
   0.84999999483414967E-007  -0.219917633E-001
   0.86249999475818129E-007  -0.372954197E-001
   0.87499999468221290E-007  -0.617534854E-001
   0.88749999460624451E-007  -0.998687297E-001
   0.89999999453027613E-007  -0.157797009E+000
   0.91249999445430774E-007  -0.243667692E+000
   0.92499999437833935E-007  -0.367830634E+000
   0.93749999430237096E-007  -0.542955101E+000
   0.94999999422640258E-007  -0.783897877E+000
   0.96249999415043419E-007  -0.110726142E+001
   0.97499999407446580E-007  -0.153059053E+001
   0.98749999399849742E-007  -0.207120514E+001
   0.99999999392252903E-007  -0.274474311E+001
   0.10124999938465606E-006  -0.356358147E+001
   0.10249999937705923E-006  -0.453539801E+001
   0.10374999936946239E-006  -0.566220617E+001
   0.10499999936186555E-006  -0.694022799E+001
   0.10624999935426871E-006  -0.836090565E+001
   0.10749999934667187E-006  -0.991322041E+001
   0.10874999933907503E-006  -0.115872450E+002
   0.10999999933147819E-006  -0.133785715E+002
   0.11124999932388135E-006  -0.152929497E+002
   0.11249999931628452E-006  -0.173502560E+002
   0.11374999930868768E-006  -0.195868320E+002
   0.11499999930109084E-006  -0.220553799E+002
   0.11624999929349400E-006  -0.248219872E+002
   0.11749999928589716E-006  -0.279604549E+002
   0.11874999927830032E-006  -0.315447311E+002
   0.11999999927070348E-006  -0.356409073E+002
   0.12124999926310664E-006  -0.403005905E+002
   0.12249999925550981E-006  -0.455573349E+002
   0.12374999924791297E-006  -0.514274292E+002
   0.12499999924031613E-006  -0.579152603E+002
   0.12624999923271929E-006  -0.650223770E+002
   0.12749999922512245E-006  -0.727583160E+002
   0.12874999921752561E-006  -0.811504211E+002
   0.12999999920992877E-006  -0.902500381E+002
   0.13124999920233194E-006  -0.100132965E+003
   0.13249999919473510E-006  -0.110893646E+003
   0.13374999918713826E-006  -0.122634232E+003
   0.13499999917954142E-006  -0.135451172E+003
   0.13624999917194458E-006  -0.149423111E+003
   0.13749999916434774E-006  -0.164603500E+003
   0.13874999915675090E-006  -0.181020203E+003
   0.13999999914915406E-006  -0.198682434E+003
   0.14124999914155723E-006  -0.217592850E+003
   0.14249999913396039E-006  -0.237761017E+003
   0.14374999912636355E-006  -0.259214050E+003
   0.14499999911876671E-006  -0.282000732E+003
   0.14624999911116987E-006  -0.306187683E+003
   0.14749999910357303E-006  -0.331847687E+003
   0.14874999909597619E-006  -0.359044189E+003
   0.14999999908837935E-006  -0.387815979E+003
   0.15124999908078252E-006  -0.418167755E+003
   0.15249999907318568E-006  -0.450069885E+003
   0.15374999906558884E-006  -0.483467407E+003
   0.15499999905799200E-006  -0.518295349E+003
   0.15624999905039516E-006  -0.554493958E+003
   0.15749999904279832E-006  -0.592018188E+003
   0.15874999903520148E-006  -0.630836914E+003
   0.15999999902760464E-006  -0.670923096E+003
   0.16124999902000781E-006  -0.712239136E+003
   0.16249999901241097E-006  -0.754723389E+003
   0.16374999900481413E-006  -0.798281921E+003
   0.16499999899721729E-006  -0.842787537E+003
   0.16624999898962045E-006  -0.888084778E+003
   0.16749999898202361E-006  -0.933999268E+003
   0.16874999897442677E-006  -0.980350647E+003
   0.16999999896682993E-006  -0.102696643E+004
   0.17124999895923310E-006  -0.107369238E+004
   0.17249999895163626E-006  -0.112039343E+004
   0.17374999894403942E-006  -0.116694019E+004
   0.17499999893644258E-006  -0.121318494E+004
   0.17624999892884574E-006  -0.125893884E+004
   0.17749999892124890E-006  -0.130396704E+004
   0.17874999891365206E-006  -0.134800879E+004
   0.17999999890605523E-006  -0.139081384E+004
   0.18124999889845839E-006  -0.143217334E+004
   0.18249999889086155E-006  -0.147192322E+004
   0.18374999888326471E-006  -0.150991833E+004
   0.18499999887566787E-006  -0.154599683E+004
   0.18624999886807103E-006  -0.157996521E+004
   0.18749999886047419E-006  -0.161161804E+004
   0.18874999885287735E-006  -0.164077600E+004
   0.18999999884528052E-006  -0.166730615E+004
   0.19124999883768368E-006  -0.169110437E+004
   0.19249999883008684E-006  -0.171205103E+004
   0.19374999882249000E-006  -0.172998425E+004
   0.19499999881489316E-006  -0.174472644E+004
   0.19624999880729632E-006  -0.175615564E+004
   0.19749999879969948E-006  -0.176426538E+004
   0.19874999879210264E-006  -0.176915234E+004
   0.19999999878450581E-006  -0.177092163E+004
   0.20124999877690897E-006  -0.176957593E+004
   0.20249999876931213E-006  -0.176498560E+004
   0.20374999876171529E-006  -0.175698193E+004
   0.20499999875411845E-006  -0.174551599E+004
   0.20624999874652161E-006  -0.173075708E+004
   0.20749999873892477E-006  -0.171303613E+004
   0.20874999873132793E-006  -0.169266003E+004
   0.20999999872373110E-006  -0.166974097E+004
   0.21124999871613426E-006  -0.164418750E+004
   0.21249999870853742E-006  -0.161588171E+004
   0.21374999870094058E-006  -0.158490503E+004
   0.21499999869334374E-006  -0.155161877E+004
   0.21624999868574690E-006  -0.151651404E+004
   0.21749999867815006E-006  -0.147994287E+004
   0.21874999867055323E-006  -0.144195679E+004
   0.21999999866295639E-006  -0.140240552E+004
   0.22124999865535955E-006  -0.136122925E+004
   0.22249999864776271E-006  -0.131869849E+004
   0.22374999864016587E-006  -0.127538098E+004
   0.22499999863256903E-006  -0.123184009E+004
   0.22624999862497219E-006  -0.118830811E+004
   0.22749999861737535E-006  -0.114462000E+004
   0.22874999860977852E-006  -0.110048462E+004
   0.22999999860218168E-006  -0.105587976E+004
   0.23124999859458484E-006  -0.101123480E+004
   0.23249999858698800E-006  -0.967229980E+003
   0.23374999857939116E-006  -0.924366455E+003
   0.23499999857179432E-006  -0.882664551E+003
   0.23624999856419748E-006  -0.841749817E+003
   0.23749999855660064E-006  -0.801260803E+003
   0.23874999854900381E-006  -0.761236023E+003
   0.23999999854140697E-006  -0.722154419E+003
   0.24124999853381013E-006  -0.684600220E+003
   0.24249999852621329E-006  -0.648842896E+003
   0.24374999851861645E-006  -0.614688721E+003
   0.24499999851101961E-006  -0.581716248E+003
   0.24624999850342277E-006  -0.549675842E+003
   0.24749999849582593E-006  -0.518704834E+003
   0.24874999848822910E-006  -0.489189392E+003
   0.24999999848063226E-006  -0.461422180E+003
   0.25124999847303542E-006  -0.435368958E+003
   0.25249999846543858E-006  -0.410736847E+003
   0.25374999845784174E-006  -0.387252594E+003
   0.25499999845024490E-006  -0.364881805E+003
   0.25624999844264806E-006  -0.343799866E+003
   0.25749999843505122E-006  -0.324171204E+003
   0.25874999842745439E-006  -0.305964417E+003
   0.25999999841985755E-006  -0.288973938E+003
   0.26124999841226071E-006  -0.273004883E+003
   0.26249999840466387E-006  -0.258022583E+003
   0.26374999839706703E-006  -0.244119690E+003
   0.26499999838947019E-006  -0.231348206E+003
   0.26624999838187335E-006  -0.219602020E+003
   0.26749999837427652E-006  -0.208677307E+003
   0.26874999836667968E-006  -0.198447266E+003
   0.26999999835908284E-006  -0.188962051E+003
   0.27124999835148600E-006  -0.180357635E+003
   0.27249999834388916E-006  -0.172657089E+003
   0.27374999833629232E-006  -0.165670319E+003
   0.27499999832869548E-006  -0.159110748E+003
   0.27624999832109864E-006  -0.152829712E+003
   0.27749999831350181E-006  -0.146939255E+003
   0.27874999830590497E-006  -0.141690048E+003
   0.27999999829830813E-006  -0.137206406E+003
   0.28124999829071129E-006  -0.133326721E+003
   0.28249999828311445E-006  -0.129705826E+003
   0.28374999827551761E-006  -0.126090134E+003
   0.28499999826792077E-006  -0.122512405E+003
   0.28624999826032393E-006  -0.119228737E+003
   0.28749999825272710E-006  -0.116462555E+003
   0.28874999824513026E-006  -0.114195274E+003
   0.28999999823753342E-006  -0.112188194E+003
   0.29124999822993658E-006  -0.110195869E+003
   0.29249999822233974E-006  -0.108158730E+003
   0.29374999821474290E-006  -0.106202370E+003
   0.29499999820714606E-006  -0.104470551E+003
   0.29624999819954922E-006  -0.102974510E+003
   0.29749999819195239E-006  -0.101603760E+003
   0.29874999818435555E-006  -0.100264435E+003
   0.29999999817675871E-006  -0.989812393E+002
   0.30124999816916187E-006  -0.978496017E+002
   0.30249999816156503E-006  -0.968953857E+002
   0.30374999815396819E-006  -0.960056076E+002
   0.30499999814637135E-006  -0.950203552E+002
   0.30624999813877452E-006  -0.938999557E+002
   0.30749999813117768E-006  -0.927891846E+002
   0.30874999812358084E-006  -0.918953400E+002
   0.30999999811598400E-006  -0.912870712E+002
   0.31124999810838716E-006  -0.908116455E+002
   0.31249999810079032E-006  -0.902206879E+002
   0.31374999809319348E-006  -0.893914185E+002
   0.31499999808559664E-006  -0.884337845E+002
   0.31624999807799981E-006  -0.875822754E+002
   0.31749999807040297E-006  -0.869785995E+002
   0.31874999806280613E-006  -0.865526733E+002
   0.31999999805520929E-006  -0.861072769E+002
   0.32124999804761245E-006  -0.855112839E+002
   0.32249999804001561E-006  -0.848084641E+002
   0.32374999803241877E-006  -0.841456604E+002
   0.32499999802482193E-006  -0.836097870E+002
   0.32624999801722510E-006  -0.831470490E+002
   0.32749999800962826E-006  -0.826400986E+002
   0.32874999800203142E-006  -0.820485077E+002
   0.32999999799443458E-006  -0.814554977E+002
   0.33124999798683774E-006  -0.809710159E+002
   0.33249999797924090E-006  -0.805997925E+002
   0.33374999797164406E-006  -0.802226334E+002
   0.33499999796404722E-006  -0.797174301E+002
   0.33624999795645039E-006  -0.790936737E+002
   0.33749999794885355E-006  -0.784943771E+002
   0.33874999794125671E-006  -0.780559235E+002
   0.33999999793365987E-006  -0.777671890E+002
   0.34124999792606303E-006  -0.774749680E+002
   0.34249999791846619E-006  -0.770342102E+002
   0.34374999791086935E-006  -0.764522552E+002
   0.34499999790327252E-006  -0.758805542E+002
   0.34624999789567568E-006  -0.754625320E+002
   0.34749999788807884E-006  -0.751921005E+002
   0.34874999788048200E-006  -0.749247131E+002
   0.34999999787288516E-006  -0.745257950E+002
   0.35124999786528832E-006  -0.740029984E+002
   0.35249999785769148E-006  -0.734899979E+002
   0.35374999785009464E-006  -0.731050644E+002
   0.35499999784249781E-006  -0.728341293E+002
   0.35624999783490097E-006  -0.725560303E+002
   0.35749999782730413E-006  -0.721755600E+002
   0.35874999781970729E-006  -0.717197418E+002
   0.35999999781211045E-006  -0.712982407E+002
   0.36124999780451361E-006  -0.709770432E+002
   0.36249999779691677E-006  -0.707059174E+002
   0.36374999778931993E-006  -0.703782349E+002
   0.36499999778172310E-006  -0.699558716E+002
   0.36624999777412626E-006  -0.695195770E+002
   0.36749999776652942E-006  -0.691854630E+002
   0.36874999775893258E-006  -0.689743881E+002
   0.36999999775133574E-006  -0.687765656E+002
   0.37124999774373890E-006  -0.684561920E+002
   0.37249999773614206E-006  -0.679922256E+002
   0.37374999772854522E-006  -0.675086212E+002
   0.37499999772094839E-006  -0.671581879E+002
   0.37624999771335155E-006  -0.669745789E+002
   0.37749999770575471E-006  -0.668406754E+002
   0.37874999769815787E-006  -0.666034546E+002
   0.37999999769056103E-006  -0.662182541E+002
   0.38124999768296419E-006  -0.657798920E+002
   0.38249999767536735E-006  -0.654177170E+002
   0.38374999766777051E-006  -0.651691589E+002
   0.38499999766017368E-006  -0.649598083E+002
   0.38624999765257684E-006  -0.646993790E+002
   0.38749999764498000E-006  -0.643814468E+002
   0.38874999763738316E-006  -0.640786438E+002
   0.38999999762978632E-006  -0.638451653E+002
   0.39124999762218948E-006  -0.636419334E+002
   0.39249999761459264E-006  -0.633736839E+002
   0.39374999760699581E-006  -0.630010796E+002
   0.39499999759939897E-006  -0.626024551E+002
   0.39624999759180213E-006  -0.623083649E+002
   0.39749999758420529E-006  -0.621684723E+002
   0.39874999757660845E-006  -0.620889816E+002
   0.39999999756901161E-006  -0.619124565E+002
   0.40124999756141477E-006  -0.615662193E+002
   0.40249999755381793E-006  -0.611322479E+002
   0.40374999754622110E-006  -0.607686081E+002
   0.40499999753862426E-006  -0.605613823E+002
   0.40624999753102742E-006  -0.604532585E+002
   0.40749999752343058E-006  -0.603130302E+002
   0.40874999751583374E-006  -0.600669136E+002
   0.40999999750823690E-006  -0.597566109E+002
   0.41124999750064006E-006  -0.594743385E+002
   0.41249999749304322E-006  -0.592559395E+002
   0.41374999748544639E-006  -0.590506668E+002
   0.41499999747784955E-006  -0.587947578E+002
   0.41624999747025271E-006  -0.584988670E+002
   0.41749999746265587E-006  -0.582453804E+002
   0.41874999745505903E-006  -0.580941734E+002
   0.41999999744746219E-006  -0.580014153E+002
   0.42124999743986535E-006  -0.578476295E+002
   0.42249999743226851E-006  -0.575550232E+002
   0.42374999742467168E-006  -0.571741524E+002
   0.42499999741707484E-006  -0.568455048E+002
   0.42624999740947800E-006  -0.566687241E+002
   0.42749999740188116E-006  -0.566085320E+002
   0.42874999739428432E-006  -0.565305710E+002
   0.42999999738668748E-006  -0.563293839E+002
   0.43124999737909064E-006  -0.560205002E+002
   0.43249999737149381E-006  -0.557104454E+002
   0.43374999736389697E-006  -0.554849243E+002
   0.43499999735630013E-006  -0.553334656E+002
   0.43624999734870329E-006  -0.551809082E+002
   0.43749999734110645E-006  -0.549796448E+002
   0.43874999733350961E-006  -0.547573586E+002
   0.43999999732591277E-006  -0.545721779E+002
   0.44124999731831593E-006  -0.544330864E+002
   0.44249999731071910E-006  -0.542805939E+002
   0.44374999730312226E-006  -0.540526428E+002
   0.44499999729552542E-006  -0.537625008E+002
   0.44624999728792858E-006  -0.534985008E+002
   0.44749999728033174E-006  -0.533390007E+002
   0.44874999727273490E-006  -0.532695389E+002
   0.44999999726513806E-006  -0.531907425E+002
   0.45124999725754122E-006  -0.530120544E+002
   0.45249999724994439E-006  -0.527369537E+002
   0.45374999724234755E-006  -0.524547195E+002
   0.45499999723475071E-006  -0.522507668E+002
   0.45624999722715387E-006  -0.521291275E+002
   0.45749999721955703E-006  -0.520221786E+002
   0.45874999721196019E-006  -0.518682976E+002
   0.45999999720436335E-006  -0.516703987E+002
   0.46124999719676651E-006  -0.514772377E+002
   0.46249999718916968E-006  -0.513177643E+002
   0.46374999718157284E-006  -0.511675034E+002
   0.46499999717397600E-006  -0.509839478E+002
   0.46624999716637916E-006  -0.507659950E+002
   0.46749999715878232E-006  -0.505644989E+002
   0.46874999715118548E-006  -0.504277534E+002
   0.46999999714358864E-006  -0.503421669E+002
   0.47124999713599180E-006  -0.502375603E+002
   0.47249999712839497E-006  -0.500564270E+002
   0.47374999712079813E-006  -0.498147545E+002
   0.47499999711320129E-006  -0.495882072E+002
   0.47624999710560445E-006  -0.494366226E+002
   0.47749999709800761E-006  -0.493457870E+002
   0.47874999709041077E-006  -0.492466507E+002
   0.47999999708281393E-006  -0.490890083E+002
   0.48124999707521710E-006  -0.488898392E+002
   0.48249999706762026E-006  -0.487068367E+002
   0.48374999706002342E-006  -0.485706062E+002
   0.48499999705242658E-006  -0.484526558E+002
   0.48624999704482974E-006  -0.483035545E+002
   0.48749999703723290E-006  -0.481152954E+002
   0.48874999702963606E-006  -0.479343681E+002
   0.48999999702203922E-006  -0.478084526E+002
   0.49124999701444239E-006  -0.477267532E+002
   0.49249999700684555E-006  -0.476243210E+002
   0.49374999699924871E-006  -0.474504662E+002
   0.49499999699165187E-006  -0.472277641E+002
   0.49624999698405503E-006  -0.470341835E+002
   0.49749999697645819E-006  -0.469230843E+002
   0.49874999696886135E-006  -0.468654861E+002
   0.49999999696126451E-006  -0.467781982E+002
   0.50124999695366768E-006  -0.466101379E+002
   0.50249999694607084E-006  -0.463954391E+002
   0.50374999693847400E-006  -0.462162056E+002
   0.50499999693087716E-006  -0.461145744E+002
   0.50624999692328032E-006  -0.460487061E+002
   0.50749999691568348E-006  -0.459401245E+002
   0.50874999690808664E-006  -0.457605591E+002
   0.50999999690048980E-006  -0.455630798E+002
   0.51124999689289297E-006  -0.454230003E+002
   0.51249999688529613E-006  -0.453531418E+002
   0.51374999687769929E-006  -0.452873001E+002
   0.51499999687010245E-006  -0.451518898E+002
   0.51624999686250561E-006  -0.449483566E+002
   0.51749999685490877E-006  -0.447551231E+002
   0.51874999684731193E-006  -0.446442909E+002
   0.51999999683971510E-006  -0.446021118E+002
   0.52124999683211826E-006  -0.445406647E+002
   0.52249999682452142E-006  -0.443906593E+002
   0.52374999681692458E-006  -0.441767159E+002
   0.52499999680932774E-006  -0.439931717E+002
   0.52624999680173090E-006  -0.439044037E+002
   0.52749999679413406E-006  -0.438755455E+002
   0.52874999678653722E-006  -0.438083916E+002
   0.52999999677894039E-006  -0.436453362E+002
   0.53124999677134355E-006  -0.434307861E+002
   0.53249999676374671E-006  -0.432642479E+002
   0.53374999675614987E-006  -0.431947975E+002
   0.53499999674855303E-006  -0.431694870E+002
   0.53624999674095619E-006  -0.430905685E+002
   0.53749999673335935E-006  -0.429198151E+002
   0.53874999672576251E-006  -0.427180595E+002
   0.53999999671816568E-006  -0.425781097E+002
   0.54124999671056884E-006  -0.425242348E+002
   0.54249999670297200E-006  -0.424870033E+002
   0.54374999669537516E-006  -0.423802414E+002
   0.54499999668777832E-006  -0.421960831E+002
   0.54624999668018148E-006  -0.420143356E+002
   0.54749999667258464E-006  -0.419153595E+002
   0.54874999666498780E-006  -0.418907471E+002
   0.54999999665739097E-006  -0.418494186E+002
   0.55124999664979413E-006  -0.417142372E+002
   0.55249999664219729E-006  -0.415061951E+002
   0.55374999663460045E-006  -0.413252602E+002
   0.55499999662700361E-006  -0.412467613E+002
   0.55624999661940677E-006  -0.412424660E+002
   0.55749999661180993E-006  -0.412096100E+002
   0.55874999660421309E-006  -0.410770302E+002
   0.55999999659661626E-006  -0.408766747E+002
   0.56124999658901942E-006  -0.407067680E+002
   0.56249999658142258E-006  -0.406280594E+002
   0.56374999657382574E-006  -0.406037941E+002
   0.56499999656622890E-006  -0.405447197E+002
   0.56624999655863206E-006  -0.404072762E+002
   0.56749999655103522E-006  -0.402380791E+002
   0.56874999654343839E-006  -0.401184158E+002
   0.56999999653584155E-006  -0.400717697E+002
   0.57124999652824471E-006  -0.400365715E+002
   0.57249999652064787E-006  -0.399341888E+002
   0.57374999651305103E-006  -0.397577820E+002
   0.57499999650545419E-006  -0.395843124E+002
   0.57624999649785735E-006  -0.394947357E+002
   0.57749999649026051E-006  -0.394868851E+002
   0.57874999648266368E-006  -0.394743729E+002
   0.57999999647506684E-006  -0.393738899E+002
   0.58124999646747000E-006  -0.391898193E+002
   0.58249999645987316E-006  -0.390083542E+002
   0.58374999645227632E-006  -0.389088821E+002
   0.58499999644467948E-006  -0.388860168E+002
   0.58624999643708264E-006  -0.388615150E+002
   0.58749999642948580E-006  -0.387690659E+002
   0.58874999642188897E-006  -0.386200485E+002
   0.58999999641429213E-006  -0.384831734E+002
   0.59124999640669529E-006  -0.384052391E+002
   0.59249999639909845E-006  -0.383614731E+002
   0.59374999639150161E-006  -0.382878952E+002
   0.59499999638390477E-006  -0.381568680E+002
   0.59624999637630793E-006  -0.380106277E+002
   0.59749999636871109E-006  -0.379153290E+002
   0.59874999636111426E-006  -0.378861656E+002
   0.59999999635351742E-006  -0.378662148E+002
   0.60124999634592058E-006  -0.377836189E+002
   0.60249999633832374E-006  -0.376270676E+002
   0.60374999633072690E-006  -0.374594994E+002
   0.60499999632313006E-006  -0.373553658E+002
   0.60624999631553322E-006  -0.373269157E+002
   0.60749999630793639E-006  -0.373149300E+002
   0.60874999630033955E-006  -0.372506561E+002
   0.60999999629274271E-006  -0.371226349E+002
   0.61124999628514587E-006  -0.369809570E+002
   0.61249999627754903E-006  -0.368799782E+002
   0.61374999626995219E-006  -0.368236465E+002
   0.61499999626235535E-006  -0.367695618E+002
   0.61624999625475851E-006  -0.366816444E+002
   0.61749999624716168E-006  -0.365702515E+002
   0.61874999623956484E-006  -0.364764366E+002
   0.61999999623196800E-006  -0.364209824E+002
   0.62124999622437116E-006  -0.363772469E+002
   0.62249999621677432E-006  -0.362991066E+002
   0.62374999620917748E-006  -0.361732712E+002
   0.62499999620158064E-006  -0.360379486E+002
   0.62624999619398380E-006  -0.359460297E+002
   0.62749999618638697E-006  -0.359110069E+002
   0.62874999617879013E-006  -0.358922577E+002
   0.62999999617119329E-006  -0.358347855E+002
   0.63124999616359645E-006  -0.357219276E+002
   0.63249999615599961E-006  -0.355880356E+002
   0.63374999614840277E-006  -0.354814949E+002
   0.63499999614080593E-006  -0.354187469E+002
   0.63624999613320909E-006  -0.353752213E+002
   0.63749999612561226E-006  -0.353169060E+002
   0.63874999611801542E-006  -0.352348557E+002
   0.63999999611041858E-006  -0.351469688E+002
   0.64124999610282174E-006  -0.350706902E+002
   0.64249999609522490E-006  -0.350012779E+002
   0.64374999608762806E-006  -0.349202766E+002
   0.64499999608003122E-006  -0.348220749E+002
   0.64624999607243439E-006  -0.347256203E+002
   0.64749999606483755E-006  -0.346560287E+002
   0.64874999605724071E-006  -0.346158638E+002
   0.64999999604964387E-006  -0.345782738E+002
   0.65124999604204703E-006  -0.345109940E+002
   0.65249999603445019E-006  -0.344070930E+002
   0.65374999602685335E-006  -0.342913933E+002
   0.65499999601925651E-006  -0.341970901E+002
   0.65624999601165968E-006  -0.341368790E+002
   0.65749999600406284E-006  -0.340958672E+002
   0.65874999599646600E-006  -0.340492744E+002
   0.65999999598886916E-006  -0.339839973E+002
   0.66124999598127232E-006  -0.339037247E+002
   0.66249999597367548E-006  -0.338181229E+002
   0.66374999596607864E-006  -0.337324066E+002
   0.66499999595848180E-006  -0.336483231E+002
   0.66624999595088497E-006  -0.335707893E+002
   0.66749999594328813E-006  -0.335076408E+002
   0.66874999593569129E-006  -0.334602852E+002
   0.66999999592809445E-006  -0.334168205E+002
   0.67124999592049761E-006  -0.333585281E+002
   0.67249999591290077E-006  -0.332757072E+002
   0.67374999590530393E-006  -0.331772728E+002
   0.67499999589770709E-006  -0.330839539E+002
   0.67624999589011026E-006  -0.330115013E+002
   0.67749999588251342E-006  -0.329598274E+002
   0.67874999587491658E-006  -0.329165154E+002
   0.67999999586731974E-006  -0.328682899E+002
   0.68124999585972290E-006  -0.328082657E+002
   0.68249999585212606E-006  -0.327350960E+002
   0.68374999584452922E-006  -0.326503372E+002
   0.68499999583693238E-006  -0.325599442E+002
   0.68624999582933555E-006  -0.324764137E+002
   0.68749999582173871E-006  -0.324135818E+002
   0.68874999581414187E-006  -0.323743553E+002
   0.68999999580654503E-006  -0.323434372E+002
   0.69124999579894819E-006  -0.322961464E+002
   0.69249999579135135E-006  -0.322187538E+002
   0.69374999578375451E-006  -0.321214371E+002
   0.69499999577615768E-006  -0.320298615E+002
   0.69624999576856084E-006  -0.319625397E+002
   0.69749999576096400E-006  -0.319162064E+002
   0.69874999575336716E-006  -0.318730030E+002
   0.69999999574577032E-006  -0.318200169E+002
   0.70124999573817348E-006  -0.317592392E+002
   0.70249999573057664E-006  -0.316984825E+002
   0.70374999572297980E-006  -0.316367989E+002
   0.70499999571538297E-006  -0.315643272E+002
   0.70624999570778613E-006  -0.314781780E+002
   0.70749999570018929E-006  -0.313942471E+002
   0.70874999569259245E-006  -0.313365345E+002
   0.70999999568499561E-006  -0.313111763E+002
   0.71124999567739877E-006  -0.312934246E+002
   0.71249999566980193E-006  -0.312460957E+002
   0.71374999566220509E-006  -0.311548691E+002
   0.71499999565460826E-006  -0.310447559E+002
   0.71624999564701142E-006  -0.309584465E+002
   0.71749999563941458E-006  -0.309162712E+002
   0.71874999563181774E-006  -0.308979511E+002
   0.71999999562422090E-006  -0.308647385E+002
   0.72124999561662406E-006  -0.307984676E+002
   0.72249999560902722E-006  -0.307165031E+002
   0.72374999560143038E-006  -0.306481647E+002
   0.72499999559383355E-006  -0.306003876E+002
   0.72624999558623671E-006  -0.305516872E+002
   0.72749999557863987E-006  -0.304809074E+002
   0.72874999557104303E-006  -0.303967667E+002
   0.72999999556344619E-006  -0.303319683E+002
   0.73124999555584935E-006  -0.303056240E+002
   0.73249999554825251E-006  -0.302958317E+002
   0.73374999554065568E-006  -0.302564621E+002
   0.73499999553305884E-006  -0.301644421E+002
   0.73624999552546200E-006  -0.300477962E+002
   0.73749999551786516E-006  -0.299617577E+002
   0.73874999551026832E-006  -0.299346218E+002
   0.73999999550267148E-006  -0.299388332E+002
   0.74124999549507464E-006  -0.299182434E+002
   0.74249999548747780E-006  -0.298440399E+002
   0.74374999547988097E-006  -0.297414665E+002
   0.74499999547228413E-006  -0.296603603E+002
   0.74624999546468729E-006  -0.296221237E+002
   0.74749999545709045E-006  -0.296001205E+002
   0.74874999544949361E-006  -0.295532265E+002
   0.74999999544189677E-006  -0.294738731E+002
   0.75124999543429993E-006  -0.293963661E+002
   0.75249999542670309E-006  -0.293559513E+002
   0.75374999541910626E-006  -0.293449707E+002
   0.75499999541150942E-006  -0.293171272E+002
   0.75624999540391258E-006  -0.292378883E+002
   0.75749999539631574E-006  -0.291262417E+002
