t              csa.fdtd_Bulk probe 100 m_Jz_19_19_100__20_20_100.dat
   0.67499999589770709E-007   0.000000000E+000
   0.68749999582173871E-007   0.000000000E+000
   0.69999999574577032E-007   0.000000000E+000
   0.71249999566980193E-007   0.000000000E+000
   0.72499999559383355E-007   0.000000000E+000
   0.73749999551786516E-007   0.000000000E+000
   0.74999999544189677E-007   0.000000000E+000
   0.76249999536592838E-007   0.000000000E+000
   0.77499999528996000E-007   0.000000000E+000
   0.78749999521399161E-007   0.000000000E+000
   0.79999999513802322E-007   0.000000000E+000
   0.81249999506205484E-007   0.000000000E+000
   0.82499999498608645E-007   0.000000000E+000
   0.83749999491011806E-007   0.000000000E+000
   0.84999999483414967E-007   0.000000000E+000
   0.86249999475818129E-007   0.000000000E+000
   0.87499999468221290E-007   0.000000000E+000
   0.88749999460624451E-007   0.000000000E+000
   0.89999999453027613E-007   0.000000000E+000
   0.91249999445430774E-007   0.000000000E+000
   0.92499999437833935E-007   0.000000000E+000
   0.93749999430237096E-007   0.000000000E+000
   0.94999999422640258E-007   0.000000000E+000
   0.96249999415043419E-007   0.000000000E+000
   0.97499999407446580E-007   0.000000000E+000
   0.98749999399849742E-007   0.000000000E+000
   0.99999999392252903E-007   0.000000000E+000
   0.10124999938465606E-006   0.000000000E+000
   0.10249999937705923E-006   0.000000000E+000
   0.10374999936946239E-006   0.000000000E+000
   0.10499999936186555E-006   0.000000000E+000
   0.10624999935426871E-006   0.000000000E+000
   0.10749999934667187E-006   0.000000000E+000
   0.10874999933907503E-006   0.000000000E+000
   0.10999999933147819E-006   0.000000000E+000
   0.11124999932388135E-006   0.000000000E+000
   0.11249999931628452E-006   0.000000000E+000
   0.11374999930868768E-006   0.000000000E+000
   0.11499999930109084E-006   0.000000000E+000
   0.11624999929349400E-006   0.000000000E+000
   0.11749999928589716E-006   0.000000000E+000
   0.11874999927830032E-006   0.000000000E+000
   0.11999999927070348E-006   0.000000000E+000
   0.12124999926310664E-006   0.000000000E+000
   0.12249999925550981E-006   0.000000000E+000
   0.12374999924791297E-006   0.000000000E+000
   0.12499999924031613E-006   0.000000000E+000
   0.12624999923271929E-006   0.000000000E+000
   0.12749999922512245E-006   0.000000000E+000
   0.12874999921752561E-006   0.000000000E+000
   0.12999999920992877E-006   0.000000000E+000
   0.13124999920233194E-006   0.000000000E+000
   0.13249999919473510E-006   0.000000000E+000
   0.13374999918713826E-006   0.000000000E+000
   0.13499999917954142E-006   0.000000000E+000
   0.13624999917194458E-006   0.000000000E+000
   0.13749999916434774E-006   0.000000000E+000
   0.13874999915675090E-006   0.000000000E+000
   0.13999999914915406E-006   0.000000000E+000
   0.14124999914155723E-006   0.000000000E+000
   0.14249999913396039E-006   0.000000000E+000
   0.14374999912636355E-006   0.000000000E+000
   0.14499999911876671E-006   0.000000000E+000
   0.14624999911116987E-006   0.000000000E+000
   0.14749999910357303E-006   0.000000000E+000
   0.14874999909597619E-006   0.000000000E+000
   0.14999999908837935E-006   0.000000000E+000
   0.15124999908078252E-006   0.000000000E+000
   0.15249999907318568E-006   0.000000000E+000
   0.15374999906558884E-006   0.000000000E+000
   0.15499999905799200E-006   0.000000000E+000
   0.15624999905039516E-006   0.000000000E+000
   0.15749999904279832E-006   0.000000000E+000
   0.15874999903520148E-006   0.000000000E+000
   0.15999999902760464E-006   0.000000000E+000
   0.16124999902000781E-006   0.000000000E+000
   0.16249999901241097E-006   0.000000000E+000
   0.16374999900481413E-006   0.000000000E+000
   0.16499999899721729E-006   0.000000000E+000
   0.16624999898962045E-006   0.000000000E+000
   0.16749999898202361E-006   0.000000000E+000
   0.16874999897442677E-006   0.000000000E+000
   0.16999999896682993E-006   0.000000000E+000
   0.17124999895923310E-006   0.000000000E+000
   0.17249999895163626E-006   0.000000000E+000
   0.17374999894403942E-006   0.000000000E+000
   0.17499999893644258E-006   0.000000000E+000
   0.17624999892884574E-006   0.000000000E+000
   0.17749999892124890E-006   0.000000000E+000
   0.17874999891365206E-006   0.000000000E+000
   0.17999999890605523E-006   0.000000000E+000
   0.18124999889845839E-006   0.000000000E+000
   0.18249999889086155E-006   0.000000000E+000
   0.18374999888326471E-006   0.000000000E+000
   0.18499999887566787E-006   0.000000000E+000
   0.18624999886807103E-006   0.678359506E-037
   0.18749999886047419E-006   0.525038553E-036
   0.18874999885287735E-006   0.222962971E-035
   0.18999999884528052E-006   0.862496882E-035
   0.19124999883768368E-006   0.325171641E-034
   0.19249999883008684E-006   0.120397254E-033
   0.19374999882249000E-006   0.438337160E-033
   0.19499999881489316E-006   0.157015225E-032
   0.19624999880729632E-006   0.553614236E-032
   0.19749999879969948E-006   0.192201805E-031
   0.19874999879210264E-006   0.657237053E-031
   0.19999999878450581E-006   0.221420771E-030
   0.20124999877690897E-006   0.735118620E-030
   0.20249999876931213E-006   0.240572461E-029
   0.20374999876171529E-006   0.776223419E-029
   0.20499999875411845E-006   0.246989923E-028
   0.20624999874652161E-006   0.775209553E-028
   0.20749999873892477E-006   0.240048534E-027
   0.20874999873132793E-006   0.733514012E-027
   0.20999999872373110E-006   0.221224755E-026
   0.21124999871613426E-006   0.658655792E-026
   0.21249999870853742E-006   0.193626002E-025
   0.21374999870094058E-006   0.562117876E-025
   0.21499999869334374E-006   0.161185249E-024
   0.21624999868574690E-006   0.456594565E-024
   0.21749999867815006E-006   0.127795240E-023
   0.21874999867055323E-006   0.353464511E-023
   0.21999999866295639E-006   0.966252846E-023
   0.22124999865535955E-006   0.261104282E-022
   0.22249999864776271E-006   0.697554231E-022
   0.22374999864016587E-006   0.184265223E-021
   0.22499999863256903E-006   0.481358784E-021
   0.22624999862497219E-006   0.124368827E-020
   0.22749999861737535E-006   0.317853117E-020
   0.22874999860977852E-006   0.803650555E-020
   0.22999999860218168E-006   0.201041611E-019
   0.23124999859458484E-006   0.497660097E-019
   0.23249999858698800E-006   0.121914919E-018
   0.23374999857939116E-006   0.295600643E-018
   0.23499999857179432E-006   0.709454200E-018
   0.23624999856419748E-006   0.168561573E-017
   0.23749999855660064E-006   0.396507331E-017
   0.23874999854900381E-006   0.923515804E-017
   0.23999999854140697E-006   0.212999487E-016
   0.24124999853381013E-006   0.486511869E-016
   0.24249999852621329E-006   0.110059444E-015
   0.24374999851861645E-006   0.246613801E-015
   0.24499999851101961E-006   0.547393348E-015
   0.24624999850342277E-006   0.120367363E-014
   0.24749999849582593E-006   0.262227869E-014
   0.24874999848822910E-006   0.566034172E-014
   0.24999999848063226E-006   0.121068706E-013
   0.25124999847303542E-006   0.256612206E-013
   0.25249999846543858E-006   0.539024730E-013
   0.25374999845784174E-006   0.112216029E-012
   0.25499999845024490E-006   0.231549399E-012
   0.25624999844264806E-006   0.473589484E-012
   0.25749999843505122E-006   0.960187333E-012
   0.25874999842745439E-006   0.192988138E-011
   0.25999999841985755E-006   0.384547732E-011
   0.26124999841226071E-006   0.759693176E-011
   0.26249999840466387E-006   0.148804875E-010
   0.26374999839706703E-006   0.289007221E-010
   0.26499999838947019E-006   0.556587831E-010
   0.26624999838187335E-006   0.106294876E-009
   0.26749999837427652E-006   0.201309275E-009
   0.26874999836667968E-006   0.378099885E-009
   0.26999999835908284E-006   0.704301062E-009
   0.27124999835148600E-006   0.130117606E-008
   0.27249999834388916E-006   0.238427189E-008
   0.27374999833629232E-006   0.433344161E-008
   0.27499999832869548E-006   0.781235876E-008
   0.27624999832109864E-006   0.139706726E-007
   0.27749999831350181E-006   0.247828602E-007
   0.27874999830590497E-006   0.436110952E-007
   0.27999999829830813E-006   0.761317125E-007
   0.28124999829071129E-006   0.131846363E-006
   0.28249999828311445E-006   0.226524293E-006
   0.28374999827551761E-006   0.386113527E-006
   0.28499999826792077E-006   0.652946255E-006
   0.28624999826032393E-006   0.109549444E-005
   0.28749999825272710E-006   0.182356143E-005
   0.28874999824513026E-006   0.301172076E-005
   0.28999999823753342E-006   0.493513289E-005
   0.29124999822993658E-006   0.802376235E-005
   0.29249999822233974E-006   0.129436457E-004
   0.29374999821474290E-006   0.207175435E-004
   0.29499999820714606E-006   0.329022696E-004
   0.29624999819954922E-006   0.518467823E-004
   0.29749999819195239E-006   0.810639176E-004
   0.29874999818435555E-006   0.125760445E-003
   0.29999999817675871E-006   0.193584929E-003
   0.30124999816916187E-006   0.295671460E-003
   0.30249999816156503E-006   0.448080944E-003
   0.30374999815396819E-006   0.673769100E-003
   0.30499999814637135E-006   0.100524211E-002
   0.30624999813877452E-006   0.148810074E-002
   0.30749999813117768E-006   0.218570931E-002
   0.30874999812358084E-006   0.318527315E-002
   0.30999999811598400E-006   0.460564671E-002
   0.31124999810838716E-006   0.660722470E-002
   0.31249999810079032E-006   0.940430351E-002
   0.31374999809319348E-006   0.132802874E-001
   0.31499999808559664E-006   0.186061133E-001
   0.31624999807799981E-006   0.258621741E-001
   0.31749999807040297E-006   0.356639549E-001
   0.31874999806280613E-006   0.487913862E-001
   0.31999999805520929E-006   0.662217140E-001
   0.32124999804761245E-006   0.891653672E-001
   0.32249999804001561E-006   0.119103983E+000
   0.32374999803241877E-006   0.157829255E+000
   0.32499999802482193E-006   0.207480848E+000
   0.32624999801722510E-006   0.270581394E+000
   0.32749999800962826E-006   0.350065708E+000
   0.32874999800203142E-006   0.449301571E+000
   0.32999999799443458E-006   0.572099566E+000
   0.33124999798683774E-006   0.722708583E+000
   0.33249999797924090E-006   0.905795574E+000
   0.33374999797164406E-006   0.112640834E+001
   0.33499999796404722E-006   0.138992167E+001
   0.33624999795645039E-006   0.170196867E+001
   0.33749999794885355E-006   0.206836319E+001
   0.33874999794125671E-006   0.249501705E+001
   0.33999999793365987E-006   0.298786640E+001
   0.34124999792606303E-006   0.355281162E+001
   0.34249999791846619E-006   0.419568920E+001
   0.34374999791086935E-006   0.492228842E+001
   0.34499999790327252E-006   0.573841715E+001
   0.34624999789567568E-006   0.665003777E+001
   0.34749999788807884E-006   0.766346550E+001
   0.34874999788048200E-006   0.878563595E+001
   0.34999999787288516E-006   0.100244274E+002
   0.35124999786528832E-006   0.113890247E+002
   0.35249999785769148E-006   0.128902864E+002
   0.35374999785009464E-006   0.145410957E+002
   0.35499999784249781E-006   0.163566437E+002
   0.35624999783490097E-006   0.183546219E+002
   0.35749999782730413E-006   0.205552521E+002
   0.35874999781970729E-006   0.229811859E+002
   0.35999999781211045E-006   0.256571789E+002
   0.36124999780451361E-006   0.286096516E+002
   0.36249999779691677E-006   0.318660526E+002
   0.36374999778931993E-006   0.354541397E+002
   0.36499999778172310E-006   0.394012604E+002
   0.36624999777412626E-006   0.437336197E+002
   0.36749999776652942E-006   0.484757385E+002
   0.36874999775893258E-006   0.536500893E+002
   0.36999999775133574E-006   0.592770042E+002
   0.37124999774373890E-006   0.653748474E+002
   0.37249999773614206E-006   0.719604492E+002
   0.37374999772854522E-006   0.790498199E+002
   0.37499999772094839E-006   0.866588593E+002
   0.37624999771335155E-006   0.948041153E+002
   0.37749999770575471E-006   0.103503426E+003
   0.37874999769815787E-006   0.112776123E+003
   0.37999999769056103E-006   0.122643021E+003
   0.38124999768296419E-006   0.133125732E+003
   0.38249999767536735E-006   0.144245834E+003
   0.38374999766777051E-006   0.156023315E+003
   0.38499999766017368E-006   0.168475067E+003
   0.38624999765257684E-006   0.181613342E+003
   0.38749999764498000E-006   0.195444305E+003
   0.38874999763738316E-006   0.209967041E+003
   0.38999999762978632E-006   0.225173126E+003
   0.39124999762218948E-006   0.241046753E+003
   0.39249999761459264E-006   0.257565613E+003
   0.39374999760699581E-006   0.274701965E+003
   0.39499999759939897E-006   0.292424133E+003
   0.39624999759180213E-006   0.310697754E+003
   0.39749999758420529E-006   0.329486877E+003
   0.39874999757660845E-006   0.348754211E+003
   0.39999999756901161E-006   0.368461304E+003
   0.40124999756141477E-006   0.388567047E+003
   0.40249999755381793E-006   0.409026611E+003
   0.40374999754622110E-006   0.429789642E+003
   0.40499999753862426E-006   0.450798706E+003
   0.40624999753102742E-006   0.471988281E+003
   0.40749999752343058E-006   0.493284210E+003
   0.40874999751583374E-006   0.514604370E+003
   0.40999999750823690E-006   0.535860413E+003
   0.41124999750064006E-006   0.556959534E+003
   0.41249999749304322E-006   0.577807373E+003
   0.41374999748544639E-006   0.598310486E+003
   0.41499999747784955E-006   0.618377991E+003
   0.41624999747025271E-006   0.637923096E+003
   0.41749999746265587E-006   0.656862915E+003
   0.41874999745505903E-006   0.675118225E+003
   0.41999999744746219E-006   0.692611450E+003
   0.42124999743986535E-006   0.709265869E+003
   0.42249999743226851E-006   0.725003418E+003
   0.42374999742467168E-006   0.739745239E+003
   0.42499999741707484E-006   0.753411804E+003
   0.42624999740947800E-006   0.765924805E+003
   0.42749999740188116E-006   0.777209656E+003
   0.42874999739428432E-006   0.787198608E+003
   0.42999999738668748E-006   0.795833008E+003
   0.43124999737909064E-006   0.803066345E+003
   0.43249999737149381E-006   0.808864380E+003
   0.43374999736389697E-006   0.813204834E+003
   0.43499999735630013E-006   0.816076355E+003
   0.43624999734870329E-006   0.817475525E+003
   0.43749999734110645E-006   0.817405029E+003
   0.43874999733350961E-006   0.815871582E+003
   0.43999999732591277E-006   0.812885132E+003
   0.44124999731831593E-006   0.808459045E+003
   0.44249999731071910E-006   0.802612427E+003
   0.44374999730312226E-006   0.795371582E+003
   0.44499999729552542E-006   0.786772766E+003
   0.44624999728792858E-006   0.776863831E+003
   0.44749999728033174E-006   0.765704468E+003
   0.44874999727273490E-006   0.753365479E+003
   0.44999999726513806E-006   0.739925903E+003
   0.45124999725754122E-006   0.725469971E+003
   0.45249999724994439E-006   0.710083557E+003
   0.45374999724234755E-006   0.693851562E+003
   0.45499999723475071E-006   0.676855957E+003
   0.45624999722715387E-006   0.659176331E+003
   0.45749999721955703E-006   0.640890625E+003
   0.45874999721196019E-006   0.622077515E+003
   0.45999999720436335E-006   0.602818420E+003
   0.46124999719676651E-006   0.583199219E+003
   0.46249999718916968E-006   0.563309937E+003
   0.46374999718157284E-006   0.543243042E+003
   0.46499999717397600E-006   0.523090820E+003
   0.46624999716637916E-006   0.502941650E+003
   0.46749999715878232E-006   0.482876984E+003
   0.46874999715118548E-006   0.462968719E+003
   0.46999999714358864E-006   0.443279175E+003
   0.47124999713599180E-006   0.423861877E+003
   0.47249999712839497E-006   0.404764130E+003
   0.47374999712079813E-006   0.386030151E+003
   0.47499999711320129E-006   0.367703125E+003
   0.47624999710560445E-006   0.349826874E+003
   0.47749999709800761E-006   0.332445160E+003
   0.47874999709041077E-006   0.315599731E+003
   0.47999999708281393E-006   0.299327393E+003
   0.48124999707521710E-006   0.283657104E+003
   0.48249999706762026E-006   0.268607849E+003
   0.48374999706002342E-006   0.254188110E+003
   0.48499999705242658E-006   0.240397644E+003
   0.48624999704482974E-006   0.227230072E+003
   0.48749999703723290E-006   0.214676605E+003
   0.48874999702963606E-006   0.202729080E+003
   0.48999999702203922E-006   0.191381821E+003
   0.49124999701444239E-006   0.180631622E+003
   0.49249999700684555E-006   0.170475983E+003
   0.49374999699924871E-006   0.160910309E+003
   0.49499999699165187E-006   0.151924973E+003
   0.49624999698405503E-006   0.143503235E+003
   0.49749999697645819E-006   0.135621277E+003
   0.49874999696886135E-006   0.128249664E+003
   0.49999999696126451E-006   0.121356552E+003
   0.50124999695366768E-006   0.114911346E+003
   0.50249999694607084E-006   0.108887596E+003
   0.50374999693847400E-006   0.103264587E+003
   0.50499999693087716E-006   0.980267639E+002
   0.50624999692328032E-006   0.931615143E+002
   0.50749999691568348E-006   0.886558533E+002
   0.50874999690808664E-006   0.844934998E+002
   0.50999999690048980E-006   0.806530609E+002
   0.51124999689289297E-006   0.771082001E+002
   0.51249999688529613E-006   0.738296967E+002
   0.51374999687769929E-006   0.707887192E+002
   0.51499999687010245E-006   0.679603119E+002
   0.51624999686250561E-006   0.653257294E+002
   0.51749999685490877E-006   0.628730202E+002
   0.51874999684731193E-006   0.605954895E+002
   0.51999999683971510E-006   0.584886971E+002
   0.52124999683211826E-006   0.565469360E+002
   0.52249999682452142E-006   0.547604904E+002
   0.52374999681692458E-006   0.531145935E+002
   0.52499999680932774E-006   0.515904770E+002
   0.52624999680173090E-006   0.501681633E+002
   0.52749999679413406E-006   0.488299637E+002
   0.52874999678653722E-006   0.475633926E+002
   0.52999999677894039E-006   0.463625679E+002
   0.53124999677134355E-006   0.452274551E+002
   0.53249999676374671E-006   0.441613121E+002
   0.53374999675614987E-006   0.431670837E+002
   0.53499999674855303E-006   0.422441711E+002
   0.53624999674095619E-006   0.413866653E+002
   0.53749999673335935E-006   0.405836983E+002
   0.53874999672576251E-006   0.398217545E+002
   0.53999999671816568E-006   0.390880966E+002
   0.54124999671056884E-006   0.383740845E+002
   0.54249999670297200E-006   0.376771126E+002
   0.54374999669537516E-006   0.370004425E+002
   0.54499999668777832E-006   0.363509903E+002
   0.54624999668018148E-006   0.357358589E+002
   0.54749999667258464E-006   0.351588860E+002
   0.54874999666498780E-006   0.346185226E+002
   0.54999999665739097E-006   0.341077347E+002
   0.55124999664979413E-006   0.336160507E+002
   0.55249999664219729E-006   0.331329231E+002
   0.55374999663460045E-006   0.326512184E+002
   0.55499999662700361E-006   0.321694794E+002
   0.55624999661940677E-006   0.316920242E+002
   0.55749999661180993E-006   0.312269745E+002
   0.55874999660421309E-006   0.307828274E+002
   0.55999999659661626E-006   0.303649406E+002
   0.56124999658901942E-006   0.299732513E+002
   0.56249999658142258E-006   0.296020565E+002
   0.56374999657382574E-006   0.292419720E+002
   0.56499999656622890E-006   0.288833351E+002
   0.56624999655863206E-006   0.285197067E+002
   0.56749999655103522E-006   0.281502094E+002
   0.56874999654343839E-006   0.277796383E+002
   0.56999999653584155E-006   0.274164886E+002
   0.57124999652824471E-006   0.270695000E+002
   0.57249999652064787E-006   0.267441463E+002
   0.57374999651305103E-006   0.264404068E+002
   0.57499999650545419E-006   0.261526699E+002
   0.57624999649785735E-006   0.258718300E+002
   0.57749999649026051E-006   0.255887604E+002
   0.57874999648266368E-006   0.252977715E+002
   0.57999999647506684E-006   0.249987793E+002
   0.58124999646747000E-006   0.246972084E+002
   0.58249999645987316E-006   0.244017887E+002
   0.58374999645227632E-006   0.241210060E+002
   0.58499999644467948E-006   0.238596935E+002
   0.58624999643708264E-006   0.236170540E+002
   0.58749999642948580E-006   0.233869228E+002
   0.58874999642188897E-006   0.231601791E+002
   0.58999999641429213E-006   0.229283218E+002
   0.59124999640669529E-006   0.226868095E+002
   0.59249999639909845E-006   0.224368057E+002
   0.59374999639150161E-006   0.221846275E+002
   0.59499999638390477E-006   0.219391727E+002
   0.59624999637630793E-006   0.217082634E+002
   0.59749999636871109E-006   0.214954796E+002
   0.59874999636111426E-006   0.212986794E+002
   0.59999999635351742E-006   0.211108322E+002
   0.60124999634592058E-006   0.209228325E+002
   0.60249999633832374E-006   0.207271614E+002
   0.60374999633072690E-006   0.205208855E+002
   0.60499999632313006E-006   0.203068047E+002
   0.60624999631553322E-006   0.200922585E+002
   0.60749999630793639E-006   0.198860855E+002
   0.60874999630033955E-006   0.196949596E+002
   0.60999999629274271E-006   0.195206623E+002
   0.61124999628514587E-006   0.193593254E+002
   0.61249999627754903E-006   0.192029991E+002
   0.61374999626995219E-006   0.190429039E+002
   0.61499999626235535E-006   0.188730202E+002
   0.61624999625475851E-006   0.186925430E+002
   0.61749999624716168E-006   0.185061455E+002
   0.61874999623956484E-006   0.183220253E+002
   0.61999999623196800E-006   0.181484642E+002
   0.62124999622437116E-006   0.179903755E+002
   0.62249999621677432E-006   0.178472443E+002
   0.62374999620917748E-006   0.177133484E+002
   0.62499999620158064E-006   0.175801182E+002
   0.62624999619398380E-006   0.174397030E+002
   0.62749999618638697E-006   0.172882385E+002
   0.62874999617879013E-006   0.171274166E+002
   0.62999999617119329E-006   0.169637413E+002
   0.63124999616359645E-006   0.168057632E+002
   0.63249999615599961E-006   0.166604748E+002
   0.63374999614840277E-006   0.165303478E+002
   0.63499999614080593E-006   0.164122925E+002
   0.63624999613320909E-006   0.162989616E+002
   0.63749999612561226E-006   0.161818333E+002
   0.63874999611801542E-006   0.160548191E+002
   0.63999999611041858E-006   0.159168177E+002
   0.64124999610282174E-006   0.157721443E+002
   0.64249999609522490E-006   0.156286612E+002
   0.64374999608762806E-006   0.154944220E+002
   0.64499999608003122E-006   0.153742275E+002
   0.64624999607243439E-006   0.152675810E+002
   0.64749999606483755E-006   0.151688814E+002
   0.64874999605724071E-006   0.150698271E+002
   0.64999999604964387E-006   0.149629602E+002
   0.65124999604204703E-006   0.148448677E+002
   0.65249999603445019E-006   0.147176151E+002
   0.65374999602685335E-006   0.145878181E+002
   0.65499999601925651E-006   0.144637661E+002
   0.65624999601165968E-006   0.143518391E+002
   0.65749999600406284E-006   0.142537603E+002
   0.65874999599646600E-006   0.141658573E+002
   0.65999999598886916E-006   0.140806561E+002
   0.66124999598127232E-006   0.139901171E+002
   0.66249999597367548E-006   0.138891039E+002
   0.66374999596607864E-006   0.137775917E+002
   0.66499999595848180E-006   0.136606417E+002
   0.66624999595088497E-006   0.135461693E+002
   0.66749999594328813E-006   0.134415054E+002
   0.66874999593569129E-006   0.133501940E+002
   0.66999999592809445E-006   0.132704611E+002
   0.67124999592049761E-006   0.131959772E+002
   0.67249999591290077E-006   0.131186275E+002
   0.67374999590530393E-006   0.130320587E+002
   0.67499999589770709E-006   0.129344387E+002
   0.67624999589011026E-006   0.128292561E+002
   0.67749999588251342E-006   0.127237730E+002
   0.67874999587491658E-006   0.126258183E+002
   0.67999999586731974E-006   0.125403242E+002
   0.68124999585972290E-006   0.124671345E+002
   0.68249999585212606E-006   0.124010735E+002
   0.68374999584452922E-006   0.123342485E+002
   0.68499999583693238E-006   0.122595749E+002
   0.68624999582933555E-006   0.121739063E+002
   0.68749999582173871E-006   0.120793934E+002
   0.68874999581414187E-006   0.119824924E+002
   0.68999999580654503E-006   0.118910542E+002
   0.69124999579894819E-006   0.118108292E+002
   0.69249999579135135E-006   0.117429218E+002
   0.69374999578375451E-006   0.116833420E+002
   0.69499999577615768E-006   0.116248226E+002
   0.69624999576856084E-006   0.115600576E+002
   0.69749999576096400E-006   0.114849110E+002
   0.69874999575336716E-006   0.114001980E+002
   0.69999999574577032E-006   0.113113060E+002
   0.70124999573817348E-006   0.112258091E+002
   0.70249999573057664E-006   0.111501064E+002
   0.70374999572297980E-006   0.110865631E+002
   0.70499999571538297E-006   0.110324306E+002
   0.70624999570778613E-006   0.109810514E+002
   0.70749999570018929E-006   0.109248390E+002
   0.70874999569259245E-006   0.108586798E+002
   0.70999999568499561E-006   0.107822485E+002
   0.71124999567739877E-006   0.107001953E+002
   0.71249999566980193E-006   0.106200619E+002
   0.71374999566220509E-006   0.105488396E+002
   0.71499999565460826E-006   0.104897261E+002
   0.71624999564701142E-006   0.104406242E+002
   0.71749999563941458E-006   0.103951292E+002
   0.71874999563181774E-006   0.103455372E+002
   0.71999999562422090E-006   0.102863998E+002
   0.72124999561662406E-006   0.102169762E+002
   0.72249999560902722E-006   0.101414814E+002
   0.72374999560143038E-006   0.100670738E+002
   0.72499999559383355E-006   0.100005665E+002
   0.72624999558623671E-006   0.994535351E+001
   0.72749999557863987E-006   0.989995670E+001
   0.72874999557104303E-006   0.985877132E+001
   0.72999999556344619E-006   0.981463146E+001
   0.73124999555584935E-006   0.976201057E+001
   0.73249999554825251E-006   0.969943810E+001
   0.73374999554065568E-006   0.963013935E+001
   0.73499999553305884E-006   0.956059456E+001
   0.73624999552546200E-006   0.949766541E+001
   0.73749999551786516E-006   0.944548607E+001
   0.73874999551026832E-006   0.940353870E+001
   0.73999999550267148E-006   0.936683273E+001
   0.74124999549507464E-006   0.932812691E+001
   0.74249999548747780E-006   0.928124809E+001
   0.74374999547988097E-006   0.922398376E+001
   0.74499999547228413E-006   0.915918064E+001
   0.74624999546468729E-006   0.909350204E+001
   0.74749999545709045E-006   0.903428078E+001
   0.74874999544949361E-006   0.898600006E+001
   0.74999999544189677E-006   0.894812965E+001
   0.75124999543429993E-006   0.891543770E+001
   0.75249999542670309E-006   0.888055420E+001
   0.75374999541910626E-006   0.883747005E+001
   0.75499999541150942E-006   0.878427219E+001
   0.75624999540391258E-006   0.872391891E+001
   0.75749999539631574E-006   0.866280651E+001
   0.75874999538871890E-006   0.860780334E+001
   0.75999999538112206E-006   0.856307888E+001
   0.76124999537352522E-006   0.852817345E+001
   0.76249999536592838E-006   0.849825668E+001
   0.76374999535833155E-006   0.846645260E+001
   0.76499999535073471E-006   0.842704678E+001
   0.76624999534313787E-006   0.837804699E+001
   0.76749999533554103E-006   0.832199383E+001
   0.76874999532794419E-006   0.826477432E+001
   0.76999999532034735E-006   0.821302128E+001
   0.77124999531275051E-006   0.817111778E+001
   0.77249999530515367E-006   0.813906193E+001
   0.77374999529755684E-006   0.811229420E+001
   0.77499999528996000E-006   0.808379650E+001
   0.77624999528236316E-006   0.804755783E+001
   0.77749999527476632E-006   0.800154114E+001
   0.77874999526716948E-006   0.794856787E+001
   0.77999999525957264E-006   0.789475441E+001
   0.78124999525197580E-006   0.784657192E+001
   0.78249999524437897E-006   0.780798197E+001
   0.78374999523678213E-006   0.777876425E+001
   0.78499999522918529E-006   0.775454092E+001
   0.78624999522158845E-006   0.772859383E+001
   0.78749999521399161E-006   0.769497919E+001
   0.78874999520639477E-006   0.765157890E+001
