t              csa.fdtd_Bulk probe 20 m_Jz_19_19_20__20_20_20.dat
   0.67499999589770709E-007   0.100557292E+001
   0.68749999582173871E-007   0.135919094E+001
   0.69999999574577032E-007   0.178845012E+001
   0.71249999566980193E-007   0.229326868E+001
   0.72499999559383355E-007   0.286925507E+001
   0.73749999551786516E-007   0.350841403E+001
   0.74999999544189677E-007   0.420092106E+001
   0.76249999536592838E-007   0.493787289E+001
   0.77499999528996000E-007   0.571461058E+001
   0.78749999521399161E-007   0.653397369E+001
   0.79999999513802322E-007   0.740866947E+001
   0.81249999506205484E-007   0.836197281E+001
   0.82499999498608645E-007   0.942629242E+001
   0.83749999491011806E-007   0.106395655E+002
   0.84999999483414967E-007   0.120401287E+002
   0.86249999475818129E-007   0.136611767E+002
   0.87499999468221290E-007   0.155263004E+002
   0.88749999460624451E-007   0.176474686E+002
   0.89999999453027613E-007   0.200262756E+002
   0.91249999445430774E-007   0.226584721E+002
   0.92499999437833935E-007   0.255406952E+002
   0.93749999430237096E-007   0.286775513E+002
   0.94999999422640258E-007   0.320869560E+002
   0.96249999415043419E-007   0.358018875E+002
   0.97499999407446580E-007   0.398678169E+002
   0.98749999399849742E-007   0.443363495E+002
   0.99999999392252903E-007   0.492569504E+002
   0.10124999938465606E-006   0.546693878E+002
   0.10249999937705923E-006   0.605994034E+002
   0.10374999936946239E-006   0.670591431E+002
   0.10499999936186555E-006   0.740523376E+002
   0.10624999935426871E-006   0.815823288E+002
   0.10749999934667187E-006   0.896602478E+002
   0.10874999933907503E-006   0.983101959E+002
   0.10999999933147819E-006   0.107569489E+003
   0.11124999932388135E-006   0.117483528E+003
   0.11249999931628452E-006   0.128097061E+003
   0.11374999930868768E-006   0.139444962E+003
   0.11499999930109084E-006   0.151546036E+003
   0.11624999929349400E-006   0.164402069E+003
   0.11749999928589716E-006   0.178002411E+003
   0.11874999927830032E-006   0.192332336E+003
   0.11999999927070348E-006   0.207381104E+003
   0.12124999926310664E-006   0.223147308E+003
   0.12249999925550981E-006   0.239638550E+003
   0.12374999924791297E-006   0.256865967E+003
   0.12499999924031613E-006   0.274835022E+003
   0.12624999923271929E-006   0.293536682E+003
   0.12749999922512245E-006   0.312942780E+003
   0.12874999921752561E-006   0.333007263E+003
   0.12999999920992877E-006   0.353672302E+003
   0.13124999920233194E-006   0.374876678E+003
   0.13249999919473510E-006   0.396562897E+003
   0.13374999918713826E-006   0.418680878E+003
   0.13499999917954142E-006   0.441186279E+003
   0.13624999917194458E-006   0.464033569E+003
   0.13749999916434774E-006   0.487166748E+003
   0.13874999915675090E-006   0.510511902E+003
   0.13999999914915406E-006   0.533976440E+003
   0.14124999914155723E-006   0.557455688E+003
   0.14249999913396039E-006   0.580842102E+003
   0.14374999912636355E-006   0.604033325E+003
   0.14499999911876671E-006   0.626935913E+003
   0.14624999911116987E-006   0.649464722E+003
   0.14749999910357303E-006   0.671538879E+003
   0.14874999909597619E-006   0.693074463E+003
   0.14999999908837935E-006   0.713976929E+003
   0.15124999908078252E-006   0.734138428E+003
   0.15249999907318568E-006   0.753443970E+003
   0.15374999906558884E-006   0.771782227E+003
   0.15499999905799200E-006   0.789054932E+003
   0.15624999905039516E-006   0.805177734E+003
   0.15749999904279832E-006   0.820077637E+003
   0.15874999903520148E-006   0.833690063E+003
   0.15999999902760464E-006   0.845957642E+003
   0.16124999902000781E-006   0.856824890E+003
   0.16249999901241097E-006   0.866231812E+003
   0.16374999900481413E-006   0.874113159E+003
   0.16499999899721729E-006   0.880408264E+003
   0.16624999898962045E-006   0.885076111E+003
   0.16749999898202361E-006   0.888100586E+003
   0.16874999897442677E-006   0.889483398E+003
   0.16999999896682993E-006   0.889233643E+003
   0.17124999895923310E-006   0.887364075E+003
   0.17249999895163626E-006   0.883893127E+003
   0.17374999894403942E-006   0.878843018E+003
   0.17499999893644258E-006   0.872235352E+003
   0.17624999892884574E-006   0.864092773E+003
   0.17749999892124890E-006   0.854451904E+003
   0.17874999891365206E-006   0.843375244E+003
   0.17999999890605523E-006   0.830947876E+003
   0.18124999889845839E-006   0.817259155E+003
   0.18249999889086155E-006   0.802389526E+003
   0.18374999888326471E-006   0.786413452E+003
   0.18499999887566787E-006   0.769409668E+003
   0.18624999886807103E-006   0.751463379E+003
   0.18749999886047419E-006   0.732659729E+003
   0.18874999885287735E-006   0.713084045E+003
   0.18999999884528052E-006   0.692831116E+003
   0.19124999883768368E-006   0.672012512E+003
   0.19249999883008684E-006   0.650746765E+003
   0.19374999882249000E-006   0.629139648E+003
   0.19499999881489316E-006   0.607275757E+003
   0.19624999880729632E-006   0.585229248E+003
   0.19749999879969948E-006   0.563078491E+003
   0.19874999879210264E-006   0.540908752E+003
   0.19999999878450581E-006   0.518804626E+003
   0.20124999877690897E-006   0.496846008E+003
   0.20249999876931213E-006   0.475112122E+003
   0.20374999876171529E-006   0.453682800E+003
   0.20499999875411845E-006   0.432629547E+003
   0.20624999874652161E-006   0.412005493E+003
   0.20749999873892477E-006   0.391846863E+003
   0.20874999873132793E-006   0.372185059E+003
   0.20999999872373110E-006   0.353056519E+003
   0.21124999871613426E-006   0.334502411E+003
   0.21249999870853742E-006   0.316562134E+003
   0.21374999870094058E-006   0.299268677E+003
   0.21499999869334374E-006   0.282646729E+003
   0.21624999868574690E-006   0.266710175E+003
   0.21749999867815006E-006   0.251460968E+003
   0.21874999867055323E-006   0.236892593E+003
   0.21999999866295639E-006   0.222997375E+003
   0.22124999865535955E-006   0.209771027E+003
   0.22249999864776271E-006   0.197211853E+003
   0.22374999864016587E-006   0.185318024E+003
   0.22499999863256903E-006   0.174085968E+003
   0.22624999862497219E-006   0.163507202E+003
   0.22749999861737535E-006   0.153563019E+003
   0.22874999860977852E-006   0.144222656E+003
   0.22999999860218168E-006   0.135450867E+003
   0.23124999859458484E-006   0.127219681E+003
   0.23249999858698800E-006   0.119512573E+003
   0.23374999857939116E-006   0.112317070E+003
   0.23499999857179432E-006   0.105615891E+003
   0.23624999856419748E-006   0.993860245E+002
   0.23749999855660064E-006   0.936030502E+002
   0.23874999854900381E-006   0.882415009E+002
   0.23999999854140697E-006   0.832707977E+002
   0.24124999853381013E-006   0.786559753E+002
   0.24249999852621329E-006   0.743668289E+002
   0.24374999851861645E-006   0.703859863E+002
   0.24499999851101961E-006   0.667057495E+002
   0.24624999850342277E-006   0.633166542E+002
   0.24749999849582593E-006   0.601998291E+002
   0.24874999848822910E-006   0.573293762E+002
   0.24999999848063226E-006   0.546788101E+002
   0.25124999847303542E-006   0.522246323E+002
   0.25249999846543858E-006   0.499472656E+002
   0.25374999845784174E-006   0.478325806E+002
   0.25499999845024490E-006   0.458728333E+002
   0.25624999844264806E-006   0.440636978E+002
   0.25749999843505122E-006   0.423987198E+002
   0.25874999842745439E-006   0.408662148E+002
   0.25999999841985755E-006   0.394504700E+002
   0.26124999841226071E-006   0.381342926E+002
   0.26249999840466387E-006   0.369012222E+002
   0.26374999839706703E-006   0.357391014E+002
   0.26499999838947019E-006   0.346443596E+002
   0.26624999838187335E-006   0.336214981E+002
   0.26749999837427652E-006   0.326750641E+002
   0.26874999836667968E-006   0.318007660E+002
   0.26999999835908284E-006   0.309851799E+002
   0.27124999835148600E-006   0.302139263E+002
   0.27249999834388916E-006   0.294784737E+002
   0.27374999833629232E-006   0.287753639E+002
   0.27499999832869548E-006   0.281024857E+002
   0.27624999832109864E-006   0.274593868E+002
   0.27749999831350181E-006   0.268497105E+002
   0.27874999830590497E-006   0.262787666E+002
   0.27999999829830813E-006   0.257463036E+002
   0.28124999829071129E-006   0.252429276E+002
   0.28249999828311445E-006   0.247554512E+002
   0.28374999827551761E-006   0.242757168E+002
   0.28499999826792077E-006   0.238041534E+002
   0.28624999826032393E-006   0.233466110E+002
   0.28749999825272710E-006   0.229095154E+002
   0.28874999824513026E-006   0.224968605E+002
   0.28999999823753342E-006   0.221082840E+002
   0.29124999822993658E-006   0.217382011E+002
   0.29249999822233974E-006   0.213780422E+002
   0.29374999821474290E-006   0.210212212E+002
   0.29499999820714606E-006   0.206664734E+002
   0.29624999819954922E-006   0.203167534E+002
   0.29749999819195239E-006   0.199763756E+002
   0.29874999818435555E-006   0.196498985E+002
   0.29999999817675871E-006   0.193414326E+002
   0.30124999816916187E-006   0.190513992E+002
   0.30249999816156503E-006   0.187732620E+002
   0.30374999815396819E-006   0.184961929E+002
   0.30499999814637135E-006   0.182135067E+002
   0.30624999813877452E-006   0.179283199E+002
   0.30749999813117768E-006   0.176499786E+002
   0.30874999812358084E-006   0.173855801E+002
   0.30999999811598400E-006   0.171358871E+002
   0.31124999810838716E-006   0.168978653E+002
   0.31249999810079032E-006   0.166679764E+002
   0.31374999809319348E-006   0.164421368E+002
   0.31499999808559664E-006   0.162153912E+002
   0.31624999807799981E-006   0.159848328E+002
   0.31749999807040297E-006   0.157531281E+002
   0.31874999806280613E-006   0.155275278E+002
   0.31999999805520929E-006   0.153145790E+002
   0.32124999804761245E-006   0.151157665E+002
   0.32249999804001561E-006   0.149272938E+002
   0.32374999803241877E-006   0.147424793E+002
   0.32499999802482193E-006   0.145547686E+002
   0.32624999801722510E-006   0.143610840E+002
   0.32749999800962826E-006   0.141644106E+002
   0.32874999800203142E-006   0.139724312E+002
   0.32999999799443458E-006   0.137918329E+002
   0.33124999798683774E-006   0.136233683E+002
   0.33249999797924090E-006   0.134626646E+002
   0.33374999797164406E-006   0.133048697E+002
   0.33499999796404722E-006   0.131470804E+002
   0.33624999795645039E-006   0.129871788E+002
   0.33749999794885355E-006   0.128235559E+002
   0.33874999794125671E-006   0.126579762E+002
   0.33999999793365987E-006   0.124970684E+002
   0.34124999792606303E-006   0.123479977E+002
   0.34249999791846619E-006   0.122117605E+002
   0.34374999791086935E-006   0.120818195E+002
   0.34499999790327252E-006   0.119497414E+002
   0.34624999789567568E-006   0.118115158E+002
   0.34749999788807884E-006   0.116687832E+002
   0.34874999788048200E-006   0.115260506E+002
   0.34999999787288516E-006   0.113880749E+002
   0.35124999786528832E-006   0.112584324E+002
   0.35249999785769148E-006   0.111379681E+002
   0.35374999785009464E-006   0.110237751E+002
   0.35499999784249781E-006   0.109106731E+002
   0.35624999783490097E-006   0.107944813E+002
   0.35749999782730413E-006   0.106740093E+002
   0.35874999781970729E-006   0.105506611E+002
   0.35999999781211045E-006   0.104277411E+002
   0.36124999780451361E-006   0.103101587E+002
   0.36249999779691677E-006   0.102024326E+002
   0.36374999778931993E-006   0.101045895E+002
   0.36499999778172310E-006   0.100103912E+002
   0.36624999777412626E-006   0.991160870E+001
   0.36749999776652942E-006   0.980499363E+001
   0.36874999775893258E-006   0.969446373E+001
   0.36999999775133574E-006   0.958657074E+001
   0.37124999774373890E-006   0.948510265E+001
   0.37249999773614206E-006   0.939030266E+001
   0.37374999772854522E-006   0.930112076E+001
   0.37499999772094839E-006   0.921587181E+001
   0.37624999771335155E-006   0.913112640E+001
   0.37749999770575471E-006   0.904250908E+001
   0.37874999769815787E-006   0.894815636E+001
   0.37999999769056103E-006   0.885094452E+001
   0.38124999768296419E-006   0.875661945E+001
   0.38249999767536735E-006   0.866980171E+001
   0.38374999766777051E-006   0.859145737E+001
   0.38499999766017368E-006   0.851872635E+001
   0.38624999765257684E-006   0.844617844E+001
   0.38749999764498000E-006   0.836848354E+001
   0.38874999763738316E-006   0.828402042E+001
   0.38999999762978632E-006   0.819659996E+001
   0.39124999762218948E-006   0.811264801E+001
   0.39249999761459264E-006   0.803602600E+001
   0.39374999760699581E-006   0.796584988E+001
   0.39499999759939897E-006   0.789896631E+001
   0.39624999759180213E-006   0.783294058E+001
   0.39749999758420529E-006   0.776590633E+001
   0.39874999757660845E-006   0.769538689E+001
   0.39999999756901161E-006   0.761989498E+001
   0.40124999756141477E-006   0.754204750E+001
   0.40249999755381793E-006   0.746812344E+001
   0.40374999754622110E-006   0.740300083E+001
   0.40499999753862426E-006   0.734574223E+001
   0.40624999753102742E-006   0.729060459E+001
   0.40749999752343058E-006   0.723185492E+001
   0.40874999751583374E-006   0.716729927E+001
   0.40999999750823690E-006   0.709846401E+001
   0.41124999750064006E-006   0.702911472E+001
   0.41249999749304322E-006   0.696353149E+001
   0.41374999748544639E-006   0.690440655E+001
   0.41499999747784955E-006   0.685112000E+001
   0.41624999747025271E-006   0.680023241E+001
   0.41749999746265587E-006   0.674807739E+001
   0.41874999745505903E-006   0.669272184E+001
   0.41999999744746219E-006   0.663378716E+001
   0.42124999743986535E-006   0.657197762E+001
   0.42249999743226851E-006   0.650992107E+001
   0.42374999742467168E-006   0.645228624E+001
   0.42499999741707484E-006   0.640267754E+001
   0.42624999740947800E-006   0.635956955E+001
   0.42749999740188116E-006   0.631652403E+001
   0.42874999739428432E-006   0.626755333E+001
   0.42999999738668748E-006   0.621206188E+001
   0.43124999737909064E-006   0.615430498E+001
   0.43249999737149381E-006   0.609901285E+001
   0.43374999736389697E-006   0.604845905E+001
   0.43499999735630013E-006   0.600278282E+001
   0.43624999734870329E-006   0.596096087E+001
   0.43749999734110645E-006   0.592066193E+001
   0.43874999733350961E-006   0.587848949E+001
   0.43999999732591277E-006   0.583190727E+001
   0.44124999731831593E-006   0.578118324E+001
   0.44249999731071910E-006   0.572925329E+001
   0.44374999730312226E-006   0.567990685E+001
   0.44499999729552542E-006   0.563604403E+001
   0.44624999728792858E-006   0.559835339E+001
   0.44749999728033174E-006   0.556425190E+001
   0.44874999727273490E-006   0.552847528E+001
   0.44999999726513806E-006   0.548653078E+001
   0.45124999725754122E-006   0.543864059E+001
   0.45249999724994439E-006   0.538978386E+001
   0.45374999724234755E-006   0.534526634E+001
   0.45499999723475071E-006   0.530658436E+001
   0.45624999722715387E-006   0.527173138E+001
   0.45749999721955703E-006   0.523822784E+001
   0.45874999721196019E-006   0.520445824E+001
   0.45999999720436335E-006   0.516867256E+001
   0.46124999719676651E-006   0.512894249E+001
   0.46249999718916968E-006   0.508537245E+001
   0.46374999718157284E-006   0.504148340E+001
   0.46499999717397600E-006   0.500203848E+001
   0.46624999716637916E-006   0.496919060E+001
   0.46749999715878232E-006   0.494092560E+001
   0.46874999715118548E-006   0.491281748E+001
   0.46999999714358864E-006   0.488087511E+001
   0.47124999713599180E-006   0.484352970E+001
   0.47249999712839497E-006   0.480247211E+001
   0.47374999712079813E-006   0.476196527E+001
   0.47499999711320129E-006   0.472620487E+001
   0.47624999710560445E-006   0.469624805E+001
   0.47749999709800761E-006   0.466950750E+001
   0.47874999709041077E-006   0.464240408E+001
   0.47999999708281393E-006   0.461300945E+001
   0.48124999707521710E-006   0.458097410E+001
   0.48249999706762026E-006   0.454621601E+001
   0.48374999706002342E-006   0.450933743E+001
   0.48499999705242658E-006   0.447313499E+001
   0.48624999704482974E-006   0.444172716E+001
   0.48749999703723290E-006   0.441681433E+001
   0.48874999702963606E-006   0.439525890E+001
   0.48999999702203922E-006   0.437138653E+001
   0.49124999701444239E-006   0.434174919E+001
   0.49249999700684555E-006   0.430739975E+001
   0.49374999699924871E-006   0.427217484E+001
   0.49499999699165187E-006   0.423971844E+001
   0.49624999698405503E-006   0.421186161E+001
   0.49749999697645819E-006   0.418827581E+001
   0.49874999696886135E-006   0.416669655E+001
   0.49999999696126451E-006   0.414400053E+001
   0.50124999695366768E-006   0.411804962E+001
   0.50249999694607084E-006   0.408879423E+001
   0.50374999693847400E-006   0.405768585E+001
   0.50499999693087716E-006   0.402664375E+001
   0.50624999692328032E-006   0.399787474E+001
   0.50749999691568348E-006   0.397357559E+001
   0.50874999690808664E-006   0.395413184E+001
   0.50999999690048980E-006   0.393638492E+001
   0.51124999689289297E-006   0.391513276E+001
   0.51249999688529613E-006   0.388756299E+001
   0.51374999687769929E-006   0.385600877E+001
   0.51499999687010245E-006   0.382575130E+001
   0.51624999686250561E-006   0.380036521E+001
   0.51749999685490877E-006   0.377960682E+001
   0.51874999684731193E-006   0.376105380E+001
   0.51999999683971510E-006   0.374239254E+001
   0.52124999683211826E-006   0.372197199E+001
   0.52249999682452142E-006   0.369861364E+001
   0.52374999681692458E-006   0.367223549E+001
   0.52499999680932774E-006   0.364456987E+001
   0.52624999680173090E-006   0.361846662E+001
   0.52749999679413406E-006   0.359616160E+001
   0.52874999678653722E-006   0.357806230E+001
   0.52999999677894039E-006   0.356254745E+001
   0.53124999677134355E-006   0.354640484E+001
   0.53249999676374671E-006   0.352619028E+001
   0.53374999675614987E-006   0.350069857E+001
   0.53499999674855303E-006   0.347266746E+001
   0.53624999674095619E-006   0.344717669E+001
   0.53749999673335935E-006   0.342743659E+001
   0.53874999672576251E-006   0.341221285E+001
   0.53999999671816568E-006   0.339760113E+001
   0.54124999671056884E-006   0.338073158E+001
   0.54249999670297200E-006   0.336116099E+001
   0.54374999669537516E-006   0.333947229E+001
   0.54499999668777832E-006   0.331617880E+001
   0.54624999668018148E-006   0.329250097E+001
   0.54749999667258464E-006   0.327093315E+001
   0.54874999666498780E-006   0.325364351E+001
   0.54999999665739097E-006   0.324019837E+001
   0.55124999664979413E-006   0.322745228E+001
   0.55249999664219729E-006   0.321182418E+001
   0.55374999663460045E-006   0.319166923E+001
   0.55499999662700361E-006   0.316808891E+001
   0.55624999661940677E-006   0.314428830E+001
   0.55749999661180993E-006   0.312390852E+001
   0.55874999660421309E-006   0.310870504E+001
   0.55999999659661626E-006   0.309701681E+001
   0.56124999658901942E-006   0.308488846E+001
   0.56249999658142258E-006   0.306929779E+001
   0.56374999657382574E-006   0.305024624E+001
   0.56499999656622890E-006   0.302970505E+001
   0.56624999655863206E-006   0.300933981E+001
   0.56749999655103522E-006   0.299004579E+001
   0.56874999654343839E-006   0.297300196E+001
   0.56999999653584155E-006   0.295945954E+001
   0.57124999652824471E-006   0.294875789E+001
   0.57249999652064787E-006   0.293754458E+001
   0.57374999651305103E-006   0.292219639E+001
   0.57499999650545419E-006   0.290214348E+001
   0.57624999649785735E-006   0.288038826E+001
   0.57749999649026051E-006   0.286088657E+001
   0.57874999648266368E-006   0.284574366E+001
   0.57999999647506684E-006   0.283442378E+001
   0.58124999646747000E-006   0.282454872E+001
   0.58249999645987316E-006   0.281318998E+001
   0.58374999645227632E-006   0.279837656E+001
   0.58499999644467948E-006   0.278032684E+001
   0.58624999643708264E-006   0.276123238E+001
   0.58749999642948580E-006   0.274349809E+001
   0.58874999642188897E-006   0.272825289E+001
   0.58999999641429213E-006   0.271551728E+001
   0.59124999640669529E-006   0.270492649E+001
   0.59249999639909845E-006   0.269536161E+001
   0.59374999639150161E-006   0.268431950E+001
   0.59499999638390477E-006   0.266920972E+001
   0.59624999637630793E-006   0.265012264E+001
   0.59749999636871109E-006   0.263064575E+001
   0.59874999636111426E-006   0.261500597E+001
   0.59999999635351742E-006   0.260436845E+001
   0.60124999634592058E-006   0.259626532E+001
   0.60249999633832374E-006   0.258724165E+001
   0.60374999633072690E-006   0.257539415E+001
   0.60499999632313006E-006   0.256069636E+001
   0.60624999631553322E-006   0.254416704E+001
   0.60749999630793639E-006   0.252743530E+001
   0.60874999630033955E-006   0.251241422E+001
   0.60999999629274271E-006   0.250036311E+001
   0.61124999628514587E-006   0.249100065E+001
   0.61249999627754903E-006   0.248270583E+001
   0.61374999626995219E-006   0.247347975E+001
   0.61499999626235535E-006   0.246167731E+001
   0.61624999625475851E-006   0.244659662E+001
   0.61749999624716168E-006   0.242935085E+001
   0.61874999623956484E-006   0.241306162E+001
   0.61999999623196800E-006   0.240096092E+001
   0.62124999622437116E-006   0.239344931E+001
   0.62249999621677432E-006   0.238736296E+001
   0.62374999620917748E-006   0.237873840E+001
   0.62499999620158064E-006   0.236617947E+001
   0.62624999619398380E-006   0.235127497E+001
   0.62749999618638697E-006   0.233633041E+001
   0.62874999617879013E-006   0.232263279E+001
   0.62999999617119329E-006   0.231075430E+001
   0.63124999616359645E-006   0.230118895E+001
   0.63249999615599961E-006   0.229373741E+001
   0.63374999614840277E-006   0.228669405E+001
   0.63499999614080593E-006   0.227759981E+001
   0.63624999613320909E-006   0.226512480E+001
   0.63749999612561226E-006   0.225011873E+001
   0.63874999611801542E-006   0.223502254E+001
   0.63999999611041858E-006   0.222245312E+001
   0.64124999610282174E-006   0.221379566E+001
   0.64249999609522490E-006   0.220816779E+001
   0.64374999608762806E-006   0.220253849E+001
   0.64499999608003122E-006   0.219369698E+001
   0.64624999607243439E-006   0.218086100E+001
   0.64749999606483755E-006   0.216627264E+001
   0.64874999605724071E-006   0.215296960E+001
   0.64999999604964387E-006   0.214226007E+001
   0.65124999604204703E-006   0.213358974E+001
   0.65249999603445019E-006   0.212613487E+001
   0.65374999602685335E-006   0.211942410E+001
   0.65499999601925651E-006   0.211240768E+001
   0.65624999601165968E-006   0.210319591E+001
   0.65749999600406284E-006   0.209072447E+001
   0.65874999599646600E-006   0.207643795E+001
   0.65999999598886916E-006   0.206355405E+001
   0.66124999598127232E-006   0.205444646E+001
   0.66249999597367548E-006   0.204884863E+001
   0.66374999596607864E-006   0.204431963E+001
   0.66499999595848180E-006   0.203801537E+001
   0.66624999595088497E-006   0.202831006E+001
   0.66749999594328813E-006   0.201566052E+001
   0.66874999593569129E-006   0.200238061E+001
   0.66999999592809445E-006   0.199111438E+001
   0.67124999592049761E-006   0.198292458E+001
   0.67249999591290077E-006   0.197678947E+001
   0.67374999590530393E-006   0.197096801E+001
   0.67499999589770709E-006   0.196442151E+001
   0.67624999589011026E-006   0.195667624E+001
   0.67749999588251342E-006   0.194706178E+001
   0.67874999587491658E-006   0.193524468E+001
   0.67999999586731974E-006   0.192263043E+001
   0.68124999585972290E-006   0.191215110E+001
   0.68249999585212606E-006   0.190575504E+001
   0.68374999584452922E-006   0.190225554E+001
   0.68499999583693238E-006   0.189819133E+001
   0.68624999582933555E-006   0.189081144E+001
   0.68749999582173871E-006   0.188002610E+001
   0.68874999581414187E-006   0.186785078E+001
   0.68999999580654503E-006   0.185666013E+001
   0.69124999579894819E-006   0.184793782E+001
   0.69249999579135135E-006   0.184181654E+001
   0.69374999578375451E-006   0.183713961E+001
   0.69499999577615768E-006   0.183213890E+001
   0.69624999576856084E-006   0.182551837E+001
   0.69749999576096400E-006   0.181700873E+001
   0.69874999575336716E-006   0.180701077E+001
   0.69999999574577032E-006   0.179623008E+001
   0.70124999573817348E-006   0.178597021E+001
   0.70249999573057664E-006   0.177809906E+001
   0.70374999572297980E-006   0.177360487E+001
   0.70499999571538297E-006   0.177094209E+001
   0.70624999570778613E-006   0.176664805E+001
   0.70749999570018929E-006   0.175832176E+001
   0.70874999569259245E-006   0.174686658E+001
   0.70999999568499561E-006   0.173547924E+001
   0.71124999567739877E-006   0.172669446E+001
   0.71249999566980193E-006   0.172075057E+001
   0.71374999566220509E-006   0.171635890E+001
   0.71499999565460826E-006   0.171211159E+001
   0.71624999564701142E-006   0.170694637E+001
   0.71749999563941458E-006   0.170007896E+001
   0.71874999563181774E-006   0.169130778E+001
   0.71999999562422090E-006   0.168139839E+001
   0.72124999561662406E-006   0.167182374E+001
   0.72249999560902722E-006   0.166401315E+001
   0.72374999560143038E-006   0.165871322E+001
   0.72499999559383355E-006   0.165551841E+001
   0.72624999558623671E-006   0.165259528E+001
   0.72749999557863987E-006   0.164735460E+001
   0.72874999557104303E-006   0.163840246E+001
   0.72999999556344619E-006   0.162717664E+001
   0.73124999555584935E-006   0.161709046E+001
   0.73249999554825251E-006   0.161055934E+001
   0.73374999554065568E-006   0.160701239E+001
   0.73499999553305884E-006   0.160396624E+001
   0.73624999552546200E-006   0.159954929E+001
   0.73749999551786516E-006   0.159349370E+001
   0.73874999551026832E-006   0.158616996E+001
   0.73999999550267148E-006   0.157776594E+001
   0.74124999549507464E-006   0.156879592E+001
   0.74249999548747780E-006   0.156065559E+001
   0.74374999547988097E-006   0.155484033E+001
   0.74499999547228413E-006   0.155151808E+001
   0.74624999546468729E-006   0.154913282E+001
   0.74749999545709045E-006   0.154541624E+001
   0.74874999544949361E-006   0.153881979E+001
   0.74999999544189677E-006   0.152948856E+001
   0.75124999543429993E-006   0.151939845E+001
   0.75249999542670309E-006   0.151131570E+001
   0.75374999541910626E-006   0.150678754E+001
   0.75499999541150942E-006   0.150473142E+001
   0.75624999540391258E-006   0.150230825E+001
   0.75749999539631574E-006   0.149745870E+001
   0.75874999538871890E-006   0.149039018E+001
   0.75999999538112206E-006   0.148256302E+001
   0.76124999537352522E-006   0.147490180E+001
   0.76249999536592838E-006   0.146760845E+001
   0.76374999535833155E-006   0.146125400E+001
   0.76499999535073471E-006   0.145687890E+001
   0.76624999534313787E-006   0.145453119E+001
   0.76749999533554103E-006   0.145234311E+001
   0.76874999532794419E-006   0.144781089E+001
   0.76999999532034735E-006   0.144005144E+001
   0.77124999531275051E-006   0.143059850E+001
   0.77249999530515367E-006   0.142211974E+001
   0.77374999529755684E-006   0.141651225E+001
   0.77499999528996000E-006   0.141381741E+001
   0.77624999528236316E-006   0.141230249E+001
   0.77749999527476632E-006   0.140955091E+001
   0.77874999526716948E-006   0.140410209E+001
   0.77999999525957264E-006   0.139648890E+001
   0.78124999525197580E-006   0.138857961E+001
   0.78249999524437897E-006   0.138182497E+001
   0.78374999523678213E-006   0.137639439E+001
   0.78499999522918529E-006   0.137197649E+001
   0.78624999522158845E-006   0.136865926E+001
   0.78749999521399161E-006   0.136632621E+001
   0.78874999520639477E-006   0.136357880E+001
