t              csa.fdtd_Point probe C2_Ez_150_20_0.dat
   0.67499999589770709E-007   0.000000000E+000
   0.68749999582173871E-007   0.000000000E+000
   0.69999999574577032E-007   0.000000000E+000
   0.71249999566980193E-007   0.000000000E+000
   0.72499999559383355E-007   0.000000000E+000
   0.73749999551786516E-007   0.000000000E+000
   0.74999999544189677E-007   0.000000000E+000
   0.76249999536592838E-007   0.000000000E+000
   0.77499999528996000E-007   0.000000000E+000
   0.78749999521399161E-007   0.000000000E+000
   0.79999999513802322E-007   0.000000000E+000
   0.81249999506205484E-007   0.000000000E+000
   0.82499999498608645E-007   0.000000000E+000
   0.83749999491011806E-007   0.000000000E+000
   0.84999999483414967E-007   0.000000000E+000
   0.86249999475818129E-007   0.000000000E+000
   0.87499999468221290E-007   0.000000000E+000
   0.88749999460624451E-007   0.000000000E+000
   0.89999999453027613E-007   0.000000000E+000
   0.91249999445430774E-007   0.000000000E+000
   0.92499999437833935E-007   0.000000000E+000
   0.93749999430237096E-007   0.000000000E+000
   0.94999999422640258E-007   0.000000000E+000
   0.96249999415043419E-007   0.000000000E+000
   0.97499999407446580E-007   0.000000000E+000
   0.98749999399849742E-007   0.000000000E+000
   0.99999999392252903E-007   0.000000000E+000
   0.10124999938465606E-006   0.000000000E+000
   0.10249999937705923E-006   0.000000000E+000
   0.10374999936946239E-006   0.000000000E+000
   0.10499999936186555E-006   0.000000000E+000
   0.10624999935426871E-006   0.000000000E+000
   0.10749999934667187E-006   0.000000000E+000
   0.10874999933907503E-006   0.000000000E+000
   0.10999999933147819E-006   0.000000000E+000
   0.11124999932388135E-006   0.000000000E+000
   0.11249999931628452E-006   0.000000000E+000
   0.11374999930868768E-006   0.000000000E+000
   0.11499999930109084E-006   0.000000000E+000
   0.11624999929349400E-006   0.000000000E+000
   0.11749999928589716E-006   0.000000000E+000
   0.11874999927830032E-006   0.000000000E+000
   0.11999999927070348E-006   0.000000000E+000
   0.12124999926310664E-006   0.000000000E+000
   0.12249999925550981E-006   0.000000000E+000
   0.12374999924791297E-006   0.000000000E+000
   0.12499999924031613E-006   0.000000000E+000
   0.12624999923271929E-006   0.000000000E+000
   0.12749999922512245E-006   0.000000000E+000
   0.12874999921752561E-006   0.000000000E+000
   0.12999999920992877E-006   0.000000000E+000
   0.13124999920233194E-006   0.000000000E+000
   0.13249999919473510E-006   0.000000000E+000
   0.13374999918713826E-006   0.000000000E+000
   0.13499999917954142E-006   0.000000000E+000
   0.13624999917194458E-006   0.000000000E+000
   0.13749999916434774E-006   0.000000000E+000
   0.13874999915675090E-006   0.000000000E+000
   0.13999999914915406E-006   0.000000000E+000
   0.14124999914155723E-006   0.000000000E+000
   0.14249999913396039E-006   0.000000000E+000
   0.14374999912636355E-006   0.000000000E+000
   0.14499999911876671E-006   0.000000000E+000
   0.14624999911116987E-006   0.000000000E+000
   0.14749999910357303E-006   0.000000000E+000
   0.14874999909597619E-006   0.000000000E+000
   0.14999999908837935E-006   0.000000000E+000
   0.15124999908078252E-006   0.000000000E+000
   0.15249999907318568E-006   0.000000000E+000
   0.15374999906558884E-006   0.000000000E+000
   0.15499999905799200E-006   0.000000000E+000
   0.15624999905039516E-006   0.000000000E+000
   0.15749999904279832E-006   0.000000000E+000
   0.15874999903520148E-006   0.000000000E+000
   0.15999999902760464E-006   0.000000000E+000
   0.16124999902000781E-006   0.000000000E+000
   0.16249999901241097E-006   0.000000000E+000
   0.16374999900481413E-006   0.000000000E+000
   0.16499999899721729E-006   0.000000000E+000
   0.16624999898962045E-006   0.000000000E+000
   0.16749999898202361E-006   0.000000000E+000
   0.16874999897442677E-006   0.000000000E+000
   0.16999999896682993E-006   0.000000000E+000
   0.17124999895923310E-006   0.000000000E+000
   0.17249999895163626E-006   0.000000000E+000
   0.17374999894403942E-006   0.000000000E+000
   0.17499999893644258E-006   0.000000000E+000
   0.17624999892884574E-006   0.000000000E+000
   0.17749999892124890E-006   0.000000000E+000
   0.17874999891365206E-006   0.000000000E+000
   0.17999999890605523E-006   0.000000000E+000
   0.18124999889845839E-006   0.000000000E+000
   0.18249999889086155E-006   0.000000000E+000
   0.18374999888326471E-006   0.000000000E+000
   0.18499999887566787E-006   0.000000000E+000
   0.18624999886807103E-006   0.000000000E+000
   0.18749999886047419E-006   0.000000000E+000
   0.18874999885287735E-006   0.000000000E+000
   0.18999999884528052E-006   0.000000000E+000
   0.19124999883768368E-006   0.000000000E+000
   0.19249999883008684E-006   0.000000000E+000
   0.19374999882249000E-006   0.000000000E+000
   0.19499999881489316E-006   0.000000000E+000
   0.19624999880729632E-006   0.000000000E+000
   0.19749999879969948E-006   0.000000000E+000
   0.19874999879210264E-006   0.000000000E+000
   0.19999999878450581E-006   0.000000000E+000
   0.20124999877690897E-006   0.000000000E+000
   0.20249999876931213E-006   0.000000000E+000
   0.20374999876171529E-006   0.000000000E+000
   0.20499999875411845E-006   0.000000000E+000
   0.20624999874652161E-006   0.000000000E+000
   0.20749999873892477E-006   0.000000000E+000
   0.20874999873132793E-006   0.000000000E+000
   0.20999999872373110E-006   0.000000000E+000
   0.21124999871613426E-006   0.000000000E+000
   0.21249999870853742E-006   0.000000000E+000
   0.21374999870094058E-006   0.000000000E+000
   0.21499999869334374E-006   0.000000000E+000
   0.21624999868574690E-006   0.000000000E+000
   0.21749999867815006E-006   0.000000000E+000
   0.21874999867055323E-006   0.000000000E+000
   0.21999999866295639E-006   0.000000000E+000
   0.22124999865535955E-006   0.000000000E+000
   0.22249999864776271E-006   0.000000000E+000
   0.22374999864016587E-006   0.000000000E+000
   0.22499999863256903E-006   0.000000000E+000
   0.22624999862497219E-006   0.000000000E+000
   0.22749999861737535E-006   0.000000000E+000
   0.22874999860977852E-006   0.000000000E+000
   0.22999999860218168E-006   0.000000000E+000
   0.23124999859458484E-006   0.000000000E+000
   0.23249999858698800E-006   0.000000000E+000
   0.23374999857939116E-006   0.000000000E+000
   0.23499999857179432E-006   0.000000000E+000
   0.23624999856419748E-006   0.000000000E+000
   0.23749999855660064E-006   0.000000000E+000
   0.23874999854900381E-006   0.000000000E+000
   0.23999999854140697E-006   0.000000000E+000
   0.24124999853381013E-006   0.000000000E+000
   0.24249999852621329E-006   0.000000000E+000
   0.24374999851861645E-006   0.000000000E+000
   0.24499999851101961E-006   0.000000000E+000
   0.24624999850342277E-006   0.000000000E+000
   0.24749999849582593E-006   0.000000000E+000
   0.24874999848822910E-006   0.000000000E+000
   0.24999999848063226E-006   0.000000000E+000
   0.25124999847303542E-006   0.000000000E+000
   0.25249999846543858E-006   0.000000000E+000
   0.25374999845784174E-006   0.000000000E+000
   0.25499999845024490E-006   0.000000000E+000
   0.25624999844264806E-006   0.000000000E+000
   0.25749999843505122E-006   0.000000000E+000
   0.25874999842745439E-006   0.000000000E+000
   0.25999999841985755E-006   0.000000000E+000
   0.26124999841226071E-006   0.000000000E+000
   0.26249999840466387E-006   0.000000000E+000
   0.26374999839706703E-006   0.000000000E+000
   0.26499999838947019E-006   0.000000000E+000
   0.26624999838187335E-006   0.000000000E+000
   0.26749999837427652E-006   0.000000000E+000
   0.26874999836667968E-006   0.000000000E+000
   0.26999999835908284E-006  -0.200967598E-035
   0.27124999835148600E-006  -0.109432827E-034
   0.27249999834388916E-006  -0.410421385E-034
   0.27374999833629232E-006  -0.127553374E-033
   0.27499999832869548E-006  -0.376894552E-033
   0.27624999832109864E-006  -0.109635043E-032
   0.27749999831350181E-006  -0.315428995E-032
   0.27874999830590497E-006  -0.901455320E-032
   0.27999999829830813E-006  -0.255626410E-031
   0.28124999829071129E-006  -0.718502937E-031
   0.28249999828311445E-006  -0.200107295E-030
   0.28374999827551761E-006  -0.552214661E-030
   0.28499999826792077E-006  -0.151008104E-029
   0.28624999826032393E-006  -0.409241381E-029
   0.28749999825272710E-006  -0.109921759E-028
   0.28874999824513026E-006  -0.292650532E-028
   0.28999999823753342E-006  -0.772346838E-028
   0.29124999822993658E-006  -0.202072807E-027
   0.29249999822233974E-006  -0.524167546E-027
   0.29374999821474290E-006  -0.134813286E-026
   0.29499999820714606E-006  -0.343817630E-026
   0.29624999819954922E-006  -0.869537802E-026
   0.29749999819195239E-006  -0.218094479E-025
   0.29874999818435555E-006  -0.542534280E-025
   0.29999999817675871E-006  -0.133864617E-024
   0.30124999816916187E-006  -0.327634321E-024
   0.30249999816156503E-006  -0.795474321E-024
   0.30374999815396819E-006  -0.191603743E-023
   0.30499999814637135E-006  -0.457878062E-023
   0.30624999813877452E-006  -0.108565026E-022
   0.30749999813117768E-006  -0.255417147E-022
   0.30874999812358084E-006  -0.596287021E-022
   0.30999999811598400E-006  -0.138143454E-021
   0.31124999810838716E-006  -0.317613450E-021
   0.31249999810079032E-006  -0.724743755E-021
   0.31374999809319348E-006  -0.164138301E-020
   0.31499999808559664E-006  -0.368975383E-020
   0.31624999807799981E-006  -0.823320006E-020
   0.31749999807040297E-006  -0.182366474E-019
   0.31874999806280613E-006  -0.401002427E-019
   0.31999999805520929E-006  -0.875376485E-019
   0.32124999804761245E-006  -0.189717906E-018
   0.32249999804001561E-006  -0.408231417E-018
   0.32374999803241877E-006  -0.872183684E-018
   0.32499999802482193E-006  -0.185025290E-017
   0.32624999801722510E-006  -0.389756751E-017
   0.32749999800962826E-006  -0.815291546E-017
   0.32874999800203142E-006  -0.169358001E-016
   0.32999999799443458E-006  -0.349372206E-016
   0.33124999798683774E-006  -0.715775531E-016
   0.33249999797924090E-006  -0.145642048E-015
   0.33374999797164406E-006  -0.294329100E-015
   0.33499999796404722E-006  -0.590786634E-015
   0.33624999795645039E-006  -0.117785945E-014
   0.33749999794885355E-006  -0.233257415E-014
   0.33874999794125671E-006  -0.458849182E-014
   0.33999999793365987E-006  -0.896623423E-014
   0.34124999792606303E-006  -0.174047754E-013
   0.34249999791846619E-006  -0.335627183E-013
   0.34374999791086935E-006  -0.642965973E-013
   0.34499999790327252E-006  -0.122369291E-012
   0.34624999789567568E-006  -0.231377742E-012
   0.34749999788807884E-006  -0.434656190E-012
   0.34874999788048200E-006  -0.811251782E-012
   0.34999999787288516E-006  -0.150439145E-011
   0.35124999786528832E-006  -0.277185696E-011
   0.35249999785769148E-006  -0.507451806E-011
   0.35374999785009464E-006  -0.923084525E-011
   0.35499999784249781E-006  -0.166847265E-010
   0.35624999783490097E-006  -0.299664807E-010
   0.35749999782730413E-006  -0.534809315E-010
   0.35874999781970729E-006  -0.948453399E-010
   0.35999999781211045E-006  -0.167145103E-009
   0.36124999780451361E-006  -0.292710634E-009
   0.36249999779691677E-006  -0.509397191E-009
   0.36374999778931993E-006  -0.880954532E-009
   0.36499999778172310E-006  -0.151403112E-008
   0.36624999777412626E-006  -0.258586219E-008
   0.36749999776652942E-006  -0.438904291E-008
   0.36874999775893258E-006  -0.740342010E-008
   0.36999999775133574E-006  -0.124107169E-007
   0.37124999774373890E-006  -0.206760120E-007
   0.37249999773614206E-006  -0.342330182E-007
   0.37374999772854522E-006  -0.563293483E-007
   0.37499999772094839E-006  -0.921165650E-007
   0.37624999771335155E-006  -0.149711866E-006
   0.37749999770575471E-006  -0.241819691E-006
   0.37874999769815787E-006  -0.388190756E-006
   0.37999999769056103E-006  -0.619323657E-006
   0.38124999768296419E-006  -0.981995186E-006
   0.38249999767536735E-006  -0.154746294E-005
   0.38374999766777051E-006  -0.242353894E-005
   0.38499999766017368E-006  -0.377222659E-005
   0.38624999765257684E-006  -0.583528799E-005
   0.38749999764498000E-006  -0.897102291E-005
   0.38874999763738316E-006  -0.137067618E-004
   0.38999999762978632E-006  -0.208131823E-004
   0.39124999762218948E-006  -0.314087083E-004
   0.39249999761459264E-006  -0.471049352E-004
   0.39374999760699581E-006  -0.702075704E-004
   0.39499999759939897E-006  -0.103991697E-003
   0.39624999759180213E-006  -0.153075700E-003
   0.39749999758420529E-006  -0.223924697E-003
   0.39874999757660845E-006  -0.325522327E-003
   0.39999999756901161E-006  -0.470259052E-003
   0.40124999756141477E-006  -0.675095827E-003
   0.40249999755381793E-006  -0.963073515E-003
   0.40374999754622110E-006  -0.136525184E-002
   0.40499999753862426E-006  -0.192317506E-002
   0.40624999753102742E-006  -0.269197300E-002
   0.40749999752343058E-006  -0.374421966E-002
   0.40874999751583374E-006  -0.517467875E-002
   0.40999999750823690E-006  -0.710607041E-002
   0.41124999750064006E-006  -0.969599374E-002
   0.41249999749304322E-006  -0.131451152E-001
   0.41374999748544639E-006  -0.177067369E-001
   0.41499999747784955E-006  -0.236977767E-001
   0.41624999747025271E-006  -0.315111913E-001
   0.41749999746265587E-006  -0.416297615E-001
   0.41874999745505903E-006  -0.546410754E-001
   0.41999999744746219E-006  -0.712534264E-001
   0.42124999743986535E-006  -0.923122913E-001
   0.42249999743226851E-006  -0.118816793E+000
   0.42374999742467168E-006  -0.151935533E+000
   0.42499999741707484E-006  -0.193021029E+000
   0.42624999740947800E-006  -0.243621841E+000
   0.42749999740188116E-006  -0.305491567E+000
   0.42874999739428432E-006  -0.380593807E+000
   0.42999999738668748E-006  -0.471102297E+000
   0.43124999737909064E-006  -0.579395533E+000
   0.43249999737149381E-006  -0.708046138E+000
   0.43374999736389697E-006  -0.859804511E+000
   0.43499999735630013E-006  -0.103757823E+001
   0.43624999734870329E-006  -0.124440789E+001
   0.43749999734110645E-006  -0.148344278E+001
   0.43874999733350961E-006  -0.175791764E+001
   0.43999999732591277E-006  -0.207113504E+001
   0.44124999731831593E-006  -0.242645741E+001
   0.44249999731071910E-006  -0.282731080E+001
   0.44374999730312226E-006  -0.327720857E+001
   0.44499999729552542E-006  -0.377979255E+001
   0.44624999728792858E-006  -0.433889866E+001
   0.44749999728033174E-006  -0.495864439E+001
   0.44874999727273490E-006  -0.564353657E+001
   0.44999999726513806E-006  -0.639859867E+001
   0.45124999725754122E-006  -0.722950363E+001
   0.45249999724994439E-006  -0.814271355E+001
   0.45374999724234755E-006  -0.914560413E+001
   0.45499999723475071E-006  -0.102465658E+002
   0.45624999722715387E-006  -0.114550667E+002
   0.45749999721955703E-006  -0.127816725E+002
   0.45874999721196019E-006  -0.142379990E+002
   0.45999999720436335E-006  -0.158366051E+002
   0.46124999719676651E-006  -0.175908146E+002
   0.46249999718916968E-006  -0.195144882E+002
   0.46374999718157284E-006  -0.216217346E+002
   0.46499999717397600E-006  -0.239266014E+002
   0.46624999716637916E-006  -0.264427643E+002
   0.46749999715878232E-006  -0.291832294E+002
   0.46874999715118548E-006  -0.321601028E+002
   0.46999999714358864E-006  -0.353844147E+002
   0.47124999713599180E-006  -0.388660507E+002
   0.47249999712839497E-006  -0.426137810E+002
   0.47374999712079813E-006  -0.466353836E+002
   0.47499999711320129E-006  -0.509378395E+002
   0.47624999710560445E-006  -0.555275841E+002
   0.47749999709800761E-006  -0.604107704E+002
   0.47874999709041077E-006  -0.655934906E+002
   0.47999999708281393E-006  -0.710818863E+002
   0.48124999707521710E-006  -0.768821640E+002
   0.48249999706762026E-006  -0.830004425E+002
   0.48374999706002342E-006  -0.894424057E+002
   0.48499999705242658E-006  -0.962128372E+002
   0.48624999704482974E-006  -0.103315010E+003
   0.48749999703723290E-006  -0.110750038E+003
   0.48874999702963606E-006  -0.118516235E+003
   0.48999999702203922E-006  -0.126608536E+003
   0.49124999701444239E-006  -0.135018097E+003
   0.49249999700684555E-006  -0.143732132E+003
   0.49374999699924871E-006  -0.152733902E+003
   0.49499999699165187E-006  -0.162003036E+003
   0.49624999698405503E-006  -0.171516068E+003
   0.49749999697645819E-006  -0.181246979E+003
   0.49874999696886135E-006  -0.191167877E+003
   0.49999999696126451E-006  -0.201249588E+003
   0.50124999695366768E-006  -0.211462082E+003
   0.50249999694607084E-006  -0.221774658E+003
   0.50374999693847400E-006  -0.232155884E+003
   0.50499999693087716E-006  -0.242573288E+003
   0.50624999692328032E-006  -0.252992874E+003
   0.50749999691568348E-006  -0.263378601E+003
   0.50874999690808664E-006  -0.273691864E+003
   0.50999999690048980E-006  -0.283891174E+003
   0.51124999689289297E-006  -0.293932129E+003
   0.51249999688529613E-006  -0.303767761E+003
   0.51374999687769929E-006  -0.313349152E+003
   0.51499999687010245E-006  -0.322626526E+003
   0.51624999686250561E-006  -0.331550354E+003
   0.51749999685490877E-006  -0.340072693E+003
   0.51874999684731193E-006  -0.348148102E+003
   0.51999999683971510E-006  -0.355734497E+003
   0.52124999683211826E-006  -0.362793640E+003
   0.52249999682452142E-006  -0.369291016E+003
   0.52374999681692458E-006  -0.375195679E+003
   0.52499999680932774E-006  -0.380479462E+003
   0.52624999680173090E-006  -0.385116516E+003
   0.52749999679413406E-006  -0.389082642E+003
   0.52874999678653722E-006  -0.392355194E+003
   0.52999999677894039E-006  -0.394913269E+003
   0.53124999677134355E-006  -0.396738159E+003
   0.53249999676374671E-006  -0.397814270E+003
   0.53374999675614987E-006  -0.398130432E+003
   0.53499999674855303E-006  -0.397680786E+003
   0.53624999674095619E-006  -0.396465820E+003
   0.53749999673335935E-006  -0.394492676E+003
   0.53874999672576251E-006  -0.391774963E+003
   0.53999999671816568E-006  -0.388332245E+003
   0.54124999671056884E-006  -0.384188782E+003
   0.54249999670297200E-006  -0.379372467E+003
   0.54374999669537516E-006  -0.373913544E+003
   0.54499999668777832E-006  -0.367843628E+003
   0.54624999668018148E-006  -0.361195068E+003
   0.54749999667258464E-006  -0.354000885E+003
   0.54874999666498780E-006  -0.346295227E+003
   0.54999999665739097E-006  -0.338114441E+003
   0.55124999664979413E-006  -0.329497742E+003
   0.55249999664219729E-006  -0.320487793E+003
   0.55374999663460045E-006  -0.311130615E+003
   0.55499999662700361E-006  -0.301475220E+003
   0.55624999661940677E-006  -0.291572693E+003
   0.55749999661180993E-006  -0.281474762E+003
   0.55874999660421309E-006  -0.271232208E+003
   0.55999999659661626E-006  -0.260893219E+003
   0.56124999658901942E-006  -0.250502411E+003
   0.56249999658142258E-006  -0.240100510E+003
   0.56374999657382574E-006  -0.229724655E+003
   0.56499999656622890E-006  -0.219409149E+003
   0.56624999655863206E-006  -0.209186493E+003
   0.56749999655103522E-006  -0.199088272E+003
   0.56874999654343839E-006  -0.189145966E+003
   0.56999999653584155E-006  -0.179391022E+003
   0.57124999652824471E-006  -0.169854370E+003
   0.57249999652064787E-006  -0.160565277E+003
   0.57374999651305103E-006  -0.151549973E+003
   0.57499999650545419E-006  -0.142830338E+003
   0.57624999649785735E-006  -0.134423065E+003
   0.57749999649026051E-006  -0.126339409E+003
   0.57874999648266368E-006  -0.118585716E+003
   0.57999999647506684E-006  -0.111164551E+003
   0.58124999646747000E-006  -0.104076233E+003
   0.58249999645987316E-006  -0.973202438E+002
   0.58374999645227632E-006  -0.908963242E+002
   0.58499999644467948E-006  -0.848048553E+002
   0.58624999643708264E-006  -0.790465622E+002
   0.58749999642948580E-006  -0.736215363E+002
   0.58874999642188897E-006  -0.685279922E+002
   0.58999999641429213E-006  -0.637611008E+002
   0.59124999640669529E-006  -0.593123016E+002
   0.59249999639909845E-006  -0.551693420E+002
   0.59374999639150161E-006  -0.513170357E+002
   0.59499999638390477E-006  -0.477386131E+002
   0.59624999637630793E-006  -0.444172974E+002
   0.59749999636871109E-006  -0.413377686E+002
   0.59874999636111426E-006  -0.384871216E+002
   0.59999999635351742E-006  -0.358550186E+002
   0.60124999634592058E-006  -0.334330330E+002
   0.60249999633832374E-006  -0.312134266E+002
   0.60374999633072690E-006  -0.291877155E+002
   0.60499999632313006E-006  -0.273455029E+002
   0.60624999631553322E-006  -0.256739216E+002
   0.60749999630793639E-006  -0.241579094E+002
   0.60874999630033955E-006  -0.227812443E+002
   0.60999999629274271E-006  -0.215280838E+002
   0.61124999628514587E-006  -0.203845177E+002
   0.61249999627754903E-006  -0.193396759E+002
   0.61374999626995219E-006  -0.183860512E+002
   0.61499999626235535E-006  -0.175189457E+002
   0.61624999625475851E-006  -0.167352695E+002
   0.61749999624716168E-006  -0.160320187E+002
   0.61874999623956484E-006  -0.154048891E+002
   0.61999999623196800E-006  -0.148474035E+002
   0.62124999622437116E-006  -0.143508463E+002
   0.62249999621677432E-006  -0.139050627E+002
   0.62374999620917748E-006  -0.134998903E+002
   0.62499999620158064E-006  -0.131267557E+002
   0.62624999619398380E-006  -0.127798958E+002
   0.62749999618638697E-006  -0.124568138E+002
   0.62874999617879013E-006  -0.121578283E+002
   0.62999999617119329E-006  -0.118848581E+002
   0.63124999616359645E-006  -0.116397943E+002
   0.63249999615599961E-006  -0.114229765E+002
   0.63374999614840277E-006  -0.112322550E+002
   0.63499999614080593E-006  -0.110629463E+002
   0.63624999613320909E-006  -0.109086914E+002
   0.63749999612561226E-006  -0.107629128E+002
   0.63874999611801542E-006  -0.106204090E+002
   0.63999999611041858E-006  -0.104785776E+002
   0.64124999610282174E-006  -0.103378563E+002
   0.64249999609522490E-006  -0.102012177E+002
   0.64374999608762806E-006  -0.100728493E+002
   0.64499999608003122E-006  -0.995647621E+001
   0.64624999607243439E-006  -0.985388279E+001
   0.64749999606483755E-006  -0.976411819E+001
   0.64874999605724071E-006  -0.968362522E+001
   0.64999999604964387E-006  -0.960725117E+001
   0.65124999604204703E-006  -0.952981091E+001
   0.65249999603445019E-006  -0.944769764E+001
   0.65374999602685335E-006  -0.935996914E+001
   0.65499999601925651E-006  -0.926855373E+001
   0.65624999601165968E-006  -0.917750931E+001
   0.65749999600406284E-006  -0.909159279E+001
   0.65874999599646600E-006  -0.901460743E+001
   0.65999999598886916E-006  -0.894804192E+001
   0.66124999598127232E-006  -0.889048386E+001
   0.66249999597367548E-006  -0.883803749E+001
   0.66374999596607864E-006  -0.878563881E+001
   0.66499999595848180E-006  -0.872879219E+001
   0.66624999595088497E-006  -0.866509533E+001
   0.66749999594328813E-006  -0.859502983E+001
   0.66874999593569129E-006  -0.852175808E+001
   0.66999999592809445E-006  -0.844999123E+001
   0.67124999592049761E-006  -0.838431740E+001
   0.67249999591290077E-006  -0.832757473E+001
   0.67374999590530393E-006  -0.827986431E+001
   0.67499999589770709E-006  -0.823854256E+001
   0.67624999589011026E-006  -0.819914818E+001
   0.67749999588251342E-006  -0.815691376E+001
   0.67874999587491658E-006  -0.810838318E+001
   0.67999999586731974E-006  -0.805263424E+001
   0.68124999585972290E-006  -0.799167013E+001
   0.68249999585212606E-006  -0.792974043E+001
   0.68374999584452922E-006  -0.787177038E+001
   0.68499999583693238E-006  -0.782150459E+001
   0.68624999582933555E-006  -0.778013611E+001
   0.68749999582173871E-006  -0.774594116E+001
   0.68874999581414187E-006  -0.771496868E+001
   0.68999999580654503E-006  -0.768245411E+001
   0.69124999579894819E-006  -0.764446354E+001
   0.69249999579135135E-006  -0.759926796E+001
   0.69374999578375451E-006  -0.754798603E+001
   0.69499999577615768E-006  -0.749421263E+001
   0.69624999576856084E-006  -0.744270563E+001
   0.69749999576096400E-006  -0.739760685E+001
   0.69874999575336716E-006  -0.736089849E+001
   0.69999999574577032E-006  -0.733169699E+001
   0.70124999573817348E-006  -0.730660629E+001
   0.70249999573057664E-006  -0.728096819E+001
   0.70374999572297980E-006  -0.725054836E+001
   0.70499999571538297E-006  -0.721307278E+001
   0.70624999570778613E-006  -0.716906548E+001
   0.70749999570018929E-006  -0.712166452E+001
   0.70874999569259245E-006  -0.707545710E+001
   0.70999999568499561E-006  -0.703475380E+001
   0.71124999567739877E-006  -0.700197077E+001
   0.71249999566980193E-006  -0.697672796E+001
   0.71374999566220509E-006  -0.695599747E+001
   0.71499999565460826E-006  -0.693523741E+001
   0.71624999564701142E-006  -0.691008902E+001
   0.71749999563941458E-006  -0.687801838E+001
   0.71874999563181774E-006  -0.683927631E+001
   0.71999999562422090E-006  -0.679679775E+001
   0.72124999561662406E-006  -0.675506401E+001
   0.72249999560902722E-006  -0.671837282E+001
   0.72374999560143038E-006  -0.668920469E+001
   0.72499999559383355E-006  -0.666731644E+001
   0.72624999558623671E-006  -0.664986897E+001
   0.72749999557863987E-006  -0.663250923E+001
   0.72874999557104303E-006  -0.661098766E+001
   0.72999999556344619E-006  -0.658274984E+001
   0.73124999555584935E-006  -0.654792595E+001
   0.73249999554825251E-006  -0.650932455E+001
   0.73374999554065568E-006  -0.647137308E+001
   0.73499999553305884E-006  -0.643837976E+001
   0.73624999552546200E-006  -0.641281033E+001
   0.73749999551786516E-006  -0.639431715E+001
   0.73874999551026832E-006  -0.637991190E+001
   0.73999999550267148E-006  -0.636518860E+001
   0.74124999549507464E-006  -0.634605217E+001
   0.74249999548747780E-006  -0.632026625E+001
   0.74374999547988097E-006  -0.628826380E+001
   0.74499999547228413E-006  -0.625296545E+001
   0.74624999546468729E-006  -0.621868372E+001
   0.74749999545709045E-006  -0.618947124E+001
   0.74874999544949361E-006  -0.616751862E+001
   0.74999999544189677E-006  -0.615224695E+001
   0.75124999543429993E-006  -0.614051819E+001
   0.75249999542670309E-006  -0.612791204E+001
   0.75374999541910626E-006  -0.611051273E+001
   0.75499999541150942E-006  -0.608643675E+001
   0.75624999540391258E-006  -0.605651903E+001
   0.75749999539631574E-006  -0.602395296E+001
   0.75874999538871890E-006  -0.599306631E+001
   0.75999999538112206E-006  -0.596766090E+001
   0.76124999537352522E-006  -0.594949722E+001
   0.76249999536592838E-006  -0.593752813E+001
   0.76374999535833155E-006  -0.592826796E+001
   0.76499999535073471E-006  -0.591721153E+001
   0.76624999534313787E-006  -0.590071106E+001
   0.76749999533554103E-006  -0.587746906E+001
