t              csa.fdtd_Point probe C1_Ey_95_20_75.dat
   0.67499999589770709E-007   0.000000000E+000
   0.68749999582173871E-007   0.000000000E+000
   0.69999999574577032E-007   0.000000000E+000
   0.71249999566980193E-007   0.000000000E+000
   0.72499999559383355E-007   0.000000000E+000
   0.73749999551786516E-007   0.000000000E+000
   0.74999999544189677E-007   0.000000000E+000
   0.76249999536592838E-007   0.000000000E+000
   0.77499999528996000E-007   0.000000000E+000
   0.78749999521399161E-007   0.000000000E+000
   0.79999999513802322E-007   0.000000000E+000
   0.81249999506205484E-007   0.000000000E+000
   0.82499999498608645E-007   0.000000000E+000
   0.83749999491011806E-007   0.000000000E+000
   0.84999999483414967E-007   0.000000000E+000
   0.86249999475818129E-007   0.000000000E+000
   0.87499999468221290E-007   0.000000000E+000
   0.88749999460624451E-007   0.000000000E+000
   0.89999999453027613E-007   0.000000000E+000
   0.91249999445430774E-007   0.000000000E+000
   0.92499999437833935E-007   0.000000000E+000
   0.93749999430237096E-007   0.000000000E+000
   0.94999999422640258E-007   0.000000000E+000
   0.96249999415043419E-007   0.000000000E+000
   0.97499999407446580E-007   0.000000000E+000
   0.98749999399849742E-007   0.000000000E+000
   0.99999999392252903E-007   0.000000000E+000
   0.10124999938465606E-006   0.000000000E+000
   0.10249999937705923E-006   0.000000000E+000
   0.10374999936946239E-006   0.000000000E+000
   0.10499999936186555E-006   0.000000000E+000
   0.10624999935426871E-006   0.000000000E+000
   0.10749999934667187E-006   0.000000000E+000
   0.10874999933907503E-006   0.000000000E+000
   0.10999999933147819E-006   0.000000000E+000
   0.11124999932388135E-006   0.000000000E+000
   0.11249999931628452E-006   0.000000000E+000
   0.11374999930868768E-006   0.000000000E+000
   0.11499999930109084E-006   0.000000000E+000
   0.11624999929349400E-006   0.000000000E+000
   0.11749999928589716E-006   0.000000000E+000
   0.11874999927830032E-006   0.000000000E+000
   0.11999999927070348E-006   0.000000000E+000
   0.12124999926310664E-006   0.000000000E+000
   0.12249999925550981E-006   0.000000000E+000
   0.12374999924791297E-006   0.000000000E+000
   0.12499999924031613E-006   0.000000000E+000
   0.12624999923271929E-006   0.000000000E+000
   0.12749999922512245E-006   0.000000000E+000
   0.12874999921752561E-006   0.000000000E+000
   0.12999999920992877E-006   0.000000000E+000
   0.13124999920233194E-006   0.000000000E+000
   0.13249999919473510E-006   0.000000000E+000
   0.13374999918713826E-006   0.000000000E+000
   0.13499999917954142E-006   0.000000000E+000
   0.13624999917194458E-006   0.000000000E+000
   0.13749999916434774E-006   0.000000000E+000
   0.13874999915675090E-006   0.000000000E+000
   0.13999999914915406E-006   0.000000000E+000
   0.14124999914155723E-006   0.000000000E+000
   0.14249999913396039E-006   0.000000000E+000
   0.14374999912636355E-006   0.000000000E+000
   0.14499999911876671E-006   0.000000000E+000
   0.14624999911116987E-006   0.000000000E+000
   0.14749999910357303E-006   0.000000000E+000
   0.14874999909597619E-006   0.000000000E+000
   0.14999999908837935E-006   0.000000000E+000
   0.15124999908078252E-006   0.000000000E+000
   0.15249999907318568E-006   0.000000000E+000
   0.15374999906558884E-006   0.000000000E+000
   0.15499999905799200E-006   0.000000000E+000
   0.15624999905039516E-006   0.000000000E+000
   0.15749999904279832E-006   0.000000000E+000
   0.15874999903520148E-006   0.000000000E+000
   0.15999999902760464E-006   0.000000000E+000
   0.16124999902000781E-006   0.000000000E+000
   0.16249999901241097E-006   0.000000000E+000
   0.16374999900481413E-006   0.000000000E+000
   0.16499999899721729E-006   0.000000000E+000
   0.16624999898962045E-006   0.000000000E+000
   0.16749999898202361E-006   0.000000000E+000
   0.16874999897442677E-006   0.000000000E+000
   0.16999999896682993E-006   0.000000000E+000
   0.17124999895923310E-006   0.000000000E+000
   0.17249999895163626E-006   0.000000000E+000
   0.17374999894403942E-006   0.000000000E+000
   0.17499999893644258E-006   0.000000000E+000
   0.17624999892884574E-006   0.000000000E+000
   0.17749999892124890E-006   0.000000000E+000
   0.17874999891365206E-006   0.000000000E+000
   0.17999999890605523E-006   0.000000000E+000
   0.18124999889845839E-006   0.000000000E+000
   0.18249999889086155E-006   0.000000000E+000
   0.18374999888326471E-006   0.000000000E+000
   0.18499999887566787E-006   0.000000000E+000
   0.18624999886807103E-006   0.000000000E+000
   0.18749999886047419E-006   0.000000000E+000
   0.18874999885287735E-006   0.000000000E+000
   0.18999999884528052E-006   0.000000000E+000
   0.19124999883768368E-006   0.000000000E+000
   0.19249999883008684E-006   0.000000000E+000
   0.19374999882249000E-006   0.000000000E+000
   0.19499999881489316E-006   0.000000000E+000
   0.19624999880729632E-006   0.000000000E+000
   0.19749999879969948E-006   0.000000000E+000
   0.19874999879210264E-006   0.000000000E+000
   0.19999999878450581E-006   0.000000000E+000
   0.20124999877690897E-006   0.000000000E+000
   0.20249999876931213E-006   0.000000000E+000
   0.20374999876171529E-006   0.000000000E+000
   0.20499999875411845E-006   0.000000000E+000
   0.20624999874652161E-006   0.000000000E+000
   0.20749999873892477E-006   0.000000000E+000
   0.20874999873132793E-006   0.000000000E+000
   0.20999999872373110E-006   0.000000000E+000
   0.21124999871613426E-006   0.000000000E+000
   0.21249999870853742E-006   0.000000000E+000
   0.21374999870094058E-006   0.000000000E+000
   0.21499999869334374E-006   0.000000000E+000
   0.21624999868574690E-006   0.000000000E+000
   0.21749999867815006E-006   0.000000000E+000
   0.21874999867055323E-006   0.000000000E+000
   0.21999999866295639E-006   0.000000000E+000
   0.22124999865535955E-006   0.000000000E+000
   0.22249999864776271E-006   0.000000000E+000
   0.22374999864016587E-006   0.000000000E+000
   0.22499999863256903E-006   0.000000000E+000
   0.22624999862497219E-006   0.000000000E+000
   0.22749999861737535E-006   0.000000000E+000
   0.22874999860977852E-006   0.000000000E+000
   0.22999999860218168E-006   0.000000000E+000
   0.23124999859458484E-006   0.000000000E+000
   0.23249999858698800E-006   0.000000000E+000
   0.23374999857939116E-006   0.000000000E+000
   0.23499999857179432E-006   0.000000000E+000
   0.23624999856419748E-006   0.000000000E+000
   0.23749999855660064E-006   0.000000000E+000
   0.23874999854900381E-006   0.000000000E+000
   0.23999999854140697E-006   0.000000000E+000
   0.24124999853381013E-006   0.000000000E+000
   0.24249999852621329E-006   0.000000000E+000
   0.24374999851861645E-006   0.597417453E-035
   0.24499999851101961E-006   0.348436041E-034
   0.24624999850342277E-006   0.163380605E-033
   0.24749999849582593E-006   0.734446207E-033
   0.24874999848822910E-006   0.323297791E-032
   0.24999999848063226E-006   0.139473874E-031
   0.25124999847303542E-006   0.589772787E-031
   0.25249999846543858E-006   0.244530096E-030
   0.25374999845784174E-006   0.994460510E-030
   0.25499999845024490E-006   0.396815672E-029
   0.25624999844264806E-006   0.155405198E-028
   0.25749999843505122E-006   0.597509173E-028
   0.25874999842745439E-006   0.225604397E-027
   0.25999999841985755E-006   0.836740101E-027
   0.26124999841226071E-006   0.304919161E-026
   0.26249999840466387E-006   0.109204057E-025
   0.26374999839706703E-006   0.384463442E-025
   0.26499999838947019E-006   0.133086283E-024
   0.26624999838187335E-006   0.453073288E-024
   0.26749999837427652E-006   0.151723294E-023
   0.26874999836667968E-006   0.499886956E-023
   0.26999999835908284E-006   0.162073840E-022
   0.27124999835148600E-006   0.517196710E-022
   0.27249999834388916E-006   0.162472151E-021
   0.27374999833629232E-006   0.502525904E-021
   0.27499999832869548E-006   0.153060483E-020
   0.27624999832109864E-006   0.459162627E-020
   0.27749999831350181E-006   0.135685635E-019
   0.27874999830590497E-006   0.395027986E-019
   0.27999999829830813E-006   0.113321237E-018
   0.28124999829071129E-006   0.320361778E-018
   0.28249999828311445E-006   0.892633657E-018
   0.28374999827551761E-006   0.245168269E-017
   0.28499999826792077E-006   0.663844950E-017
   0.28624999826032393E-006   0.177225762E-016
   0.28749999825272710E-006   0.466544523E-016
   0.28874999824513026E-006   0.121118366E-015
   0.28999999823753342E-006   0.310114803E-015
   0.29124999822993658E-006   0.783192656E-015
   0.29249999822233974E-006   0.195114061E-014
   0.29374999821474290E-006   0.479534574E-014
   0.29499999820714606E-006   0.116277879E-013
   0.29624999819954922E-006   0.278196621E-013
   0.29749999819195239E-006   0.656773017E-013
   0.29874999818435555E-006   0.153009251E-012
   0.29999999817675871E-006   0.351793085E-012
   0.30124999816916187E-006   0.798264124E-012
   0.30249999816156503E-006   0.178780287E-011
   0.30374999815396819E-006   0.395209386E-011
   0.30499999814637135E-006   0.862362265E-011
   0.30624999813877452E-006   0.185747737E-010
   0.30749999813117768E-006   0.394953410E-010
   0.30874999812358084E-006   0.829031427E-010
   0.30999999811598400E-006   0.171794218E-009
   0.31124999810838716E-006   0.351456420E-009
   0.31249999810079032E-006   0.709848402E-009
   0.31374999809319348E-006   0.141545975E-008
   0.31499999808559664E-006   0.278658496E-008
   0.31624999807799981E-006   0.541616219E-008
   0.31749999807040297E-006   0.103933022E-007
   0.31874999806280613E-006   0.196905123E-007
   0.31999999805520929E-006   0.368295474E-007
   0.32124999804761245E-006   0.680092427E-007
   0.32249999804001561E-006   0.123982943E-006
   0.32374999803241877E-006   0.223134990E-006
   0.32499999802482193E-006   0.396433791E-006
   0.32624999801722510E-006   0.695276015E-006
   0.32749999800962826E-006   0.120367247E-005
   0.32874999800203142E-006   0.205685365E-005
   0.32999999799443458E-006   0.346912520E-005
   0.33124999798683774E-006   0.577473565E-005
   0.33249999797924090E-006   0.948662637E-005
   0.33374999797164406E-006   0.153790206E-004
   0.33499999796404722E-006   0.246007403E-004
   0.33624999795645039E-006   0.388271146E-004
   0.33749999794885355E-006   0.604576453E-004
   0.33874999794125671E-006   0.928661102E-004
   0.33999999793365987E-006   0.140705903E-003
   0.34124999792606303E-006   0.210266531E-003
   0.34249999791846619E-006   0.309873780E-003
   0.34374999791086935E-006   0.450307649E-003
   0.34499999790327252E-006   0.645203807E-003
   0.34624999789567568E-006   0.911383540E-003
   0.34749999788807884E-006   0.126904459E-002
   0.34874999788048200E-006   0.174174062E-002
   0.34999999787288516E-006   0.235606381E-002
   0.35124999786528832E-006   0.314093148E-002
   0.35249999785769148E-006   0.412649196E-002
   0.35374999785009464E-006   0.534265488E-002
   0.35499999784249781E-006   0.681724213E-002
   0.35624999783490097E-006   0.857405085E-002
   0.35749999782730413E-006   0.106310202E-001
   0.35874999781970729E-006   0.129989590E-001
   0.35999999781211045E-006   0.156811252E-001
   0.36124999780451361E-006   0.186741613E-001
   0.36249999779691677E-006   0.219705347E-001
   0.36374999778931993E-006   0.255630445E-001
   0.36499999778172310E-006   0.294502284E-001
   0.36624999777412626E-006   0.336430557E-001
   0.36749999776652942E-006   0.381716900E-001
   0.36874999775893258E-006   0.430913307E-001
   0.36999999775133574E-006   0.484849550E-001
   0.37124999774373890E-006   0.544624589E-001
   0.37249999773614206E-006   0.611551404E-001
   0.37374999772854522E-006   0.687077045E-001
   0.37499999772094839E-006   0.772654042E-001
   0.37624999771335155E-006   0.869601518E-001
   0.37749999770575471E-006   0.978982225E-001
   0.37874999769815787E-006   0.110152617E+000
   0.37999999769056103E-006   0.123762920E+000
   0.38124999768296419E-006   0.138743520E+000
   0.38249999767536735E-006   0.155097440E+000
   0.38374999766777051E-006   0.172836378E+000
   0.38499999766017368E-006   0.192001581E+000
   0.38624999765257684E-006   0.212680414E+000
   0.38749999764498000E-006   0.235013336E+000
   0.38874999763738316E-006   0.259185165E+000
   0.38999999762978632E-006   0.285405338E+000
   0.39124999762218948E-006   0.313880891E+000
   0.39249999761459264E-006   0.344785392E+000
   0.39374999760699581E-006   0.378238320E+000
   0.39499999759939897E-006   0.414294749E+000
   0.39624999759180213E-006   0.452950180E+000
   0.39749999758420529E-006   0.494164228E+000
   0.39874999757660845E-006   0.537895977E+000
   0.39999999756901161E-006   0.584143996E+000
   0.40124999756141477E-006   0.632964969E+000
   0.40249999755381793E-006   0.684473217E+000
   0.40374999754622110E-006   0.738814771E+000
   0.40499999753862426E-006   0.796127796E+000
   0.40624999753102742E-006   0.856502950E+000
   0.40749999752343058E-006   0.919947207E+000
   0.40874999751583374E-006   0.986359417E+000
   0.40999999750823690E-006   0.105555594E+001
   0.41124999750064006E-006   0.112731075E+001
   0.41249999749304322E-006   0.120141137E+001
   0.41374999748544639E-006   0.127770960E+001
   0.41499999747784955E-006   0.135612154E+001
   0.41624999747025271E-006   0.143660355E+001
   0.41749999746265587E-006   0.151910925E+001
   0.41874999745505903E-006   0.160354161E+001
   0.41999999744746219E-006   0.168969321E+001
   0.42124999743986535E-006   0.177723396E+001
   0.42249999743226851E-006   0.186573756E+001
   0.42374999742467168E-006   0.195475006E+001
   0.42499999741707484E-006   0.204384255E+001
   0.42624999740947800E-006   0.213267398E+001
   0.42749999740188116E-006   0.222099257E+001
   0.42874999739428432E-006   0.230861521E+001
   0.42999999738668748E-006   0.239534616E+001
   0.43124999737909064E-006   0.248089790E+001
   0.43249999737149381E-006   0.256481981E+001
   0.43374999736389697E-006   0.264655471E+001
   0.43499999735630013E-006   0.272552466E+001
   0.43624999734870329E-006   0.280123401E+001
   0.43749999734110645E-006   0.287330604E+001
   0.43874999733350961E-006   0.294146872E+001
   0.43999999732591277E-006   0.300552845E+001
   0.44124999731831593E-006   0.306532145E+001
   0.44249999731071910E-006   0.312064910E+001
   0.44374999730312226E-006   0.317117643E+001
   0.44499999729552542E-006   0.321644425E+001
   0.44624999728792858E-006   0.325596309E+001
   0.44749999728033174E-006   0.328938174E+001
   0.44874999727273490E-006   0.331654358E+001
   0.44999999726513806E-006   0.333745766E+001
   0.45124999725754122E-006   0.335222411E+001
   0.45249999724994439E-006   0.336092448E+001
   0.45374999724234755E-006   0.336356974E+001
   0.45499999723475071E-006   0.336005926E+001
   0.45624999722715387E-006   0.335021234E+001
   0.45749999721955703E-006   0.333385706E+001
   0.45874999721196019E-006   0.331097102E+001
   0.45999999720436335E-006   0.328176379E+001
   0.46124999719676651E-006   0.324665976E+001
   0.46249999718916968E-006   0.320614648E+001
   0.46374999718157284E-006   0.316061950E+001
   0.46499999717397600E-006   0.311027646E+001
   0.46624999716637916E-006   0.305515361E+001
   0.46749999715878232E-006   0.299526191E+001
   0.46874999715118548E-006   0.293073845E+001
   0.46999999714358864E-006   0.286197615E+001
   0.47124999713599180E-006   0.278960443E+001
   0.47249999712839497E-006   0.271431780E+001
   0.47374999712079813E-006   0.263669705E+001
   0.47499999711320129E-006   0.255709839E+001
   0.47624999710560445E-006   0.247567844E+001
   0.47749999709800761E-006   0.239249206E+001
   0.47874999709041077E-006   0.230767202E+001
   0.47999999708281393E-006   0.222158027E+001
   0.48124999707521710E-006   0.213482285E+001
   0.48249999706762026E-006   0.204813385E+001
   0.48374999706002342E-006   0.196211827E+001
   0.48499999705242658E-006   0.187708807E+001
   0.48624999704482974E-006   0.179306579E+001
   0.48749999703723290E-006   0.170996273E+001
   0.48874999702963606E-006   0.162779665E+001
   0.48999999702203922E-006   0.154681373E+001
   0.49124999701444239E-006   0.146746433E+001
   0.49249999700684555E-006   0.139029694E+001
   0.49374999699924871E-006   0.131577373E+001
   0.49499999699165187E-006   0.124409974E+001
   0.49624999698405503E-006   0.117514884E+001
   0.49749999697645819E-006   0.110859418E+001
   0.49874999696886135E-006   0.104418039E+001
   0.49999999696126451E-006   0.981957793E+000
   0.50124999695366768E-006   0.922295630E+000
   0.50249999694607084E-006   0.865660429E+000
   0.50374999693847400E-006   0.812333047E+000
   0.50499999693087716E-006   0.762256980E+000
   0.50624999692328032E-006   0.715091586E+000
   0.50749999691568348E-006   0.670403838E+000
   0.50874999690808664E-006   0.627876937E+000
   0.50999999690048980E-006   0.587458491E+000
   0.51124999689289297E-006   0.549373031E+000
   0.51249999688529613E-006   0.513971865E+000
   0.51374999687769929E-006   0.481464714E+000
   0.51499999687010245E-006   0.451693177E+000
   0.51624999686250561E-006   0.424150139E+000
   0.51749999685490877E-006   0.398277938E+000
   0.51874999684731193E-006   0.373831630E+000
   0.51999999683971510E-006   0.350981683E+000
   0.52124999683211826E-006   0.330058515E+000
   0.52249999682452142E-006   0.311168700E+000
   0.52374999681692458E-006   0.294050187E+000
   0.52499999680932774E-006   0.278294235E+000
   0.52624999680173090E-006   0.263698369E+000
   0.52749999679413406E-006   0.250369191E+000
   0.52874999678653722E-006   0.238443434E+000
   0.52999999677894039E-006   0.227715194E+000
   0.53124999677134355E-006   0.217621028E+000
   0.53249999676374671E-006   0.207722396E+000
   0.53374999675614987E-006   0.198276237E+000
   0.53499999674855303E-006   0.190213040E+000
   0.53624999674095619E-006   0.184278309E+000
   0.53749999673335935E-006   0.179987207E+000
   0.53874999672576251E-006   0.175556988E+000
   0.53999999671816568E-006   0.169316471E+000
   0.54124999671056884E-006   0.161559895E+000
   0.54249999670297200E-006   0.154875696E+000
   0.54374999669537516E-006   0.152002558E+000
   0.54499999668777832E-006   0.152784869E+000
   0.54624999668018148E-006   0.153396189E+000
   0.54749999667258464E-006   0.149454221E+000
   0.54874999666498780E-006   0.140707672E+000
   0.54999999665739097E-006   0.132456183E+000
   0.55124999664979413E-006   0.131130815E+000
   0.55249999664219729E-006   0.137374073E+000
   0.55374999663460045E-006   0.143748119E+000
   0.55499999662700361E-006   0.140923530E+000
   0.55624999661940677E-006   0.127626136E+000
   0.55749999661180993E-006   0.114104182E+000
   0.55874999660421309E-006   0.113541007E+000
   0.55999999659661626E-006   0.128036767E+000
   0.56124999658901942E-006   0.143569991E+000
   0.56249999658142258E-006   0.141768783E+000
   0.56374999657382574E-006   0.119291581E+000
   0.56499999656622890E-006   0.949094966E-001
   0.56624999655863206E-006   0.936035216E-001
   0.56749999655103522E-006   0.120330803E+000
   0.56874999654343839E-006   0.150425285E+000
   0.56999999653584155E-006   0.150759414E+000
   0.57124999652824471E-006   0.114428252E+000
   0.57249999652064787E-006   0.732113868E-001
   0.57374999651305103E-006   0.698107779E-001
   0.57499999650545419E-006   0.113121927E+000
   0.57624999649785735E-006   0.162852794E+000
   0.57749999649026051E-006   0.165467814E+000
   0.57874999648266368E-006   0.110400029E+000
   0.57999999647506684E-006   0.479691699E-001
   0.58124999646747000E-006   0.434510447E-001
   0.58249999645987316E-006   0.108277440E+000
   0.58374999645227632E-006   0.180546224E+000
   0.58499999644467948E-006   0.182871550E+000
   0.58624999643708264E-006   0.104295291E+000
   0.58749999642948580E-006   0.196883380E-001
   0.58874999642188897E-006   0.180967506E-001
   0.58999999641429213E-006   0.108066469E+000
   0.59124999640669529E-006   0.200756997E+000
   0.59249999639909845E-006   0.196993440E+000
   0.59374999639150161E-006   0.931906775E-001
   0.59499999638390477E-006  -0.747883320E-002
   0.59624999637630793E-006   0.144394767E-002
   0.59749999636871109E-006   0.115450524E+000
   0.59874999636111426E-006   0.217507035E+000
   0.59999999635351742E-006   0.198081151E+000
   0.60124999634592058E-006   0.732861832E-001
   0.60249999633832374E-006  -0.274773017E-001
   0.60374999633072690E-006   0.296406075E-002
   0.60499999632313006E-006   0.133391023E+000
   0.60624999631553322E-006   0.224709138E+000
   0.60749999630793639E-006   0.178386778E+000
   0.60874999630033955E-006   0.436939299E-001
   0.60999999629274271E-006  -0.344828516E-001
   0.61124999628514587E-006   0.272371806E-001
   0.61249999627754903E-006   0.159808904E+000
   0.61374999626995219E-006   0.217601195E+000
   0.61499999626235535E-006   0.138298124E+000
   0.61624999625475851E-006   0.105493814E-001
   0.61749999624716168E-006  -0.252280496E-001
   0.61874999623956484E-006   0.677586794E-001
   0.61999999623196800E-006   0.183792651E+000
   0.62124999622437116E-006   0.194077894E+000
   0.62249999621677432E-006   0.895277858E-001
   0.62374999620917748E-006  -0.121563375E-001
   0.62499999620158064E-006  -0.173114240E-004
   0.62624999619398380E-006   0.108002797E+000
   0.62749999618638697E-006   0.189582497E+000
   0.62874999617879013E-006   0.156850561E+000
   0.62999999617119329E-006   0.510156527E-001
   0.63124999616359645E-006  -0.988044590E-002
   0.63249999615599961E-006   0.355088785E-001
   0.63374999614840277E-006   0.129355818E+000
   0.63499999614080593E-006   0.167215422E+000
   0.63624999613320909E-006   0.115233362E+000
   0.63749999612561226E-006   0.390753523E-001
   0.63874999611801542E-006   0.212358609E-001
   0.63999999611041858E-006   0.698727518E-001
   0.64124999610282174E-006   0.121068045E+000
   0.64249999609522490E-006   0.120171517E+000
   0.64374999608762806E-006   0.802925304E-001
   0.64499999608003122E-006   0.548819080E-001
   0.64624999607243439E-006   0.685636103E-001
   0.64749999606483755E-006   0.933933109E-001
   0.64874999605724071E-006   0.925554782E-001
   0.64999999604964387E-006   0.692568719E-001
   0.65124999604204703E-006   0.589207932E-001
   0.65249999603445019E-006   0.794340000E-001
   0.65374999602685335E-006   0.106171489E+000
   0.65499999601925651E-006   0.103196122E+000
   0.65624999601165968E-006   0.694050416E-001
   0.65749999600406284E-006   0.412566327E-001
   0.65874999599646600E-006   0.498444512E-001
   0.65999999598886916E-006   0.856035799E-001
   0.66124999598127232E-006   0.111187167E+000
   0.66249999597367548E-006   0.103276789E+000
   0.66374999596607864E-006   0.735303387E-001
   0.66499999595848180E-006   0.501075611E-001
   0.66624999595088497E-006   0.482528433E-001
   0.66749999594328813E-006   0.630019754E-001
   0.66874999593569129E-006   0.824444294E-001
   0.66999999592809445E-006   0.975212604E-001
   0.67124999592049761E-006   0.999231040E-001
   0.67249999591290077E-006   0.827542022E-001
   0.67374999590530393E-006   0.519657284E-001
   0.67499999589770709E-006   0.315891430E-001
   0.67624999589011026E-006   0.449774116E-001
   0.67749999588251342E-006   0.862910300E-001
   0.67874999587491658E-006   0.118308716E+000
   0.67999999586731974E-006   0.107636966E+000
   0.68124999585972290E-006   0.617679134E-001
   0.68249999585212606E-006   0.241764821E-001
   0.68374999584452922E-006   0.297365431E-001
   0.68499999583693238E-006   0.694506988E-001
   0.68624999582933555E-006   0.103037275E+000
   0.68749999582173871E-006   0.102417335E+000
   0.68874999581414187E-006   0.761346370E-001
   0.68999999580654503E-006   0.520627648E-001
   0.69124999579894819E-006   0.456835143E-001
   0.69249999579135135E-006   0.517208837E-001
   0.69374999578375451E-006   0.608183593E-001
   0.69499999577615768E-006   0.720567331E-001
   0.69624999576856084E-006   0.852346495E-001
   0.69749999576096400E-006   0.902764425E-001
   0.69874999575336716E-006   0.755970255E-001
   0.69999999574577032E-006   0.471661091E-001
   0.70124999573817348E-006   0.297414102E-001
   0.70249999573057664E-006   0.423892960E-001
   0.70374999572297980E-006   0.756171942E-001
   0.70499999571538297E-006   0.990126431E-001
   0.70624999570778613E-006   0.921293497E-001
   0.70749999570018929E-006   0.636095256E-001
   0.70874999569259245E-006   0.390111022E-001
   0.70999999568499561E-006   0.349394083E-001
   0.71124999567739877E-006   0.486689992E-001
   0.71249999566980193E-006   0.682091117E-001
   0.71374999566220509E-006   0.838580057E-001
   0.71499999565460826E-006   0.887253135E-001
   0.71624999564701142E-006   0.770317167E-001
   0.71749999563941458E-006   0.509578288E-001
   0.71874999563181774E-006   0.275275204E-001
   0.71999999562422090E-006   0.288054086E-001
   0.72124999561662406E-006   0.589148030E-001
   0.72249999560902722E-006   0.940530449E-001
   0.72374999560143038E-006   0.102241755E+000
   0.72499999559383355E-006   0.750290602E-001
   0.72624999558623671E-006   0.366707705E-001
   0.72749999557863987E-006   0.202759001E-001
   0.72874999557104303E-006   0.368244648E-001
   0.72999999556344619E-006   0.685864910E-001
   0.73124999555584935E-006   0.893268809E-001
   0.73249999554825251E-006   0.868381336E-001
   0.73374999554065568E-006   0.675912499E-001
   0.73499999553305884E-006   0.463960022E-001
   0.73624999552546200E-006   0.355317220E-001
   0.73749999551786516E-006   0.400339253E-001
   0.73874999551026832E-006   0.565046072E-001
   0.73999999550267148E-006   0.743210316E-001
   0.74124999549507464E-006   0.817229375E-001
   0.74249999548747780E-006   0.744918659E-001
   0.74374999547988097E-006   0.588260703E-001
   0.74499999547228413E-006   0.449737646E-001
   0.74624999546468729E-006   0.393660739E-001
   0.74749999545709045E-006   0.436638258E-001
   0.74874999544949361E-006   0.575805977E-001
   0.74999999544189677E-006   0.769552290E-001
   0.75124999543429993E-006   0.894515812E-001
   0.75249999542670309E-006   0.803382844E-001
   0.75374999541910626E-006   0.496580228E-001
   0.75499999541150942E-006   0.209175181E-001
   0.75624999540391258E-006   0.231560767E-001
   0.75749999539631574E-006   0.594715253E-001
   0.75874999538871890E-006   0.982037038E-001
   0.75999999538112206E-006   0.102478243E+000
   0.76124999537352522E-006   0.686458796E-001
   0.76249999536592838E-006   0.302015767E-001
   0.76374999535833155E-006   0.221277215E-001
   0.76499999535073471E-006   0.462014824E-001
   0.76624999534313787E-006   0.747461542E-001
   0.76749999533554103E-006   0.836312622E-001
   0.76874999532794419E-006   0.739244521E-001
   0.76999999532034735E-006   0.616026409E-001
   0.77124999531275051E-006   0.554581992E-001
   0.77249999530515367E-006   0.521054007E-001
   0.77374999529755684E-006   0.484905913E-001
   0.77499999528996000E-006   0.495160408E-001
   0.77624999528236316E-006   0.599991493E-001
   0.77749999527476632E-006   0.746411383E-001
   0.77874999526716948E-006   0.813994482E-001
   0.77999999525957264E-006   0.737309605E-001
   0.78124999525197580E-006   0.563912801E-001
   0.78249999524437897E-006   0.405718163E-001
   0.78374999523678213E-006   0.367548950E-001
   0.78499999522918529E-006   0.501455031E-001
   0.78624999522158845E-006   0.758056492E-001
   0.78749999521399161E-006   0.959725901E-001
   0.78874999520639477E-006   0.900962353E-001
   0.78999999519879793E-006   0.565925166E-001
