t              csa.fdtd_Point probe B1_Ez_70_20_50.dat
   0.67499999589770709E-007   0.000000000E+000
   0.68749999582173871E-007   0.000000000E+000
   0.69999999574577032E-007   0.000000000E+000
   0.71249999566980193E-007   0.000000000E+000
   0.72499999559383355E-007   0.000000000E+000
   0.73749999551786516E-007   0.000000000E+000
   0.74999999544189677E-007   0.000000000E+000
   0.76249999536592838E-007   0.000000000E+000
   0.77499999528996000E-007   0.000000000E+000
   0.78749999521399161E-007   0.000000000E+000
   0.79999999513802322E-007   0.000000000E+000
   0.81249999506205484E-007   0.000000000E+000
   0.82499999498608645E-007   0.000000000E+000
   0.83749999491011806E-007   0.000000000E+000
   0.84999999483414967E-007   0.000000000E+000
   0.86249999475818129E-007   0.000000000E+000
   0.87499999468221290E-007   0.000000000E+000
   0.88749999460624451E-007   0.000000000E+000
   0.89999999453027613E-007   0.000000000E+000
   0.91249999445430774E-007   0.000000000E+000
   0.92499999437833935E-007   0.000000000E+000
   0.93749999430237096E-007   0.000000000E+000
   0.94999999422640258E-007   0.000000000E+000
   0.96249999415043419E-007   0.000000000E+000
   0.97499999407446580E-007   0.000000000E+000
   0.98749999399849742E-007   0.000000000E+000
   0.99999999392252903E-007   0.000000000E+000
   0.10124999938465606E-006   0.000000000E+000
   0.10249999937705923E-006   0.000000000E+000
   0.10374999936946239E-006   0.000000000E+000
   0.10499999936186555E-006   0.000000000E+000
   0.10624999935426871E-006   0.000000000E+000
   0.10749999934667187E-006   0.000000000E+000
   0.10874999933907503E-006   0.000000000E+000
   0.10999999933147819E-006   0.000000000E+000
   0.11124999932388135E-006   0.000000000E+000
   0.11249999931628452E-006   0.000000000E+000
   0.11374999930868768E-006   0.000000000E+000
   0.11499999930109084E-006   0.000000000E+000
   0.11624999929349400E-006   0.000000000E+000
   0.11749999928589716E-006   0.000000000E+000
   0.11874999927830032E-006   0.000000000E+000
   0.11999999927070348E-006   0.000000000E+000
   0.12124999926310664E-006   0.000000000E+000
   0.12249999925550981E-006   0.000000000E+000
   0.12374999924791297E-006   0.000000000E+000
   0.12499999924031613E-006   0.000000000E+000
   0.12624999923271929E-006   0.000000000E+000
   0.12749999922512245E-006   0.000000000E+000
   0.12874999921752561E-006   0.000000000E+000
   0.12999999920992877E-006   0.000000000E+000
   0.13124999920233194E-006   0.000000000E+000
   0.13249999919473510E-006   0.000000000E+000
   0.13374999918713826E-006   0.000000000E+000
   0.13499999917954142E-006   0.000000000E+000
   0.13624999917194458E-006   0.000000000E+000
   0.13749999916434774E-006   0.000000000E+000
   0.13874999915675090E-006   0.000000000E+000
   0.13999999914915406E-006   0.000000000E+000
   0.14124999914155723E-006   0.000000000E+000
   0.14249999913396039E-006   0.000000000E+000
   0.14374999912636355E-006  -0.741604563E-035
   0.14499999911876671E-006  -0.807104179E-034
   0.14624999911116987E-006  -0.713366333E-033
   0.14749999910357303E-006  -0.595160137E-032
   0.14874999909597619E-006  -0.471055263E-031
   0.14999999908837935E-006  -0.354016252E-030
   0.15124999908078252E-006  -0.253204662E-029
   0.15249999907318568E-006  -0.172745143E-028
   0.15374999906558884E-006  -0.112649809E-027
   0.15499999905799200E-006  -0.703510286E-027
   0.15624999905039516E-006  -0.421483605E-026
   0.15749999904279832E-006  -0.242635233E-025
   0.15874999903520148E-006  -0.134408956E-024
   0.15999999902760464E-006  -0.717451737E-024
   0.16124999902000781E-006  -0.369481346E-023
   0.16249999901241097E-006  -0.183794935E-022
   0.16374999900481413E-006  -0.884068212E-022
   0.16499999899721729E-006  -0.411611313E-021
   0.16624999898962045E-006  -0.185672078E-020
   0.16749999898202361E-006  -0.812167527E-020
   0.16874999897442677E-006  -0.344779768E-019
   0.16999999896682993E-006  -0.142157593E-018
   0.17124999895923310E-006  -0.569698106E-018
   0.17249999895163626E-006  -0.222055353E-017
   0.17374999894403942E-006  -0.842358715E-017
   0.17499999893644258E-006  -0.311181475E-016
   0.17624999892884574E-006  -0.112010062E-015
   0.17749999892124890E-006  -0.393060292E-015
   0.17874999891365206E-006  -0.134536085E-014
   0.17999999890605523E-006  -0.449367750E-014
   0.18124999889845839E-006  -0.146535633E-013
   0.18249999889086155E-006  -0.466709191E-013
   0.18374999888326471E-006  -0.145239466E-012
   0.18499999887566787E-006  -0.441795689E-012
   0.18624999886807103E-006  -0.131404718E-011
   0.18749999886047419E-006  -0.382294803E-011
   0.18874999885287735E-006  -0.108823003E-010
   0.18999999884528052E-006  -0.303184283E-010
   0.19124999883768368E-006  -0.826946706E-010
   0.19249999883008684E-006  -0.220875179E-009
   0.19374999882249000E-006  -0.577858539E-009
   0.19499999881489316E-006  -0.148115720E-008
   0.19624999880729632E-006  -0.372030651E-008
   0.19749999879969948E-006  -0.915884790E-008
   0.19874999879210264E-006  -0.221038405E-007
   0.19999999878450581E-006  -0.523038501E-007
   0.20124999877690897E-006  -0.121368686E-006
   0.20249999876931213E-006  -0.276215928E-006
   0.20374999876171529E-006  -0.616618081E-006
   0.20499999875411845E-006  -0.135039147E-005
   0.20624999874652161E-006  -0.290150774E-005
   0.20749999873892477E-006  -0.611712676E-005
   0.20874999873132793E-006  -0.126550567E-004
   0.20999999872373110E-006  -0.256921958E-004
   0.21124999871613426E-006  -0.511894759E-004
   0.21249999870853742E-006  -0.100096418E-003
   0.21374999870094058E-006  -0.192098931E-003
   0.21499999869334374E-006  -0.361829821E-003
   0.21624999868574690E-006  -0.668890600E-003
   0.21749999867815006E-006  -0.121358316E-002
   0.21874999867055323E-006  -0.216089678E-002
   0.21999999866295639E-006  -0.377597194E-002
   0.22124999865535955E-006  -0.647482136E-002
   0.22249999864776271E-006  -0.108942930E-001
   0.22374999864016587E-006  -0.179847535E-001
   0.22499999863256903E-006  -0.291272886E-001
   0.22624999862497219E-006  -0.462739319E-001
   0.22749999861737535E-006  -0.721039250E-001
   0.22874999860977852E-006  -0.110181481E+000
   0.22999999860218168E-006  -0.165091023E+000
   0.23124999859458484E-006  -0.242515653E+000
   0.23249999858698800E-006  -0.349216402E+000
   0.23374999857939116E-006  -0.492866218E+000
   0.23499999857179432E-006  -0.681698442E+000
   0.23624999856419748E-006  -0.923949957E+000
   0.23749999855660064E-006  -0.122711265E+001
   0.23874999854900381E-006  -0.159706032E+001
   0.23999999854140697E-006  -0.203718019E+001
   0.24124999853381013E-006  -0.254769635E+001
   0.24249999852621329E-006  -0.312541628E+001
   0.24374999851861645E-006  -0.376412892E+001
   0.24499999851101961E-006  -0.445582008E+001
   0.24624999850342277E-006  -0.519273853E+001
   0.24749999849582593E-006  -0.597013521E+001
   0.24874999848822910E-006  -0.678927708E+001
   0.24999999848063226E-006  -0.766010380E+001
   0.25124999847303542E-006  -0.860278511E+001
   0.25249999846543858E-006  -0.964750099E+001
   0.25374999845784174E-006  -0.108320322E+002
   0.25499999845024490E-006  -0.121972456E+002
   0.25624999844264806E-006  -0.137811852E+002
   0.25749999843505122E-006  -0.156130657E+002
   0.25874999842745439E-006  -0.177088451E+002
   0.25999999841985755E-006  -0.200699482E+002
   0.26124999841226071E-006  -0.226861324E+002
   0.26249999840466387E-006  -0.255423641E+002
   0.26374999839706703E-006  -0.286282959E+002
   0.26499999838947019E-006  -0.319477177E+002
   0.26624999838187335E-006  -0.355249252E+002
   0.26749999837427652E-006  -0.394053955E+002
   0.26874999836667968E-006  -0.436496620E+002
   0.26999999835908284E-006  -0.483215866E+002
   0.27124999835148600E-006  -0.534743919E+002
   0.27249999834388916E-006  -0.591391678E+002
   0.27374999833629232E-006  -0.653204269E+002
   0.27499999832869548E-006  -0.720011063E+002
   0.27624999832109864E-006  -0.791561050E+002
   0.27749999831350181E-006  -0.867698898E+002
   0.27874999830590497E-006  -0.948514709E+002
   0.27999999829830813E-006  -0.103440178E+003
   0.28124999829071129E-006  -0.112598839E+003
   0.28249999828311445E-006  -0.122395859E+003
   0.28374999827551761E-006  -0.132882706E+003
   0.28499999826792077E-006  -0.144076080E+003
   0.28624999826032393E-006  -0.155953064E+003
   0.28749999825272710E-006  -0.168462280E+003
   0.28874999824513026E-006  -0.181547531E+003
   0.28999999823753342E-006  -0.195173676E+003
   0.29124999822993658E-006  -0.209342773E+003
   0.29249999822233974E-006  -0.224091873E+003
   0.29374999821474290E-006  -0.239471848E+003
   0.29499999820714606E-006  -0.255515945E+003
   0.29624999819954922E-006  -0.272212585E+003
   0.29749999819195239E-006  -0.289496307E+003
   0.29874999818435555E-006  -0.307262817E+003
   0.29999999817675871E-006  -0.325402191E+003
   0.30124999816916187E-006  -0.343834595E+003
   0.30249999816156503E-006  -0.362530029E+003
   0.30374999815396819E-006  -0.381500610E+003
   0.30499999814637135E-006  -0.400767426E+003
   0.30624999813877452E-006  -0.420318481E+003
   0.30749999813117768E-006  -0.440079071E+003
   0.30874999812358084E-006  -0.459912262E+003
   0.30999999811598400E-006  -0.479651337E+003
   0.31124999810838716E-006  -0.499148560E+003
   0.31249999810079032E-006  -0.518314575E+003
   0.31374999809319348E-006  -0.537126221E+003
   0.31499999808559664E-006  -0.555596313E+003
   0.31624999807799981E-006  -0.573720459E+003
   0.31749999807040297E-006  -0.591430359E+003
   0.31874999806280613E-006  -0.608581177E+003
   0.31999999805520929E-006  -0.624982544E+003
   0.32124999804761245E-006  -0.640458496E+003
   0.32249999804001561E-006  -0.654902710E+003
   0.32374999803241877E-006  -0.668297363E+003
   0.32499999802482193E-006  -0.680682861E+003
   0.32624999801722510E-006  -0.692093811E+003
   0.32749999800962826E-006  -0.702498291E+003
   0.32874999800203142E-006  -0.711777222E+003
   0.32999999799443458E-006  -0.719758667E+003
   0.33124999798683774E-006  -0.726289001E+003
   0.33249999797924090E-006  -0.731299683E+003
   0.33374999797164406E-006  -0.734829529E+003
   0.33499999796404722E-006  -0.736986877E+003
   0.33624999795645039E-006  -0.737873108E+003
   0.33749999794885355E-006  -0.737512512E+003
   0.33874999794125671E-006  -0.735832703E+003
   0.33999999793365987E-006  -0.732709351E+003
   0.34124999792606303E-006  -0.728048584E+003
   0.34249999791846619E-006  -0.721857727E+003
   0.34374999791086935E-006  -0.714258850E+003
   0.34499999790327252E-006  -0.705436035E+003
   0.34624999789567568E-006  -0.695548340E+003
   0.34749999788807884E-006  -0.684661987E+003
   0.34874999788048200E-006  -0.672744141E+003
   0.34999999787288516E-006  -0.659721130E+003
   0.35124999786528832E-006  -0.645565430E+003
   0.35249999785769148E-006  -0.630356750E+003
   0.35374999785009464E-006  -0.614279419E+003
   0.35499999784249781E-006  -0.597556091E+003
   0.35624999783490097E-006  -0.580359436E+003
   0.35749999782730413E-006  -0.562756226E+003
   0.35874999781970729E-006  -0.544719116E+003
   0.35999999781211045E-006  -0.526199890E+003
   0.36124999780451361E-006  -0.507215912E+003
   0.36249999779691677E-006  -0.487893158E+003
   0.36374999778931993E-006  -0.468435150E+003
   0.36499999778172310E-006  -0.449038574E+003
   0.36624999777412626E-006  -0.429814270E+003
   0.36749999776652942E-006  -0.410769440E+003
   0.36874999775893258E-006  -0.391861633E+003
   0.36999999775133574E-006  -0.373080170E+003
   0.37124999774373890E-006  -0.354490997E+003
   0.37249999773614206E-006  -0.336215179E+003
   0.37374999772854522E-006  -0.318368530E+003
   0.37499999772094839E-006  -0.301019409E+003
   0.37624999771335155E-006  -0.284195679E+003
   0.37749999770575471E-006  -0.267917419E+003
   0.37874999769815787E-006  -0.252208923E+003
   0.37999999769056103E-006  -0.237076614E+003
   0.38124999768296419E-006  -0.222492065E+003
   0.38249999767536735E-006  -0.208422760E+003
   0.38374999766777051E-006  -0.194895050E+003
   0.38499999766017368E-006  -0.182015564E+003
   0.38624999765257684E-006  -0.169899551E+003
   0.38749999764498000E-006  -0.158554810E+003
   0.38874999763738316E-006  -0.147843521E+003
   0.38999999762978632E-006  -0.137590408E+003
   0.39124999762218948E-006  -0.127752983E+003
   0.39249999761459264E-006  -0.118476669E+003
   0.39374999760699581E-006  -0.109950165E+003
   0.39499999759939897E-006  -0.102187538E+003
   0.39624999759180213E-006  -0.949714890E+002
   0.39749999758420529E-006  -0.880486298E+002
   0.39874999757660845E-006  -0.813934784E+002
   0.39999999756901161E-006  -0.752484207E+002
   0.40124999756141477E-006  -0.698585358E+002
   0.40249999755381793E-006  -0.651598816E+002
   0.40374999754622110E-006  -0.607735176E+002
   0.40499999753862426E-006  -0.563591919E+002
   0.40624999753102742E-006  -0.519787750E+002
   0.40749999752343058E-006  -0.480603523E+002
   0.40874999751583374E-006  -0.449523430E+002
   0.40999999750823690E-006  -0.425151825E+002
   0.41124999750064006E-006  -0.402031250E+002
   0.41249999749304322E-006  -0.375889740E+002
   0.41374999748544639E-006  -0.347950554E+002
   0.41499999747784955E-006  -0.323621368E+002
   0.41624999747025271E-006  -0.306757183E+002
   0.41749999746265587E-006  -0.295521622E+002
   0.41874999745505903E-006  -0.284266415E+002
   0.41999999744746219E-006  -0.269380760E+002
   0.42124999743986535E-006  -0.252784119E+002
   0.42249999743226851E-006  -0.239396191E+002
   0.42374999742467168E-006  -0.231562042E+002
   0.42499999741707484E-006  -0.226624603E+002
   0.42624999740947800E-006  -0.220110474E+002
   0.42749999740188116E-006  -0.210677700E+002
   0.42874999739428432E-006  -0.201236668E+002
   0.42999999738668748E-006  -0.195269012E+002
   0.43124999737909064E-006  -0.192818203E+002
   0.43249999737149381E-006  -0.190676174E+002
   0.43374999736389697E-006  -0.186194592E+002
   0.43499999735630013E-006  -0.180078392E+002
   0.43624999734870329E-006  -0.175099926E+002
   0.43749999734110645E-006  -0.172659512E+002
   0.43874999733350961E-006  -0.171418133E+002
   0.43999999732591277E-006  -0.169339447E+002
   0.44124999731831593E-006  -0.166259346E+002
   0.44249999731071910E-006  -0.163746300E+002
   0.44374999730312226E-006  -0.162679825E+002
   0.44499999729552542E-006  -0.161865692E+002
   0.44624999728792858E-006  -0.159544506E+002
   0.44749999728033174E-006  -0.155847788E+002
   0.44874999727273490E-006  -0.152984152E+002
   0.44999999726513806E-006  -0.152756033E+002
   0.45124999725754122E-006  -0.154337521E+002
   0.45249999724994439E-006  -0.154978180E+002
   0.45374999724234755E-006  -0.152854137E+002
   0.45499999723475071E-006  -0.148879805E+002
   0.45624999722715387E-006  -0.145641680E+002
   0.45749999721955703E-006  -0.144847136E+002
   0.45874999721196019E-006  -0.145988121E+002
   0.45999999720436335E-006  -0.147198849E+002
   0.46124999719676651E-006  -0.146980896E+002
   0.46249999718916968E-006  -0.145120335E+002
   0.46374999718157284E-006  -0.142462368E+002
   0.46499999717397600E-006  -0.140218105E+002
   0.46624999716637916E-006  -0.139296322E+002
   0.46749999715878232E-006  -0.139750538E+002
   0.46874999715118548E-006  -0.140619841E+002
   0.46999999714358864E-006  -0.140579357E+002
   0.47124999713599180E-006  -0.139104109E+002
   0.47249999712839497E-006  -0.136998663E+002
   0.47374999712079813E-006  -0.135567141E+002
   0.47499999711320129E-006  -0.135250225E+002
   0.47624999710560445E-006  -0.135303307E+002
   0.47749999709800761E-006  -0.134862900E+002
   0.47874999709041077E-006  -0.133994913E+002
   0.47999999708281393E-006  -0.133375692E+002
   0.48124999707521710E-006  -0.133134537E+002
   0.48249999706762026E-006  -0.132562599E+002
   0.48374999706002342E-006  -0.131185474E+002
   0.48499999705242658E-006  -0.129694538E+002
   0.48624999704482974E-006  -0.129260683E+002
   0.48749999703723290E-006  -0.129949722E+002
   0.48874999702963606E-006  -0.130377293E+002
   0.48999999702203922E-006  -0.129286280E+002
   0.49124999701444239E-006  -0.127162991E+002
   0.49249999700684555E-006  -0.125770683E+002
   0.49374999699924871E-006  -0.126060448E+002
   0.49499999699165187E-006  -0.127031612E+002
   0.49624999698405503E-006  -0.126961317E+002
   0.49749999697645819E-006  -0.125447979E+002
   0.49874999696886135E-006  -0.123748617E+002
   0.49999999696126451E-006  -0.123128109E+002
   0.50124999695366768E-006  -0.123409424E+002
   0.50249999694607084E-006  -0.123463039E+002
   0.50374999693847400E-006  -0.122770138E+002
   0.50499999693087716E-006  -0.121936445E+002
   0.50624999692328032E-006  -0.121632757E+002
   0.50749999691568348E-006  -0.121569262E+002
   0.50874999690808664E-006  -0.120927362E+002
   0.50999999690048980E-006  -0.119595528E+002
   0.51124999689289297E-006  -0.118480310E+002
   0.51249999688529613E-006  -0.118446980E+002
   0.51374999687769929E-006  -0.119242334E+002
   0.51499999687010245E-006  -0.119713326E+002
   0.51624999686250561E-006  -0.118995361E+002
   0.51749999685490877E-006  -0.117307529E+002
   0.51874999684731193E-006  -0.115657568E+002
   0.51999999683971510E-006  -0.114970160E+002
   0.52124999683211826E-006  -0.115447330E+002
   0.52249999682452142E-006  -0.116460285E+002
   0.52374999681692458E-006  -0.116924601E+002
   0.52499999680932774E-006  -0.116063986E+002
   0.52624999680173090E-006  -0.114159641E+002
   0.52749999679413406E-006  -0.112502413E+002
   0.52874999678653722E-006  -0.112252359E+002
   0.52999999677894039E-006  -0.113203869E+002
   0.53124999677134355E-006  -0.113925905E+002
   0.53249999676374671E-006  -0.113333158E+002
   0.53374999675614987E-006  -0.111912327E+002
   0.53499999674855303E-006  -0.111054964E+002
   0.53624999674095619E-006  -0.111267834E+002
   0.53749999673335935E-006  -0.111545067E+002
   0.53874999672576251E-006  -0.110760136E+002
   0.53999999671816568E-006  -0.109275646E+002
   0.54124999671056884E-006  -0.108594522E+002
   0.54249999670297200E-006  -0.109408035E+002
   0.54374999669537516E-006  -0.110555458E+002
   0.54499999668777832E-006  -0.110311270E+002
   0.54624999668018148E-006  -0.108447084E+002
   0.54749999667258464E-006  -0.106529207E+002
   0.54874999666498780E-006  -0.106132727E+002
   0.54999999665739097E-006  -0.107160130E+002
   0.55124999664979413E-006  -0.108139648E+002
   0.55249999664219729E-006  -0.107903728E+002
   0.55374999663460045E-006  -0.106634007E+002
   0.55499999662700361E-006  -0.105364847E+002
   0.55624999661940677E-006  -0.104857054E+002
   0.55749999661180993E-006  -0.105068350E+002
   0.55874999660421309E-006  -0.105416546E+002
   0.55999999659661626E-006  -0.105307760E+002
   0.56124999658901942E-006  -0.104563150E+002
   0.56249999658142258E-006  -0.103603497E+002
   0.56374999657382574E-006  -0.103157921E+002
   0.56499999656622890E-006  -0.103506365E+002
   0.56624999655863206E-006  -0.103991508E+002
   0.56749999655103522E-006  -0.103609524E+002
   0.56874999654343839E-006  -0.102254925E+002
   0.56999999653584155E-006  -0.101069908E+002
   0.57124999652824471E-006  -0.101181011E+002
   0.57249999652064787E-006  -0.102225580E+002
   0.57374999651305103E-006  -0.102638540E+002
   0.57499999650545419E-006  -0.101551886E+002
   0.57624999649785735E-006  -0.999437428E+001
   0.57749999649026051E-006  -0.994583702E+001
   0.57874999648266368E-006  -0.100318708E+002
   0.57999999647506684E-006  -0.101028290E+002
   0.58124999646747000E-006  -0.100287008E+002
   0.58249999645987316E-006  -0.986561489E+001
   0.58374999645227632E-006  -0.978375340E+001
   0.58499999644467948E-006  -0.985346794E+001
   0.58624999643708264E-006  -0.996262264E+001
   0.58749999642948580E-006  -0.995841217E+001
   0.58874999642188897E-006  -0.982378578E+001
   0.58999999641429213E-006  -0.967863083E+001
   0.59124999640669529E-006  -0.963288021E+001
   0.59249999639909845E-006  -0.968284798E+001
   0.59374999639150161E-006  -0.974740028E+001
   0.59499999638390477E-006  -0.976033306E+001
   0.59624999637630793E-006  -0.970940113E+001
   0.59749999636871109E-006  -0.962023067E+001
   0.59874999636111426E-006  -0.953693581E+001
   0.59999999635351742E-006  -0.950323296E+001
   0.60124999634592058E-006  -0.952517033E+001
   0.60249999633832374E-006  -0.955179977E+001
   0.60374999633072690E-006  -0.952542400E+001
   0.60499999632313006E-006  -0.945866680E+001
   0.60624999631553322E-006  -0.942656326E+001
   0.60749999630793639E-006  -0.946007061E+001
   0.60874999630033955E-006  -0.948223019E+001
   0.60999999629274271E-006  -0.939904785E+001
   0.61124999628514587E-006  -0.924391270E+001
   0.61249999627754903E-006  -0.916951847E+001
   0.61374999626995219E-006  -0.926520920E+001
   0.61499999626235535E-006  -0.942499352E+001
   0.61624999625475851E-006  -0.945271301E+001
   0.61749999624716168E-006  -0.929017448E+001
   0.61874999623956484E-006  -0.908619785E+001
   0.61999999623196800E-006  -0.902162361E+001
   0.62124999622437116E-006  -0.911073017E+001
   0.62249999621677432E-006  -0.921386337E+001
   0.62374999620917748E-006  -0.921716499E+001
   0.62499999620158064E-006  -0.914251041E+001
   0.62624999619398380E-006  -0.907724762E+001
   0.62749999618638697E-006  -0.905296135E+001
   0.62874999617879013E-006  -0.903265476E+001
   0.62999999617119329E-006  -0.898886967E+001
   0.63124999616359645E-006  -0.894439411E+001
   0.63249999615599961E-006  -0.893272114E+001
   0.63374999614840277E-006  -0.895399570E+001
   0.63499999614080593E-006  -0.898258114E+001
   0.63624999613320909E-006  -0.899185276E+001
   0.63749999612561226E-006  -0.895744896E+001
   0.63874999611801542E-006  -0.886562157E+001
   0.63999999611041858E-006  -0.874875736E+001
   0.64124999610282174E-006  -0.869201088E+001
   0.64249999609522490E-006  -0.875629139E+001
   0.64374999608762806E-006  -0.888653278E+001
   0.64499999608003122E-006  -0.893990993E+001
   0.64624999607243439E-006  -0.883690548E+001
   0.64749999606483755E-006  -0.866096878E+001
   0.64874999605724071E-006  -0.857029724E+001
   0.64999999604964387E-006  -0.861925983E+001
   0.65124999604204703E-006  -0.870902348E+001
   0.65249999603445019E-006  -0.872188377E+001
   0.65374999602685335E-006  -0.865858746E+001
   0.65499999601925651E-006  -0.860827923E+001
   0.65624999601165968E-006  -0.861278343E+001
   0.65749999600406284E-006  -0.861744404E+001
   0.65874999599646600E-006  -0.856324196E+001
   0.65999999598886916E-006  -0.847850132E+001
   0.66124999598127232E-006  -0.844378567E+001
   0.66249999597367548E-006  -0.848699474E+001
   0.66374999596607864E-006  -0.855094433E+001
   0.66499999595848180E-006  -0.856298733E+001
   0.66624999595088497E-006  -0.850627899E+001
   0.66749999594328813E-006  -0.841715622E+001
   0.66874999593569129E-006  -0.834217644E+001
   0.66999999592809445E-006  -0.831436920E+001
   0.67124999592049761E-006  -0.834572792E+001
   0.67249999591290077E-006  -0.841085243E+001
   0.67374999590530393E-006  -0.844628429E+001
   0.67499999589770709E-006  -0.840093899E+001
   0.67624999589011026E-006  -0.829738903E+001
   0.67749999588251342E-006  -0.821876240E+001
   0.67874999587491658E-006  -0.821896172E+001
   0.67999999586731974E-006  -0.826386166E+001
   0.68124999585972290E-006  -0.828092575E+001
   0.68249999585212606E-006  -0.825088120E+001
   0.68374999584452922E-006  -0.821866703E+001
   0.68499999583693238E-006  -0.821630478E+001
   0.68624999582933555E-006  -0.821377182E+001
   0.68749999582173871E-006  -0.816844940E+001
   0.68874999581414187E-006  -0.809776688E+001
   0.68999999580654503E-006  -0.806600475E+001
   0.69124999579894819E-006  -0.810063267E+001
   0.69249999579135135E-006  -0.815358543E+001
   0.69374999578375451E-006  -0.815827942E+001
   0.69499999577615768E-006  -0.810355568E+001
   0.69624999576856084E-006  -0.803353214E+001
   0.69749999576096400E-006  -0.798987103E+001
   0.69874999575336716E-006  -0.797848892E+001
   0.69999999574577032E-006  -0.798718691E+001
   0.70124999573817348E-006  -0.800659370E+001
   0.70249999573057664E-006  -0.802294922E+001
   0.70374999572297980E-006  -0.801228142E+001
   0.70499999571538297E-006  -0.796368217E+001
   0.70624999570778613E-006  -0.790172386E+001
   0.70749999570018929E-006  -0.786667061E+001
   0.70874999569259245E-006  -0.787127829E+001
   0.70999999568499561E-006  -0.789086056E+001
   0.71124999567739877E-006  -0.789719486E+001
   0.71249999566980193E-006  -0.788640213E+001
   0.71374999566220509E-006  -0.786712694E+001
   0.71499999565460826E-006  -0.783851099E+001
   0.71624999564701142E-006  -0.779738283E+001
   0.71749999563941458E-006  -0.775916719E+001
   0.71874999563181774E-006  -0.774955463E+001
   0.71999999562422090E-006  -0.777050829E+001
   0.72124999561662406E-006  -0.779063129E+001
   0.72249999560902722E-006  -0.777940416E+001
   0.72374999560143038E-006  -0.774081802E+001
   0.72499999559383355E-006  -0.770213413E+001
   0.72624999558623671E-006  -0.767799902E+001
   0.72749999557863987E-006  -0.766166306E+001
   0.72874999557104303E-006  -0.764872789E+001
   0.72999999556344619E-006  -0.764905834E+001
   0.73124999555584935E-006  -0.766539097E+001
   0.73249999554825251E-006  -0.767444372E+001
   0.73374999554065568E-006  -0.764728308E+001
   0.73499999553305884E-006  -0.758730507E+001
   0.73624999552546200E-006  -0.753395796E+001
   0.73749999551786516E-006  -0.752338791E+001
   0.73874999551026832E-006  -0.755214405E+001
   0.73999999550267148E-006  -0.758335161E+001
   0.74124999549507464E-006  -0.758263826E+001
   0.74249999548747780E-006  -0.754442739E+001
   0.74374999547988097E-006  -0.749036932E+001
   0.74499999547228413E-006  -0.745020819E+001
   0.74624999546468729E-006  -0.744085169E+001
   0.74749999545709045E-006  -0.745476675E+001
   0.74874999544949361E-006  -0.746706772E+001
   0.74999999544189677E-006  -0.745933104E+001
   0.75124999543429993E-006  -0.743696117E+001
   0.75249999542670309E-006  -0.741768646E+001
   0.75374999541910626E-006  -0.740432358E+001
   0.75499999541150942E-006  -0.738061380E+001
   0.75624999540391258E-006  -0.734019661E+001
   0.75749999539631574E-006  -0.730810642E+001
   0.75874999538871890E-006  -0.731673098E+001
   0.75999999538112206E-006  -0.736008978E+001
   0.76124999537352522E-006  -0.738783789E+001
   0.76249999536592838E-006  -0.735544682E+001
