t              cylinder_rcs.fdtd_Point probe_1_Ey_50_0_80.dat       incid
   0.47924294914458709E-008  -0.326144933E-014   0.000000000E+000
   0.48301651567328463E-008  -0.818572217E-014   0.000000000E+000
   0.48679008220198217E-008  -0.210883726E-013   0.000000000E+000
   0.49056364873067970E-008  -0.491818026E-013   0.000000000E+000
   0.49433721525937724E-008  -0.112233370E-012   0.000000000E+000
   0.49811078178807477E-008  -0.250314147E-012   0.000000000E+000
   0.50188434831677231E-008  -0.559623257E-012   0.000000000E+000
   0.50565791484546985E-008  -0.119880061E-011   0.000000000E+000
   0.50943148137416738E-008  -0.248571172E-011   0.000000000E+000
   0.51320504790286492E-008  -0.501129173E-011   0.000000000E+000
   0.51697861443156246E-008  -0.950345792E-011   0.000000000E+000
   0.52075218096025999E-008  -0.179512637E-010   0.000000000E+000
   0.52452574748895753E-008  -0.356092204E-010   0.000000000E+000
   0.52829931401765506E-008  -0.666392566E-010   0.000000000E+000
   0.53207288054635260E-008  -0.113261775E-009   0.000000000E+000
   0.53584644707505014E-008  -0.199110894E-009   0.000000000E+000
   0.53962001360374767E-008  -0.354680701E-009   0.000000000E+000
   0.54339358013244521E-008  -0.545010592E-009   0.000000000E+000
   0.54716714666114274E-008  -0.760504992E-009   0.000000000E+000
   0.55094071318984028E-008  -0.116630261E-008   0.000000000E+000
   0.55471427971853782E-008  -0.198653227E-008   0.000000000E+000
   0.55848784624723535E-008  -0.281169132E-008   0.000000000E+000
   0.56226141277593289E-008  -0.408839140E-008   0.000000000E+000
   0.56603497930463043E-008  -0.624936991E-008   0.000000000E+000
   0.56980854583332796E-008  -0.814969425E-008   0.000000000E+000
   0.57358211236202550E-008  -0.115182228E-007   0.000000000E+000
   0.57735567889072303E-008  -0.174641155E-007   0.000000000E+000
   0.58112924541942057E-008  -0.261442352E-007   0.000000000E+000
   0.58490281194811811E-008  -0.381276273E-007   0.000000000E+000
   0.58867637847681564E-008  -0.533918012E-007   0.000000000E+000
   0.59244994500551318E-008  -0.721081221E-007   0.000000000E+000
   0.59622351153421072E-008  -0.956598996E-007   0.000000000E+000
   0.59999707806290825E-008  -0.108732877E-006   0.000000000E+000
   0.60377064459160579E-008  -0.112570170E-006   0.000000000E+000
   0.60754421112030332E-008  -0.859591367E-007   0.000000000E+000
   0.61131777764900086E-008   0.729280458E-008   0.000000000E+000
   0.61509134417769840E-008   0.224968034E-006   0.000000000E+000
   0.61886491070639593E-008   0.628174405E-006   0.000000000E+000
   0.62263847723509347E-008   0.131984393E-005   0.000000000E+000
   0.62641204376379100E-008   0.242911210E-005   0.000000000E+000
   0.63018561029248854E-008   0.410736084E-005   0.000000000E+000
   0.63395917682118608E-008   0.651328810E-005   0.000000000E+000
   0.63773274334988361E-008   0.979898959E-005   0.000000000E+000
   0.64150630987858115E-008   0.140805787E-004   0.000000000E+000
   0.64527987640727869E-008   0.194183049E-004   0.000000000E+000
   0.64905344293597622E-008   0.257846477E-004   0.000000000E+000
   0.65282700946467376E-008   0.330349212E-004   0.000000000E+000
   0.65660057599337129E-008   0.409034510E-004   0.000000000E+000
   0.66037414252206883E-008   0.490282109E-004   0.000000000E+000
   0.66414770905076637E-008   0.570107550E-004   0.000000000E+000
   0.66792127557946390E-008   0.644543106E-004   0.000000000E+000
   0.67169484210816144E-008   0.710119566E-004   0.000000000E+000
   0.67546840863685897E-008   0.764326105E-004   0.000000000E+000
   0.67924197516555651E-008   0.805590680E-004   0.000000000E+000
   0.68301554169425405E-008   0.833153026E-004   0.000000000E+000
   0.68678910822295158E-008   0.847257252E-004   0.000000000E+000
   0.69056267475164912E-008   0.849527787E-004   0.000000000E+000
   0.69433624128034666E-008   0.842945956E-004   0.000000000E+000
   0.69810980780904419E-008   0.831321086E-004   0.000000000E+000
   0.70188337433774173E-008   0.818335175E-004   0.000000000E+000
   0.70565694086643926E-008   0.806045355E-004   0.000000000E+000
   0.70943050739513680E-008   0.793800646E-004   0.000000000E+000
   0.71320407392383434E-008   0.778620451E-004   0.000000000E+000
   0.71697764045253187E-008   0.757581292E-004   0.000000000E+000
   0.72075120698122941E-008   0.730283136E-004   0.000000000E+000
   0.72452477350992694E-008   0.699544835E-004   0.000000000E+000
   0.72829834003862448E-008   0.669736546E-004   0.000000000E+000
   0.73207190656732202E-008   0.644198517E-004   0.000000000E+000
   0.73584547309601955E-008   0.623172673E-004   0.000000000E+000
   0.73961903962471709E-008   0.603963017E-004   0.000000000E+000
   0.74339260615341463E-008   0.583150395E-004   0.000000000E+000
   0.74716617268211216E-008   0.558823413E-004   0.000000000E+000
   0.75093973921080970E-008   0.531635415E-004   0.000000000E+000
   0.75471330573950723E-008   0.504253730E-004   0.000000000E+000
   0.75848687226820477E-008   0.479646624E-004   0.000000000E+000
   0.76226043879690231E-008   0.458913782E-004   0.000000000E+000
   0.76603400532559984E-008   0.440613694E-004   0.000000000E+000
   0.76980757185429738E-008   0.422412704E-004   0.000000000E+000
   0.77358113838299492E-008   0.403317426E-004   0.000000000E+000
   0.77735470491169245E-008   0.384293198E-004   0.000000000E+000
   0.78112827144038999E-008   0.366683016E-004   0.000000000E+000
   0.78490183796908752E-008   0.350531373E-004   0.000000000E+000
   0.78867540449778506E-008   0.334524993E-004   0.000000000E+000
   0.79244897102648260E-008   0.317704071E-004   0.000000000E+000
   0.79622253755518013E-008   0.300875708E-004   0.000000000E+000
   0.79999610408387767E-008   0.285721744E-004   0.000000000E+000
   0.80376967061257520E-008   0.272749585E-004   0.000000000E+000
   0.80754323714127274E-008   0.260762936E-004   0.000000000E+000
   0.81131680366997028E-008   0.248201104E-004   0.000000000E+000
   0.81509037019866781E-008   0.234923209E-004   0.000000000E+000
   0.81886393672736535E-008   0.221975752E-004   0.000000000E+000
   0.82263750325606289E-008   0.209868085E-004   0.000000000E+000
   0.82641106978476042E-008   0.197866048E-004   0.000000000E+000
   0.83018463631345796E-008   0.185414992E-004   0.000000000E+000
   0.83395820284215549E-008   0.173381159E-004   0.000000000E+000
   0.83773176937085303E-008   0.163139994E-004   0.000000000E+000
   0.84150533589955057E-008   0.154607678E-004   0.000000000E+000
   0.84527890242824810E-008   0.146346392E-004   0.000000000E+000
   0.84905246895694564E-008   0.137621546E-004   0.000000000E+000
   0.85282603548564317E-008   0.129154587E-004   0.000000000E+000
   0.85659960201434071E-008   0.121509802E-004   0.000000000E+000
   0.86037316854303825E-008   0.114176746E-004   0.000000000E+000
   0.86414673507173578E-008   0.106799780E-004   0.000000000E+000
   0.86792030160043332E-008   0.100023444E-004   0.000000000E+000
   0.87169386812913086E-008   0.940707287E-005   0.000000000E+000
   0.87546743465782839E-008   0.880863990E-005   0.000000000E+000
   0.87924100118652593E-008   0.815233670E-005   0.000000000E+000
   0.88301456771522346E-008   0.750602703E-005   0.000000000E+000
   0.88678813424392100E-008   0.689987155E-005   0.000000000E+000
   0.89056170077261854E-008   0.619238472E-005   0.000000000E+000
   0.89433526730131607E-008   0.521397760E-005   0.000000000E+000
   0.89810883383001361E-008   0.394616563E-005   0.000000000E+000
   0.90188240035871114E-008   0.246068203E-005   0.000000000E+000
   0.90565596688740868E-008   0.764322294E-006   0.000000000E+000
   0.90942953341610622E-008  -0.121983135E-005   0.000000000E+000
   0.91320309994480375E-008  -0.358173043E-005   0.000000000E+000
   0.91697666647350129E-008  -0.635417700E-005   0.000000000E+000
   0.92075023300219883E-008  -0.946528053E-005   0.000000000E+000
   0.92452379953089636E-008  -0.127365911E-004   0.000000000E+000
   0.92829736605959390E-008  -0.160190211E-004   0.000000000E+000
   0.93207093258829143E-008  -0.193144479E-004   0.000000000E+000
   0.93584449911698897E-008  -0.226969569E-004   0.000000000E+000
   0.93961806564568651E-008  -0.261373661E-004   0.000000000E+000
   0.94339163217438404E-008  -0.294932615E-004   0.000000000E+000
   0.94716519870308158E-008  -0.326770169E-004   0.000000000E+000
   0.95093876523177912E-008  -0.357589997E-004   0.000000000E+000
   0.95471233176047665E-008  -0.388603512E-004   0.000000000E+000
   0.95848589828917419E-008  -0.419758653E-004   0.000000000E+000
   0.96225946481787172E-008  -0.449069194E-004   0.000000000E+000
   0.96603303134656926E-008  -0.473862165E-004   0.000000000E+000
   0.96980659787526680E-008  -0.493364787E-004   0.000000000E+000
   0.97358016440396433E-008  -0.509822057E-004   0.000000000E+000
   0.97735373093266187E-008  -0.526081749E-004   0.000000000E+000
   0.98112729746135940E-008  -0.542283560E-004   0.000000000E+000
   0.98490086399005694E-008  -0.556795130E-004   0.000000000E+000
   0.98867443051875448E-008  -0.570003322E-004   0.000000000E+000
   0.99244799704745201E-008  -0.584183217E-004   0.000000000E+000
   0.99622156357614955E-008  -0.599138366E-004   0.000000000E+000
   0.99999513010484709E-008  -0.611501455E-004   0.000000000E+000
   0.10037686966335446E-007  -0.619632483E-004   0.000000000E+000
   0.10075422631622422E-007  -0.626161782E-004   0.000000000E+000
   0.10113158296909397E-007  -0.634362950E-004   0.000000000E+000
   0.10150893962196372E-007  -0.644309330E-004   0.000000000E+000
   0.10188629627483348E-007  -0.653729439E-004   0.000000000E+000
   0.10226365292770323E-007  -0.660698715E-004   0.000000000E+000
   0.10264100958057298E-007  -0.665177358E-004   0.000000000E+000
   0.10301836623344274E-007  -0.668772118E-004   0.000000000E+000
   0.10339572288631249E-007  -0.672713504E-004   0.000000000E+000
   0.10377307953918224E-007  -0.676597338E-004   0.000000000E+000
   0.10415043619205200E-007  -0.680433586E-004   0.000000000E+000
   0.10452779284492175E-007  -0.685872801E-004   0.000000000E+000
   0.10490514949779151E-007  -0.692612302E-004   0.000000000E+000
   0.10528250615066126E-007  -0.696596762E-004   0.000000000E+000
   0.10565986280353101E-007  -0.695729686E-004   0.000000000E+000
   0.10603721945640077E-007  -0.693741968E-004   0.000000000E+000
   0.10641457610927052E-007  -0.694157279E-004   0.000000000E+000
   0.10679193276214027E-007  -0.695129347E-004   0.000000000E+000
   0.10716928941501003E-007  -0.694562914E-004   0.000000000E+000
   0.10754664606787978E-007  -0.694555565E-004   0.000000000E+000
   0.10792400272074953E-007  -0.695945200E-004   0.000000000E+000
   0.10830135937361929E-007  -0.694331757E-004   0.000000000E+000
   0.10867871602648904E-007  -0.686473722E-004   0.000000000E+000
   0.10905607267935880E-007  -0.675425108E-004   0.000000000E+000
   0.10943342933222855E-007  -0.665363114E-004   0.000000000E+000
   0.10981078598509830E-007  -0.655742260E-004   0.000000000E+000
   0.11018814263796806E-007  -0.643793173E-004   0.000000000E+000
   0.11056549929083781E-007  -0.629644783E-004   0.000000000E+000
   0.11094285594370756E-007  -0.616103716E-004   0.000000000E+000
   0.11132021259657732E-007  -0.604256966E-004   0.000000000E+000
   0.11169756924944707E-007  -0.591316239E-004   0.000000000E+000
   0.11207492590231682E-007  -0.574308906E-004   0.000000000E+000
   0.11245228255518658E-007  -0.554782746E-004   0.000000000E+000
   0.11282963920805633E-007  -0.536773478E-004   0.000000000E+000
   0.11320699586092609E-007  -0.520769718E-004   0.000000000E+000
   0.11358435251379584E-007  -0.504311611E-004   0.000000000E+000
   0.11396170916666559E-007  -0.487761718E-004   0.000000000E+000
   0.11433906581953535E-007  -0.473684704E-004   0.000000000E+000
   0.11471642247240510E-007  -0.461490017E-004   0.000000000E+000
   0.11509377912527485E-007  -0.448556857E-004   0.000000000E+000
   0.11547113577814461E-007  -0.435114707E-004   0.000000000E+000
   0.11584849243101436E-007  -0.422849262E-004   0.000000000E+000
   0.11622584908388411E-007  -0.411121910E-004   0.000000000E+000
   0.11660320573675387E-007  -0.399031596E-004   0.000000000E+000
   0.11698056238962362E-007  -0.387596301E-004   0.000000000E+000
   0.11735791904249337E-007  -0.376993194E-004   0.000000000E+000
   0.11773527569536313E-007  -0.365848355E-004   0.000000000E+000
   0.11811263234823288E-007  -0.354452786E-004   0.000000000E+000
   0.11848998900110264E-007  -0.344102045E-004   0.000000000E+000
   0.11886734565397239E-007  -0.334108190E-004   0.000000000E+000
   0.11924470230684214E-007  -0.323615968E-004   0.000000000E+000
   0.11962205895971190E-007  -0.313804521E-004   0.000000000E+000
   0.11999941561258165E-007  -0.305037211E-004   0.000000000E+000
   0.12037677226545140E-007  -0.295641548E-004   0.000000000E+000
   0.12075412891832116E-007  -0.285429614E-004   0.000000000E+000
   0.12113148557119091E-007  -0.276018163E-004   0.000000000E+000
   0.12150884222406066E-007  -0.267440701E-004   0.000000000E+000
   0.12188619887693042E-007  -0.258786949E-004   0.000000000E+000
   0.12226355552980017E-007  -0.250529720E-004   0.000000000E+000
   0.12264091218266993E-007  -0.242645183E-004   0.000000000E+000
   0.12301826883553968E-007  -0.233732699E-004   0.000000000E+000
   0.12339562548840943E-007  -0.224295309E-004   0.000000000E+000
   0.12377298214127919E-007  -0.216442859E-004   0.000000000E+000
   0.12415033879414894E-007  -0.209687678E-004   0.000000000E+000
   0.12452769544701869E-007  -0.201998937E-004   0.000000000E+000
   0.12490505209988845E-007  -0.193780143E-004   0.000000000E+000
   0.12528240875275820E-007  -0.186133711E-004   0.000000000E+000
   0.12565976540562795E-007  -0.178322680E-004   0.000000000E+000
   0.12603712205849771E-007  -0.170349649E-004   0.000000000E+000
   0.12641447871136746E-007  -0.163647073E-004   0.000000000E+000
   0.12679183536423722E-007  -0.157595186E-004   0.000000000E+000
   0.12716919201710697E-007  -0.150292653E-004   0.000000000E+000
   0.12754654866997672E-007  -0.142417921E-004   0.000000000E+000
   0.12792390532284648E-007  -0.135488344E-004   0.000000000E+000
   0.12830126197571623E-007  -0.128860793E-004   0.000000000E+000
   0.12867861862858598E-007  -0.122187212E-004   0.000000000E+000
   0.12905597528145574E-007  -0.116465098E-004   0.000000000E+000
   0.12943333193432549E-007  -0.110662286E-004   0.000000000E+000
   0.12981068858719524E-007  -0.103079528E-004   0.000000000E+000
   0.13018804524006500E-007  -0.956535769E-005   0.000000000E+000
   0.13056540189293475E-007  -0.906550213E-005   0.000000000E+000
   0.13094275854580451E-007  -0.859368356E-005   0.000000000E+000
   0.13132011519867426E-007  -0.792471474E-005   0.000000000E+000
   0.13169747185154401E-007  -0.724804067E-005   0.000000000E+000
   0.13207482850441377E-007  -0.671610223E-005   0.000000000E+000
   0.13245218515728352E-007  -0.617275919E-005   0.000000000E+000
   0.13282954181015327E-007  -0.557713929E-005   0.000000000E+000
   0.13320689846302303E-007  -0.506816741E-005   0.000000000E+000
   0.13358425511589278E-007  -0.458717022E-005   0.000000000E+000
   0.13396161176876253E-007  -0.400369072E-005   0.000000000E+000
   0.13433896842163229E-007  -0.342367548E-005   0.000000000E+000
   0.13471632507450204E-007  -0.294562187E-005   0.000000000E+000
   0.13509368172737179E-007  -0.247147773E-005   0.000000000E+000
   0.13547103838024155E-007  -0.198248017E-005   0.000000000E+000
   0.13584839503311130E-007  -0.153625365E-005   0.000000000E+000
   0.13622575168598106E-007  -0.104201399E-005   0.000000000E+000
   0.13660310833885081E-007  -0.471625697E-006   0.000000000E+000
   0.13698046499172056E-007  -0.182373299E-007   0.000000000E+000
   0.13735782164459032E-007   0.297837516E-006   0.000000000E+000
   0.13773517829746007E-007   0.715029046E-006   0.000000000E+000
   0.13811253495032982E-007   0.125385372E-005   0.000000000E+000
   0.13848989160319958E-007   0.171184809E-005   0.000000000E+000
   0.13886724825606933E-007   0.208371262E-005   0.000000000E+000
   0.13924460490893908E-007   0.247702928E-005   0.000000000E+000
   0.13962196156180884E-007   0.284980842E-005   0.000000000E+000
   0.13999931821467859E-007   0.320815479E-005   0.000000000E+000
   0.14037667486754835E-007   0.365453889E-005   0.000000000E+000
   0.14075403152041810E-007   0.409856102E-005   0.000000000E+000
   0.14113138817328785E-007   0.439662699E-005   0.000000000E+000
   0.14150874482615761E-007   0.467692280E-005   0.000000000E+000
   0.14188610147902736E-007   0.507117238E-005   0.000000000E+000
   0.14226345813189711E-007   0.545542844E-005   0.000000000E+000
   0.14264081478476687E-007   0.576913817E-005   0.000000000E+000
   0.14301817143763662E-007   0.611360883E-005   0.000000000E+000
   0.14339552809050637E-007   0.644431930E-005   0.000000000E+000
   0.14377288474337613E-007   0.668572648E-005   0.000000000E+000
   0.14415024139624588E-007   0.697195173E-005   0.000000000E+000
   0.14452759804911564E-007   0.735196227E-005   0.000000000E+000
   0.14490495470198539E-007   0.764871402E-005   0.000000000E+000
   0.14528231135485514E-007   0.785725206E-005   0.000000000E+000
   0.14565966800772490E-007   0.814253872E-005   0.000000000E+000
   0.14603702466059465E-007   0.844690931E-005   0.000000000E+000
   0.14641438131346440E-007   0.865549009E-005   0.000000000E+000
   0.14679173796633416E-007   0.889689727E-005   0.000000000E+000
   0.14716909461920391E-007   0.921546416E-005   0.000000000E+000
   0.14754645127207366E-007   0.943433497E-005   0.000000000E+000
   0.14792380792494342E-007   0.958136934E-005   0.000000000E+000
   0.14830116457781317E-007   0.983792415E-005   0.000000000E+000
   0.14867852123068293E-007   0.101104561E-004   0.000000000E+000
   0.14905587788355268E-007   0.102618023E-004   0.000000000E+000
   0.14943323453642243E-007   0.104412393E-004   0.000000000E+000
   0.14981059118929219E-007   0.107047344E-004   0.000000000E+000
   0.15018794784216194E-007   0.108679878E-004   0.000000000E+000
   0.15056530449503169E-007   0.109709972E-004   0.000000000E+000
   0.15094266114790145E-007   0.112002908E-004   0.000000000E+000
   0.15132001780077120E-007   0.114325039E-004   0.000000000E+000
   0.15169737445364095E-007   0.115142911E-004   0.000000000E+000
   0.15207473110651071E-007   0.116267001E-004   0.000000000E+000
   0.15245208775938046E-007   0.118509670E-004   0.000000000E+000
   0.15282944441225021E-007   0.119885954E-004   0.000000000E+000
   0.15320680106511997E-007   0.120558288E-004   0.000000000E+000
   0.15358415771798972E-007   0.122343263E-004   0.000000000E+000
   0.15396151437085948E-007   0.124055323E-004   0.000000000E+000
   0.15433887102372923E-007   0.124305097E-004   0.000000000E+000
   0.15471622767659898E-007   0.125087781E-004   0.000000000E+000
   0.15509358432946874E-007   0.127158992E-004   0.000000000E+000
   0.15547094098233849E-007   0.128171578E-004   0.000000000E+000
   0.15584829763520824E-007   0.128143229E-004   0.000000000E+000
   0.15622565428807800E-007   0.129215232E-004   0.000000000E+000
   0.15660301094094775E-007   0.130632097E-004   0.000000000E+000
   0.15698036759381750E-007   0.130893977E-004   0.000000000E+000
   0.15735772424668726E-007   0.131390852E-004   0.000000000E+000
   0.15773508089955701E-007   0.132713112E-004   0.000000000E+000
   0.15811243755242677E-007   0.133070325E-004   0.000000000E+000
   0.15848979420529652E-007   0.132809655E-004   0.000000000E+000
   0.15886715085816627E-007   0.133771791E-004   0.000000000E+000
   0.15924450751103603E-007   0.134863176E-004   0.000000000E+000
   0.15962186416390578E-007   0.134605652E-004   0.000000000E+000
   0.15999922081677553E-007   0.134503416E-004   0.000000000E+000
   0.16037657746964529E-007   0.135328073E-004   0.000000000E+000
   0.16075393412251504E-007   0.135574091E-004   0.000000000E+000
   0.16113129077538479E-007   0.135361142E-004   0.000000000E+000
   0.16150864742825455E-007   0.135896535E-004   0.000000000E+000
   0.16188600408112430E-007   0.136179979E-004   0.000000000E+000
   0.16226336073399406E-007   0.135453074E-004   0.000000000E+000
   0.16264071738686381E-007   0.135379914E-004   0.000000000E+000
   0.16301807403973356E-007   0.136170656E-004   0.000000000E+000
   0.16339543069260332E-007   0.136019244E-004   0.000000000E+000
   0.16377278734547307E-007   0.135233713E-004   0.000000000E+000
   0.16415014399834282E-007   0.135253094E-004   0.000000000E+000
   0.16452750065121258E-007   0.135269565E-004   0.000000000E+000
   0.16490485730408233E-007   0.134552838E-004   0.000000000E+000
   0.16528221395695208E-007   0.134354668E-004   0.000000000E+000
   0.16565957060982184E-007   0.134598504E-004   0.000000000E+000
   0.16603692726269159E-007   0.133831991E-004   0.000000000E+000
   0.16641428391556135E-007   0.132774767E-004   0.000000000E+000
   0.16679164056843110E-007   0.132750056E-004   0.000000000E+000
