t              cylinder_rcs.fdtd_Point probe_1_Ez_50_0_80.dat       incid
   0.47924294914458709E-008  -0.123941616E-016   0.000000000E+000
   0.48301651567328463E-008  -0.361028239E-016  -0.441425207E-014
   0.48679008220198217E-008  -0.967293494E-016  -0.126355920E-013
   0.49056364873067970E-008  -0.249700389E-015  -0.348864716E-013
   0.49433721525937724E-008  -0.612807797E-015  -0.929128329E-013
   0.49811078178807477E-008  -0.144779466E-014  -0.238721288E-012
   0.50188434831677231E-008  -0.335523409E-014  -0.591738681E-012
   0.50565791484546985E-008  -0.768731782E-014  -0.141524802E-011
   0.50943148137416738E-008  -0.304533265E-011  -0.326613996E-011
   0.51320504790286492E-008  -0.609256569E-011  -0.727397786E-011
   0.51697861443156246E-008  -0.613213213E-011  -0.156343063E-010
   0.52075218096025999E-008  -0.183262346E-010  -0.324333511E-010
   0.52452574748895753E-008  -0.427125488E-010  -0.649434534E-010
   0.52829931401765506E-008  -0.188391774E-009  -0.125528601E-009
   0.53207288054635260E-008  -0.382835569E-009  -0.234228970E-009
   0.53584644707505014E-008  -0.771652409E-009  -0.421942287E-009
   0.53962001360374767E-008  -0.174303205E-008  -0.733838434E-009
   0.54339358013244521E-008  -0.446092807E-008  -0.123226029E-008
   0.54716714666114274E-008  -0.950852552E-008  -0.199786410E-008
   0.55094071318984028E-008  -0.188272438E-007  -0.312753667E-008
   0.55471427971853782E-008  -0.382391221E-007  -0.472735495E-008
   0.55848784624723535E-008  -0.770634117E-007  -0.689932023E-008
   0.56226141277593289E-008  -0.150058668E-006  -0.972232606E-008
   0.56603497930463043E-008  -0.283642407E-006  -0.132280178E-007
   0.56980854583332796E-008  -0.522896585E-006  -0.173768040E-007
   0.57358211236202550E-008  -0.939359325E-006  -0.220380976E-007
   0.57735567889072303E-008  -0.164816788E-005  -0.269830700E-007
   0.58112924541942057E-008  -0.279270898E-005  -0.318928777E-007
   0.58490281194811811E-008  -0.457277019E-005  -0.363877497E-007
   0.58867637847681564E-008  -0.730073680E-005  -0.400724858E-007
   0.59244994500551318E-008  -0.112905200E-004  -0.425926139E-007
   0.59622351153421072E-008  -0.168584629E-004  -0.436675904E-007
   0.59999707806290825E-008  -0.243370578E-004  -0.431963016E-007
   0.60377064459160579E-008  -0.338905302E-004  -0.412387422E-007
   0.60754421112030332E-008  -0.452442328E-004  -0.379986069E-007
   0.61131777764900086E-008  -0.578114450E-004  -0.337958141E-007
   0.61509134417769840E-008  -0.703242986E-004  -0.290148403E-007
   0.61886491070639593E-008  -0.806632306E-004  -0.240471909E-007
   0.62263847723509347E-008  -0.859341308E-004  -0.192405629E-007
   0.62641204376379100E-008  -0.827178155E-004  -0.148627608E-007
   0.63018561029248854E-008  -0.673669347E-004  -0.110847198E-007
   0.63395917682118608E-008  -0.367710745E-004  -0.798183741E-008
   0.63773274334988361E-008   0.104854735E-004  -0.554938406E-008
   0.64150630987858115E-008   0.732433109E-004  -0.372521680E-008
   0.64527987640727869E-008   0.147338345E-003  -0.241446974E-008
   0.64905344293597622E-008   0.225225158E-003  -0.151094837E-008
   0.65282700946467376E-008   0.296419923E-003  -0.912904141E-009
   0.65660057599337129E-008   0.348746777E-003  -0.532514199E-009
   0.66037414252206883E-008   0.370805617E-003  -0.299885783E-009
   0.66414770905076637E-008   0.354519725E-003  -0.163032809E-009
   0.66792127557946390E-008   0.297700171E-003  -0.855586990E-010
   0.67169484210816144E-008   0.206343655E-003  -0.433407164E-010
   0.67546840863685897E-008   0.949925452E-004  -0.211904990E-010
   0.67924197516555651E-008  -0.158562179E-004  -0.999917423E-011
   0.68301554169425405E-008  -0.104633124E-003  -0.455344139E-011
   0.68678910822295158E-008  -0.154288398E-003  -0.200092178E-011
   0.69056267475164912E-008  -0.157084665E-003  -0.848391561E-012
   0.69433624128034666E-008  -0.116811934E-003  -0.347069162E-012
   0.69810980780904419E-008  -0.467826903E-004  -0.136973684E-012
   0.70188337433774173E-008   0.359200494E-004  -0.521480408E-013
   0.70565694086643926E-008   0.116961164E-003  -0.191503019E-013
   0.70943050739513680E-008   0.188571314E-003  -0.678313344E-014
   0.71320407392383434E-008   0.248903962E-003  -0.231713782E-014
   0.71697764045253187E-008   0.297929248E-003  -0.763356521E-015
   0.72075120698122941E-008   0.333208824E-003  -0.242498386E-015
   0.72452477350992694E-008   0.349510286E-003  -0.742816727E-016
   0.72829834003862448E-008   0.343675958E-003  -0.219386430E-016
   0.73207190656732202E-008   0.321109692E-003  -0.624714509E-017
   0.73584547309601955E-008   0.296945975E-003  -0.171496296E-017
   0.73961903962471709E-008   0.287688919E-003  -0.453863559E-018
   0.74339260615341463E-008   0.298444880E-003  -0.115785420E-018
   0.74716617268211216E-008   0.318220933E-003  -0.284734017E-019
   0.75093973921080970E-008   0.330238108E-003  -0.674902114E-020
   0.75471330573950723E-008   0.328008027E-003   0.000000000E+000
   0.75848687226820477E-008   0.319608458E-003   0.000000000E+000
   0.76226043879690231E-008   0.315413316E-003   0.000000000E+000
   0.76603400532559984E-008   0.315014418E-003   0.000000000E+000
   0.76980757185429738E-008   0.310593343E-003   0.000000000E+000
   0.77358113838299492E-008   0.301692606E-003   0.000000000E+000
   0.77735470491169245E-008   0.298948027E-003   0.000000000E+000
   0.78112827144038999E-008   0.308564922E-003   0.000000000E+000
   0.78490183796908752E-008   0.319039944E-003   0.000000000E+000
   0.78867540449778506E-008   0.313300581E-003   0.000000000E+000
   0.79244897102648260E-008   0.293775083E-003   0.000000000E+000
   0.79622253755518013E-008   0.283931877E-003   0.000000000E+000
   0.79999610408387767E-008   0.298682571E-003   0.000000000E+000
   0.80376967061257520E-008   0.322495558E-003   0.000000000E+000
   0.80754323714127274E-008   0.328389928E-003   0.000000000E+000
   0.81131680366997028E-008   0.313961209E-003   0.000000000E+000
   0.81509037019866781E-008   0.303303066E-003   0.000000000E+000
   0.81886393672736535E-008   0.311114942E-003   0.000000000E+000
   0.82263750325606289E-008   0.321476982E-003   0.000000000E+000
   0.82641106978476042E-008   0.313127763E-003   0.000000000E+000
   0.83018463631345796E-008   0.292935147E-003   0.000000000E+000
   0.83395820284215549E-008   0.286100374E-003   0.000000000E+000
   0.83773176937085303E-008   0.298048632E-003   0.000000000E+000
   0.84150533589955057E-008   0.306768547E-003   0.000000000E+000
   0.84527890242824810E-008   0.296389044E-003   0.000000000E+000
   0.84905246895694564E-008   0.279135595E-003   0.000000000E+000
   0.85282603548564317E-008   0.273735553E-003   0.000000000E+000
   0.85659960201434071E-008   0.277429790E-003   0.000000000E+000
   0.86037316854303825E-008   0.274898077E-003   0.000000000E+000
   0.86414673507173578E-008   0.265533483E-003   0.000000000E+000
   0.86792030160043332E-008   0.263582973E-003   0.000000000E+000
   0.87169386812913086E-008   0.273226324E-003   0.000000000E+000
   0.87546743465782839E-008   0.280805194E-003   0.000000000E+000
   0.87924100118652593E-008   0.275786151E-003   0.000000000E+000
   0.88301456771522346E-008   0.265597599E-003   0.000000000E+000
   0.88678813424392100E-008   0.262128218E-003   0.000000000E+000
   0.89056170077261854E-008   0.263719383E-003   0.000000000E+000
   0.89433526730131607E-008   0.259730616E-003   0.000000000E+000
   0.89810883383001361E-008   0.245938951E-003   0.000000000E+000
   0.90188240035871114E-008   0.225949596E-003   0.000000000E+000
   0.90565596688740868E-008   0.202802010E-003   0.000000000E+000
   0.90942953341610622E-008   0.179376642E-003   0.000000000E+000
   0.91320309994480375E-008   0.162983240E-003   0.000000000E+000
   0.91697666647350129E-008   0.158313051E-003   0.000000000E+000
   0.92075023300219883E-008   0.158815456E-003   0.000000000E+000
   0.92452379953089636E-008   0.157622693E-003   0.000000000E+000
   0.92829736605959390E-008   0.164424942E-003   0.000000000E+000
   0.93207093258829143E-008   0.195038709E-003   0.000000000E+000
   0.93584449911698897E-008   0.242854803E-003   0.000000000E+000
   0.93961806564568651E-008   0.278751424E-003   0.000000000E+000
   0.94339163217438404E-008   0.285440969E-003   0.000000000E+000
   0.94716519870308158E-008   0.274889317E-003   0.000000000E+000
   0.95093876523177912E-008   0.263620779E-003   0.000000000E+000
   0.95471233176047665E-008   0.248690776E-003   0.000000000E+000
   0.95848589828917419E-008   0.220784030E-003   0.000000000E+000
   0.96225946481787172E-008   0.186265708E-003   0.000000000E+000
   0.96603303134656926E-008   0.161300268E-003   0.000000000E+000
   0.96980659787526680E-008   0.153041212E-003   0.000000000E+000
   0.97358016440396433E-008   0.156946131E-003   0.000000000E+000
   0.97735373093266187E-008   0.164344223E-003   0.000000000E+000
   0.98112729746135940E-008   0.166211918E-003   0.000000000E+000
   0.98490086399005694E-008   0.158979034E-003   0.000000000E+000
   0.98867443051875448E-008   0.150555192E-003   0.000000000E+000
   0.99244799704745201E-008   0.150770138E-003   0.000000000E+000
   0.99622156357614955E-008   0.155740403E-003   0.000000000E+000
   0.99999513010484709E-008   0.153598055E-003   0.000000000E+000
   0.10037686966335446E-007   0.143710538E-003   0.000000000E+000
   0.10075422631622422E-007   0.136390110E-003   0.000000000E+000
   0.10113158296909397E-007   0.135689013E-003   0.000000000E+000
   0.10150893962196372E-007   0.135649301E-003   0.000000000E+000
   0.10188629627483348E-007   0.131619410E-003   0.000000000E+000
   0.10226365292770323E-007   0.125151695E-003   0.000000000E+000
   0.10264100958057298E-007   0.120020777E-003   0.000000000E+000
   0.10301836623344274E-007   0.118592507E-003   0.000000000E+000
   0.10339572288631249E-007   0.118283999E-003   0.000000000E+000
   0.10377307953918224E-007   0.112492009E-003   0.000000000E+000
   0.10415043619205200E-007   0.101799917E-003   0.000000000E+000
   0.10452779284492175E-007   0.974797294E-004   0.000000000E+000
   0.10490514949779151E-007   0.103425264E-003   0.000000000E+000
   0.10528250615066126E-007   0.106025698E-003   0.000000000E+000
   0.10565986280353101E-007   0.956287768E-004   0.000000000E+000
   0.10603721945640077E-007   0.834893799E-004   0.000000000E+000
   0.10641457610927052E-007   0.818032058E-004   0.000000000E+000
   0.10679193276214027E-007   0.835319079E-004   0.000000000E+000
   0.10716928941501003E-007   0.781368726E-004   0.000000000E+000
   0.10754664606787978E-007   0.701258978E-004   0.000000000E+000
   0.10792400272074953E-007   0.670994195E-004   0.000000000E+000
   0.10830135937361929E-007   0.659189463E-004   0.000000000E+000
   0.10867871602648904E-007   0.622575026E-004   0.000000000E+000
   0.10905607267935880E-007   0.582710381E-004   0.000000000E+000
   0.10943342933222855E-007   0.537318738E-004   0.000000000E+000
   0.10981078598509830E-007   0.447026905E-004   0.000000000E+000
   0.11018814263796806E-007   0.340454717E-004   0.000000000E+000
   0.11056549929083781E-007   0.292206842E-004   0.000000000E+000
   0.11094285594370756E-007   0.297117003E-004   0.000000000E+000
   0.11132021259657732E-007   0.285713704E-004   0.000000000E+000
   0.11169756924944707E-007   0.238441353E-004   0.000000000E+000
   0.11207492590231682E-007   0.187337664E-004   0.000000000E+000
   0.11245228255518658E-007   0.141459468E-004   0.000000000E+000
   0.11282963920805633E-007   0.843382168E-005   0.000000000E+000
   0.11320699586092609E-007   0.162318202E-005   0.000000000E+000
   0.11358435251379584E-007  -0.436853134E-005   0.000000000E+000
   0.11396170916666559E-007  -0.851753248E-005   0.000000000E+000
   0.11433906581953535E-007  -0.125902952E-004   0.000000000E+000
   0.11471642247240510E-007  -0.193358028E-004   0.000000000E+000
   0.11509377912527485E-007  -0.275590155E-004   0.000000000E+000
   0.11547113577814461E-007  -0.324958201E-004   0.000000000E+000
   0.11584849243101436E-007  -0.338612845E-004   0.000000000E+000
   0.11622584908388411E-007  -0.375620948E-004   0.000000000E+000
   0.11660320573675387E-007  -0.457996866E-004   0.000000000E+000
   0.11698056238962362E-007  -0.528528180E-004   0.000000000E+000
   0.11735791904249337E-007  -0.540475085E-004   0.000000000E+000
   0.11773527569536313E-007  -0.517843218E-004   0.000000000E+000
   0.11811263234823288E-007  -0.513376508E-004   0.000000000E+000
   0.11848998900110264E-007  -0.565672526E-004   0.000000000E+000
   0.11886734565397239E-007  -0.675475312E-004   0.000000000E+000
   0.11924470230684214E-007  -0.777948444E-004   0.000000000E+000
   0.11962205895971190E-007  -0.796401291E-004   0.000000000E+000
   0.11999941561258165E-007  -0.757033049E-004   0.000000000E+000
   0.12037677226545140E-007  -0.765997538E-004   0.000000000E+000
   0.12075412891832116E-007  -0.853113233E-004   0.000000000E+000
   0.12113148557119091E-007  -0.935569478E-004   0.000000000E+000
   0.12150884222406066E-007  -0.948170418E-004   0.000000000E+000
   0.12188619887693042E-007  -0.920832317E-004   0.000000000E+000
   0.12226355552980017E-007  -0.919983722E-004   0.000000000E+000
   0.12264091218266993E-007  -0.968799795E-004   0.000000000E+000
   0.12301826883553968E-007  -0.102732803E-003   0.000000000E+000
   0.12339562548840943E-007  -0.104280385E-003   0.000000000E+000
   0.12377298214127919E-007  -0.102630635E-003   0.000000000E+000
   0.12415033879414894E-007  -0.104203405E-003   0.000000000E+000
   0.12452769544701869E-007  -0.110646426E-003   0.000000000E+000
   0.12490505209988845E-007  -0.116631054E-003   0.000000000E+000
   0.12528240875275820E-007  -0.118835720E-003   0.000000000E+000
   0.12565976540562795E-007  -0.119319062E-003   0.000000000E+000
   0.12603712205849771E-007  -0.120316981E-003   0.000000000E+000
   0.12641447871136746E-007  -0.122439640E-003   0.000000000E+000
   0.12679183536423722E-007  -0.125542210E-003   0.000000000E+000
   0.12716919201710697E-007  -0.127652514E-003   0.000000000E+000
   0.12754654866997672E-007  -0.127838561E-003   0.000000000E+000
   0.12792390532284648E-007  -0.129377528E-003   0.000000000E+000
   0.12830126197571623E-007  -0.133387526E-003   0.000000000E+000
   0.12867861862858598E-007  -0.135052745E-003   0.000000000E+000
   0.12905597528145574E-007  -0.133323949E-003   0.000000000E+000
   0.12943333193432549E-007  -0.134263886E-003   0.000000000E+000
   0.12981068858719524E-007  -0.139039214E-003   0.000000000E+000
   0.13018804524006500E-007  -0.141742043E-003   0.000000000E+000
   0.13056540189293475E-007  -0.141214943E-003   0.000000000E+000
   0.13094275854580451E-007  -0.141006210E-003   0.000000000E+000
   0.13132011519867426E-007  -0.140791832E-003   0.000000000E+000
   0.13169747185154401E-007  -0.140545017E-003   0.000000000E+000
   0.13207482850441377E-007  -0.143914149E-003   0.000000000E+000
   0.13245218515728352E-007  -0.148358376E-003   0.000000000E+000
   0.13282954181015327E-007  -0.146769686E-003   0.000000000E+000
   0.13320689846302303E-007  -0.142643490E-003   0.000000000E+000
   0.13358425511589278E-007  -0.145185812E-003   0.000000000E+000
   0.13396161176876253E-007  -0.151655797E-003   0.000000000E+000
   0.13433896842163229E-007  -0.153413712E-003   0.000000000E+000
   0.13471632507450204E-007  -0.151259301E-003   0.000000000E+000
   0.13509368172737179E-007  -0.149475454E-003   0.000000000E+000
   0.13547103838024155E-007  -0.148037172E-003   0.000000000E+000
   0.13584839503311130E-007  -0.149056621E-003   0.000000000E+000
   0.13622575168598106E-007  -0.154072215E-003   0.000000000E+000
   0.13660310833885081E-007  -0.155668895E-003   0.000000000E+000
   0.13698046499172056E-007  -0.149717409E-003   0.000000000E+000
   0.13735782164459032E-007  -0.146046979E-003   0.000000000E+000
   0.13773517829746007E-007  -0.150867971E-003   0.000000000E+000
   0.13811253495032982E-007  -0.155626971E-003   0.000000000E+000
   0.13848989160319958E-007  -0.154260240E-003   0.000000000E+000
   0.13886724825606933E-007  -0.151116561E-003   0.000000000E+000
   0.13924460490893908E-007  -0.148825711E-003   0.000000000E+000
   0.13962196156180884E-007  -0.147851883E-003   0.000000000E+000
   0.13999931821467859E-007  -0.151227039E-003   0.000000000E+000
   0.14037667486754835E-007  -0.155148140E-003   0.000000000E+000
   0.14075403152041810E-007  -0.151196873E-003   0.000000000E+000
   0.14113138817328785E-007  -0.144444231E-003   0.000000000E+000
   0.14150874482615761E-007  -0.146098144E-003   0.000000000E+000
   0.14188610147902736E-007  -0.151293585E-003   0.000000000E+000
   0.14226345813189711E-007  -0.149837942E-003   0.000000000E+000
   0.14264081478476687E-007  -0.146089180E-003   0.000000000E+000
   0.14301817143763662E-007  -0.145786064E-003   0.000000000E+000
   0.14339552809050637E-007  -0.144349906E-003   0.000000000E+000
   0.14377288474337613E-007  -0.142149976E-003   0.000000000E+000
   0.14415024139624588E-007  -0.144785416E-003   0.000000000E+000
   0.14452759804911564E-007  -0.146443839E-003   0.000000000E+000
   0.14490495470198539E-007  -0.140860633E-003   0.000000000E+000
   0.14528231135485514E-007  -0.137273615E-003   0.000000000E+000
   0.14565966800772490E-007  -0.141069380E-003   0.000000000E+000
   0.14603702466059465E-007  -0.141832657E-003   0.000000000E+000
   0.14641438131346440E-007  -0.136966744E-003   0.000000000E+000
   0.14679173796633416E-007  -0.136194067E-003   0.000000000E+000
   0.14716909461920391E-007  -0.137879120E-003   0.000000000E+000
   0.14754645127207366E-007  -0.134101007E-003   0.000000000E+000
   0.14792380792494342E-007  -0.130843531E-003   0.000000000E+000
   0.14830116457781317E-007  -0.133554306E-003   0.000000000E+000
   0.14867852123068293E-007  -0.133279929E-003   0.000000000E+000
   0.14905587788355268E-007  -0.127694526E-003   0.000000000E+000
   0.14943323453642243E-007  -0.126519109E-003   0.000000000E+000
   0.14981059118929219E-007  -0.128332729E-003   0.000000000E+000
   0.15018794784216194E-007  -0.124805389E-003   0.000000000E+000
   0.15056530449503169E-007  -0.121402874E-003   0.000000000E+000
   0.15094266114790145E-007  -0.123696576E-003   0.000000000E+000
   0.15132001780077120E-007  -0.122776342E-003   0.000000000E+000
   0.15169737445364095E-007  -0.116299518E-003   0.000000000E+000
   0.15207473110651071E-007  -0.114935072E-003   0.000000000E+000
   0.15245208775938046E-007  -0.118010998E-003   0.000000000E+000
   0.15282944441225021E-007  -0.115594987E-003   0.000000000E+000
   0.15320680106511997E-007  -0.110897978E-003   0.000000000E+000
   0.15358415771798972E-007  -0.110488880E-003   0.000000000E+000
   0.15396151437085948E-007  -0.108914268E-003   0.000000000E+000
   0.15433887102372923E-007  -0.104622188E-003   0.000000000E+000
   0.15471622767659898E-007  -0.105031257E-003   0.000000000E+000
   0.15509358432946874E-007  -0.106707841E-003   0.000000000E+000
   0.15547094098233849E-007  -0.101076592E-003   0.000000000E+000
   0.15584829763520824E-007  -0.949878813E-004   0.000000000E+000
   0.15622565428807800E-007  -0.966899752E-004   0.000000000E+000
   0.15660301094094775E-007  -0.983539358E-004   0.000000000E+000
   0.15698036759381750E-007  -0.941944309E-004   0.000000000E+000
   0.15735772424668726E-007  -0.907382637E-004   0.000000000E+000
   0.15773508089955701E-007  -0.891201562E-004   0.000000000E+000
   0.15811243755242677E-007  -0.851642690E-004   0.000000000E+000
   0.15848979420529652E-007  -0.834259481E-004   0.000000000E+000
   0.15886715085816627E-007  -0.859831271E-004   0.000000000E+000
   0.15924450751103603E-007  -0.835338069E-004   0.000000000E+000
   0.15962186416390578E-007  -0.752907144E-004   0.000000000E+000
   0.15999922081677553E-007  -0.725892678E-004   0.000000000E+000
   0.16037657746964529E-007  -0.755715955E-004   0.000000000E+000
   0.16075393412251504E-007  -0.745244761E-004   0.000000000E+000
   0.16113129077538479E-007  -0.701498575E-004   0.000000000E+000
   0.16150864742825455E-007  -0.674222320E-004   0.000000000E+000
   0.16188600408112430E-007  -0.638222700E-004   0.000000000E+000
   0.16226336073399406E-007  -0.602188593E-004   0.000000000E+000
   0.16264071738686381E-007  -0.617461483E-004   0.000000000E+000
   0.16301807403973356E-007  -0.629033530E-004   0.000000000E+000
   0.16339543069260332E-007  -0.562957393E-004   0.000000000E+000
   0.16377278734547307E-007  -0.493660991E-004   0.000000000E+000
   0.16415014399834282E-007  -0.499310481E-004   0.000000000E+000
   0.16452750065121258E-007  -0.514378989E-004   0.000000000E+000
   0.16490485730408233E-007  -0.484429620E-004   0.000000000E+000
   0.16528221395695208E-007  -0.450492553E-004   0.000000000E+000
