t              AirBox.fdtd_Point probe A_Ey_25_50_13.dat       incid
   0.13557865663482715E-008   0.000000000E+000   0.000000000E+000
   0.13865998974016414E-008   0.000000000E+000   0.000000000E+000
   0.14174132284550112E-008   0.000000000E+000   0.000000000E+000
   0.14482265595083810E-008   0.000000000E+000   0.000000000E+000
   0.14790398905617508E-008   0.000000000E+000   0.000000000E+000
   0.15098532216151206E-008   0.000000000E+000   0.000000000E+000
   0.15406665526684904E-008   0.000000000E+000   0.000000000E+000
   0.15714798837218602E-008   0.000000000E+000   0.000000000E+000
   0.16022932147752300E-008   0.000000000E+000   0.000000000E+000
   0.16331065458285998E-008   0.000000000E+000   0.000000000E+000
   0.16639198768819696E-008   0.000000000E+000   0.000000000E+000
   0.16947332079353394E-008   0.000000000E+000   0.000000000E+000
   0.17255465389887092E-008   0.000000000E+000   0.000000000E+000
   0.17563598700420791E-008  -0.404577189E-035   0.000000000E+000
   0.17871732010954489E-008  -0.173716426E-034   0.000000000E+000
   0.18179865321488187E-008  -0.354228163E-034   0.000000000E+000
   0.18487998632021885E-008  -0.775289378E-034   0.000000000E+000
   0.18796131942555583E-008  -0.262277264E-033   0.000000000E+000
   0.19104265253089281E-008  -0.907559424E-033   0.000000000E+000
   0.19412398563622979E-008  -0.257453356E-032   0.000000000E+000
   0.19720531874156677E-008  -0.606230208E-032   0.000000000E+000
   0.20028665184690375E-008  -0.118518762E-031   0.000000000E+000
   0.20336798495224073E-008  -0.192569676E-031   0.000000000E+000
   0.20644931805757771E-008  -0.289655914E-031   0.000000000E+000
   0.20953065116291469E-008  -0.492569808E-031   0.000000000E+000
   0.21261198426825167E-008  -0.924640565E-031   0.000000000E+000
   0.21569331737358866E-008  -0.160160917E-030   0.000000000E+000
   0.21877465047892564E-008  -0.270600163E-030   0.000000000E+000
   0.22185598358426262E-008  -0.569396016E-030   0.000000000E+000
   0.22493731668959960E-008  -0.137266604E-029   0.000000000E+000
   0.22801864979493658E-008  -0.285603186E-029   0.000000000E+000
   0.23109998290027356E-008  -0.448813899E-029   0.000000000E+000
   0.23418131600561054E-008  -0.753336282E-011   0.000000000E+000
   0.23726264911094752E-008  -0.101610404E-010   0.000000000E+000
   0.24034398221628450E-008  -0.283896170E-012   0.000000000E+000
   0.24342531532162148E-008   0.837178590E-010   0.000000000E+000
   0.24650664842695846E-008   0.187981908E-009   0.000000000E+000
   0.24958798153229544E-008   0.239024078E-009   0.000000000E+000
   0.25266931463763243E-008   0.219178869E-009   0.000000000E+000
   0.25575064774296941E-008   0.275024697E-009   0.000000000E+000
   0.25883198084830639E-008   0.417061219E-009   0.000000000E+000
   0.26191331395364337E-008   0.424118796E-009   0.000000000E+000
   0.26499464705898035E-008   0.138761669E-009   0.000000000E+000
   0.26807598016431733E-008  -0.262028704E-009   0.000000000E+000
   0.27115731326965431E-008  -0.502455411E-009   0.000000000E+000
   0.27423864637499129E-008  -0.590645366E-009   0.000000000E+000
   0.27731997948032827E-008  -0.653297860E-009   0.000000000E+000
   0.28040131258566525E-008  -0.629839569E-009   0.000000000E+000
   0.28348264569100223E-008  -0.442508308E-009   0.000000000E+000
   0.28656397879633921E-008  -0.348591600E-009   0.000000000E+000
   0.28964531190167619E-008  -0.555795410E-009   0.000000000E+000
   0.29272664500701318E-008  -0.452726384E-009   0.000000000E+000
   0.29580797811235016E-008   0.889497809E-009   0.000000000E+000
   0.29888931121768714E-008   0.287897639E-008   0.000000000E+000
   0.30197064432302412E-008   0.339457484E-008   0.000000000E+000
   0.30505197742836110E-008   0.255996735E-008   0.000000000E+000
   0.30813331053369808E-008   0.480970819E-008   0.000000000E+000
   0.31121464363903506E-008   0.135149572E-007   0.000000000E+000
   0.31429597674437204E-008   0.251270862E-007   0.000000000E+000
   0.31737730984970902E-008   0.345348639E-007   0.000000000E+000
   0.32045864295504600E-008   0.463601140E-007   0.000000000E+000
   0.32353997606038298E-008   0.738665875E-007   0.000000000E+000
   0.32662130916571996E-008   0.124173781E-006   0.000000000E+000
   0.32970264227105694E-008   0.192678883E-006   0.000000000E+000
   0.33278397537639393E-008   0.277071962E-006   0.000000000E+000
   0.33586530848173091E-008   0.389545107E-006   0.000000000E+000
   0.33894664158706789E-008   0.548258015E-006   0.000000000E+000
   0.34202797469240487E-008   0.762367051E-006   0.000000000E+000
   0.34510930779774185E-008   0.103349771E-005   0.000000000E+000
   0.34819064090307883E-008   0.136746212E-005   0.000000000E+000
   0.35127197400841581E-008   0.177346794E-005   0.000000000E+000
   0.35435330711375279E-008   0.225012695E-005   0.000000000E+000
   0.35743464021908977E-008   0.277914887E-005   0.000000000E+000
   0.36051597332442675E-008   0.333343360E-005   0.000000000E+000
   0.36359730642976373E-008   0.388271656E-005   0.000000000E+000
   0.36667863953510071E-008   0.438590814E-005   0.000000000E+000
   0.36975997264043770E-008   0.478130960E-005   0.000000000E+000
   0.37284130574577468E-008   0.498747886E-005   0.000000000E+000
   0.37592263885111166E-008   0.491638139E-005   0.000000000E+000
   0.37900397195644864E-008   0.449410300E-005   0.000000000E+000
   0.38208530506178562E-008   0.367645066E-005   0.000000000E+000
   0.38516663816712260E-008   0.244395505E-005   0.000000000E+000
   0.38824797127245958E-008   0.790299396E-006   0.000000000E+000
   0.39132930437779656E-008  -0.125731970E-005   0.000000000E+000
   0.39441063748313354E-008  -0.359370824E-005   0.000000000E+000
   0.39749197058847052E-008  -0.603487842E-005   0.000000000E+000
   0.40057330369380750E-008  -0.837794141E-005   0.000000000E+000
   0.40365463679914448E-008  -0.104401461E-004   0.000000000E+000
   0.40673596990448146E-008  -0.120308096E-004   0.000000000E+000
   0.40981730300981845E-008  -0.129371538E-004   0.000000000E+000
   0.41289863611515543E-008  -0.129931550E-004   0.000000000E+000
   0.41597996922049241E-008  -0.121573767E-004   0.000000000E+000
   0.41906130232582939E-008  -0.105049012E-004   0.000000000E+000
   0.42214263543116637E-008  -0.817375985E-005   0.000000000E+000
   0.42522396853650335E-008  -0.535436902E-005   0.000000000E+000
   0.42830530164184033E-008  -0.230500837E-005   0.000000000E+000
   0.43138663474717731E-008   0.675448973E-006   0.000000000E+000
   0.43446796785251429E-008   0.330935336E-005   0.000000000E+000
   0.43754930095785127E-008   0.538089716E-005   0.000000000E+000
   0.44063063406318825E-008   0.675022602E-005   0.000000000E+000
   0.44371196716852523E-008   0.736913125E-005   0.000000000E+000
   0.44679330027386222E-008   0.729376052E-005   0.000000000E+000
   0.44987463337919920E-008   0.666903634E-005   0.000000000E+000
   0.45295596648453618E-008   0.568668338E-005   0.000000000E+000
   0.45603729958987316E-008   0.454356677E-005   0.000000000E+000
   0.45911863269521014E-008   0.341350733E-005   0.000000000E+000
   0.46219996580054712E-008   0.242166789E-005   0.000000000E+000
   0.46528129890588410E-008   0.162032825E-005   0.000000000E+000
   0.46836263201122108E-008   0.995406594E-006   0.000000000E+000
   0.47144396511655806E-008   0.515251486E-006   0.000000000E+000
   0.47452529822189504E-008   0.169487777E-006   0.000000000E+000
   0.47760663132723202E-008  -0.440008989E-007   0.000000000E+000
   0.48068796443256900E-008  -0.138152899E-006   0.000000000E+000
   0.48376929753790598E-008  -0.120039246E-006   0.000000000E+000
   0.48685063064324297E-008   0.340416761E-008   0.000000000E+000
   0.48993196374857995E-008   0.168483439E-006   0.000000000E+000
   0.49301329685391693E-008   0.254870088E-006   0.000000000E+000
   0.49609462995925391E-008   0.193948665E-006   0.000000000E+000
   0.49917596306459089E-008   0.349450460E-007   0.000000000E+000
   0.50225729616992787E-008  -0.132023757E-006   0.000000000E+000
   0.50533862927526485E-008  -0.254807475E-006   0.000000000E+000
   0.50841996238060183E-008  -0.286916276E-006   0.000000000E+000
   0.51150129548593881E-008  -0.169096410E-006   0.000000000E+000
   0.51458262859127579E-008   0.838084588E-007   0.000000000E+000
   0.51766396169661277E-008   0.332870371E-006   0.000000000E+000
   0.52074529480194975E-008   0.408360734E-006   0.000000000E+000
   0.52382662790728673E-008   0.234693985E-006   0.000000000E+000
   0.52690796101262372E-008  -0.120060079E-006   0.000000000E+000
   0.52998929411796070E-008  -0.454405665E-006   0.000000000E+000
   0.53307062722329768E-008  -0.523625886E-006   0.000000000E+000
   0.53615196032863466E-008  -0.235813530E-006   0.000000000E+000
   0.53923329343397164E-008   0.210838891E-006   0.000000000E+000
   0.54231462653930862E-008   0.465956589E-006   0.000000000E+000
   0.54539595964464560E-008   0.354861015E-006   0.000000000E+000
   0.54847729274998258E-008   0.313120836E-007   0.000000000E+000
   0.55155862585531956E-008  -0.241259812E-006   0.000000000E+000
   0.55463995896065654E-008  -0.398164303E-006   0.000000000E+000
   0.55772129206599352E-008  -0.534419030E-006   0.000000000E+000
   0.56080262517133050E-008  -0.601541956E-006   0.000000000E+000
   0.56388395827666749E-008  -0.412783720E-006   0.000000000E+000
   0.56696529138200447E-008  -0.401848297E-007   0.000000000E+000
   0.57004662448734145E-008   0.974162617E-007   0.000000000E+000
   0.57312795759267843E-008  -0.279488773E-006   0.000000000E+000
   0.57620929069801541E-008  -0.998392807E-006   0.000000000E+000
   0.57929062380335239E-008  -0.169154100E-005   0.000000000E+000
   0.58237195690868937E-008  -0.201959347E-005   0.000000000E+000
   0.58545329001402635E-008  -0.170753310E-005   0.000000000E+000
   0.58853462311936333E-008  -0.935344190E-006   0.000000000E+000
   0.59161595622470031E-008  -0.544333147E-006   0.000000000E+000
   0.59469728933003729E-008  -0.105497543E-005   0.000000000E+000
   0.59777862243537427E-008  -0.173428293E-005   0.000000000E+000
   0.60085995554071125E-008  -0.162792628E-005   0.000000000E+000
   0.60394128864604824E-008  -0.101100261E-005   0.000000000E+000
   0.60702262175138522E-008  -0.538728727E-006   0.000000000E+000
   0.61010395485672220E-008   0.201796809E-006   0.000000000E+000
   0.61318528796205918E-008   0.160986497E-005   0.000000000E+000
   0.61626662106739616E-008   0.267672385E-005   0.000000000E+000
   0.61934795417273314E-008   0.268940903E-005   0.000000000E+000
   0.62242928727807012E-008   0.282345718E-005   0.000000000E+000
   0.62551062038340710E-008   0.380565689E-005   0.000000000E+000
   0.62859195348874408E-008   0.414776378E-005   0.000000000E+000
   0.63167328659408106E-008   0.322636538E-005   0.000000000E+000
   0.63475461969941804E-008   0.311170174E-005   0.000000000E+000
   0.63783595280475502E-008   0.441762040E-005   0.000000000E+000
   0.64091728591009200E-008   0.423737129E-005   0.000000000E+000
   0.64399861901542899E-008   0.146727416E-005   0.000000000E+000
   0.64707995212076597E-008  -0.639070777E-006   0.000000000E+000
   0.65016128522610295E-008  -0.529359056E-006   0.000000000E+000
   0.65324261833143993E-008  -0.977010131E-006   0.000000000E+000
   0.65632395143677691E-008  -0.257752572E-005   0.000000000E+000
   0.65940528454211389E-008  -0.213043859E-005   0.000000000E+000
   0.66248661764745087E-008  -0.277490585E-006   0.000000000E+000
   0.66556795075278785E-008  -0.155986243E-005   0.000000000E+000
   0.66864928385812483E-008  -0.462967046E-005   0.000000000E+000
   0.67173061696346181E-008  -0.341779514E-005   0.000000000E+000
   0.67481195006879879E-008   0.596097834E-006   0.000000000E+000
   0.67789328317413577E-008   0.289740740E-006   0.000000000E+000
   0.68097461627947276E-008  -0.281260759E-005   0.000000000E+000
   0.68405594938480974E-008  -0.126965756E-005   0.000000000E+000
   0.68713728249014672E-008   0.259394415E-005   0.000000000E+000
   0.69021861559548370E-008   0.872233272E-006   0.000000000E+000
   0.69329994870082068E-008  -0.309881898E-005   0.000000000E+000
   0.69638128180615766E-008  -0.932883268E-006   0.000000000E+000
   0.69946261491149464E-008   0.301453201E-005   0.000000000E+000
   0.70254394801683162E-008   0.240176632E-006   0.000000000E+000
   0.70562528112216860E-008  -0.345091030E-005   0.000000000E+000
   0.70870661422750558E-008   0.559021373E-006   0.000000000E+000
   0.71178794733284256E-008   0.466109032E-005   0.000000000E+000
   0.71486928043817954E-008  -0.317783815E-006   0.000000000E+000
   0.71795061354351652E-008  -0.534298806E-005   0.000000000E+000
   0.72103194664885351E-008  -0.553000518E-006   0.000000000E+000
   0.72411327975419049E-008   0.452775203E-005   0.000000000E+000
   0.72719461285952747E-008   0.265510607E-006   0.000000000E+000
   0.73027594596486445E-008  -0.353329165E-005   0.000000000E+000
   0.73335727907020143E-008   0.143950888E-005   0.000000000E+000
   0.73643861217553841E-008   0.420775268E-005   0.000000000E+000
   0.73951994528087539E-008  -0.240796544E-005   0.000000000E+000
   0.74260127838621237E-008  -0.576415459E-005   0.000000000E+000
   0.74568261149154935E-008   0.138233236E-005   0.000000000E+000
   0.74876394459688633E-008   0.581518725E-005   0.000000000E+000
   0.75184527770222331E-008  -0.101208116E-006   0.000000000E+000
   0.75492661080756029E-008  -0.415561453E-005   0.000000000E+000
   0.75800794391289728E-008   0.597002781E-006   0.000000000E+000
   0.76108927701823426E-008   0.318118327E-005   0.000000000E+000
   0.76417061012357124E-008  -0.187164096E-005   0.000000000E+000
   0.76725194322890822E-008  -0.400062254E-005   0.000000000E+000
   0.77033327633424520E-008   0.160084392E-005   0.000000000E+000
   0.77341460943958218E-008   0.483681833E-005   0.000000000E+000
   0.77649594254491916E-008   0.277817435E-006   0.000000000E+000
   0.77957727565025614E-008  -0.389471870E-005   0.000000000E+000
   0.78265860875559312E-008  -0.167451208E-005   0.000000000E+000
   0.78573994186093010E-008   0.188428544E-005   0.000000000E+000
   0.78882127496626708E-008   0.141953763E-005   0.000000000E+000
   0.79190260807160406E-008  -0.743390615E-006   0.000000000E+000
   0.79498394117694104E-008  -0.574352214E-006   0.000000000E+000
   0.79806527428227803E-008   0.989788305E-006   0.000000000E+000
   0.80114660738761501E-008   0.591552805E-006   0.000000000E+000
   0.80422794049295199E-008  -0.145668855E-005   0.000000000E+000
   0.80730927359828897E-008  -0.138748726E-005   0.000000000E+000
   0.81039060670362595E-008   0.124727956E-005   0.000000000E+000
   0.81347193980896293E-008   0.184639975E-005   0.000000000E+000
   0.81655327291429991E-008  -0.956852773E-006   0.000000000E+000
   0.81963460601963689E-008  -0.179034896E-005   0.000000000E+000
   0.82271593912497387E-008   0.139015674E-005   0.000000000E+000
   0.82579727223031085E-008   0.229648913E-005   0.000000000E+000
   0.82887860533564783E-008  -0.180543339E-005   0.000000000E+000
   0.83195993844098481E-008  -0.364140033E-005   0.000000000E+000
   0.83504127154632179E-008   0.818556146E-006   0.000000000E+000
   0.83812260465165878E-008   0.425485950E-005   0.000000000E+000
   0.84120393775699576E-008   0.117774516E-005   0.000000000E+000
   0.84428527086233274E-008  -0.273299429E-005   0.000000000E+000
   0.84736660396766972E-008  -0.186685634E-005   0.000000000E+000
   0.85044793707300670E-008   0.376344815E-006   0.000000000E+000
   0.85352927017834368E-008   0.149293214E-006   0.000000000E+000
   0.85661060328368066E-008  -0.722039033E-007   0.000000000E+000
   0.85969193638901764E-008   0.163298591E-005   0.000000000E+000
   0.86277326949435462E-008   0.206958953E-005   0.000000000E+000
   0.86585460259969160E-008  -0.723730182E-006   0.000000000E+000
   0.86893593570502858E-008  -0.328493252E-005   0.000000000E+000
   0.87201726881036556E-008  -0.198193243E-005   0.000000000E+000
   0.87509860191570255E-008   0.158687317E-005   0.000000000E+000
   0.87817993502103953E-008   0.289944478E-005   0.000000000E+000
   0.88126126812637651E-008   0.771434770E-006   0.000000000E+000
   0.88434260123171349E-008  -0.119129663E-005   0.000000000E+000
   0.88742393433705047E-008  -0.491384242E-006   0.000000000E+000
   0.89050526744238745E-008   0.164085350E-006   0.000000000E+000
   0.89358660054772443E-008  -0.157689544E-005   0.000000000E+000
   0.89666793365306141E-008  -0.217764500E-005   0.000000000E+000
   0.89974926675839839E-008   0.147320839E-005   0.000000000E+000
   0.90283059986373537E-008   0.468419057E-005   0.000000000E+000
   0.90591193296907235E-008   0.183609245E-005   0.000000000E+000
   0.90899326607440933E-008  -0.365892856E-005   0.000000000E+000
   0.91207459917974631E-008  -0.448932087E-005   0.000000000E+000
   0.91515593228508330E-008  -0.477836693E-006   0.000000000E+000
   0.91823726539042028E-008   0.289860691E-005   0.000000000E+000
   0.92131859849575726E-008   0.304192713E-005   0.000000000E+000
   0.92439993160109424E-008   0.121136259E-005   0.000000000E+000
   0.92748126470643122E-008  -0.125382394E-005   0.000000000E+000
   0.93056259781176820E-008  -0.304225205E-005   0.000000000E+000
   0.93364393091710518E-008  -0.232821571E-005   0.000000000E+000
   0.93672526402244216E-008   0.773318561E-006   0.000000000E+000
   0.93980659712777914E-008   0.331800220E-005   0.000000000E+000
   0.94288793023311612E-008   0.262077174E-005   0.000000000E+000
   0.94596926333845310E-008  -0.781689096E-006   0.000000000E+000
   0.94905059644379008E-008  -0.345778972E-005   0.000000000E+000
   0.95213192954912707E-008  -0.240054942E-005   0.000000000E+000
   0.95521326265446405E-008   0.132426021E-005   0.000000000E+000
   0.95829459575980103E-008   0.329808358E-005   0.000000000E+000
   0.96137592886513801E-008   0.128754868E-005   0.000000000E+000
   0.96445726197047499E-008  -0.182531130E-005   0.000000000E+000
   0.96753859507581197E-008  -0.221851633E-005   0.000000000E+000
   0.97061992818114895E-008  -0.654767973E-007   0.000000000E+000
   0.97370126128648593E-008   0.152960001E-005   0.000000000E+000
   0.97678259439182291E-008   0.890050728E-006   0.000000000E+000
   0.97986392749715989E-008  -0.620355536E-006   0.000000000E+000
   0.98294526060249687E-008  -0.857439318E-006   0.000000000E+000
   0.98602659370783385E-008   0.234634854E-006   0.000000000E+000
   0.98910792681317083E-008   0.794383141E-006   0.000000000E+000
   0.99218925991850782E-008   0.268848908E-007   0.000000000E+000
   0.99527059302384480E-008  -0.707283959E-006   0.000000000E+000
   0.99835192612918178E-008  -0.436652726E-006   0.000000000E+000
   0.10014332592345188E-007   0.951534389E-007   0.000000000E+000
   0.10045145923398557E-007   0.405398566E-006   0.000000000E+000
   0.10075959254451927E-007   0.798905944E-006   0.000000000E+000
   0.10106772585505297E-007   0.592310130E-006   0.000000000E+000
   0.10137585916558667E-007  -0.884478368E-006   0.000000000E+000
   0.10168399247612037E-007  -0.182556198E-005   0.000000000E+000
   0.10199212578665406E-007  -0.296723670E-006   0.000000000E+000
   0.10230025909718776E-007   0.186268687E-005   0.000000000E+000
   0.10260839240772146E-007   0.157407680E-005   0.000000000E+000
   0.10291652571825516E-007  -0.475731440E-006   0.000000000E+000
   0.10322465902878886E-007  -0.143658417E-005   0.000000000E+000
   0.10353279233932255E-007  -0.922761956E-006   0.000000000E+000
   0.10384092564985625E-007  -0.156668818E-006   0.000000000E+000
   0.10414905896038995E-007   0.899816825E-006   0.000000000E+000
   0.10445719227092365E-007   0.183988629E-005   0.000000000E+000
   0.10476532558145735E-007   0.588432044E-006   0.000000000E+000
   0.10507345889199105E-007  -0.233813716E-005   0.000000000E+000
   0.10538159220252474E-007  -0.249702089E-005   0.000000000E+000
   0.10568972551305844E-007   0.134033962E-005   0.000000000E+000
   0.10599785882359214E-007   0.360065587E-005   0.000000000E+000
   0.10630599213412584E-007   0.504814352E-006   0.000000000E+000
   0.10661412544465954E-007  -0.315597686E-005   0.000000000E+000
   0.10692225875519323E-007  -0.189599928E-005   0.000000000E+000
   0.10723039206572693E-007   0.146774619E-005   0.000000000E+000
   0.10753852537626063E-007   0.164486369E-005   0.000000000E+000
   0.10784665868679433E-007  -0.441823431E-007   0.000000000E+000
   0.10815479199732803E-007   0.551395445E-007   0.000000000E+000
   0.10846292530786172E-007   0.372527694E-006   0.000000000E+000
   0.10877105861839542E-007  -0.141342286E-005   0.000000000E+000
   0.10907919192892912E-007  -0.217716047E-005   0.000000000E+000
   0.10938732523946282E-007   0.769379312E-006   0.000000000E+000
   0.10969545854999652E-007   0.334874630E-005   0.000000000E+000
   0.11000359186053021E-007   0.132054492E-005   0.000000000E+000
   0.11031172517106391E-007  -0.231084073E-005   0.000000000E+000
   0.11061985848159761E-007  -0.257496117E-005   0.000000000E+000
   0.11092799179213131E-007  -0.709460437E-007   0.000000000E+000
   0.11123612510266501E-007   0.163020445E-005   0.000000000E+000
   0.11154425841319870E-007   0.150085816E-005   0.000000000E+000
   0.11185239172373240E-007   0.459225589E-006   0.000000000E+000
   0.11216052503426610E-007  -0.854108521E-006   0.000000000E+000
   0.11246865834479980E-007  -0.154714826E-005   0.000000000E+000
   0.11277679165533350E-007  -0.749595813E-006   0.000000000E+000
   0.11308492496586720E-007   0.742307009E-006   0.000000000E+000
   0.11339305827640089E-007   0.130397939E-005   0.000000000E+000
   0.11370119158693459E-007   0.691328239E-006   0.000000000E+000
   0.11400932489746829E-007  -0.211373560E-006   0.000000000E+000
   0.11431745820800199E-007  -0.877881234E-006   0.000000000E+000
   0.11462559151853569E-007  -0.108259314E-005   0.000000000E+000
   0.11493372482906938E-007  -0.461293723E-006   0.000000000E+000
   0.11524185813960308E-007   0.800953273E-006   0.000000000E+000
   0.11554999145013678E-007   0.156863234E-005   0.000000000E+000
   0.11585812476067048E-007   0.825811412E-006   0.000000000E+000
   0.11616625807120418E-007  -0.961072828E-006   0.000000000E+000
   0.11647439138173787E-007  -0.195533812E-005   0.000000000E+000
   0.11678252469227157E-007  -0.898947178E-006   0.000000000E+000
   0.11709065800280527E-007   0.110087910E-005   0.000000000E+000
   0.11739879131333897E-007   0.167510757E-005   0.000000000E+000
   0.11770692462387267E-007   0.299764451E-006   0.000000000E+000
   0.11801505793440636E-007  -0.107695416E-005   0.000000000E+000
   0.11832319124494006E-007  -0.103419598E-005   0.000000000E+000
   0.11863132455547376E-007  -0.497115877E-006   0.000000000E+000
   0.11893945786600746E-007  -0.507563527E-006   0.000000000E+000
   0.11924759117654116E-007  -0.276289455E-006   0.000000000E+000
   0.11955572448707485E-007   0.726898293E-006   0.000000000E+000
   0.11986385779760855E-007   0.845500608E-006   0.000000000E+000
   0.12017199110814225E-007  -0.102644503E-005   0.000000000E+000
   0.12048012441867595E-007  -0.267222185E-005   0.000000000E+000
   0.12078825772920965E-007  -0.160796606E-005   0.000000000E+000
   0.12109639103974335E-007   0.768248015E-006   0.000000000E+000
   0.12140452435027704E-007   0.136604274E-005   0.000000000E+000
   0.12171265766081074E-007   0.878642368E-007   0.000000000E+000
   0.12202079097134444E-007  -0.925808649E-006   0.000000000E+000
   0.12232892428187814E-007  -0.965468871E-006   0.000000000E+000
   0.12263705759241184E-007  -0.603691831E-006   0.000000000E+000
   0.12294519090294553E-007   0.298809766E-006   0.000000000E+000
   0.12325332421347923E-007   0.178603182E-005   0.000000000E+000
   0.12356145752401293E-007   0.264792175E-005   0.000000000E+000
   0.12386959083454663E-007   0.193421192E-005   0.000000000E+000
   0.12417772414508033E-007   0.352772418E-006   0.000000000E+000
   0.12448585745561402E-007  -0.546978981E-006   0.000000000E+000
   0.12479399076614772E-007   0.317617435E-006   0.000000000E+000
   0.12510212407668142E-007   0.251186111E-005   0.000000000E+000
   0.12541025738721512E-007   0.373161993E-005   0.000000000E+000
   0.12571839069774882E-007   0.205783431E-005   0.000000000E+000
   0.12602652400828251E-007  -0.112195562E-005   0.000000000E+000
   0.12633465731881621E-007  -0.249519553E-005   0.000000000E+000
   0.12664279062934991E-007  -0.105117522E-005   0.000000000E+000
   0.12695092393988361E-007   0.106912614E-005   0.000000000E+000
   0.12725905725041731E-007   0.142490353E-005   0.000000000E+000
   0.12756719056095100E-007  -0.444751777E-006   0.000000000E+000
   0.12787532387148470E-007  -0.267779956E-005   0.000000000E+000
   0.12818345718201840E-007  -0.270623173E-005   0.000000000E+000
   0.12849159049255210E-007  -0.492577328E-006   0.000000000E+000
   0.12879972380308580E-007   0.974787554E-006   0.000000000E+000
   0.12910785711361950E-007   0.763801609E-007   0.000000000E+000
   0.12941599042415319E-007  -0.109052110E-005   0.000000000E+000
   0.12972412373468689E-007  -0.719744207E-006   0.000000000E+000
   0.13003225704522059E-007  -0.500466513E-007   0.000000000E+000
   0.13034039035575429E-007  -0.782801308E-007   0.000000000E+000
   0.13064852366628799E-007   0.310029264E-006   0.000000000E+000
   0.13095665697682168E-007   0.112822670E-005   0.000000000E+000
   0.13126479028735538E-007   0.532416550E-006   0.000000000E+000
   0.13157292359788908E-007  -0.127363933E-005   0.000000000E+000
   0.13188105690842278E-007  -0.145427714E-005   0.000000000E+000
   0.13218919021895648E-007   0.868580969E-006   0.000000000E+000
   0.13249732352949017E-007   0.274588092E-005   0.000000000E+000
   0.13280545684002387E-007   0.145864226E-005   0.000000000E+000
   0.13311359015055757E-007  -0.153032090E-005   0.000000000E+000
   0.13342172346109127E-007  -0.223954112E-005   0.000000000E+000
   0.13372985677162497E-007   0.466520760E-006   0.000000000E+000
   0.13403799008215866E-007   0.297166821E-005   0.000000000E+000
   0.13434612339269236E-007   0.194164045E-005   0.000000000E+000
   0.13465425670322606E-007  -0.712738483E-006   0.000000000E+000
   0.13496239001375976E-007  -0.114032878E-005   0.000000000E+000
   0.13527052332429346E-007   0.211890892E-006   0.000000000E+000
   0.13557865663482715E-007   0.211525546E-006   0.000000000E+000
   0.13588678994536085E-007  -0.928372344E-006   0.000000000E+000
   0.13619492325589455E-007  -0.545004639E-006   0.000000000E+000
