t              AirBox.fdtd_Point probe C_Hx_75_50_13.dat       incid
   0.13557865663482715E-008   0.000000000E+000   0.000000000E+000
   0.13865998974016414E-008   0.000000000E+000   0.000000000E+000
   0.14174132284550112E-008   0.000000000E+000   0.000000000E+000
   0.14482265595083810E-008   0.000000000E+000   0.000000000E+000
   0.14790398905617508E-008   0.000000000E+000   0.000000000E+000
   0.15098532216151206E-008   0.000000000E+000   0.000000000E+000
   0.15406665526684904E-008   0.000000000E+000   0.000000000E+000
   0.15714798837218602E-008   0.000000000E+000   0.000000000E+000
   0.16022932147752300E-008   0.000000000E+000   0.000000000E+000
   0.16331065458285998E-008   0.000000000E+000   0.000000000E+000
   0.16639198768819696E-008   0.000000000E+000   0.000000000E+000
   0.16947332079353394E-008   0.000000000E+000   0.000000000E+000
   0.17255465389887092E-008   0.000000000E+000   0.000000000E+000
   0.17563598700420791E-008   0.000000000E+000   0.000000000E+000
   0.17871732010954489E-008   0.000000000E+000   0.000000000E+000
   0.18179865321488187E-008   0.000000000E+000   0.000000000E+000
   0.18487998632021885E-008   0.000000000E+000   0.000000000E+000
   0.18796131942555583E-008   0.000000000E+000   0.000000000E+000
   0.19104265253089281E-008   0.000000000E+000   0.000000000E+000
   0.19412398563622979E-008   0.731526227E-037   0.000000000E+000
   0.19720531874156677E-008   0.327269041E-036   0.000000000E+000
   0.20028665184690375E-008   0.725390199E-036   0.000000000E+000
   0.20336798495224073E-008   0.620172101E-036   0.000000000E+000
   0.20644931805757771E-008  -0.236805809E-035   0.000000000E+000
   0.20953065116291469E-008  -0.135153726E-034   0.000000000E+000
   0.21261198426825167E-008  -0.412858469E-034   0.000000000E+000
   0.21569331737358866E-008  -0.102969310E-033   0.000000000E+000
   0.21877465047892564E-008  -0.249604516E-033   0.000000000E+000
   0.22185598358426262E-008  -0.603333679E-033   0.000000000E+000
   0.22493731668959960E-008  -0.136399369E-032   0.000000000E+000
   0.22801864979493658E-008  -0.279894719E-032   0.000000000E+000
   0.23109998290027356E-008   0.324341248E-013   0.000000000E+000
   0.23418131600561054E-008   0.957000999E-013   0.000000000E+000
   0.23726264911094752E-008   0.373406547E-013   0.000000000E+000
   0.24034398221628450E-008  -0.619291876E-014   0.000000000E+000
   0.24342531532162148E-008   0.833714066E-013   0.000000000E+000
   0.24650664842695846E-008   0.233955271E-012   0.000000000E+000
   0.24958798153229544E-008   0.917209830E-013   0.000000000E+000
   0.25266931463763243E-008  -0.438651584E-012   0.000000000E+000
   0.25575064774296941E-008  -0.975967354E-012   0.000000000E+000
   0.25883198084830639E-008  -0.114264652E-011   0.000000000E+000
   0.26191331395364337E-008  -0.101867581E-011   0.000000000E+000
   0.26499464705898035E-008  -0.898185931E-012   0.000000000E+000
   0.26807598016431733E-008  -0.846084541E-012   0.000000000E+000
   0.27115731326965431E-008  -0.828433784E-012   0.000000000E+000
   0.27423864637499129E-008  -0.736110283E-012   0.000000000E+000
   0.27731997948032827E-008   0.254837926E-013   0.000000000E+000
   0.28040131258566525E-008   0.153106434E-011   0.000000000E+000
   0.28348264569100223E-008   0.230395781E-011   0.000000000E+000
   0.28656397879633921E-008   0.798009011E-012   0.000000000E+000
   0.28964531190167619E-008  -0.137520789E-011   0.000000000E+000
   0.29272664500701318E-008  -0.900653413E-012   0.000000000E+000
   0.29580797811235016E-008   0.195371844E-011   0.000000000E+000
   0.29888931121768714E-008   0.209971276E-011   0.000000000E+000
   0.30197064432302412E-008  -0.495503291E-011   0.000000000E+000
   0.30505197742836110E-008  -0.192498899E-010   0.000000000E+000
   0.30813331053369808E-008  -0.370817856E-010   0.000000000E+000
   0.31121464363903506E-008  -0.538833284E-010   0.000000000E+000
   0.31429597674437204E-008  -0.693859553E-010   0.000000000E+000
   0.31737730984970902E-008  -0.931700411E-010   0.000000000E+000
   0.32045864295504600E-008  -0.142546974E-009   0.000000000E+000
   0.32353997606038298E-008  -0.232425884E-009   0.000000000E+000
   0.32662130916571996E-008  -0.370478537E-009   0.000000000E+000
   0.32970264227105694E-008  -0.563213753E-009   0.000000000E+000
   0.33278397537639393E-008  -0.821084201E-009   0.000000000E+000
   0.33586530848173091E-008  -0.115961085E-008   0.000000000E+000
   0.33894664158706789E-008  -0.160577796E-008   0.000000000E+000
   0.34202797469240487E-008  -0.220104512E-008   0.000000000E+000
   0.34510930779774185E-008  -0.298307734E-008   0.000000000E+000
   0.34819064090307883E-008  -0.396142763E-008   0.000000000E+000
   0.35127197400841581E-008  -0.511634957E-008   0.000000000E+000
   0.35435330711375279E-008  -0.641631770E-008   0.000000000E+000
   0.35743464021908977E-008  -0.783097853E-008   0.000000000E+000
   0.36051597332442675E-008  -0.932791533E-008   0.000000000E+000
   0.36359730642976373E-008  -0.108372191E-007   0.000000000E+000
   0.36667863953510071E-008  -0.121972423E-007   0.000000000E+000
   0.36975997264043770E-008  -0.131649980E-007   0.000000000E+000
   0.37284130574577468E-008  -0.135243710E-007   0.000000000E+000
   0.37592263885111166E-008  -0.131479680E-007   0.000000000E+000
   0.37900397195644864E-008  -0.118994681E-007   0.000000000E+000
   0.38208530506178562E-008  -0.955442037E-008   0.000000000E+000
   0.38516663816712260E-008  -0.594445115E-008   0.000000000E+000
   0.38824797127245958E-008  -0.115027010E-008   0.000000000E+000
   0.39132930437779656E-008   0.455148896E-008   0.000000000E+000
   0.39441063748313354E-008   0.108690354E-007   0.000000000E+000
   0.39749197058847052E-008   0.174796604E-007   0.000000000E+000
   0.40057330369380750E-008   0.238791138E-007   0.000000000E+000
   0.40365463679914448E-008   0.294104652E-007   0.000000000E+000
   0.40673596990448146E-008   0.334597559E-007   0.000000000E+000
   0.40981730300981845E-008   0.355554945E-007   0.000000000E+000
   0.41289863611515543E-008   0.353639855E-007   0.000000000E+000
   0.41597996922049241E-008   0.327627809E-007   0.000000000E+000
   0.41906130232582939E-008   0.279435390E-007   0.000000000E+000
   0.42214263543116637E-008   0.213593765E-007   0.000000000E+000
   0.42522396853650335E-008   0.135783251E-007   0.000000000E+000
   0.42830530164184033E-008   0.525301580E-008   0.000000000E+000
   0.43138663474717731E-008  -0.282829582E-008   0.000000000E+000
   0.43446796785251429E-008  -0.984459447E-008   0.000000000E+000
   0.43754930095785127E-008  -0.152099897E-007   0.000000000E+000
   0.44063063406318825E-008  -0.187097697E-007   0.000000000E+000
   0.44371196716852523E-008  -0.203514130E-007   0.000000000E+000
   0.44679330027386222E-008  -0.202002557E-007   0.000000000E+000
   0.44987463337919920E-008  -0.184682829E-007   0.000000000E+000
   0.45295596648453618E-008  -0.156464353E-007   0.000000000E+000
   0.45603729958987316E-008  -0.123504789E-007   0.000000000E+000
   0.45911863269521014E-008  -0.905014996E-008   0.000000000E+000
   0.46219996580054712E-008  -0.605718720E-008   0.000000000E+000
   0.46528129890588410E-008  -0.365828035E-008   0.000000000E+000
   0.46836263201122108E-008  -0.204732009E-008   0.000000000E+000
   0.47144396511655806E-008  -0.116815002E-008   0.000000000E+000
   0.47452529822189504E-008  -0.773677900E-009   0.000000000E+000
   0.47760663132723202E-008  -0.596994454E-009   0.000000000E+000
   0.48068796443256900E-008  -0.415706553E-009   0.000000000E+000
   0.48376929753790598E-008  -0.111022108E-009   0.000000000E+000
   0.48685063064324297E-008   0.240042874E-009   0.000000000E+000
   0.48993196374857995E-008   0.457585636E-009   0.000000000E+000
   0.49301329685391693E-008   0.465868288E-009   0.000000000E+000
   0.49609462995925391E-008   0.283651103E-009   0.000000000E+000
   0.49917596306459089E-008  -0.868535521E-010   0.000000000E+000
   0.50225729616992787E-008  -0.541025891E-009   0.000000000E+000
   0.50533862927526485E-008  -0.765314423E-009   0.000000000E+000
   0.50841996238060183E-008  -0.513536547E-009   0.000000000E+000
   0.51150129548593881E-008   0.886688500E-010   0.000000000E+000
   0.51458262859127579E-008   0.679583556E-009   0.000000000E+000
   0.51766396169661277E-008   0.952195434E-009   0.000000000E+000
   0.52074529480194975E-008   0.722823856E-009   0.000000000E+000
   0.52382662790728673E-008   0.600308692E-011   0.000000000E+000
   0.52690796101262372E-008  -0.805382927E-009   0.000000000E+000
   0.52998929411796070E-008  -0.110829124E-008   0.000000000E+000
   0.53307062722329768E-008  -0.661421362E-009   0.000000000E+000
   0.53615196032863466E-008   0.143153933E-009   0.000000000E+000
   0.53923329343397164E-008   0.709543924E-009   0.000000000E+000
   0.54231462653930862E-008   0.838188241E-009   0.000000000E+000
   0.54539595964464560E-008   0.749556583E-009   0.000000000E+000
   0.54847729274998258E-008   0.535909039E-009   0.000000000E+000
   0.55155862585531956E-008  -0.801371192E-010   0.000000000E+000
   0.55463995896065654E-008  -0.107696752E-008   0.000000000E+000
   0.55772129206599352E-008  -0.152628221E-008   0.000000000E+000
   0.56080262517133050E-008  -0.463964089E-009   0.000000000E+000
   0.56388395827666749E-008   0.159695024E-008   0.000000000E+000
   0.56696529138200447E-008   0.288855673E-008   0.000000000E+000
   0.57004662448734145E-008   0.232181696E-008   0.000000000E+000
   0.57312795759267843E-008   0.556523827E-009   0.000000000E+000
   0.57620929069801541E-008  -0.750077889E-009   0.000000000E+000
   0.57929062380335239E-008  -0.198111527E-009   0.000000000E+000
   0.58237195690868937E-008   0.218004437E-008   0.000000000E+000
   0.58545329001402635E-008   0.434098801E-008   0.000000000E+000
   0.58853462311936333E-008   0.416362855E-008   0.000000000E+000
   0.59161595622470031E-008   0.269348410E-008   0.000000000E+000
   0.59469728933003729E-008   0.310173642E-008   0.000000000E+000
   0.59777862243537427E-008   0.534825517E-008   0.000000000E+000
   0.60085995554071125E-008   0.550066614E-008   0.000000000E+000
   0.60394128864604824E-008   0.229298380E-008   0.000000000E+000
   0.60702262175138522E-008  -0.130887301E-009   0.000000000E+000
   0.61010395485672220E-008   0.118286081E-008   0.000000000E+000
   0.61318528796205918E-008   0.345774742E-008   0.000000000E+000
   0.61626662106739616E-008   0.311610937E-008   0.000000000E+000
   0.61934795417273314E-008   0.424549285E-010   0.000000000E+000
   0.62242928727807012E-008  -0.504162223E-008   0.000000000E+000
   0.62551062038340710E-008  -0.109088409E-007   0.000000000E+000
   0.62859195348874408E-008  -0.127842679E-007   0.000000000E+000
   0.63167328659408106E-008  -0.779206388E-008   0.000000000E+000
   0.63475461969941804E-008  -0.316313065E-008   0.000000000E+000
   0.63783595280475502E-008  -0.754181606E-008   0.000000000E+000
   0.64091728591009200E-008  -0.154209854E-007   0.000000000E+000
   0.64399861901542899E-008  -0.145712855E-007   0.000000000E+000
   0.64707995212076597E-008  -0.651735022E-008   0.000000000E+000
   0.65016128522610295E-008  -0.246357601E-008   0.000000000E+000
   0.65324261833143993E-008  -0.277582113E-008   0.000000000E+000
   0.65632395143677691E-008  -0.195687244E-009   0.000000000E+000
   0.65940528454211389E-008   0.267368905E-008   0.000000000E+000
   0.66248661764745087E-008   0.852586446E-009   0.000000000E+000
   0.66556795075278785E-008   0.224499619E-008   0.000000000E+000
   0.66864928385812483E-008   0.116857040E-007   0.000000000E+000
   0.67173061696346181E-008   0.143803867E-007   0.000000000E+000
   0.67481195006879879E-008   0.162319136E-008   0.000000000E+000
   0.67789328317413577E-008  -0.699889569E-008   0.000000000E+000
   0.68097461627947276E-008   0.376277676E-008   0.000000000E+000
   0.68405594938480974E-008   0.151272417E-007   0.000000000E+000
   0.68713728249014672E-008   0.804022893E-008   0.000000000E+000
   0.69021861559548370E-008  -0.350787843E-008   0.000000000E+000
   0.69329994870082068E-008  -0.344431150E-008   0.000000000E+000
   0.69638128180615766E-008  -0.206899120E-008   0.000000000E+000
   0.69946261491149464E-008  -0.533245714E-008   0.000000000E+000
   0.70254394801683162E-008   0.148008761E-008   0.000000000E+000
   0.70562528112216860E-008   0.146194115E-007   0.000000000E+000
   0.70870661422750558E-008   0.724318827E-008   0.000000000E+000
   0.71178794733284256E-008  -0.154544999E-007   0.000000000E+000
   0.71486928043817954E-008  -0.152744057E-007   0.000000000E+000
   0.71795061354351652E-008   0.880670648E-008   0.000000000E+000
   0.72103194664885351E-008   0.155428275E-007   0.000000000E+000
   0.72411327975419049E-008  -0.245249510E-008   0.000000000E+000
   0.72719461285952747E-008  -0.927076371E-008   0.000000000E+000
   0.73027594596486445E-008   0.193755412E-008   0.000000000E+000
   0.73335727907020143E-008   0.239988118E-008   0.000000000E+000
   0.73643861217553841E-008  -0.694518931E-008   0.000000000E+000
   0.73951994528087539E-008   0.219021690E-009   0.000000000E+000
   0.74260127838621237E-008   0.133958284E-007   0.000000000E+000
   0.74568261149154935E-008   0.268709766E-008   0.000000000E+000
   0.74876394459688633E-008  -0.164247034E-007   0.000000000E+000
   0.75184527770222331E-008  -0.849191739E-008   0.000000000E+000
   0.75492661080756029E-008   0.131110722E-007   0.000000000E+000
   0.75800794391289728E-008   0.115188064E-007   0.000000000E+000
   0.76108927701823426E-008  -0.592425753E-008   0.000000000E+000
   0.76417061012357124E-008  -0.810459611E-008   0.000000000E+000
   0.76725194322890822E-008   0.128973010E-008   0.000000000E+000
   0.77033327633424520E-008   0.948161660E-009   0.000000000E+000
   0.77341460943958218E-008  -0.313759774E-008   0.000000000E+000
   0.77649594254491916E-008   0.323882077E-008   0.000000000E+000
   0.77957727565025614E-008   0.859455263E-008   0.000000000E+000
   0.78265860875559312E-008  -0.861474447E-009   0.000000000E+000
   0.78573994186093010E-008  -0.113049552E-007   0.000000000E+000
   0.78882127496626708E-008  -0.502481479E-008   0.000000000E+000
   0.79190260807160406E-008   0.845238546E-008   0.000000000E+000
   0.79498394117694104E-008   0.880687168E-008   0.000000000E+000
   0.79806527428227803E-008  -0.298289127E-008   0.000000000E+000
   0.80114660738761501E-008  -0.826601543E-008   0.000000000E+000
   0.80422794049295199E-008  -0.248422616E-009   0.000000000E+000
   0.80730927359828897E-008   0.637601971E-008   0.000000000E+000
   0.81039060670362595E-008   0.143566048E-009   0.000000000E+000
   0.81347193980896293E-008  -0.694186042E-008   0.000000000E+000
   0.81655327291429991E-008  -0.118555388E-009   0.000000000E+000
   0.81963460601963689E-008   0.943616385E-008   0.000000000E+000
   0.82271593912497387E-008   0.290701507E-008   0.000000000E+000
   0.82579727223031085E-008  -0.993899718E-008   0.000000000E+000
   0.82887860533564783E-008  -0.647071108E-008   0.000000000E+000
   0.83195993844098481E-008   0.700767000E-008   0.000000000E+000
   0.83504127154632179E-008   0.703147940E-008   0.000000000E+000
   0.83812260465165878E-008  -0.386459575E-008   0.000000000E+000
   0.84120393775699576E-008  -0.491516028E-008   0.000000000E+000
   0.84428527086233274E-008   0.302765324E-008   0.000000000E+000
   0.84736660396766972E-008   0.317597615E-008   0.000000000E+000
   0.85044793707300670E-008  -0.321354698E-008   0.000000000E+000
   0.85352927017834368E-008  -0.253316013E-008   0.000000000E+000
   0.85661060328368066E-008   0.305436099E-008   0.000000000E+000
   0.85969193638901764E-008   0.188564409E-008   0.000000000E+000
   0.86277326949435462E-008  -0.352679574E-008   0.000000000E+000
   0.86585460259969160E-008  -0.210466622E-008   0.000000000E+000
   0.86893593570502858E-008   0.477539697E-008   0.000000000E+000
   0.87201726881036556E-008   0.536957101E-008   0.000000000E+000
   0.87509860191570255E-008  -0.308562464E-008   0.000000000E+000
   0.87817993502103953E-008  -0.911847309E-008   0.000000000E+000
   0.88126126812637651E-008  -0.320572990E-008   0.000000000E+000
   0.88434260123171349E-008   0.750323981E-008   0.000000000E+000
   0.88742393433705047E-008   0.856574456E-008   0.000000000E+000
   0.89050526744238745E-008  -0.296279445E-009   0.000000000E+000
   0.89358660054772443E-008  -0.611276896E-008   0.000000000E+000
   0.89666793365306141E-008  -0.430553859E-008   0.000000000E+000
   0.89974926675839839E-008  -0.194433381E-008   0.000000000E+000
   0.90283059986373537E-008  -0.121498922E-009   0.000000000E+000
   0.90591193296907235E-008   0.558652724E-008   0.000000000E+000
   0.90899326607440933E-008   0.873001493E-008   0.000000000E+000
   0.91207459917974631E-008  -0.110071952E-010   0.000000000E+000
   0.91515593228508330E-008  -0.112773817E-007   0.000000000E+000
   0.91823726539042028E-008  -0.809808576E-008   0.000000000E+000
   0.92131859849575726E-008   0.542373524E-008   0.000000000E+000
   0.92439993160109424E-008   0.100454036E-007   0.000000000E+000
   0.92748126470643122E-008   0.163099489E-008   0.000000000E+000
   0.93056259781176820E-008  -0.569547343E-008   0.000000000E+000
   0.93364393091710518E-008  -0.340804363E-008   0.000000000E+000
   0.93672526402244216E-008   0.169535586E-008   0.000000000E+000
   0.93980659712777914E-008   0.139378997E-008   0.000000000E+000
   0.94288793023311612E-008  -0.193873362E-008   0.000000000E+000
   0.94596926333845310E-008  -0.945217238E-009   0.000000000E+000
   0.94905059644379008E-008   0.374369025E-008   0.000000000E+000
   0.95213192954912707E-008   0.353615404E-008   0.000000000E+000
   0.95521326265446405E-008  -0.307279224E-008   0.000000000E+000
   0.95829459575980103E-008  -0.573960790E-008   0.000000000E+000
   0.96137592886513801E-008   0.323449711E-009   0.000000000E+000
   0.96445726197047499E-008   0.489906649E-008   0.000000000E+000
   0.96753859507581197E-008   0.966335900E-009   0.000000000E+000
   0.97061992818114895E-008  -0.268761768E-008   0.000000000E+000
   0.97370126128648593E-008   0.820050916E-009   0.000000000E+000
   0.97678259439182291E-008   0.290255664E-008   0.000000000E+000
   0.97986392749715989E-008  -0.284545121E-008   0.000000000E+000
   0.98294526060249687E-008  -0.635401332E-008   0.000000000E+000
   0.98602659370783385E-008   0.100213882E-008   0.000000000E+000
   0.98910792681317083E-008   0.910062958E-008   0.000000000E+000
   0.99218925991850782E-008   0.468583750E-008   0.000000000E+000
   0.99527059302384480E-008  -0.669199096E-008   0.000000000E+000
   0.99835192612918178E-008  -0.899635388E-008   0.000000000E+000
   0.10014332592345188E-007   0.988116255E-010   0.000000000E+000
   0.10045145923398557E-007   0.721247417E-008   0.000000000E+000
   0.10075959254451927E-007   0.436513670E-008   0.000000000E+000
   0.10106772585505297E-007  -0.128696387E-008   0.000000000E+000
   0.10137585916558667E-007  -0.229167507E-008   0.000000000E+000
   0.10168399247612037E-007  -0.200471706E-008   0.000000000E+000
   0.10199212578665406E-007  -0.343585338E-008   0.000000000E+000
   0.10230025909718776E-007  -0.100510311E-008   0.000000000E+000
   0.10260839240772146E-007   0.608048811E-008   0.000000000E+000
   0.10291652571825516E-007   0.688072932E-008   0.000000000E+000
   0.10322465902878886E-007  -0.261270516E-008   0.000000000E+000
   0.10353279233932255E-007  -0.916451093E-008   0.000000000E+000
   0.10384092564985625E-007  -0.325682636E-008   0.000000000E+000
   0.10414905896038995E-007   0.547297985E-008   0.000000000E+000
   0.10445719227092365E-007   0.558526914E-008   0.000000000E+000
   0.10476532558145735E-007   0.508303621E-009   0.000000000E+000
   0.10507345889199105E-007  -0.237745224E-008   0.000000000E+000
   0.10538159220252474E-007  -0.335342620E-008   0.000000000E+000
   0.10568972551305844E-007  -0.303678704E-008   0.000000000E+000
   0.10599785882359214E-007   0.111784559E-008   0.000000000E+000
   0.10630599213412584E-007   0.561993296E-008   0.000000000E+000
   0.10661412544465954E-007   0.312899373E-008   0.000000000E+000
   0.10692225875519323E-007  -0.358008223E-008   0.000000000E+000
   0.10723039206572693E-007  -0.456061766E-008   0.000000000E+000
   0.10753852537626063E-007   0.253021160E-009   0.000000000E+000
   0.10784665868679433E-007   0.209348205E-008   0.000000000E+000
   0.10815479199732803E-007   0.877120598E-011   0.000000000E+000
   0.10846292530786172E-007   0.526955091E-009   0.000000000E+000
   0.10877105861839542E-007   0.274300449E-008   0.000000000E+000
   0.10907919192892912E-007   0.227054597E-009   0.000000000E+000
   0.10938732523946282E-007  -0.433706138E-008   0.000000000E+000
   0.10969545854999652E-007  -0.284521318E-008   0.000000000E+000
   0.11000359186053021E-007   0.250754817E-008   0.000000000E+000
   0.11031172517106391E-007   0.314458837E-008   0.000000000E+000
   0.11061985848159761E-007  -0.613873397E-010   0.000000000E+000
   0.11092799179213131E-007  -0.396322752E-009   0.000000000E+000
   0.11123612510266501E-007   0.693357149E-009   0.000000000E+000
   0.11154425841319870E-007  -0.159660218E-008   0.000000000E+000
   0.11185239172373240E-007  -0.349668960E-008   0.000000000E+000
   0.11216052503426610E-007   0.763247243E-010   0.000000000E+000
   0.11246865834479980E-007   0.425097157E-008   0.000000000E+000
   0.11277679165533350E-007   0.274270917E-008   0.000000000E+000
   0.11308492496586720E-007  -0.125993749E-008   0.000000000E+000
   0.11339305827640089E-007  -0.256120969E-008   0.000000000E+000
   0.11370119158693459E-007  -0.218607799E-008   0.000000000E+000
   0.11400932489746829E-007  -0.126611210E-008   0.000000000E+000
   0.11431745820800199E-007   0.203814099E-008   0.000000000E+000
   0.11462559151853569E-007   0.509780307E-008   0.000000000E+000
   0.11493372482906938E-007   0.209912798E-008   0.000000000E+000
   0.11524185813960308E-007  -0.460130423E-008   0.000000000E+000
   0.11554999145013678E-007  -0.579282222E-008   0.000000000E+000
   0.11585812476067048E-007   0.399382749E-009   0.000000000E+000
   0.11616625807120418E-007   0.573264680E-008   0.000000000E+000
   0.11647439138173787E-007   0.425872715E-008   0.000000000E+000
   0.11678252469227157E-007  -0.714524440E-009   0.000000000E+000
   0.11709065800280527E-007  -0.319398219E-008   0.000000000E+000
   0.11739879131333897E-007  -0.192255101E-008   0.000000000E+000
   0.11770692462387267E-007   0.639872599E-009   0.000000000E+000
   0.11801505793440636E-007   0.284597834E-008   0.000000000E+000
   0.11832319124494006E-007   0.429192770E-008   0.000000000E+000
   0.11863132455547376E-007   0.348783225E-008   0.000000000E+000
   0.11893945786600746E-007  -0.447900828E-009   0.000000000E+000
   0.11924759117654116E-007  -0.361759600E-008   0.000000000E+000
   0.11955572448707485E-007  -0.665578259E-009   0.000000000E+000
   0.11986385779760855E-007   0.593471583E-008   0.000000000E+000
   0.12017199110814225E-007   0.693146429E-008   0.000000000E+000
   0.12048012441867595E-007   0.144479984E-010   0.000000000E+000
   0.12078825772920965E-007  -0.542659562E-008   0.000000000E+000
   0.12109639103974335E-007  -0.239120168E-008   0.000000000E+000
   0.12140452435027704E-007   0.305462433E-008   0.000000000E+000
   0.12171265766081074E-007   0.217216978E-008   0.000000000E+000
   0.12202079097134444E-007  -0.301443159E-008   0.000000000E+000
   0.12232892428187814E-007  -0.525130073E-008   0.000000000E+000
   0.12263705759241184E-007  -0.441350156E-008   0.000000000E+000
   0.12294519090294553E-007  -0.466176031E-008   0.000000000E+000
   0.12325332421347923E-007  -0.486400920E-008   0.000000000E+000
   0.12356145752401293E-007  -0.223284813E-008   0.000000000E+000
   0.12386959083454663E-007  -0.613977758E-009   0.000000000E+000
   0.12417772414508033E-007  -0.429560654E-008   0.000000000E+000
   0.12448585745561402E-007  -0.798107358E-008   0.000000000E+000
   0.12479399076614772E-007  -0.407724965E-008   0.000000000E+000
   0.12510212407668142E-007   0.383697962E-008   0.000000000E+000
   0.12541025738721512E-007   0.580226844E-008   0.000000000E+000
   0.12571839069774882E-007   0.856800852E-009   0.000000000E+000
   0.12602652400828251E-007  -0.250268650E-008   0.000000000E+000
   0.12633465731881621E-007   0.277233347E-009   0.000000000E+000
   0.12664279062934991E-007   0.455596227E-008   0.000000000E+000
   0.12695092393988361E-007   0.502053732E-008   0.000000000E+000
   0.12725905725041731E-007   0.296668068E-008   0.000000000E+000
   0.12756719056095100E-007   0.231651631E-008   0.000000000E+000
   0.12787532387148470E-007   0.230073072E-008   0.000000000E+000
   0.12818345718201840E-007  -0.442424541E-009   0.000000000E+000
   0.12849159049255210E-007  -0.364292840E-008   0.000000000E+000
   0.12879972380308580E-007  -0.130023436E-008   0.000000000E+000
   0.12910785711361950E-007   0.480744422E-008   0.000000000E+000
   0.12941599042415319E-007   0.545798651E-008   0.000000000E+000
   0.12972412373468689E-007  -0.111537979E-008   0.000000000E+000
   0.13003225704522059E-007  -0.578303938E-008   0.000000000E+000
   0.13034039035575429E-007  -0.342260509E-008   0.000000000E+000
   0.13064852366628799E-007   0.580886672E-009   0.000000000E+000
   0.13095665697682168E-007   0.169277303E-008   0.000000000E+000
   0.13126479028735538E-007   0.199545758E-008   0.000000000E+000
   0.13157292359788908E-007   0.223675434E-008   0.000000000E+000
   0.13188105690842278E-007  -0.549238210E-009   0.000000000E+000
   0.13218919021895648E-007  -0.538939648E-008   0.000000000E+000
   0.13249732352949017E-007  -0.639128128E-008   0.000000000E+000
   0.13280545684002387E-007  -0.127536115E-008   0.000000000E+000
   0.13311359015055757E-007   0.462790384E-008   0.000000000E+000
   0.13342172346109127E-007   0.441627401E-008   0.000000000E+000
   0.13372985677162497E-007  -0.201537631E-008   0.000000000E+000
   0.13403799008215866E-007  -0.706000991E-008   0.000000000E+000
   0.13434612339269236E-007  -0.471047601E-008   0.000000000E+000
   0.13465425670322606E-007   0.127083011E-008   0.000000000E+000
   0.13496239001375976E-007   0.349749607E-008   0.000000000E+000
   0.13527052332429346E-007   0.206049666E-008   0.000000000E+000
   0.13557865663482715E-007   0.177451254E-008   0.000000000E+000
   0.13588678994536085E-007   0.241622722E-008   0.000000000E+000
