t              cylinder_rcs.fdtd_Point probe_1_Ey_50_0_80.dat       incid
   0.47924294914458709E-008  -0.335797847E-014   0.000000000E+000
   0.48301651567328463E-008  -0.845480675E-014   0.000000000E+000
   0.48679008220198217E-008  -0.196618014E-013   0.000000000E+000
   0.49056364873067970E-008  -0.483555795E-013   0.000000000E+000
   0.49433721525937724E-008  -0.112800441E-012   0.000000000E+000
   0.49811078178807477E-008  -0.253650345E-012   0.000000000E+000
   0.50188434831677231E-008  -0.561298241E-012   0.000000000E+000
   0.50565791484546985E-008  -0.122701263E-011   0.000000000E+000
   0.50943148137416738E-008  -0.253279082E-011   0.000000000E+000
   0.51320504790286492E-008  -0.506901639E-011   0.000000000E+000
   0.51697861443156246E-008  -0.102828007E-010   0.000000000E+000
   0.52075218096025999E-008  -0.195057234E-010   0.000000000E+000
   0.52452574748895753E-008  -0.350453763E-010   0.000000000E+000
   0.52829931401765506E-008  -0.648372050E-010   0.000000000E+000
   0.53207288054635260E-008  -0.114039042E-009   0.000000000E+000
   0.53584644707505014E-008  -0.190874649E-009   0.000000000E+000
   0.53962001360374767E-008  -0.298760044E-009   0.000000000E+000
   0.54339358013244521E-008  -0.475098738E-009   0.000000000E+000
   0.54716714666114274E-008  -0.758830776E-009   0.000000000E+000
   0.55094071318984028E-008  -0.130881195E-008   0.000000000E+000
   0.55471427971853782E-008  -0.184551863E-008   0.000000000E+000
   0.55848784624723535E-008  -0.254755417E-008   0.000000000E+000
   0.56226141277593289E-008  -0.419633572E-008   0.000000000E+000
   0.56603497930463043E-008  -0.656774368E-008   0.000000000E+000
   0.56980854583332796E-008  -0.887653151E-008   0.000000000E+000
   0.57358211236202550E-008  -0.125761677E-007   0.000000000E+000
   0.57735567889072303E-008  -0.175369124E-007   0.000000000E+000
   0.58112924541942057E-008  -0.278738064E-007   0.000000000E+000
   0.58490281194811811E-008  -0.388894854E-007   0.000000000E+000
   0.58867637847681564E-008  -0.518449355E-007   0.000000000E+000
   0.59244994500551318E-008  -0.688833026E-007   0.000000000E+000
   0.59622351153421072E-008  -0.927466886E-007   0.000000000E+000
   0.59999707806290825E-008  -0.113279818E-006   0.000000000E+000
   0.60377064459160579E-008  -0.113306889E-006   0.000000000E+000
   0.60754421112030332E-008  -0.847970725E-007   0.000000000E+000
   0.61131777764900086E-008   0.636245545E-008   0.000000000E+000
   0.61509134417769840E-008   0.223981488E-006   0.000000000E+000
   0.61886491070639593E-008   0.635766355E-006   0.000000000E+000
   0.62263847723509347E-008   0.132621312E-005   0.000000000E+000
   0.62641204376379100E-008   0.243078830E-005   0.000000000E+000
   0.63018561029248854E-008   0.410763596E-005   0.000000000E+000
   0.63395917682118608E-008   0.651612072E-005   0.000000000E+000
   0.63773274334988361E-008   0.979750621E-005   0.000000000E+000
   0.64150630987858115E-008   0.140755074E-004   0.000000000E+000
   0.64527987640727869E-008   0.194173153E-004   0.000000000E+000
   0.64905344293597622E-008   0.257857646E-004   0.000000000E+000
   0.65282700946467376E-008   0.330321782E-004   0.000000000E+000
   0.65660057599337129E-008   0.409003042E-004   0.000000000E+000
   0.66037414252206883E-008   0.490311468E-004   0.000000000E+000
   0.66414770905076637E-008   0.570117481E-004   0.000000000E+000
   0.66792127557946390E-008   0.644480751E-004   0.000000000E+000
   0.67169484210816144E-008   0.710078602E-004   0.000000000E+000
   0.67546840863685897E-008   0.764320866E-004   0.000000000E+000
   0.67924197516555651E-008   0.805618620E-004   0.000000000E+000
   0.68301554169425405E-008   0.833214581E-004   0.000000000E+000
   0.68678910822295158E-008   0.847335250E-004   0.000000000E+000
   0.69056267475164912E-008   0.849565113E-004   0.000000000E+000
   0.69433624128034666E-008   0.842889713E-004   0.000000000E+000
   0.69810980780904419E-008   0.831256039E-004   0.000000000E+000
   0.70188337433774173E-008   0.818353728E-004   0.000000000E+000
   0.70565694086643926E-008   0.806131502E-004   0.000000000E+000
   0.70943050739513680E-008   0.793838335E-004   0.000000000E+000
   0.71320407392383434E-008   0.778555186E-004   0.000000000E+000
   0.71697764045253187E-008   0.757506787E-004   0.000000000E+000
   0.72075120698122941E-008   0.730325264E-004   0.000000000E+000
   0.72452477350992694E-008   0.699633238E-004   0.000000000E+000
   0.72829834003862448E-008   0.669733417E-004   0.000000000E+000
   0.73207190656732202E-008   0.644101019E-004   0.000000000E+000
   0.73584547309601955E-008   0.623111482E-004   0.000000000E+000
   0.73961903962471709E-008   0.604014058E-004   0.000000000E+000
   0.74339260615341463E-008   0.583231158E-004   0.000000000E+000
   0.74716617268211216E-008   0.558830689E-004   0.000000000E+000
   0.75093973921080970E-008   0.531538026E-004   0.000000000E+000
   0.75471330573950723E-008   0.504202726E-004   0.000000000E+000
   0.75848687226820477E-008   0.479723603E-004   0.000000000E+000
   0.76226043879690231E-008   0.458996656E-004   0.000000000E+000
   0.76603400532559984E-008   0.440581425E-004   0.000000000E+000
   0.76980757185429738E-008   0.422349949E-004   0.000000000E+000
   0.77358113838299492E-008   0.403356826E-004   0.000000000E+000
   0.77735470491169245E-008   0.384327141E-004   0.000000000E+000
   0.78112827144038999E-008   0.366615750E-004   0.000000000E+000
   0.78490183796908752E-008   0.350500086E-004   0.000000000E+000
   0.78867540449778506E-008   0.334603465E-004   0.000000000E+000
   0.79244897102648260E-008   0.317738595E-004   0.000000000E+000
   0.79622253755518013E-008   0.300769661E-004   0.000000000E+000
   0.79999610408387767E-008   0.285629812E-004   0.000000000E+000
   0.80376967061257520E-008   0.272826383E-004   0.000000000E+000
   0.80754323714127274E-008   0.260859179E-004   0.000000000E+000
   0.81131680366997028E-008   0.248214001E-004   0.000000000E+000
   0.81509037019866781E-008   0.234902054E-004   0.000000000E+000
   0.81886393672736535E-008   0.221952232E-004   0.000000000E+000
   0.82263750325606289E-008   0.209843911E-004   0.000000000E+000
   0.82641106978476042E-008   0.197873487E-004   0.000000000E+000
   0.83018463631345796E-008   0.185407953E-004   0.000000000E+000
   0.83395820284215549E-008   0.173340686E-004   0.000000000E+000
   0.83773176937085303E-008   0.163146779E-004   0.000000000E+000
   0.84150533589955057E-008   0.154659465E-004   0.000000000E+000
   0.84527890242824810E-008   0.146363964E-004   0.000000000E+000
   0.84905246895694564E-008   0.137622337E-004   0.000000000E+000
   0.85282603548564317E-008   0.129160344E-004   0.000000000E+000
   0.85659960201434071E-008   0.121503926E-004   0.000000000E+000
   0.86037316854303825E-008   0.114163540E-004   0.000000000E+000
   0.86414673507173578E-008   0.106835269E-004   0.000000000E+000
   0.86792030160043332E-008   0.100035249E-004   0.000000000E+000
   0.87169386812913086E-008   0.940526115E-005   0.000000000E+000
   0.87546743465782839E-008   0.881058349E-005   0.000000000E+000
   0.87924100118652593E-008   0.815951898E-005   0.000000000E+000
   0.88301456771522346E-008   0.750773415E-005   0.000000000E+000
   0.88678813424392100E-008   0.689160379E-005   0.000000000E+000
   0.89056170077261854E-008   0.619289904E-005   0.000000000E+000
   0.89433526730131607E-008   0.522339496E-005   0.000000000E+000
   0.89810883383001361E-008   0.394440258E-005   0.000000000E+000
   0.90188240035871114E-008   0.245252318E-005   0.000000000E+000
   0.90565596688740868E-008   0.769742201E-006   0.000000000E+000
   0.90942953341610622E-008  -0.121116523E-005   0.000000000E+000
   0.91320309994480375E-008  -0.358681268E-005   0.000000000E+000
   0.91697666647350129E-008  -0.636084587E-005   0.000000000E+000
   0.92075023300219883E-008  -0.945788634E-005   0.000000000E+000
   0.92452379953089636E-008  -0.127324547E-004   0.000000000E+000
   0.92829736605959390E-008  -0.160294803E-004   0.000000000E+000
   0.93207093258829143E-008  -0.193255491E-004   0.000000000E+000
   0.93584449911698897E-008  -0.226967077E-004   0.000000000E+000
   0.93961806564568651E-008  -0.261311561E-004   0.000000000E+000
   0.94339163217438404E-008  -0.294891233E-004   0.000000000E+000
   0.94716519870308158E-008  -0.326782720E-004   0.000000000E+000
   0.95093876523177912E-008  -0.357624958E-004   0.000000000E+000
   0.95471233176047665E-008  -0.388588342E-004   0.000000000E+000
   0.95848589828917419E-008  -0.419667049E-004   0.000000000E+000
   0.96225946481787172E-008  -0.449004619E-004   0.000000000E+000
   0.96603303134656926E-008  -0.473934742E-004   0.000000000E+000
   0.96980659787526680E-008  -0.493440130E-004   0.000000000E+000
   0.97358016440396433E-008  -0.509770471E-004   0.000000000E+000
   0.97735373093266187E-008  -0.526024487E-004   0.000000000E+000
   0.98112729746135940E-008  -0.542333000E-004   0.000000000E+000
   0.98490086399005694E-008  -0.556834857E-004   0.000000000E+000
   0.98867443051875448E-008  -0.569951953E-004   0.000000000E+000
   0.99244799704745201E-008  -0.584138288E-004   0.000000000E+000
   0.99622156357614955E-008  -0.599146952E-004   0.000000000E+000
   0.99999513010484709E-008  -0.611499563E-004   0.000000000E+000
   0.10037686966335446E-007  -0.619653074E-004   0.000000000E+000
   0.10075422631622422E-007  -0.626281108E-004   0.000000000E+000
   0.10113158296909397E-007  -0.634464450E-004   0.000000000E+000
   0.10150893962196372E-007  -0.644290412E-004   0.000000000E+000
   0.10188629627483348E-007  -0.653633469E-004   0.000000000E+000
   0.10226365292770323E-007  -0.660595106E-004   0.000000000E+000
   0.10264100958057298E-007  -0.665125481E-004   0.000000000E+000
   0.10301836623344274E-007  -0.668856446E-004   0.000000000E+000
   0.10339572288631249E-007  -0.672836977E-004   0.000000000E+000
   0.10377307953918224E-007  -0.676534546E-004   0.000000000E+000
   0.10415043619205200E-007  -0.680272860E-004   0.000000000E+000
   0.10452779284492175E-007  -0.685914856E-004   0.000000000E+000
   0.10490514949779151E-007  -0.692779213E-004   0.000000000E+000
   0.10528250615066126E-007  -0.696562638E-004   0.000000000E+000
   0.10565986280353101E-007  -0.695561757E-004   0.000000000E+000
   0.10603721945640077E-007  -0.693732582E-004   0.000000000E+000
   0.10641457610927052E-007  -0.694299088E-004   0.000000000E+000
   0.10679193276214027E-007  -0.695197450E-004   0.000000000E+000
   0.10716928941501003E-007  -0.694516639E-004   0.000000000E+000
   0.10754664606787978E-007  -0.694488990E-004   0.000000000E+000
   0.10792400272074953E-007  -0.695914932E-004   0.000000000E+000
   0.10830135937361929E-007  -0.694379269E-004   0.000000000E+000
   0.10867871602648904E-007  -0.686571948E-004   0.000000000E+000
   0.10905607267935880E-007  -0.675452029E-004   0.000000000E+000
   0.10943342933222855E-007  -0.665303451E-004   0.000000000E+000
   0.10981078598509830E-007  -0.655671538E-004   0.000000000E+000
   0.11018814263796806E-007  -0.643727326E-004   0.000000000E+000
   0.11056549929083781E-007  -0.629615388E-004   0.000000000E+000
   0.11094285594370756E-007  -0.616160105E-004   0.000000000E+000
   0.11132021259657732E-007  -0.604295310E-004   0.000000000E+000
   0.11169756924944707E-007  -0.591252356E-004   0.000000000E+000
   0.11207492590231682E-007  -0.574287260E-004   0.000000000E+000
   0.11245228255518658E-007  -0.554907710E-004   0.000000000E+000
   0.11282963920805633E-007  -0.536829939E-004   0.000000000E+000
   0.11320699586092609E-007  -0.520636895E-004   0.000000000E+000
   0.11358435251379584E-007  -0.504212803E-004   0.000000000E+000
   0.11396170916666559E-007  -0.487820580E-004   0.000000000E+000
   0.11433906581953535E-007  -0.473741893E-004   0.000000000E+000
   0.11471642247240510E-007  -0.461473028E-004   0.000000000E+000
   0.11509377912527485E-007  -0.448525861E-004   0.000000000E+000
   0.11547113577814461E-007  -0.435067705E-004   0.000000000E+000
   0.11584849243101436E-007  -0.422800076E-004   0.000000000E+000
   0.11622584908388411E-007  -0.411130713E-004   0.000000000E+000
   0.11660320573675387E-007  -0.399049713E-004   0.000000000E+000
   0.11698056238962362E-007  -0.387565124E-004   0.000000000E+000
   0.11735791904249337E-007  -0.376979842E-004   0.000000000E+000
   0.11773527569536313E-007  -0.365880151E-004   0.000000000E+000
   0.11811263234823288E-007  -0.354400836E-004   0.000000000E+000
   0.11848998900110264E-007  -0.344003565E-004   0.000000000E+000
   0.11886734565397239E-007  -0.334139477E-004   0.000000000E+000
   0.11924470230684214E-007  -0.323678905E-004   0.000000000E+000
   0.11962205895971190E-007  -0.313734381E-004   0.000000000E+000
   0.11999941561258165E-007  -0.304978494E-004   0.000000000E+000
   0.12037677226545140E-007  -0.295714108E-004   0.000000000E+000
   0.12075412891832116E-007  -0.285498754E-004   0.000000000E+000
   0.12113148557119091E-007  -0.276033406E-004   0.000000000E+000
   0.12150884222406066E-007  -0.267488958E-004   0.000000000E+000
   0.12188619887693042E-007  -0.258789332E-004   0.000000000E+000
   0.12226355552980017E-007  -0.250420708E-004   0.000000000E+000
   0.12264091218266993E-007  -0.242603874E-004   0.000000000E+000
   0.12301826883553968E-007  -0.233799219E-004   0.000000000E+000
   0.12339562548840943E-007  -0.224291016E-004   0.000000000E+000
   0.12377298214127919E-007  -0.216377539E-004   0.000000000E+000
   0.12415033879414894E-007  -0.209714508E-004   0.000000000E+000
   0.12452769544701869E-007  -0.202045412E-004   0.000000000E+000
   0.12490505209988845E-007  -0.193734522E-004   0.000000000E+000
   0.12528240875275820E-007  -0.186120014E-004   0.000000000E+000
   0.12565976540562795E-007  -0.178364535E-004   0.000000000E+000
   0.12603712205849771E-007  -0.170313178E-004   0.000000000E+000
   0.12641447871136746E-007  -0.163621226E-004   0.000000000E+000
   0.12679183536423722E-007  -0.157703089E-004   0.000000000E+000
   0.12716919201710697E-007  -0.150337328E-004   0.000000000E+000
   0.12754654866997672E-007  -0.142286553E-004   0.000000000E+000
   0.12792390532284648E-007  -0.135449691E-004   0.000000000E+000
   0.12830126197571623E-007  -0.129026148E-004   0.000000000E+000
   0.12867861862858598E-007  -0.122274823E-004   0.000000000E+000
   0.12905597528145574E-007  -0.116358497E-004   0.000000000E+000
   0.12943333193432549E-007  -0.110598867E-004   0.000000000E+000
   0.12981068858719524E-007  -0.103139164E-004   0.000000000E+000
   0.13018804524006500E-007  -0.956707299E-005   0.000000000E+000
   0.13056540189293475E-007  -0.905982233E-005   0.000000000E+000
   0.13094275854580451E-007  -0.859108241E-005   0.000000000E+000
   0.13132011519867426E-007  -0.792842911E-005   0.000000000E+000
   0.13169747185154401E-007  -0.725360223E-005   0.000000000E+000
   0.13207482850441377E-007  -0.671619182E-005   0.000000000E+000
   0.13245218515728352E-007  -0.616460602E-005   0.000000000E+000
   0.13282954181015327E-007  -0.557292287E-005   0.000000000E+000
   0.13320689846302303E-007  -0.507437699E-005   0.000000000E+000
   0.13358425511589278E-007  -0.458793511E-005   0.000000000E+000
   0.13396161176876253E-007  -0.399533474E-005   0.000000000E+000
   0.13433896842163229E-007  -0.342556132E-005   0.000000000E+000
   0.13471632507450204E-007  -0.295750101E-005   0.000000000E+000
   0.13509368172737179E-007  -0.247374510E-005   0.000000000E+000
   0.13547103838024155E-007  -0.197558074E-005   0.000000000E+000
   0.13584839503311130E-007  -0.153528663E-005   0.000000000E+000
   0.13622575168598106E-007  -0.104430546E-005   0.000000000E+000
   0.13660310833885081E-007  -0.471857959E-006   0.000000000E+000
   0.13698046499172056E-007  -0.205015454E-007   0.000000000E+000
   0.13735782164459032E-007   0.295924593E-006   0.000000000E+000
   0.13773517829746007E-007   0.720541436E-006   0.000000000E+000
   0.13811253495032982E-007   0.125800943E-005   0.000000000E+000
   0.13848989160319958E-007   0.170415728E-005   0.000000000E+000
   0.13886724825606933E-007   0.207678499E-005   0.000000000E+000
   0.13924460490893908E-007   0.248261449E-005   0.000000000E+000
   0.13962196156180884E-007   0.285934243E-005   0.000000000E+000
   0.13999931821467859E-007   0.320825870E-005   0.000000000E+000
   0.14037667486754835E-007   0.364787752E-005   0.000000000E+000
   0.14075403152041810E-007   0.409761060E-005   0.000000000E+000
   0.14113138817328785E-007   0.440324084E-005   0.000000000E+000
   0.14150874482615761E-007   0.468175631E-005   0.000000000E+000
   0.14188610147902736E-007   0.506828974E-005   0.000000000E+000
   0.14226345813189711E-007   0.545259445E-005   0.000000000E+000
   0.14264081478476687E-007   0.577172477E-005   0.000000000E+000
   0.14301817143763662E-007   0.611267069E-005   0.000000000E+000
   0.14339552809050637E-007   0.643940803E-005   0.000000000E+000
   0.14377288474337613E-007   0.668670782E-005   0.000000000E+000
   0.14415024139624588E-007   0.697726955E-005   0.000000000E+000
   0.14452759804911564E-007   0.735158710E-005   0.000000000E+000
   0.14490495470198539E-007   0.764405013E-005   0.000000000E+000
   0.14528231135485514E-007   0.785713110E-005   0.000000000E+000
   0.14565966800772490E-007   0.814628766E-005   0.000000000E+000
   0.14603702466059465E-007   0.845059731E-005   0.000000000E+000
   0.14641438131346440E-007   0.865738548E-005   0.000000000E+000
   0.14679173796633416E-007   0.889377770E-005   0.000000000E+000
   0.14716909461920391E-007   0.921158153E-005   0.000000000E+000
   0.14754645127207366E-007   0.943895520E-005   0.000000000E+000
   0.14792380792494342E-007   0.958899909E-005   0.000000000E+000
   0.14830116457781317E-007   0.983535392E-005   0.000000000E+000
   0.14867852123068293E-007   0.101022888E-004   0.000000000E+000
   0.14905587788355268E-007   0.102624290E-004   0.000000000E+000
   0.14943323453642243E-007   0.104481223E-004   0.000000000E+000
   0.14981059118929219E-007   0.107071965E-004   0.000000000E+000
   0.15018794784216194E-007   0.108682516E-004   0.000000000E+000
   0.15056530449503169E-007   0.109690809E-004   0.000000000E+000
   0.15094266114790145E-007   0.111932568E-004   0.000000000E+000
   0.15132001780077120E-007   0.114293944E-004   0.000000000E+000
   0.15169737445364095E-007   0.115193398E-004   0.000000000E+000
   0.15207473110651071E-007   0.116274550E-004   0.000000000E+000
   0.15245208775938046E-007   0.118465132E-004   0.000000000E+000
   0.15282944441225021E-007   0.119909373E-004   0.000000000E+000
   0.15320680106511997E-007   0.120587883E-004   0.000000000E+000
   0.15358415771798972E-007   0.122283827E-004   0.000000000E+000
   0.15396151437085948E-007   0.124031258E-004   0.000000000E+000
   0.15433887102372923E-007   0.124375756E-004   0.000000000E+000
   0.15471622767659898E-007   0.125065653E-004   0.000000000E+000
   0.15509358432946874E-007   0.127057883E-004   0.000000000E+000
   0.15547094098233849E-007   0.128237207E-004   0.000000000E+000
   0.15584829763520824E-007   0.128258771E-004   0.000000000E+000
   0.15622565428807800E-007   0.129137206E-004   0.000000000E+000
   0.15660301094094775E-007   0.130529361E-004   0.000000000E+000
   0.15698036759381750E-007   0.130973422E-004   0.000000000E+000
   0.15735772424668726E-007   0.131471634E-004   0.000000000E+000
   0.15773508089955701E-007   0.132649748E-004   0.000000000E+000
   0.15811243755242677E-007   0.133012045E-004   0.000000000E+000
   0.15848979420529652E-007   0.132802006E-004   0.000000000E+000
   0.15886715085816627E-007   0.133735684E-004   0.000000000E+000
   0.15924450751103603E-007   0.134889451E-004   0.000000000E+000
   0.15962186416390578E-007   0.134694310E-004   0.000000000E+000
   0.15999922081677553E-007   0.134488264E-004   0.000000000E+000
   0.16037657746964529E-007   0.135265318E-004   0.000000000E+000
   0.16075393412251504E-007   0.135626406E-004   0.000000000E+000
   0.16113129077538479E-007   0.135415030E-004   0.000000000E+000
   0.16150864742825455E-007   0.135831478E-004   0.000000000E+000
   0.16188600408112430E-007   0.136159133E-004   0.000000000E+000
   0.16226336073399406E-007   0.135547425E-004   0.000000000E+000
   0.16264071738686381E-007   0.135406917E-004   0.000000000E+000
   0.16301807403973356E-007   0.136123408E-004   0.000000000E+000
   0.16339543069260332E-007   0.136029530E-004   0.000000000E+000
   0.16377278734547307E-007   0.135199543E-004   0.000000000E+000
   0.16415014399834282E-007   0.135114633E-004   0.000000000E+000
   0.16452750065121258E-007   0.135238188E-004   0.000000000E+000
   0.16490485730408233E-007   0.134696611E-004   0.000000000E+000
   0.16528221395695208E-007   0.134434968E-004   0.000000000E+000
   0.16565957060982184E-007   0.134519514E-004   0.000000000E+000
   0.16603692726269159E-007   0.133745007E-004   0.000000000E+000
   0.16641428391556135E-007   0.132762152E-004   0.000000000E+000
   0.16679164056843110E-007   0.132816540E-004   0.000000000E+000
