t              cylinder_rcs.fdtd_Point probe_1_Ez_50_0_80.dat       incid
   0.47924294914458709E-008  -0.127756342E-016   0.000000000E+000
   0.48301651567328463E-008  -0.372043340E-016  -0.441425207E-014
   0.48679008220198217E-008  -0.992520981E-016  -0.126355920E-013
   0.49056364873067970E-008  -0.246828921E-015  -0.348864716E-013
   0.49433721525937724E-008  -0.604540332E-015  -0.929128329E-013
   0.49811078178807477E-008  -0.144155436E-014  -0.238721288E-012
   0.50188434831677231E-008  -0.335346845E-014  -0.591738681E-012
   0.50565791484546985E-008  -0.769283031E-014  -0.141524802E-011
   0.50943148137416738E-008  -0.304560457E-011  -0.326613996E-011
   0.51320504790286492E-008  -0.609348596E-011  -0.727397786E-011
   0.51697861443156246E-008  -0.613353552E-011  -0.156343063E-010
   0.52075218096025999E-008  -0.183314006E-010  -0.324333511E-010
   0.52452574748895753E-008  -0.427290738E-010  -0.649434534E-010
   0.52829931401765506E-008  -0.188416949E-009  -0.125528601E-009
   0.53207288054635260E-008  -0.382858356E-009  -0.234228970E-009
   0.53584644707505014E-008  -0.771679831E-009  -0.421942287E-009
   0.53962001360374767E-008  -0.174304282E-008  -0.733838434E-009
   0.54339358013244521E-008  -0.426688551E-008  -0.123226029E-008
   0.54716714666114274E-008  -0.931397270E-008  -0.199786410E-008
   0.55094071318984028E-008  -0.194074659E-007  -0.312753667E-008
   0.55471427971853782E-008  -0.388195076E-007  -0.472735495E-008
   0.55848784624723535E-008  -0.776429587E-007  -0.689932023E-008
   0.56226141277593289E-008  -0.150636453E-006  -0.972232606E-008
   0.56603497930463043E-008  -0.287319665E-006  -0.132280178E-007
   0.56980854583332796E-008  -0.529673059E-006  -0.173768040E-007
   0.57358211236202550E-008  -0.952335881E-006  -0.220380976E-007
   0.57735567889072303E-008  -0.165494725E-005  -0.269830700E-007
   0.58112924541942057E-008  -0.279949836E-005  -0.318928777E-007
   0.58490281194811811E-008  -0.459197418E-005  -0.363877497E-007
   0.58867637847681564E-008  -0.731993123E-005  -0.400724858E-007
   0.59244994500551318E-008  -0.113096921E-004  -0.425926139E-007
   0.59622351153421072E-008  -0.169024242E-004  -0.436675904E-007
   0.59999707806290825E-008  -0.243809955E-004  -0.431963016E-007
   0.60377064459160579E-008  -0.338600476E-004  -0.412387422E-007
   0.60754421112030332E-008  -0.451889573E-004  -0.379986069E-007
   0.61131777764900086E-008  -0.578057698E-004  -0.337958141E-007
   0.61509134417769840E-008  -0.703682090E-004  -0.290148403E-007
   0.61886491070639593E-008  -0.808063342E-004  -0.240471909E-007
   0.62263847723509347E-008  -0.860275613E-004  -0.192405629E-007
   0.62641204376379100E-008  -0.826127653E-004  -0.148627608E-007
   0.63018561029248854E-008  -0.672122551E-004  -0.110847198E-007
   0.63395917682118608E-008  -0.367651483E-004  -0.798183741E-008
   0.63773274334988361E-008   0.104419014E-004  -0.554938406E-008
   0.64150630987858115E-008   0.731997352E-004  -0.372521680E-008
   0.64527987640727869E-008   0.147245126E-003  -0.241446974E-008
   0.64905344293597622E-008   0.225132098E-003  -0.151094837E-008
   0.65282700946467376E-008   0.296401558E-003  -0.912904141E-009
   0.65660057599337129E-008   0.348815403E-003  -0.532514199E-009
   0.66037414252206883E-008   0.370849564E-003  -0.299885783E-009
   0.66414770905076637E-008   0.354442920E-003  -0.163032809E-009
   0.66792127557946390E-008   0.297586317E-003  -0.855586990E-010
   0.67169484210816144E-008   0.206379496E-003  -0.433407164E-010
   0.67546840863685897E-008   0.952052433E-004  -0.211904990E-010
   0.67924197516555651E-008  -0.157201866E-004  -0.999917423E-011
   0.68301554169425405E-008  -0.104785409E-003  -0.455344139E-011
   0.68678910822295158E-008  -0.154544381E-003  -0.200092178E-011
   0.69056267475164912E-008  -0.157114031E-003  -0.848391561E-012
   0.69433624128034666E-008  -0.116620984E-003  -0.347069162E-012
   0.69810980780904419E-008  -0.466412821E-004  -0.136973684E-012
   0.70188337433774173E-008   0.358972538E-004  -0.521480408E-013
   0.70565694086643926E-008   0.116879644E-003  -0.191503019E-013
   0.70943050739513680E-008   0.188514779E-003  -0.678313344E-014
   0.71320407392383434E-008   0.248895667E-003  -0.231713782E-014
   0.71697764045253187E-008   0.298006344E-003  -0.763356521E-015
   0.72075120698122941E-008   0.333352538E-003  -0.242498386E-015
   0.72452477350992694E-008   0.349607435E-003  -0.742816727E-016
   0.72829834003862448E-008   0.343650754E-003  -0.219386430E-016
   0.73207190656732202E-008   0.321047526E-003  -0.624714509E-017
   0.73584547309601955E-008   0.296976970E-003  -0.171496296E-017
   0.73961903962471709E-008   0.287785108E-003  -0.453863559E-018
   0.74339260615341463E-008   0.298457540E-003  -0.115785420E-018
   0.74716617268211216E-008   0.318134640E-003  -0.284734017E-019
   0.75093973921080970E-008   0.330223265E-003  -0.674902114E-020
   0.75471330573950723E-008   0.328129565E-003   0.000000000E+000
   0.75848687226820477E-008   0.319689716E-003   0.000000000E+000
   0.76226043879690231E-008   0.315339799E-003   0.000000000E+000
   0.76603400532559984E-008   0.314944307E-003   0.000000000E+000
   0.76980757185429738E-008   0.310684554E-003   0.000000000E+000
   0.77358113838299492E-008   0.301836582E-003   0.000000000E+000
   0.77735470491169245E-008   0.298980536E-003   0.000000000E+000
   0.78112827144038999E-008   0.308513874E-003   0.000000000E+000
   0.78490183796908752E-008   0.319041603E-003   0.000000000E+000
   0.78867540449778506E-008   0.313381373E-003   0.000000000E+000
   0.79244897102648260E-008   0.293845253E-003   0.000000000E+000
   0.79622253755518013E-008   0.283930916E-003   0.000000000E+000
   0.79999610408387767E-008   0.298647443E-003   0.000000000E+000
   0.80376967061257520E-008   0.322479027E-003   0.000000000E+000
   0.80754323714127274E-008   0.328389142E-003   0.000000000E+000
   0.81131680366997028E-008   0.313968456E-003   0.000000000E+000
   0.81509037019866781E-008   0.303329085E-003   0.000000000E+000
   0.81886393672736535E-008   0.311120908E-003   0.000000000E+000
   0.82263750325606289E-008   0.321430387E-003   0.000000000E+000
   0.82641106978476042E-008   0.313132448E-003   0.000000000E+000
   0.83018463631345796E-008   0.293094898E-003   0.000000000E+000
   0.83395820284215549E-008   0.286263268E-003   0.000000000E+000
   0.83773176937085303E-008   0.298014755E-003   0.000000000E+000
   0.84150533589955057E-008   0.306652742E-003   0.000000000E+000
   0.84527890242824810E-008   0.296433165E-003   0.000000000E+000
   0.84905246895694564E-008   0.279288361E-003   0.000000000E+000
   0.85282603548564317E-008   0.273779850E-003   0.000000000E+000
   0.85659960201434071E-008   0.277371873E-003   0.000000000E+000
   0.86037316854303825E-008   0.274886901E-003   0.000000000E+000
   0.86414673507173578E-008   0.265579933E-003   0.000000000E+000
   0.86792030160043332E-008   0.263621827E-003   0.000000000E+000
   0.87169386812913086E-008   0.273259007E-003   0.000000000E+000
   0.87546743465782839E-008   0.280813139E-003   0.000000000E+000
   0.87924100118652593E-008   0.275732309E-003   0.000000000E+000
   0.88301456771522346E-008   0.265557988E-003   0.000000000E+000
   0.88678813424392100E-008   0.262194226E-003   0.000000000E+000
   0.89056170077261854E-008   0.263807218E-003   0.000000000E+000
   0.89433526730131607E-008   0.259730237E-003   0.000000000E+000
   0.89810883383001361E-008   0.245910836E-003   0.000000000E+000
   0.90188240035871114E-008   0.225985117E-003   0.000000000E+000
   0.90565596688740868E-008   0.202856289E-003   0.000000000E+000
   0.90942953341610622E-008   0.179404858E-003   0.000000000E+000
   0.91320309994480375E-008   0.163033415E-003   0.000000000E+000
   0.91697666647350129E-008   0.158364797E-003   0.000000000E+000
   0.92075023300219883E-008   0.158783427E-003   0.000000000E+000
   0.92452379953089636E-008   0.157559814E-003   0.000000000E+000
   0.92829736605959390E-008   0.164460085E-003   0.000000000E+000
   0.93207093258829143E-008   0.195143875E-003   0.000000000E+000
   0.93584449911698897E-008   0.242897964E-003   0.000000000E+000
   0.93961806564568651E-008   0.278724736E-003   0.000000000E+000
   0.94339163217438404E-008   0.285442366E-003   0.000000000E+000
   0.94716519870308158E-008   0.274934544E-003   0.000000000E+000
   0.95093876523177912E-008   0.263646129E-003   0.000000000E+000
   0.95471233176047665E-008   0.248680386E-003   0.000000000E+000
   0.95848589828917419E-008   0.220785994E-003   0.000000000E+000
   0.96225946481787172E-008   0.186306730E-003   0.000000000E+000
   0.96603303134656926E-008   0.161344826E-003   0.000000000E+000
   0.96980659787526680E-008   0.153042478E-003   0.000000000E+000
   0.97358016440396433E-008   0.156930328E-003   0.000000000E+000
   0.97735373093266187E-008   0.164370489E-003   0.000000000E+000
   0.98112729746135940E-008   0.166253987E-003   0.000000000E+000
   0.98490086399005694E-008   0.158977753E-003   0.000000000E+000
   0.98867443051875448E-008   0.150550797E-003   0.000000000E+000
   0.99244799704745201E-008   0.150831038E-003   0.000000000E+000
   0.99622156357614955E-008   0.155796864E-003   0.000000000E+000
   0.99999513010484709E-008   0.153567773E-003   0.000000000E+000
   0.10037686966335446E-007   0.143686615E-003   0.000000000E+000
   0.10075422631622422E-007   0.136479663E-003   0.000000000E+000
   0.10113158296909397E-007   0.135801893E-003   0.000000000E+000
   0.10150893962196372E-007   0.135639522E-003   0.000000000E+000
   0.10188629627483348E-007   0.131528999E-003   0.000000000E+000
   0.10226365292770323E-007   0.125120496E-003   0.000000000E+000
   0.10264100958057298E-007   0.120076671E-003   0.000000000E+000
   0.10301836623344274E-007   0.118662480E-003   0.000000000E+000
   0.10339572288631249E-007   0.118302931E-003   0.000000000E+000
   0.10377307953918224E-007   0.112450660E-003   0.000000000E+000
   0.10415043619205200E-007   0.101764985E-003   0.000000000E+000
   0.10452779284492175E-007   0.975318180E-004   0.000000000E+000
   0.10490514949779151E-007   0.103533283E-003   0.000000000E+000
   0.10528250615066126E-007   0.106059342E-003   0.000000000E+000
   0.10565986280353101E-007   0.955694995E-004   0.000000000E+000
   0.10603721945640077E-007   0.834659295E-004   0.000000000E+000
   0.10641457610927052E-007   0.818775370E-004   0.000000000E+000
   0.10679193276214027E-007   0.836140898E-004   0.000000000E+000
   0.10716928941501003E-007   0.781525741E-004   0.000000000E+000
   0.10754664606787978E-007   0.701138488E-004   0.000000000E+000
   0.10792400272074953E-007   0.670966692E-004   0.000000000E+000
   0.10830135937361929E-007   0.659193174E-004   0.000000000E+000
   0.10867871602648904E-007   0.622859734E-004   0.000000000E+000
   0.10905607267935880E-007   0.583323163E-004   0.000000000E+000
   0.10943342933222855E-007   0.537499327E-004   0.000000000E+000
   0.10981078598509830E-007   0.446635240E-004   0.000000000E+000
   0.11018814263796806E-007   0.340669503E-004   0.000000000E+000
   0.11056549929083781E-007   0.293214653E-004   0.000000000E+000
   0.11094285594370756E-007   0.297336373E-004   0.000000000E+000
   0.11132021259657732E-007   0.284833441E-004   0.000000000E+000
   0.11169756924944707E-007   0.238259363E-004   0.000000000E+000
   0.11207492590231682E-007   0.188366321E-004   0.000000000E+000
   0.11245228255518658E-007   0.142117715E-004   0.000000000E+000
   0.11282963920805633E-007   0.840979101E-005   0.000000000E+000
   0.11320699586092609E-007   0.161474100E-005   0.000000000E+000
   0.11358435251379584E-007  -0.435031507E-005   0.000000000E+000
   0.11396170916666559E-007  -0.852374797E-005   0.000000000E+000
   0.11433906581953535E-007  -0.125622237E-004   0.000000000E+000
   0.11471642247240510E-007  -0.192564912E-004   0.000000000E+000
   0.11509377912527485E-007  -0.275461516E-004   0.000000000E+000
   0.11547113577814461E-007  -0.325509136E-004   0.000000000E+000
   0.11584849243101436E-007  -0.338309583E-004   0.000000000E+000
   0.11622584908388411E-007  -0.374603223E-004   0.000000000E+000
   0.11660320573675387E-007  -0.457876085E-004   0.000000000E+000
   0.11698056238962362E-007  -0.529086828E-004   0.000000000E+000
   0.11735791904249337E-007  -0.540441761E-004   0.000000000E+000
   0.11773527569536313E-007  -0.517388471E-004   0.000000000E+000
   0.11811263234823288E-007  -0.512997867E-004   0.000000000E+000
   0.11848998900110264E-007  -0.565121882E-004   0.000000000E+000
   0.11886734565397239E-007  -0.675230913E-004   0.000000000E+000
   0.11924470230684214E-007  -0.778567919E-004   0.000000000E+000
   0.11962205895971190E-007  -0.796693348E-004   0.000000000E+000
   0.11999941561258165E-007  -0.756083755E-004   0.000000000E+000
   0.12037677226545140E-007  -0.765200457E-004   0.000000000E+000
   0.12075412891832116E-007  -0.853413367E-004   0.000000000E+000
   0.12113148557119091E-007  -0.935804492E-004   0.000000000E+000
   0.12150884222406066E-007  -0.947689914E-004   0.000000000E+000
   0.12188619887693042E-007  -0.920428574E-004   0.000000000E+000
   0.12226355552980017E-007  -0.919734739E-004   0.000000000E+000
   0.12264091218266993E-007  -0.968408640E-004   0.000000000E+000
   0.12301826883553968E-007  -0.102727325E-003   0.000000000E+000
   0.12339562548840943E-007  -0.104300991E-003   0.000000000E+000
   0.12377298214127919E-007  -0.102593876E-003   0.000000000E+000
   0.12415033879414894E-007  -0.104144798E-003   0.000000000E+000
   0.12452769544701869E-007  -0.110654124E-003   0.000000000E+000
   0.12490505209988845E-007  -0.116643198E-003   0.000000000E+000
   0.12528240875275820E-007  -0.118779593E-003   0.000000000E+000
   0.12565976540562795E-007  -0.119281322E-003   0.000000000E+000
   0.12603712205849771E-007  -0.120337798E-003   0.000000000E+000
   0.12641447871136746E-007  -0.122424593E-003   0.000000000E+000
   0.12679183536423722E-007  -0.125491439E-003   0.000000000E+000
   0.12716919201710697E-007  -0.127651176E-003   0.000000000E+000
   0.12754654866997672E-007  -0.127849373E-003   0.000000000E+000
   0.12792390532284648E-007  -0.129333843E-003   0.000000000E+000
   0.12830126197571623E-007  -0.133354522E-003   0.000000000E+000
   0.12867861862858598E-007  -0.135064503E-003   0.000000000E+000
   0.12905597528145574E-007  -0.133304449E-003   0.000000000E+000
   0.12943333193432549E-007  -0.134206944E-003   0.000000000E+000
   0.12981068858719524E-007  -0.139022450E-003   0.000000000E+000
   0.13018804524006500E-007  -0.141748475E-003   0.000000000E+000
   0.13056540189293475E-007  -0.141187105E-003   0.000000000E+000
   0.13094275854580451E-007  -0.140965683E-003   0.000000000E+000
   0.13132011519867426E-007  -0.140764998E-003   0.000000000E+000
   0.13169747185154401E-007  -0.140517994E-003   0.000000000E+000
   0.13207482850441377E-007  -0.143894693E-003   0.000000000E+000
   0.13245218515728352E-007  -0.148358871E-003   0.000000000E+000
   0.13282954181015327E-007  -0.146757535E-003   0.000000000E+000
   0.13320689846302303E-007  -0.142610923E-003   0.000000000E+000
   0.13358425511589278E-007  -0.145162310E-003   0.000000000E+000
   0.13396161176876253E-007  -0.151635119E-003   0.000000000E+000
   0.13433896842163229E-007  -0.153386485E-003   0.000000000E+000
   0.13471632507450204E-007  -0.151248940E-003   0.000000000E+000
   0.13509368172737179E-007  -0.149465079E-003   0.000000000E+000
   0.13547103838024155E-007  -0.147992556E-003   0.000000000E+000
   0.13584839503311130E-007  -0.149022497E-003   0.000000000E+000
   0.13622575168598106E-007  -0.154087393E-003   0.000000000E+000
   0.13660310833885081E-007  -0.155662274E-003   0.000000000E+000
   0.13698046499172056E-007  -0.149662621E-003   0.000000000E+000
   0.13735782164459032E-007  -0.146024526E-003   0.000000000E+000
   0.13773517829746007E-007  -0.150882552E-003   0.000000000E+000
   0.13811253495032982E-007  -0.155596470E-003   0.000000000E+000
   0.13848989160319958E-007  -0.154215595E-003   0.000000000E+000
   0.13886724825606933E-007  -0.151124448E-003   0.000000000E+000
   0.13924460490893908E-007  -0.148819498E-003   0.000000000E+000
   0.13962196156180884E-007  -0.147783459E-003   0.000000000E+000
   0.13999931821467859E-007  -0.151192537E-003   0.000000000E+000
   0.14037667486754835E-007  -0.155169371E-003   0.000000000E+000
   0.14075403152041810E-007  -0.151174565E-003   0.000000000E+000
   0.14113138817328785E-007  -0.144393722E-003   0.000000000E+000
   0.14150874482615761E-007  -0.146098551E-003   0.000000000E+000
   0.14188610147902736E-007  -0.151290777E-003   0.000000000E+000
   0.14226345813189711E-007  -0.149780797E-003   0.000000000E+000
   0.14264081478476687E-007  -0.146061357E-003   0.000000000E+000
   0.14301817143763662E-007  -0.145809230E-003   0.000000000E+000
   0.14339552809050637E-007  -0.144326317E-003   0.000000000E+000
   0.14377288474337613E-007  -0.142088888E-003   0.000000000E+000
   0.14415024139624588E-007  -0.144775346E-003   0.000000000E+000
   0.14452759804911564E-007  -0.146446124E-003   0.000000000E+000
   0.14490495470198539E-007  -0.140813048E-003   0.000000000E+000
   0.14528231135485514E-007  -0.137236551E-003   0.000000000E+000
   0.14565966800772490E-007  -0.141075623E-003   0.000000000E+000
   0.14603702466059465E-007  -0.141815646E-003   0.000000000E+000
   0.14641438131346440E-007  -0.136920047E-003   0.000000000E+000
   0.14679173796633416E-007  -0.136179617E-003   0.000000000E+000
   0.14716909461920391E-007  -0.137873853E-003   0.000000000E+000
   0.14754645127207366E-007  -0.134067770E-003   0.000000000E+000
   0.14792380792494342E-007  -0.130814718E-003   0.000000000E+000
   0.14830116457781317E-007  -0.133536101E-003   0.000000000E+000
   0.14867852123068293E-007  -0.133242982E-003   0.000000000E+000
   0.14905587788355268E-007  -0.127668332E-003   0.000000000E+000
   0.14943323453642243E-007  -0.126525440E-003   0.000000000E+000
   0.14981059118929219E-007  -0.128314234E-003   0.000000000E+000
   0.15018794784216194E-007  -0.124752623E-003   0.000000000E+000
   0.15056530449503169E-007  -0.121377714E-003   0.000000000E+000
   0.15094266114790145E-007  -0.123689839E-003   0.000000000E+000
   0.15132001780077120E-007  -0.122747893E-003   0.000000000E+000
   0.15169737445364095E-007  -0.116281852E-003   0.000000000E+000
   0.15207473110651071E-007  -0.114938943E-003   0.000000000E+000
   0.15245208775938046E-007  -0.117979042E-003   0.000000000E+000
   0.15282944441225021E-007  -0.115539609E-003   0.000000000E+000
   0.15320680106511997E-007  -0.110895162E-003   0.000000000E+000
   0.15358415771798972E-007  -0.110507703E-003   0.000000000E+000
   0.15396151437085948E-007  -0.108877233E-003   0.000000000E+000
   0.15433887102372923E-007  -0.104566432E-003   0.000000000E+000
   0.15471622767659898E-007  -0.105012572E-003   0.000000000E+000
   0.15509358432946874E-007  -0.106698324E-003   0.000000000E+000
   0.15547094098233849E-007  -0.101057653E-003   0.000000000E+000
   0.15584829763520824E-007  -0.949765963E-004   0.000000000E+000
   0.15622565428807800E-007  -0.966553052E-004   0.000000000E+000
   0.15660301094094775E-007  -0.982988495E-004   0.000000000E+000
   0.15698036759381750E-007  -0.941871112E-004   0.000000000E+000
   0.15735772424668726E-007  -0.907540743E-004   0.000000000E+000
   0.15773508089955701E-007  -0.890723677E-004   0.000000000E+000
   0.15811243755242677E-007  -0.850992656E-004   0.000000000E+000
   0.15848979420529652E-007  -0.834258244E-004   0.000000000E+000
   0.15886715085816627E-007  -0.859844731E-004   0.000000000E+000
   0.15924450751103603E-007  -0.834886596E-004   0.000000000E+000
   0.15962186416390578E-007  -0.752687047E-004   0.000000000E+000
   0.15999922081677553E-007  -0.725933642E-004   0.000000000E+000
   0.16037657746964529E-007  -0.755259025E-004   0.000000000E+000
   0.16075393412251504E-007  -0.744709469E-004   0.000000000E+000
   0.16113129077538479E-007  -0.701597746E-004   0.000000000E+000
   0.16150864742825455E-007  -0.674226394E-004   0.000000000E+000
   0.16188600408112430E-007  -0.637589037E-004   0.000000000E+000
   0.16226336073399406E-007  -0.601817374E-004   0.000000000E+000
   0.16264071738686381E-007  -0.617647092E-004   0.000000000E+000
   0.16301807403973356E-007  -0.628859416E-004   0.000000000E+000
   0.16339543069260332E-007  -0.562454406E-004   0.000000000E+000
   0.16377278734547307E-007  -0.493466978E-004   0.000000000E+000
   0.16415014399834282E-007  -0.499132002E-004   0.000000000E+000
   0.16452750065121258E-007  -0.513997584E-004   0.000000000E+000
   0.16490485730408233E-007  -0.484371994E-004   0.000000000E+000
   0.16528221395695208E-007  -0.450557382E-004   0.000000000E+000
