t              cylinder_rcs.fdtd_Point probe_1_Ex_50_0_80.dat       incid
   0.48301651567328463E-008   0.613230668E-006   0.258434596E-006
   0.48679008220198217E-008   0.127391934E-005   0.714448618E-006
   0.49056364873067970E-008   0.259779222E-005   0.190568801E-005
   0.49433721525937724E-008   0.520060712E-005   0.490492448E-005
   0.49811078178807477E-008   0.102216254E-004   0.121830644E-004
   0.50188434831677231E-008   0.197250120E-004   0.292047262E-004
   0.50565791484546985E-008   0.373722614E-004   0.675716510E-004
   0.50943148137416738E-008   0.695199560E-004   0.150913052E-003
   0.51320504790286492E-008   0.126964340E-003   0.325367233E-003
   0.51697861443156246E-008   0.227636541E-003   0.677231175E-003
   0.52075218096025999E-008   0.400643563E-003   0.136096985E-002
   0.52452574748895753E-008   0.692134956E-003   0.264073699E-002
   0.52829931401765506E-008   0.117352745E-002   0.494756782E-002
   0.53207288054635260E-008   0.195259415E-002   0.895086210E-002
   0.53584644707505014E-008   0.318776723E-002   0.156371035E-001
   0.53962001360374767E-008   0.510563795E-002   0.263798889E-001
   0.54339358013244521E-008   0.802100636E-002   0.429753587E-001
   0.54716714666114274E-008   0.123578655E-001   0.676062703E-001
   0.55094071318984028E-008   0.186684486E-001   0.102700539E+000
   0.55471427971853782E-008   0.276459530E-001   0.150645643E+000
   0.55848784624723535E-008   0.401250124E-001   0.213368356E+000
   0.56226141277593289E-008   0.570628941E-001   0.291785151E+000
   0.56603497930463043E-008   0.794939846E-001   0.385246724E+000
   0.56980854583332796E-008   0.108451143E+000   0.491135001E+000
   0.57358211236202550E-008   0.144850597E+000   0.604188085E+000
   0.57735567889072303E-008   0.189341903E+000   0.717113793E+000
   0.58112924541942057E-008   0.242132187E+000   0.821255982E+000
   0.58490281194811811E-008   0.302802086E+000   0.907563150E+000
   0.58867637847681564E-008   0.370139897E+000   0.967865109E+000
   0.59244994500551318E-008   0.442027211E+000   0.996143997E+000
   0.59622351153421072E-008   0.515412152E+000   0.989527941E+000
   0.59999707806290825E-008   0.586401403E+000   0.948767185E+000
   0.60377064459160579E-008   0.650491655E+000   0.878095090E+000
   0.60754421112030332E-008   0.702940702E+000   0.784505248E+000
   0.61131777764900086E-008   0.739252031E+000   0.676613629E+000
   0.61509134417769840E-008   0.755719066E+000   0.563369572E+000
   0.61886491070639593E-008   0.749953270E+000   0.452861488E+000
   0.62263847723509347E-008   0.721305490E+000   0.351451308E+000
   0.62641204376379100E-008   0.671095729E+000   0.263328135E+000
   0.63018561029248854E-008   0.602586448E+000   0.190485641E+000
   0.63395917682118608E-008   0.520676970E+000   0.133031517E+000
   0.63773274334988361E-008   0.431346864E+000   0.896954909E-001
   0.64150630987858115E-008   0.340927124E+000   0.583844855E-001
   0.64527987640727869E-008   0.255316496E+000   0.366876759E-001
   0.64905344293597622E-008   0.179280251E+000   0.222546440E-001
   0.65282700946467376E-008   0.115953587E+000   0.130309910E-001
   0.65660057599337129E-008   0.666323900E-001   0.736484351E-002
   0.66037414252206883E-008   0.308748968E-001   0.401752302E-002
   0.66414770905076637E-008   0.687325001E-002   0.211509899E-002
   0.66792127557946390E-008  -0.800160225E-002   0.107460876E-002
   0.67169484210816144E-008  -0.166074596E-001   0.526848889E-003
   0.67546840863685897E-008  -0.215143524E-001   0.249232980E-003
   0.67924197516555651E-008  -0.246570036E-001   0.113755472E-003
   0.68301554169425405E-008  -0.271993391E-001   0.500911265E-004
   0.68678910822295158E-008  -0.295976661E-001   0.212779923E-004
   0.69056267475164912E-008  -0.318033956E-001   0.871888551E-005
   0.69433624128034666E-008  -0.335234851E-001   0.344591285E-005
   0.69810980780904419E-008  -0.344588943E-001   0.131354614E-005
   0.70188337433774173E-008  -0.344644561E-001   0.482874043E-006
   0.70565694086643926E-008  -0.336092412E-001   0.171184809E-006
   0.70943050739513680E-008  -0.321508870E-001   0.585182214E-007
   0.71320407392383434E-008  -0.304581337E-001   0.192886382E-007
   0.71697764045253187E-008  -0.289194472E-001   0.612991924E-008
   0.72075120698122941E-008  -0.278665405E-001   0.187820737E-008
   0.72452477350992694E-008  -0.275264438E-001   0.554784774E-009
   0.72829834003862448E-008  -0.280028693E-001   0.157979907E-009
   0.73207190656732202E-008  -0.292811040E-001   0.433645481E-010
   0.73584547309601955E-008  -0.312478840E-001   0.114741844E-010
   0.73961903962471709E-008  -0.337151662E-001   0.292636857E-011
   0.74339260615341463E-008  -0.364379436E-001   0.719378279E-012
   0.74716617268211216E-008  -0.391255096E-001   0.170441501E-012
   0.75093973921080970E-008  -0.414583609E-001   0.000000000E+000
   0.75471330573950723E-008  -0.431263782E-001   0.000000000E+000
   0.75848687226820477E-008  -0.438896306E-001   0.000000000E+000
   0.76226043879690231E-008  -0.436389521E-001   0.000000000E+000
   0.76603400532559984E-008  -0.424215384E-001   0.000000000E+000
   0.76980757185429738E-008  -0.404134579E-001   0.000000000E+000
   0.77358113838299492E-008  -0.378553122E-001   0.000000000E+000
   0.77735470491169245E-008  -0.349894688E-001   0.000000000E+000
   0.78112827144038999E-008  -0.320297070E-001   0.000000000E+000
   0.78490183796908752E-008  -0.291657913E-001   0.000000000E+000
   0.78867540449778506E-008  -0.265782792E-001   0.000000000E+000
   0.79244897102648260E-008  -0.244315229E-001   0.000000000E+000
   0.79622253755518013E-008  -0.228331219E-001   0.000000000E+000
   0.79999610408387767E-008  -0.217855610E-001   0.000000000E+000
   0.80376967061257520E-008  -0.211781394E-001   0.000000000E+000
   0.80754323714127274E-008  -0.208428707E-001   0.000000000E+000
   0.81131680366997028E-008  -0.206385646E-001   0.000000000E+000
   0.81509037019866781E-008  -0.204943027E-001   0.000000000E+000
   0.81886393672736535E-008  -0.203837007E-001   0.000000000E+000
   0.82263750325606289E-008  -0.202762075E-001   0.000000000E+000
   0.82641106978476042E-008  -0.201298371E-001   0.000000000E+000
   0.83018463631345796E-008  -0.199253485E-001   0.000000000E+000
   0.83395820284215549E-008  -0.196798798E-001   0.000000000E+000
   0.83773176937085303E-008  -0.194044653E-001   0.000000000E+000
   0.84150533589955057E-008  -0.190501381E-001   0.000000000E+000
   0.84527890242824810E-008  -0.185114965E-001   0.000000000E+000
   0.84905246895694564E-008  -0.176915750E-001   0.000000000E+000
   0.85282603548564317E-008  -0.165636502E-001   0.000000000E+000
   0.85659960201434071E-008  -0.151771819E-001   0.000000000E+000
   0.86037316854303825E-008  -0.136205265E-001   0.000000000E+000
   0.86414673507173578E-008  -0.119883567E-001   0.000000000E+000
   0.86792030160043332E-008  -0.103773735E-001   0.000000000E+000
   0.87169386812913086E-008  -0.889403000E-002   0.000000000E+000
   0.87546743465782839E-008  -0.764615880E-002   0.000000000E+000
   0.87924100118652593E-008  -0.670857495E-002   0.000000000E+000
   0.88301456771522346E-008  -0.608187867E-002   0.000000000E+000
   0.88678813424392100E-008  -0.568240881E-002   0.000000000E+000
   0.89056170077261854E-008  -0.538500259E-002   0.000000000E+000
   0.89433526730131607E-008  -0.508977566E-002   0.000000000E+000
   0.89810883383001361E-008  -0.475262851E-002   0.000000000E+000
   0.90188240035871114E-008  -0.435726531E-002   0.000000000E+000
   0.90565596688740868E-008  -0.387702300E-002   0.000000000E+000
   0.90942953341610622E-008  -0.328332279E-002   0.000000000E+000
   0.91320309994480375E-008  -0.258673122E-002   0.000000000E+000
   0.91697666647350129E-008  -0.184507133E-002   0.000000000E+000
   0.92075023300219883E-008  -0.111710699E-002   0.000000000E+000
   0.92452379953089636E-008  -0.417392061E-003   0.000000000E+000
   0.92829736605959390E-008   0.274153717E-003   0.000000000E+000
   0.93207093258829143E-008   0.969434506E-003   0.000000000E+000
   0.93584449911698897E-008   0.165445975E-002   0.000000000E+000
   0.93961806564568651E-008   0.230895285E-002   0.000000000E+000
   0.94339163217438404E-008   0.292646606E-002   0.000000000E+000
   0.94716519870308158E-008   0.351215410E-002   0.000000000E+000
   0.95093876523177912E-008   0.407076674E-002   0.000000000E+000
   0.95471233176047665E-008   0.459958706E-002   0.000000000E+000
   0.95848589828917419E-008   0.508883875E-002   0.000000000E+000
   0.96225946481787172E-008   0.553206913E-002   0.000000000E+000
   0.96603303134656926E-008   0.594006805E-002   0.000000000E+000
   0.96980659787526680E-008   0.633491948E-002   0.000000000E+000
   0.97358016440396433E-008   0.671980809E-002   0.000000000E+000
   0.97735373093266187E-008   0.706214458E-002   0.000000000E+000
   0.98112729746135940E-008   0.731806410E-002   0.000000000E+000
   0.98490086399005694E-008   0.746840751E-002   0.000000000E+000
   0.98867443051875448E-008   0.752180908E-002   0.000000000E+000
   0.99244799704745201E-008   0.749128079E-002   0.000000000E+000
   0.99622156357614955E-008   0.738405716E-002   0.000000000E+000
   0.99999513010484709E-008   0.721827336E-002   0.000000000E+000
   0.10037686966335446E-007   0.704332674E-002   0.000000000E+000
   0.10075422631622422E-007   0.693521276E-002   0.000000000E+000
   0.10113158296909397E-007   0.695972983E-002   0.000000000E+000
   0.10150893962196372E-007   0.713147782E-002   0.000000000E+000
   0.10188629627483348E-007   0.741113117E-002   0.000000000E+000
   0.10226365292770323E-007   0.774305593E-002   0.000000000E+000
   0.10264100958057298E-007   0.808467064E-002   0.000000000E+000
   0.10301836623344274E-007   0.839920063E-002   0.000000000E+000
   0.10339572288631249E-007   0.864445884E-002   0.000000000E+000
   0.10377307953918224E-007   0.878985692E-002   0.000000000E+000
   0.10415043619205200E-007   0.884104613E-002   0.000000000E+000
   0.10452779284492175E-007   0.884125661E-002   0.000000000E+000
   0.10490514949779151E-007   0.885207485E-002   0.000000000E+000
   0.10528250615066126E-007   0.892672781E-002   0.000000000E+000
   0.10565986280353101E-007   0.908316951E-002   0.000000000E+000
   0.10603721945640077E-007   0.929682795E-002   0.000000000E+000
   0.10641457610927052E-007   0.952634402E-002   0.000000000E+000
   0.10679193276214027E-007   0.974405836E-002   0.000000000E+000
   0.10716928941501003E-007   0.993695948E-002   0.000000000E+000
   0.10754664606787978E-007   0.100917574E-001   0.000000000E+000
   0.10792400272074953E-007   0.101969391E-001   0.000000000E+000
   0.10830135937361929E-007   0.102588842E-001   0.000000000E+000
   0.10867871602648904E-007   0.103076510E-001   0.000000000E+000
   0.10905607267935880E-007   0.103836739E-001   0.000000000E+000
   0.10943342933222855E-007   0.105119739E-001   0.000000000E+000
   0.10981078598509830E-007   0.106826266E-001   0.000000000E+000
   0.11018814263796806E-007   0.108643603E-001   0.000000000E+000
   0.11056549929083781E-007   0.110443756E-001   0.000000000E+000
   0.11094285594370756E-007   0.112408232E-001   0.000000000E+000
   0.11132021259657732E-007   0.114650764E-001   0.000000000E+000
   0.11169756924944707E-007   0.116891982E-001   0.000000000E+000
   0.11207492590231682E-007   0.118693626E-001   0.000000000E+000
   0.11245228255518658E-007   0.119916303E-001   0.000000000E+000
   0.11282963920805633E-007   0.120786428E-001   0.000000000E+000
   0.11320699586092609E-007   0.121562565E-001   0.000000000E+000
   0.11358435251379584E-007   0.122264167E-001   0.000000000E+000
   0.11396170916666559E-007   0.122739840E-001   0.000000000E+000
   0.11433906581953535E-007   0.122919986E-001   0.000000000E+000
   0.11471642247240510E-007   0.122896275E-001   0.000000000E+000
   0.11509377912527485E-007   0.122709116E-001   0.000000000E+000
   0.11547113577814461E-007   0.122183980E-001   0.000000000E+000
   0.11584849243101436E-007   0.121157058E-001   0.000000000E+000
   0.11622584908388411E-007   0.119839124E-001   0.000000000E+000
   0.11660320573675387E-007   0.118782520E-001   0.000000000E+000
   0.11698056238962362E-007   0.118426094E-001   0.000000000E+000
   0.11735791904249337E-007   0.118713072E-001   0.000000000E+000
   0.11773527569536313E-007   0.119141284E-001   0.000000000E+000
   0.11811263234823288E-007   0.119168973E-001   0.000000000E+000
   0.11848998900110264E-007   0.118624279E-001   0.000000000E+000
   0.11886734565397239E-007   0.117755989E-001   0.000000000E+000
   0.11924470230684214E-007   0.116899554E-001   0.000000000E+000
   0.11962205895971190E-007   0.116163092E-001   0.000000000E+000
   0.11999941561258165E-007   0.115458211E-001   0.000000000E+000
   0.12037677226545140E-007   0.114709595E-001   0.000000000E+000
   0.12075412891832116E-007   0.113931959E-001   0.000000000E+000
   0.12113148557119091E-007   0.113158692E-001   0.000000000E+000
   0.12150884222406066E-007   0.112375086E-001   0.000000000E+000
   0.12188619887693042E-007   0.111530675E-001   0.000000000E+000
   0.12226355552980017E-007   0.110609988E-001   0.000000000E+000
   0.12264091218266993E-007   0.109654600E-001   0.000000000E+000
   0.12301826883553968E-007   0.108655756E-001   0.000000000E+000
   0.12339562548840943E-007   0.107473750E-001   0.000000000E+000
   0.12377298214127919E-007   0.105981128E-001   0.000000000E+000
   0.12415033879414894E-007   0.104271900E-001   0.000000000E+000
   0.12452769544701869E-007   0.102626532E-001   0.000000000E+000
   0.12490505209988845E-007   0.101266075E-001   0.000000000E+000
   0.12528240875275820E-007   0.100176288E-001   0.000000000E+000
   0.12565976540562795E-007   0.991433766E-002   0.000000000E+000
   0.12603712205849771E-007   0.979590137E-002   0.000000000E+000
   0.12641447871136746E-007   0.966177508E-002   0.000000000E+000
   0.12679183536423722E-007   0.952630863E-002   0.000000000E+000
   0.12716919201710697E-007   0.939352810E-002   0.000000000E+000
   0.12754654866997672E-007   0.925186370E-002   0.000000000E+000
   0.12792390532284648E-007   0.909812376E-002   0.000000000E+000
   0.12830126197571623E-007   0.894934684E-002   0.000000000E+000
   0.12867861862858598E-007   0.882283319E-002   0.000000000E+000
   0.12905597528145574E-007   0.871517975E-002   0.000000000E+000
   0.12943333193432549E-007   0.860450417E-002   0.000000000E+000
   0.12981068858719524E-007   0.846948568E-002   0.000000000E+000
   0.13018804524006500E-007   0.831111241E-002   0.000000000E+000
   0.13056540189293475E-007   0.815480109E-002   0.000000000E+000
   0.13094275854580451E-007   0.801915210E-002   0.000000000E+000
   0.13132011519867426E-007   0.788839348E-002   0.000000000E+000
   0.13169747185154401E-007   0.773381675E-002   0.000000000E+000
   0.13207482850441377E-007   0.755474903E-002   0.000000000E+000
   0.13245218515728352E-007   0.737872068E-002   0.000000000E+000
   0.13282954181015327E-007   0.722789718E-002   0.000000000E+000
   0.13320689846302303E-007   0.709909108E-002   0.000000000E+000
   0.13358425511589278E-007   0.696953712E-002   0.000000000E+000
   0.13396161176876253E-007   0.681779208E-002   0.000000000E+000
   0.13433896842163229E-007   0.664700009E-002   0.000000000E+000
   0.13471632507450204E-007   0.648168195E-002   0.000000000E+000
   0.13509368172737179E-007   0.633345451E-002   0.000000000E+000
   0.13547103838024155E-007   0.618615048E-002   0.000000000E+000
   0.13584839503311130E-007   0.602420326E-002   0.000000000E+000
   0.13622575168598106E-007   0.585494144E-002   0.000000000E+000
   0.13660310833885081E-007   0.569425989E-002   0.000000000E+000
   0.13698046499172056E-007   0.554862246E-002   0.000000000E+000
   0.13735782164459032E-007   0.541334366E-002   0.000000000E+000
   0.13773517829746007E-007   0.527566951E-002   0.000000000E+000
   0.13811253495032982E-007   0.512596127E-002   0.000000000E+000
   0.13848989160319958E-007   0.497142924E-002   0.000000000E+000
   0.13886724825606933E-007   0.482373498E-002   0.000000000E+000
   0.13924460490893908E-007   0.467538880E-002   0.000000000E+000
   0.13962196156180884E-007   0.451033562E-002   0.000000000E+000
   0.13999931821467859E-007   0.433050375E-002   0.000000000E+000
   0.14037667486754835E-007   0.415044837E-002   0.000000000E+000
   0.14075403152041810E-007   0.397776254E-002   0.000000000E+000
   0.14113138817328785E-007   0.381300761E-002   0.000000000E+000
   0.14150874482615761E-007   0.365208508E-002   0.000000000E+000
   0.14188610147902736E-007   0.348480861E-002   0.000000000E+000
   0.14226345813189711E-007   0.331049273E-002   0.000000000E+000
   0.14264081478476687E-007   0.314608938E-002   0.000000000E+000
   0.14301817143763662E-007   0.299892970E-002   0.000000000E+000
   0.14339552809050637E-007   0.285125547E-002   0.000000000E+000
   0.14377288474337613E-007   0.268929405E-002   0.000000000E+000
   0.14415024139624588E-007   0.252185692E-002   0.000000000E+000
   0.14452759804911564E-007   0.235995022E-002   0.000000000E+000
   0.14490495470198539E-007   0.220471364E-002   0.000000000E+000
   0.14528231135485514E-007   0.205479073E-002   0.000000000E+000
   0.14565966800772490E-007   0.190290296E-002   0.000000000E+000
   0.14603702466059465E-007   0.173888379E-002   0.000000000E+000
   0.14641438131346440E-007   0.157138356E-002   0.000000000E+000
   0.14679173796633416E-007   0.142084423E-002   0.000000000E+000
   0.14716909461920391E-007   0.128442305E-002   0.000000000E+000
   0.14754645127207366E-007   0.114061893E-002   0.000000000E+000
   0.14792380792494342E-007   0.985930674E-003   0.000000000E+000
   0.14830116457781317E-007   0.834412815E-003   0.000000000E+000
   0.14867852123068293E-007   0.692219997E-003   0.000000000E+000
   0.14905587788355268E-007   0.557121297E-003   0.000000000E+000
   0.14943323453642243E-007   0.424230500E-003   0.000000000E+000
   0.14981059118929219E-007   0.281792833E-003   0.000000000E+000
   0.15018794784216194E-007   0.126658590E-003   0.000000000E+000
   0.15056530449503169E-007  -0.213807652E-004   0.000000000E+000
   0.15094266114790145E-007  -0.149007959E-003   0.000000000E+000
   0.15132001780077120E-007  -0.274002261E-003   0.000000000E+000
   0.15169737445364095E-007  -0.413923874E-003   0.000000000E+000
   0.15207473110651071E-007  -0.557920663E-003   0.000000000E+000
   0.15245208775938046E-007  -0.689213339E-003   0.000000000E+000
   0.15282944441225021E-007  -0.806571392E-003   0.000000000E+000
   0.15320680106511997E-007  -0.917197089E-003   0.000000000E+000
   0.15358415771798972E-007  -0.103338575E-002   0.000000000E+000
   0.15396151437085948E-007  -0.116569980E-002   0.000000000E+000
   0.15433887102372923E-007  -0.130110711E-002   0.000000000E+000
   0.15471622767659898E-007  -0.141383591E-002   0.000000000E+000
   0.15509358432946874E-007  -0.150814699E-002   0.000000000E+000
   0.15547094098233849E-007  -0.161451858E-002   0.000000000E+000
   0.15584829763520824E-007  -0.174117670E-002   0.000000000E+000
   0.15622565428807800E-007  -0.186611409E-002   0.000000000E+000
   0.15660301094094775E-007  -0.197171909E-002   0.000000000E+000
   0.15698036759381750E-007  -0.205943617E-002   0.000000000E+000
   0.15735772424668726E-007  -0.214387546E-002   0.000000000E+000
   0.15773508089955701E-007  -0.224512699E-002   0.000000000E+000
   0.15811243755242677E-007  -0.236505712E-002   0.000000000E+000
   0.15848979420529652E-007  -0.247485749E-002   0.000000000E+000
   0.15886715085816627E-007  -0.255357428E-002   0.000000000E+000
   0.15924450751103603E-007  -0.262224022E-002   0.000000000E+000
   0.15962186416390578E-007  -0.271140551E-002   0.000000000E+000
   0.15999922081677553E-007  -0.281818281E-002   0.000000000E+000
   0.16037657746964529E-007  -0.291803223E-002   0.000000000E+000
   0.16075393412251504E-007  -0.299581443E-002   0.000000000E+000
   0.16113129077538479E-007  -0.305551267E-002   0.000000000E+000
   0.16150864742825455E-007  -0.311835622E-002   0.000000000E+000
   0.16188600408112430E-007  -0.320433732E-002   0.000000000E+000
   0.16226336073399406E-007  -0.330185331E-002   0.000000000E+000
   0.16264071738686381E-007  -0.337769650E-002   0.000000000E+000
   0.16301807403973356E-007  -0.342569477E-002   0.000000000E+000
   0.16339543069260332E-007  -0.347474823E-002   0.000000000E+000
   0.16377278734547307E-007  -0.354487286E-002   0.000000000E+000
   0.16415014399834282E-007  -0.362550886E-002   0.000000000E+000
   0.16452750065121258E-007  -0.369573315E-002   0.000000000E+000
   0.16490485730408233E-007  -0.374456658E-002   0.000000000E+000
   0.16528221395695208E-007  -0.377987651E-002   0.000000000E+000
   0.16565957060982184E-007  -0.382535253E-002   0.000000000E+000
   0.16603692726269159E-007  -0.389255886E-002   0.000000000E+000
   0.16641428391556135E-007  -0.396045577E-002   0.000000000E+000
   0.16679164056843110E-007  -0.400406914E-002   0.000000000E+000
   0.16716899722130085E-007  -0.403042696E-002   0.000000000E+000
   0.16754635387417061E-007  -0.406388845E-002   0.000000000E+000
