t              TwoCables.fdtd_Probe_End_Ez_50_25_10.dat
   0.87819898163428445E-010   0.000000000E+000
   0.89360598131207891E-010   0.000000000E+000
   0.90901298098987338E-010   0.000000000E+000
   0.92441998066766784E-010   0.000000000E+000
   0.93982698034546230E-010   0.000000000E+000
   0.95523398002325677E-010   0.000000000E+000
   0.97064097970105123E-010   0.000000000E+000
   0.98604797937884570E-010   0.000000000E+000
   0.10014549790566402E-009   0.000000000E+000
   0.10168619787344346E-009   0.000000000E+000
   0.10322689784122291E-009   0.000000000E+000
   0.10476759780900236E-009   0.000000000E+000
   0.10630829777678180E-009   0.000000000E+000
   0.10784899774456125E-009   0.000000000E+000
   0.10938969771234069E-009   0.000000000E+000
   0.11093039768012014E-009   0.000000000E+000
   0.11247109764789959E-009   0.000000000E+000
   0.11401179761567903E-009   0.000000000E+000
   0.11555249758345848E-009   0.000000000E+000
   0.11709319755123793E-009   0.000000000E+000
   0.11863389751901737E-009   0.000000000E+000
   0.12017459748679682E-009   0.000000000E+000
   0.12171529745457627E-009   0.000000000E+000
   0.12325599742235571E-009   0.000000000E+000
   0.12479669739013516E-009   0.000000000E+000
   0.12633739735791460E-009   0.000000000E+000
   0.12787809732569405E-009   0.000000000E+000
   0.12941879729347350E-009   0.000000000E+000
   0.13095949726125294E-009   0.000000000E+000
   0.13250019722903239E-009   0.000000000E+000
   0.13404089719681184E-009   0.000000000E+000
   0.13558159716459128E-009   0.000000000E+000
   0.13712229713237073E-009   0.000000000E+000
   0.13866299710015018E-009   0.000000000E+000
   0.14020369706792962E-009   0.000000000E+000
   0.14174439703570907E-009   0.000000000E+000
   0.14328509700348852E-009   0.000000000E+000
   0.14482579697126796E-009   0.000000000E+000
   0.14636649693904741E-009   0.000000000E+000
   0.14790719690682685E-009   0.000000000E+000
   0.14944789687460630E-009   0.000000000E+000
   0.15098859684238575E-009   0.000000000E+000
   0.15252929681016519E-009   0.000000000E+000
   0.15406999677794464E-009   0.000000000E+000
   0.15561069674572409E-009   0.000000000E+000
   0.15715139671350353E-009   0.000000000E+000
   0.15869209668128298E-009   0.000000000E+000
   0.16023279664906243E-009   0.000000000E+000
   0.16177349661684187E-009   0.000000000E+000
   0.16331419658462132E-009   0.000000000E+000
   0.16485489655240076E-009   0.000000000E+000
   0.16639559652018021E-009   0.000000000E+000
   0.16793629648795966E-009   0.000000000E+000
   0.16947699645573910E-009   0.000000000E+000
   0.17101769642351855E-009   0.000000000E+000
   0.17255839639129800E-009   0.000000000E+000
   0.17409909635907744E-009   0.000000000E+000
   0.17563979632685689E-009   0.000000000E+000
   0.17718049629463634E-009   0.000000000E+000
   0.17872119626241578E-009   0.000000000E+000
   0.18026189623019523E-009   0.000000000E+000
   0.18180259619797468E-009   0.000000000E+000
   0.18334329616575412E-009   0.000000000E+000
   0.18488399613353357E-009   0.000000000E+000
   0.18642469610131301E-009   0.000000000E+000
   0.18796539606909246E-009   0.000000000E+000
   0.18950609603687191E-009  -0.757772525E-036
   0.19104679600465135E-009  -0.289034431E-035
   0.19258749597243080E-009  -0.745251939E-035
   0.19412819594021025E-009  -0.162891877E-034
   0.19566889590798969E-009  -0.326336230E-034
   0.19720959587576914E-009  -0.621996822E-034
   0.19875029584354859E-009  -0.114044040E-033
   0.20029099581132803E-009  -0.205033834E-033
   0.20183169577910748E-009  -0.364987988E-033
   0.20337239574688692E-009  -0.646215346E-033
   0.20491309571466637E-009  -0.114295639E-032
   0.20645379568244582E-009  -0.201497511E-032
   0.20799449565022526E-009  -0.353663271E-032
   0.20953519561800471E-009  -0.617659980E-032
   0.21107589558578416E-009  -0.107318733E-031
   0.21261659555356360E-009  -0.185515828E-031
   0.21415729552134305E-009  -0.319081241E-031
   0.21569799548912250E-009  -0.546122450E-031
   0.21723869545690194E-009  -0.930245263E-031
   0.21877939542468139E-009  -0.157711751E-030
   0.22032009539246084E-009  -0.266147061E-030
   0.22186079536024028E-009  -0.447091988E-030
   0.22340149532801973E-009  -0.747677273E-030
   0.22494219529579917E-009  -0.124479482E-029
   0.22648289526357862E-009  -0.206334674E-029
   0.22802359523135807E-009  -0.340535184E-029
   0.22956429519913751E-009  -0.559617878E-029
   0.23110499516691696E-009  -0.915767275E-029
   0.23264569513469641E-009  -0.149233450E-028
   0.23418639510247585E-009  -0.242190927E-028
   0.23572709507025530E-009  -0.391455884E-028
   0.23726779503803475E-009  -0.630177759E-028
   0.23880849500581419E-009  -0.101046250E-027
   0.24034919497359364E-009  -0.161389523E-027
   0.24188989494137308E-009  -0.256772852E-027
   0.24343059490915253E-009  -0.406969412E-027
   0.24497129487693198E-009  -0.642588741E-027
   0.24651199484471142E-009  -0.101084012E-026
   0.24805269481249087E-009  -0.158426911E-026
   0.24959339478027032E-009  -0.247395081E-026
   0.25113409474804976E-009  -0.384934732E-026
   0.25267479471582921E-009  -0.596808211E-026
   0.25421549468360866E-009  -0.922044122E-026
   0.25575619465138810E-009  -0.141956383E-025
   0.25729689461916755E-009  -0.217801692E-025
   0.25883759458694700E-009  -0.333032915E-025
   0.26037829455472644E-009  -0.507514804E-025
   0.26191899452250589E-009  -0.770835680E-025
   0.26345969449028533E-009  -0.116692225E-024
   0.26500039445806478E-009  -0.176077661E-024
   0.26654109442584423E-009  -0.264827878E-024
   0.26808179439362367E-009  -0.397040596E-024
   0.26962249436140312E-009  -0.593379004E-024
   0.27116319432918257E-009  -0.884035297E-024
   0.27270389429696201E-009  -0.131298867E-023
   0.27424459426474146E-009  -0.194410569E-023
   0.27578529423252091E-009  -0.286985250E-023
   0.27732599420030035E-009  -0.422370052E-023
   0.27886669416807980E-009  -0.619774013E-023
   0.28040739413585924E-009  -0.906761058E-023
   0.28194809410363869E-009  -0.132276875E-022
   0.28348879407141814E-009  -0.192406046E-022
   0.28502949403919758E-009  -0.279067339E-022
   0.28657019400697703E-009  -0.403614371E-022
   0.28811089397475648E-009  -0.582107152E-022
   0.28965159394253592E-009  -0.837200219E-022
   0.29119229391031537E-009  -0.120076153E-021
   0.29273299387809482E-009  -0.171749787E-021
   0.29427369384587426E-009  -0.244995635E-021
   0.29581439381365371E-009  -0.348540786E-021
   0.29735509378143316E-009  -0.494529657E-021
   0.29889579374921260E-009  -0.699817164E-021
   0.30043649371699205E-009  -0.987734936E-021
   0.30197719368477149E-009  -0.139049556E-020
   0.30351789365255094E-009  -0.195245826E-020
   0.30505859362033039E-009  -0.273455288E-020
   0.30659929358810983E-009  -0.382025773E-020
   0.30813999355588928E-009  -0.532365445E-020
   0.30968069352366873E-009  -0.740025907E-020
   0.31122139349144817E-009  -0.102615430E-019
   0.31276209345922762E-009  -0.141943595E-019
   0.31430279342700707E-009  -0.195868630E-019
   0.31584349339478651E-009  -0.269630087E-019
   0.31738419336256596E-009  -0.370283491E-019
   0.31892489333034540E-009  -0.507307317E-019
   0.32046559329812485E-009  -0.693404376E-019
   0.32200629326590430E-009  -0.945558947E-019
   0.32354699323368374E-009  -0.128642676E-018
   0.32508769320146319E-009  -0.174615746E-018
   0.32662839316924264E-009  -0.236478245E-018
   0.32816909313702208E-009  -0.319533098E-018
   0.32970979310480153E-009  -0.430788942E-018
   0.33125049307258098E-009  -0.579487892E-018
   0.33279119304036042E-009  -0.777790175E-018
   0.33433189300813987E-009  -0.104165914E-017
   0.33587259297591932E-009  -0.139200466E-017
   0.33741329294369876E-009  -0.185615566E-017
   0.33895399291147821E-009  -0.246975162E-017
   0.34049469287925765E-009  -0.327916935E-017
   0.34203539284703710E-009  -0.434462679E-017
   0.34357609281481655E-009  -0.574414483E-017
   0.34511679278259599E-009  -0.757859734E-017
   0.34665749275037544E-009  -0.997812256E-017
   0.34819819271815489E-009  -0.131102626E-016
   0.34973889268593433E-009  -0.171902607E-016
   0.35127959265371378E-009  -0.224940518E-016
   0.35282029262149323E-009  -0.293746626E-016
   0.35436099258927267E-009  -0.382827989E-016
   0.35590169255705212E-009  -0.497926928E-016
   0.35744239252483156E-009  -0.646344505E-016
   0.35898309249261101E-009  -0.837344942E-016
   0.36052379246039046E-009  -0.108265951E-015
   0.36206449242816990E-009  -0.139711388E-015
   0.36360519239594935E-009  -0.179940609E-015
   0.36514589236372880E-009  -0.231307148E-015
   0.36668659233150824E-009  -0.296767522E-015
   0.36822729229928769E-009  -0.380028373E-015
   0.36976799226706714E-009  -0.485727655E-015
   0.37130869223484658E-009  -0.619657117E-015
   0.37284939220262603E-009  -0.789035596E-015
   0.37439009217040548E-009  -0.100284254E-014
   0.37593079213818492E-009  -0.127222676E-014
   0.37747149210596437E-009  -0.161100277E-014
   0.37901219207374381E-009  -0.203625641E-014
   0.38055289204152326E-009  -0.256907782E-014
   0.38209359200930271E-009  -0.323545156E-014
   0.38363429197708215E-009  -0.406733109E-014
   0.38517499194486160E-009  -0.510393636E-014
   0.38671569191264105E-009  -0.639331532E-014
   0.38825639188042049E-009  -0.799422072E-014
   0.38979709184819994E-009  -0.997835898E-014
   0.39133779181597939E-009  -0.124330876E-013
   0.39287849178375883E-009  -0.154646244E-013
   0.39441919175153828E-009  -0.192018947E-013
   0.39595989171931772E-009  -0.238010837E-013
   0.39750059168709717E-009  -0.294510577E-013
   0.39904129165487662E-009  -0.363797873E-013
   0.40058199162265606E-009  -0.448619345E-013
   0.40212269159043551E-009  -0.552278018E-013
   0.40366339155821496E-009  -0.678739088E-013
   0.40520409152599440E-009  -0.832753801E-013
   0.40674479149377385E-009  -0.102000480E-012
   0.40828549146155330E-009  -0.124727689E-012
   0.40982619142933274E-009  -0.152265597E-012
   0.41136689139711219E-009  -0.185576082E-012
   0.41290759136489164E-009  -0.225801365E-012
   0.41444829133267108E-009  -0.274295343E-012
   0.41598899130045053E-009  -0.332660006E-012
   0.41752969126822997E-009  -0.402787395E-012
   0.41907039123600942E-009  -0.486908311E-012
   0.42061109120378887E-009  -0.587648040E-012
   0.42215179117156831E-009  -0.708090758E-012
   0.42369249113934776E-009  -0.851853364E-012
   0.42523319110712721E-009  -0.102316972E-011
   0.42677389107490665E-009  -0.122698704E-011
   0.42831459104268610E-009  -0.146907627E-011
   0.42985529101046555E-009  -0.175615696E-011
   0.43139599097824499E-009  -0.209603905E-011
   0.43293669094602444E-009  -0.249778453E-011
   0.43447739091380388E-009  -0.297188858E-011
   0.43601809088158333E-009  -0.353048472E-011
   0.43755879084936278E-009  -0.418757650E-011
   0.43909949081714222E-009  -0.495929730E-011
   0.44064019078492167E-009  -0.586419758E-011
   0.44218089075270112E-009  -0.692357630E-011
   0.44372159072048056E-009  -0.816183666E-011
   0.44526229068826001E-009  -0.960689514E-011
   0.44680299065603946E-009  -0.112906264E-010
   0.44834369062381890E-009  -0.132493608E-010
   0.44988439059159835E-009  -0.155244359E-010
   0.45142509055937780E-009  -0.181627959E-010
   0.45296579052715724E-009  -0.212176665E-010
   0.45450649049493669E-009  -0.247492773E-010
   0.45604719046271613E-009  -0.288256710E-010
   0.45758789043049558E-009  -0.335235624E-010
   0.45912859039827503E-009  -0.389293112E-010
   0.46066929036605447E-009  -0.451399439E-010
   0.46220999033383392E-009  -0.522642624E-010
   0.46375069030161337E-009  -0.604241032E-010
   0.46529139026939281E-009  -0.697555624E-010
   0.46683209023717226E-009  -0.804104769E-010
   0.46837279020495171E-009  -0.925578919E-010
   0.46991349017273115E-009  -0.106385664E-009
   0.47145419014051060E-009  -0.122102176E-009
   0.47299489010829004E-009  -0.139938172E-009
   0.47453559007606949E-009  -0.160148658E-009
   0.47607629004384894E-009  -0.183014950E-009
   0.47761699001162838E-009  -0.208846815E-009
   0.47915768997940783E-009  -0.237984660E-009
   0.48069838994718728E-009  -0.270801964E-009
   0.48223908991496672E-009  -0.307707554E-009
   0.48377978988274617E-009  -0.349148432E-009
   0.48532048985052562E-009  -0.395611960E-009
   0.48686118981830506E-009  -0.447628934E-009
   0.48840188978608451E-009  -0.505775977E-009
   0.48994258975386396E-009  -0.570678726E-009
   0.49148328972164340E-009  -0.643014308E-009
   0.49302398968942285E-009  -0.723514471E-009
   0.49456468965720229E-009  -0.812968137E-009
   0.49610538962498174E-009  -0.912224851E-009
   0.49764608959276119E-009  -0.102219699E-008
   0.49918678956054063E-009  -0.114386278E-008
   0.50072748952832008E-009  -0.127826916E-008
   0.50226818949609953E-009  -0.142653456E-008
   0.50380888946387897E-009  -0.158985125E-008
   0.50534958943165842E-009  -0.176948789E-008
   0.50689028939943787E-009  -0.196679184E-008
   0.50843098936721731E-009  -0.218319163E-008
   0.50997168933499676E-009  -0.242019804E-008
   0.51151238930277620E-009  -0.267940803E-008
   0.51305308927055565E-009  -0.296250335E-008
   0.51459378923833510E-009  -0.327125549E-008
   0.51613448920611454E-009  -0.360752339E-008
   0.51767518917389399E-009  -0.397325683E-008
   0.51921588914167344E-009  -0.437049730E-008
   0.52075658910945288E-009  -0.480137752E-008
   0.52229728907723233E-009  -0.526812372E-008
   0.52383798904501178E-009  -0.577305359E-008
   0.52537868901279122E-009  -0.631857988E-008
   0.52691938898057067E-009  -0.690720592E-008
   0.52846008894835012E-009  -0.754152918E-008
   0.53000078891612956E-009  -0.822424351E-008
   0.53154148888390901E-009  -0.895813468E-008
   0.53308218885168845E-009  -0.974608305E-008
   0.53462288881946790E-009  -0.105910640E-007
   0.53616358878724735E-009  -0.114961463E-007
   0.53770428875502679E-009  -0.124645014E-007
   0.53924498872280624E-009  -0.134993945E-007
   0.54078568869058569E-009  -0.146041952E-007
   0.54232638865836513E-009  -0.157823692E-007
   0.54386708862614458E-009  -0.170374985E-007
   0.54540778859392403E-009  -0.183732674E-007
   0.54694848856170347E-009  -0.197934877E-007
   0.54848918852948292E-009  -0.213020872E-007
   0.55002988849726236E-009  -0.229031247E-007
   0.55157058846504181E-009  -0.246007961E-007
   0.55311128843282126E-009  -0.263994426E-007
   0.55465198840060070E-009  -0.283035639E-007
   0.55619268836838015E-009  -0.303178282E-007
   0.55773338833615960E-009  -0.324470868E-007
   0.55927408830393904E-009  -0.346963844E-007
   0.56081478827171849E-009  -0.370709792E-007
   0.56235548823949794E-009  -0.395763600E-007
   0.56389618820727738E-009  -0.422182538E-007
   0.56543688817505683E-009  -0.450026469E-007
   0.56697758814283628E-009  -0.479357922E-007
   0.56851828811061572E-009  -0.510242621E-007
   0.57005898807839517E-009  -0.542749383E-007
   0.57159968804617461E-009  -0.576950221E-007
   0.57314038801395406E-009  -0.612920914E-007
   0.57468108798173351E-009  -0.650740759E-007
   0.57622178794951295E-009  -0.690492996E-007
   0.57776248791729240E-009  -0.732264880E-007
   0.57930318788507185E-009  -0.776147786E-007
   0.58084388785285129E-009  -0.822237283E-007
   0.58238458782063074E-009  -0.870633130E-007
   0.58392528778841019E-009  -0.921439778E-007
   0.58546598775618963E-009  -0.974766294E-007
   0.58700668772396908E-009  -0.103072608E-006
   0.58854738769174852E-009  -0.108943659E-006
   0.59008808765952797E-009  -0.115102011E-006
   0.59162878762730742E-009  -0.121560262E-006
   0.59316948759508686E-009  -0.128331422E-006
   0.59471018756286631E-009  -0.135428934E-006
   0.59625088753064576E-009  -0.142866540E-006
   0.59779158749842520E-009  -0.150658394E-006
   0.59933228746620465E-009  -0.158818864E-006
   0.60087298743398410E-009  -0.167362657E-006
   0.60241368740176354E-009  -0.176304624E-006
   0.60395438736954299E-009  -0.185659900E-006
   0.60549508733732244E-009  -0.195443718E-006
   0.60703578730510188E-009  -0.205671370E-006
   0.60857648727288133E-009  -0.216358387E-006
   0.61011718724066077E-009  -0.227520090E-006
   0.61165788720844022E-009  -0.239171925E-006
   0.61319858717621967E-009  -0.251329197E-006
   0.61473928714399911E-009  -0.264007241E-006
   0.61627998711177856E-009  -0.277221147E-006
   0.61782068707955801E-009  -0.290986065E-006
   0.61936138704733745E-009  -0.305316860E-006
   0.62090208701511690E-009  -0.320228310E-006
   0.62244278698289635E-009  -0.335735081E-006
   0.62398348695067579E-009  -0.351851781E-006
   0.62552418691845524E-009  -0.368592879E-006
   0.62706488688623468E-009  -0.385972925E-006
   0.62860558685401413E-009  -0.404006499E-006
   0.63014628682179358E-009  -0.422708524E-006
   0.63168698678957302E-009  -0.442093892E-006
   0.63322768675735247E-009  -0.462178008E-006
   0.63476838672513192E-009  -0.482977100E-006
   0.63630908669291136E-009  -0.504507739E-006
   0.63784978666069081E-009  -0.526787630E-006
   0.63939048662847026E-009  -0.549835420E-006
   0.64093118659624970E-009  -0.573671059E-006
   0.64247188656402915E-009  -0.598315921E-006
   0.64401258653180860E-009  -0.623793085E-006
   0.64555328649958804E-009  -0.650127561E-006
   0.64709398646736749E-009  -0.677347032E-006
   0.64863468643514693E-009  -0.705481625E-006
   0.65017538640292638E-009  -0.734563685E-006
   0.65171608637070583E-009  -0.764629192E-006
   0.65325678633848527E-009  -0.795716687E-006
   0.65479748630626472E-009  -0.827868405E-006
   0.65633818627404417E-009  -0.861130957E-006
   0.65787888624182361E-009  -0.895554081E-006
   0.65941958620960306E-009  -0.931192289E-006
   0.66096028617738251E-009  -0.968104018E-006
   0.66250098614516195E-009  -0.100635248E-005
   0.66404168611294140E-009  -0.104600508E-005
   0.66558238608072084E-009  -0.108713402E-005
   0.66712308604850029E-009  -0.112981684E-005
   0.66866378601627974E-009  -0.117413526E-005
   0.67020448598405918E-009  -0.122017650E-005
   0.67174518595183863E-009  -0.126803207E-005
   0.67328588591961808E-009  -0.131779825E-005
   0.67482658588739752E-009  -0.136957624E-005
   0.67636728585517697E-009  -0.142347176E-005
   0.67790798582295642E-009  -0.147959452E-005
   0.67944868579073586E-009  -0.153805877E-005
   0.68098938575851531E-009  -0.159898207E-005
   0.68253008572629476E-009  -0.166248697E-005
   0.68407078569407420E-009  -0.172869920E-005
   0.68561148566185365E-009  -0.179774668E-005
   0.68715218562963309E-009  -0.186976092E-005
   0.68869288559741254E-009  -0.194487757E-005
   0.69023358556519199E-009  -0.202323372E-005
   0.69177428553297143E-009  -0.210496910E-005
   0.69331498550075088E-009  -0.219022559E-005
   0.69485568546853033E-009  -0.227914916E-005
   0.69639638543630977E-009  -0.237188465E-005
   0.69793708540408922E-009  -0.246858121E-005
   0.69947778537186867E-009  -0.256938938E-005
   0.70101848533964811E-009  -0.267446126E-005
   0.70255918530742756E-009  -0.278394896E-005
   0.70409988527520700E-009  -0.289801005E-005
   0.70564058524298645E-009  -0.301680393E-005
   0.70718128521076590E-009  -0.314049362E-005
   0.70872198517854534E-009  -0.326924146E-005
   0.71026268514632479E-009  -0.340321753E-005
   0.71180338511410424E-009  -0.354259373E-005
   0.71334408508188368E-009  -0.368754513E-005
   0.71488478504966313E-009  -0.383825363E-005
   0.71642548501744258E-009  -0.399490955E-005
   0.71796618498522202E-009  -0.415770455E-005
   0.71950688495300147E-009  -0.432683646E-005
   0.72104758492078092E-009  -0.450251355E-005
   0.72258828488856036E-009  -0.468495091E-005
   0.72412898485633981E-009  -0.487437228E-005
   0.72566968482411925E-009  -0.507101367E-005
   0.72721038479189870E-009  -0.527511656E-005
   0.72875108475967815E-009  -0.548694243E-005
   0.73029178472745759E-009  -0.570675456E-005
   0.73183248469523704E-009  -0.593483219E-005
   0.73337318466301649E-009  -0.617147180E-005
   0.73491388463079593E-009  -0.641697625E-005
   0.73645458459857538E-009  -0.667166296E-005
   0.73799528456635483E-009  -0.693586662E-005
   0.73953598453413427E-009  -0.720993285E-005
   0.74107668450191372E-009  -0.749422634E-005
   0.74261738446969316E-009  -0.778912454E-005
   0.74415808443747261E-009  -0.809502035E-005
   0.74569878440525206E-009  -0.841232031E-005
   0.74723948437303150E-009  -0.874145553E-005
   0.74878018434081095E-009  -0.908286256E-005
   0.75032088430859040E-009  -0.943699979E-005
   0.75186158427636984E-009  -0.980434106E-005
   0.75340228424414929E-009  -0.101853675E-004
   0.75494298421192874E-009  -0.105805848E-004
   0.75648368417970818E-009  -0.109905104E-004
   0.75802438414748763E-009  -0.114156801E-004
   0.75956508411526708E-009  -0.118566368E-004
   0.76110578408304652E-009  -0.123139571E-004
   0.76264648405082597E-009  -0.127882222E-004
   0.76418718401860541E-009  -0.132800524E-004
   0.76572788398638486E-009  -0.137900615E-004
   0.76726858395416431E-009  -0.143188845E-004
   0.76880928392194375E-009  -0.148671643E-004
   0.77034998388972320E-009  -0.154355948E-004
   0.77189068385750265E-009  -0.160248564E-004
   0.77343138382528209E-009  -0.166356622E-004
   0.77497208379306154E-009  -0.172687560E-004
   0.77651278376084099E-009  -0.179249000E-004
   0.77805348372862043E-009  -0.186048837E-004
   0.77959418369639988E-009  -0.193095184E-004
   0.78113488366417932E-009  -0.200396335E-004
   0.78267558363195877E-009  -0.207960948E-004
   0.78421628359973822E-009  -0.215797936E-004
   0.78575698356751766E-009  -0.223916431E-004
   0.78729768353529711E-009  -0.232325965E-004
   0.78883838350307656E-009  -0.241036487E-004
   0.79037908347085600E-009  -0.250058110E-004
   0.79191978343863545E-009  -0.259401622E-004
   0.79346048340641490E-009  -0.269077518E-004
   0.79500118337419434E-009  -0.279097494E-004
   0.79654188334197379E-009  -0.289473028E-004
   0.79808258330975324E-009  -0.300216307E-004
   0.79962328327753268E-009  -0.311339536E-004
   0.80116398324531213E-009  -0.322855449E-004
   0.80270468321309157E-009  -0.334777724E-004
   0.80424538318087102E-009  -0.347120113E-004
   0.80578608314865047E-009  -0.359896585E-004
   0.80732678311642991E-009  -0.373121948E-004
   0.80886748308420936E-009  -0.386811407E-004
   0.81040818305198881E-009  -0.400980462E-004
   0.81194888301976825E-009  -0.415645009E-004
   0.81348958298754770E-009  -0.430821638E-004
   0.81503028295532715E-009  -0.446527374E-004
   0.81657098292310659E-009  -0.462779572E-004
   0.81811168289088604E-009  -0.479596565E-004
   0.81965238285866548E-009  -0.496996363E-004
   0.82119308282644493E-009  -0.514998537E-004
   0.82273378279422438E-009  -0.533622806E-004
   0.82427448276200382E-009  -0.552889396E-004
   0.82581518272978327E-009  -0.572819008E-004
   0.82735588269756272E-009  -0.593432960E-004
   0.82889658266534216E-009  -0.614753226E-004
   0.83043728263312161E-009  -0.636802506E-004
   0.83197798260090106E-009  -0.659604193E-004
   0.83351868256868050E-009  -0.683181788E-004
   0.83505938253645995E-009  -0.707560175E-004
   0.83660008250423940E-009  -0.732764602E-004
   0.83814078247201884E-009  -0.758821552E-004
   0.83968148243979829E-009  -0.785757657E-004
   0.84122218240757773E-009  -0.813601437E-004
   0.84276288237535718E-009  -0.842380759E-004
   0.84430358234313663E-009  -0.872125238E-004
   0.84584428231091607E-009  -0.902865504E-004
   0.84738498227869552E-009  -0.934633281E-004
   0.84892568224647497E-009  -0.967459928E-004
   0.85046638221425441E-009  -0.100137848E-003
   0.85200708218203386E-009  -0.103642378E-003
   0.85354778214981331E-009  -0.107263033E-003
   0.85508848211759275E-009  -0.111003515E-003
   0.85662918208537220E-009  -0.114867544E-003
   0.85816988205315164E-009  -0.118858901E-003
   0.85971058202093109E-009  -0.122981553E-003
   0.86125128198871054E-009  -0.127239662E-003
   0.86279198195648998E-009  -0.131637513E-003
   0.86433268192426943E-009  -0.136179253E-003
   0.86587338189204888E-009  -0.140869364E-003
   0.86741408185982832E-009  -0.145712387E-003
   0.86895478182760777E-009  -0.150713022E-003
   0.87049548179538722E-009  -0.155876143E-003
   0.87203618176316666E-009  -0.161206626E-003
   0.87357688173094611E-009  -0.166709564E-003
   0.87511758169872556E-009  -0.172390181E-003
   0.87665828166650500E-009  -0.178253831E-003
   0.87819898163428445E-009  -0.184306162E-003
   0.87973968160206389E-009  -0.190552790E-003
   0.88128038156984334E-009  -0.196999579E-003
   0.88282108153762279E-009  -0.203652380E-003
   0.88436178150540223E-009  -0.210517333E-003
   0.88590248147318168E-009  -0.217600755E-003
   0.88744318144096113E-009  -0.224909149E-003
   0.88898388140874057E-009  -0.232449151E-003
   0.89052458137652002E-009  -0.240227469E-003
   0.89206528134429947E-009  -0.248251279E-003
   0.89360598131207891E-009  -0.256527623E-003
   0.89514668127985836E-009  -0.265064213E-003
   0.89668738124763780E-009  -0.273868442E-003
   0.89822808121541725E-009  -0.282948226E-003
   0.89976878118319670E-009  -0.292311626E-003
   0.90130948115097614E-009  -0.301966647E-003
   0.90285018111875559E-009  -0.311921525E-003
   0.90439088108653504E-009  -0.322185253E-003
   0.90593158105431448E-009  -0.332766504E-003
   0.90747228102209393E-009  -0.343674823E-003
   0.90901298098987338E-009  -0.354919786E-003
   0.91055368095765282E-009  -0.366510707E-003
   0.91209438092543227E-009  -0.378457422E-003
   0.91363508089321172E-009  -0.390770059E-003
   0.91517578086099116E-009  -0.403459271E-003
   0.91671648082877061E-009  -0.416535448E-003
   0.91825718079655005E-009  -0.430009910E-003
   0.91979788076432950E-009  -0.443893834E-003
   0.92133858073210895E-009  -0.458198832E-003
   0.92287928069988839E-009  -0.472937070E-003
   0.92441998066766784E-009  -0.488120248E-003
   0.92596068063544729E-009  -0.503760763E-003
   0.92750138060322673E-009  -0.519871654E-003
   0.92904208057100618E-009  -0.536465610E-003
   0.93058278053878563E-009  -0.553556136E-003
   0.93212348050656507E-009  -0.571156968E-003
   0.93366418047434452E-009  -0.589282601E-003
   0.93520488044212396E-009  -0.607947411E-003
   0.93674558040990341E-009  -0.627166359E-003
   0.93828628037768286E-009  -0.646954286E-003
   0.93982698034546230E-009  -0.667326734E-003
